parameter_A,parameter_B,channels,additive_cv_rmse,joint_cv_rmse,interaction_rmse_improvement_pct,additive_cv_r2,joint_cv_r2,interaction_incremental_r2,shap_interaction_strength,h_statistic_strength,fold_reproducibility,high_yield_region,low_yield_region,conditional_effect_description,evidence_label,reason
THIN_ET_DC_RF_Vg_optt3,TOPSIN_ET_C100Cap1pf,D_tree_path_cooccurrence,2.1667,2.1169,2.301,0.0722,0.116,0.0438,4e-05,0.0005,5/5,"THIN_ET_DC_RF_Vg_optt3 in [4.638, 5.636] AND TOPSIN_ET_C100Cap1pf in [0.6956, 0.7786]","THIN_ET_DC_RF_Vg_optt3 in [6.574, 7.823] AND TOPSIN_ET_C100Cap1pf in [0.8836, +inf]","Effect of THIN_ET_DC_RF_Vg_optt3 (low->high) on Yield: when TOPSIN_ET_C100Cap1pf is low = +0.027 pt, medium = -0.363 pt, high = -0.279 pt. The effect of THIN_ET_DC_RF_Vg_optt3 is largest when TOPSIN_ET_C100Cap1pf is medium (a decrease of 0.363 pt) and smallest when TOPSIN_ET_C100Cap1pf is low (0.027 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0438."
TFRP_ET_Rc_TF_AB_2,TOPSIN_ET_DC_PIV_Drain_Lag_1,A_top_score1_nonadditivity,2.0173,1.9645,2.621,0.1946,0.2382,0.0436,0.0,0.0,5/5,"TFRP_ET_Rc_TF_AB_2 in [0.1986, 0.2224] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [6.137, 6.999]","TFRP_ET_Rc_TF_AB_2 in [0.2465, +inf] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [8.053, +inf]","Effect of TFRP_ET_Rc_TF_AB_2 (low->high) on Yield: when TOPSIN_ET_DC_PIV_Drain_Lag_1 is low = -0.597 pt, medium = -0.646 pt, high = -2.025 pt. The effect of TFRP_ET_Rc_TF_AB_2 is largest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is high (a decrease of 2.025 pt) and smallest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is low (0.597 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0436."
OHMIC_ET_Rsh_an_ct2,TOPSIN_ET_DC_PIV_Drain_Lag_0,D_tree_path_cooccurrence,1.951,1.8947,2.887,0.256,0.2986,0.0426,0.00262,0.0569,5/5,"OHMIC_ET_Rsh_an_ct2 in [118.3, 122.4] AND TOPSIN_ET_DC_PIV_Drain_Lag_0 in [-inf, 5.052]","OHMIC_ET_Rsh_an_ct2 in [122.4, 127.7] AND TOPSIN_ET_DC_PIV_Drain_Lag_0 in [8.204, +inf]","Effect of OHMIC_ET_Rsh_an_ct2 (low->high) on Yield: when TOPSIN_ET_DC_PIV_Drain_Lag_0 is low = -0.269 pt, medium = -1.051 pt, high = -1.336 pt. The effect of OHMIC_ET_Rsh_an_ct2 is largest when TOPSIN_ET_DC_PIV_Drain_Lag_0 is high (a decrease of 1.336 pt) and smallest when TOPSIN_ET_DC_PIV_Drain_Lag_0 is low (0.269 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0426."
TOPSIN_ET_C100Cap1pf,TOPSIN_ET_C300,D_tree_path_cooccurrence,2.2154,2.1648,2.285,0.0371,0.0787,0.0416,0.00042,0.0051,5/5,"TOPSIN_ET_C100Cap1pf in [-inf, 0.6956] AND TOPSIN_ET_C300 in [0.8278, 0.8994]","TOPSIN_ET_C100Cap1pf in [0.8836, +inf] AND TOPSIN_ET_C300 in [0.8994, +inf]","Effect of TOPSIN_ET_C100Cap1pf (low->high) on Yield: when TOPSIN_ET_C300 is low = -1.227 pt, medium = -0.994 pt, high = -1.979 pt. The effect of TOPSIN_ET_C100Cap1pf is largest when TOPSIN_ET_C300 is high (a decrease of 1.979 pt) and smallest when TOPSIN_ET_C300 is medium (0.994 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0416."
CATHODE_ET_Rcat_cn_2,TOPSIN_ET_DC_PIV_Drain_Lag_1,A_top_score1_nonadditivity,1.9421,1.8873,2.822,0.2569,0.2976,0.0406,0.0005,0.0387,5/5,"CATHODE_ET_Rcat_cn_2 in [-inf, 0.1765] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [6.137, 6.999]","CATHODE_ET_Rcat_cn_2 in [0.2447, +inf] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [8.053, +inf]","Effect of CATHODE_ET_Rcat_cn_2 (low->high) on Yield: when TOPSIN_ET_DC_PIV_Drain_Lag_1 is low = -0.706 pt, medium = -1.793 pt, high = -1.537 pt. The effect of CATHODE_ET_Rcat_cn_2 is largest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is medium (a decrease of 1.793 pt) and smallest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is low (0.706 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0406."
THIN_ET_lkg_100_at20V,FIC_ET_Rc_f_tn_23,A_top_score1_nonadditivity,1.9627,1.9148,2.442,0.2308,0.2699,0.0392,0.0,0.0007,5/5,"THIN_ET_lkg_100_at20V in [0.04549, 0.06038] AND FIC_ET_Rc_f_tn_23 in [-inf, 0.1809]","THIN_ET_lkg_100_at20V in [0.1194, +inf] AND FIC_ET_Rc_f_tn_23 in [0.2411, +inf]","Effect of THIN_ET_lkg_100_at20V (low->high) on Yield: when FIC_ET_Rc_f_tn_23 is low = -1.714 pt, medium = -2.139 pt, high = -2.433 pt. The effect of THIN_ET_lkg_100_at20V is largest when FIC_ET_Rc_f_tn_23 is high (a decrease of 2.433 pt) and smallest when FIC_ET_Rc_f_tn_23 is low (1.714 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0392."
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos,MEASURE_ET_DC_RF2_MAG_26GHz,D_tree_path_cooccurrence,2.1782,2.1333,2.063,0.0621,0.1009,0.0388,9e-05,0.0051,5/5,"MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos in [12.24, +inf] AND MEASURE_ET_DC_RF2_MAG_26GHz in [15.66, +inf]","MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos in [10.16, 11.19] AND MEASURE_ET_DC_RF2_MAG_26GHz in [14.06, 14.62]","Effect of MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos (low->high) on Yield: when MEASURE_ET_DC_RF2_MAG_26GHz is low = +0.556 pt, medium = +0.527 pt, high = +1.004 pt. The effect of MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos is largest when MEASURE_ET_DC_RF2_MAG_26GHz is high (an increase of 1.004 pt) and smallest when MEASURE_ET_DC_RF2_MAG_26GHz is medium (0.527 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0388."
FIC_ET_Bad_Gates,TOPSIN_ET_DC_PIV_Drain_Lag_1,B_existing_shap_interaction+C_existing_h_statistic,2.0045,1.9562,2.408,0.2083,0.2462,0.0379,7e-05,0.0084,5/5,"FIC_ET_Bad_Gates in [-inf, 13.87] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [-inf, 5.168]","FIC_ET_Bad_Gates in [16.29, 17.12] AND TOPSIN_ET_DC_PIV_Drain_Lag_1 in [8.053, +inf]","Effect of FIC_ET_Bad_Gates (low->high) on Yield: when TOPSIN_ET_DC_PIV_Drain_Lag_1 is low = +0.585 pt, medium = -0.002 pt, high = +1.072 pt. The effect of FIC_ET_Bad_Gates is largest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is high (an increase of 1.072 pt) and smallest when TOPSIN_ET_DC_PIV_Drain_Lag_1 is medium (0.002 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0379."
MEASURE_ET_RF_Modeling_Mag_d,TOPSIN_ET_Cap3pf_0,C_existing_h_statistic,2.1804,2.1377,1.957,0.066,0.1026,0.0366,0.00541,0.2485,5/5,"MEASURE_ET_RF_Modeling_Mag_d in [15.38, 16.01] AND TOPSIN_ET_Cap3pf_0 in [-inf, 0.7187]","MEASURE_ET_RF_Modeling_Mag_d in [14.11, 14.71] AND TOPSIN_ET_Cap3pf_0 in [0.8925, +inf]","Effect of MEASURE_ET_RF_Modeling_Mag_d (low->high) on Yield: when TOPSIN_ET_Cap3pf_0 is low = +0.278 pt, medium = +0.083 pt, high = +0.755 pt. The effect of MEASURE_ET_RF_Modeling_Mag_d is largest when TOPSIN_ET_Cap3pf_0 is high (an increase of 0.755 pt) and smallest when TOPSIN_ET_Cap3pf_0 is medium (0.083 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0366."
TOPSIN_ET_lkg_C450pf,OHMIC_ET_Rc_an_ct2,A_top_score1_nonadditivity,1.9206,1.8718,2.542,0.2645,0.2992,0.0347,0.0,0.0,5/5,"TOPSIN_ET_lkg_C450pf in [-inf, 0.04826] AND OHMIC_ET_Rc_an_ct2 in [0.2066, 0.2217]","TOPSIN_ET_lkg_C450pf in [0.1248, +inf] AND OHMIC_ET_Rc_an_ct2 in [0.2401, +inf]","Effect of TOPSIN_ET_lkg_C450pf (low->high) on Yield: when OHMIC_ET_Rc_an_ct2 is low = -2.303 pt, medium = -1.910 pt, high = -2.469 pt. The effect of TOPSIN_ET_lkg_C450pf is largest when OHMIC_ET_Rc_an_ct2 is high (a decrease of 2.469 pt) and smallest when OHMIC_ET_Rc_an_ct2 is medium (1.910 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0347."
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_FPSD3p2,TOPSIN_ET_C100Cap1pf,D_tree_path_cooccurrence,2.1166,2.076,1.918,0.118,0.1526,0.0346,0.0001,0.0022,5/5,"MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_FPSD3p2 in [26.8, +inf] AND TOPSIN_ET_C100Cap1pf in [0.6956, 0.7786]","MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_FPSD3p2 in [-inf, 23.64] AND TOPSIN_ET_C100Cap1pf in [0.8836, +inf]","Effect of MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_FPSD3p2 (low->high) on Yield: when TOPSIN_ET_C100Cap1pf is low = +1.122 pt, medium = +1.426 pt, high = +1.257 pt. The effect of MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_FPSD3p2 is largest when TOPSIN_ET_C100Cap1pf is medium (an increase of 1.426 pt) and smallest when TOPSIN_ET_C100Cap1pf is low (1.122 pt).",STRONG,"Joint model beat additive in 5/5 folds (unanimous), incremental R^2=0.0346."
