,summed_mean_abs_shap
MEASURE_ET_RF_Modeling_R_Gg,0.00045519226578665146
MEASURE_ET_DC_SEC_S_Ig_cut3_mAmm_neg_FPSD3p2,0.00045369456172908456
MEASURE_ET_DC_SMALL_Vdg_max,0.0004460751393814382
TOPSIN_ET_DC_RF_n_gs,0.0004445719240886429
MEASURE_ET_DC_SEC_S_Ig_cut3_mAmm_pos_FPSD3p2,0.000437869470898881
MEASURE_ET_C385pf_0,0.0004260938266063293
ABVIA_CD_AB_VIA_litho,0.00042523550181632796
THIN_ET_OHMC,0.0004245333868473288
MEASURE_ET_DC_SEC_S_Vg_at_I3_neg_FPSD3p2,0.00041748420950417755
FIC_ET_Vds_max,0.00041422899181047705
MEASURE_ET_DC_SEC_X_Ig_cut2_mAmm_neg_FPSD3p2,0.00041369056423436174
MEASURE_ET_DC_RD_Id_Vbon_max,0.00041153471856628744
BRGM_ET_Probe_Number,0.0004109581904517139
SIN_GATE_ET_OHMIC_conc,0.000410272230640433
ANODE_ET_Ran_con_1_OW_CR,0.0004091669230052252
MEASURE_ET_DC_SMALL_Vbgd_0p01,0.00040903116318515725
MEASURE_ET_DC_SEC_X_Ig_cut3_mAmm_neg_FPSD3p2,0.00040820247008418315
MEASURE_ET_R_f_hr_1,0.00040190655270131624
MEASURE_ET_DC_SMALL_Vg_max_Vd,0.0004003556639378519
MEASURE_ET_DC_RF_S21dB_26GHz,0.000398730227759493
MEASURE_ET_R_f_hr_2,0.0003982536086407061
MEASURE_ET_RF_Modeling_Delta_S21_19G,0.0003969079612547171
MEASURE_ET_DC_RF_S12dB_10GHz,0.0003967864873134145
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_neg_FPSD3p2,0.0003966994975757681
MEASURE_ET_DC_SEC_X_Vg_at_I2_neg,0.000396563152378423
MEASURE_ET_DC_RF_S21dB_10GHz,0.00039411409554418816
MEASURE_ET_DC_RF_Vbon_max,0.0003935916022275634
MEASURE_ET_LT_SEC_Vg_Id_min_Vd8,0.00039046531228202576
SIN_ET_DC_RF_Vbgd_0p1,0.0003857899484261549
THIN_ET_Ran_con_1,0.0003787982318992499
TOPSIN_ET_DC_RF_Vdg_max_0p1,0.00037541624316700915
FIC_ET_DC_RF_n_gd,0.0003752735990195607
MEASURE_ET_DC_SEC_X_Vg_at_I1_neg_SD3p5,0.00037385725663148305
MEASURE_ET_Ran_con_1_OW_CR,0.0003688737295012995
MEASURE_ET_RF_Modeling_S21_25G_After,0.00036836503052066775
MEASURE_ET_DC_SEC_Vgs_0p5V,0.0003645842185136093
GATE2_ET_Ids2_Gate_recess_current,0.000364274282164455
MEASURE_ET_DC_RF_S22ang_26GHz_W,0.00035700102189189636
MEASURE_ET_DC_RF2_S12ang_26GHz,0.00035525643843933353
FIC_ET_DC_PIV_Ids1_QP1,0.00035407773985063784
MEASURE_ET_DC_SEC_S_Id_plus_Ig_at_Vboff_mA_mm_FPSD3p2,0.0003491052903721294
SIN_ET_DC_RF_Vg_max_Vd,0.0003476963444538734
MEASURE_ET_DC_RF_CF_S11_Mag_L1018,0.000347382991335652
MEASURE_ET_DC_PIV_Ids1_QP3,0.00034623252916278794
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg3,0.00034382838875820083
BRIDGE_METAL_CD_BRGM_Final_metal_CD,0.0003431804114603759
THIN_ET_DC_RF_Vt_gd,0.000340405207276814
FIN_CD2_CD_etch_FIN,0.00033919071443871485
MEASURE_ET_DC_SEC_S_Vboff_Id_FPSD3p2,0.00032880839865017254
MEASURE_ET_C_AN_2,0.00032827190712921223
MEASURE_ET_LT_SEC_Id_min_mA_mm_Vd3,0.0003276085394737551
MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_pos_SD3p5,0.0003269925425891222
FIC_ET_sh_GA142,0.00032442034531655927
MEASURE_ET_C20_0,0.0003222935413942726
GATE2_CD_330nm_Gate_Win_Length,0.000321638725151326
TOPSIN_ET_C450pf_0,0.000321244799017353
THIN_ET_Vk,0.00032085543976580633
TOPSIN_ET_R214,0.00031940763775391035
SIN_ThicknessGN2_SiN_Thickness,0.0003137374836634124
TOPSIN_ThicknessGN_SiN_Thickness,0.0003114627455791047
MEASURE_ET_DC_RF_Id_Vbon_max,0.000306085010416477
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg2,0.00030504315281644116
MEASURE_ET_DC_RF_n_gs,0.0003033672893722942
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_SD3p5,0.00030096837225504237
MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_pos,0.00029791360790640823
VIA_GaN_Measure4GN_Final_GaN_thickness,0.0002972290146557253
MEASURE_ET_DC_SEC_S_Ig_mAmm_at_Vg_cond_neg,0.00029392269984697823
SIN_ET_DC_RF_Vds_max,0.0002917279489886255
SIN_ET_DC_RF_Vds_max_0p1,0.0002914138629836362
TOPSIN_ET_sh_GA142_GN,0.00029109502393681613
MEASURE_ET_DC_SEC_X_Vg_at_I1_neg_FPSD3p2,0.0002884357578300906
MEASURE_ET_DC_SEC_Vgs_back_1V,0.0002865062256728319
HIRS_M_Gauge_P_E_MoSi,0.0002822450161870328
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg2_SD3p5,0.000278873472322264
CHRE_ET_Ids_Channel_recess_current,0.00027856787144564505
MEASURE_ET_RF_Modeling_MAG_25G_Before,0.0002756196108663897
MEASURE_ET_DC_SEC_S_Ig_cut2_mAmm_neg_FPSD3p2,0.00027465754801656283
MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_neg,0.0002743318494530478
THIN_Measure1GN_Thickness_after_bonding,0.0002739447173118608
TOPSIN_ET_RGAN1,0.00027281135262723484
MEASURE_ET_DC_RF_S21dB_26GHz_W,0.00027075118972501674
TOPSIN_ET_R_f_tn_1,0.00026914497605836843
SIN_Thickness1_SiN_Thickness_1st,0.00026570057041494743
THIN_ET_DC_RF_Vbgs_0p1,0.00026452923267503045
TOPSIN_ET_DC_PIV_Ids0_QP1,0.00026246367789656803
TOPSIN_ET_R514,0.0002621294648042405
TFRP_M_Gauge_P_E_Resistors,0.00026129305323533797
THIN_ET_DC_RD_Vboff,0.00025910419651420304
MEASURE_ET_DC_SMALL_Vt_gd,0.0002590863354876524
MEASURE_ET_DC_Stress_Id_max_Ig_before,0.00025710154621458645
MEASURE_ET_DC_SMALL_n_gd,0.0002563737282226474
MEASURE_ET_RF_Modeling_Rd,0.0002560813108608253
THIN_ET_DC_RF_Vg_max_Vd,0.0002538146890196871
MEASURE_ET_DC_RF_CF_S12_Mag_L2180,0.00025368281393818744
MEASURE_ET_DC_SEC_X_Ig_cut2_mAmm_pos,0.0002531055659220984
OHMIC_CD_Ohmic_CD_litho,0.00024996513266323955
MEASURE_ET_DC_SEC_X_Vg_at_I1_neg,0.0002466050282973786
MEASURE_ET_sh_GA142,0.00024572097823756344
MEASURE_ET_Load_Pull_Id_SS,0.0002453981898247736
SIN_GATE_ET_R514,0.00024408684320448127
MEASURE_ET_DC_SEC_S_Ig_cut3_mAmm_pos,0.0002435625025076797
FIC_ET_DC_RF_Vg_max_Vd_0p1,0.0002427623089662369
TOPSIN_ET_Load_Pull_Pin_Cut,0.00024147975420890107
TOPSIN_ET_Load_Pull_Pout_Last,0.0002406474948328554
TOPSIN_ET_DC_SMALL_Vg_optt,0.0002405762424588778
THIN_ET_Ran_con_3_OW_CR,0.00023773081261151954
MEASURE_ET_DC_RD_S21ang_18GHz,0.00023421830964607247
MEASURE_ET_DC_RF2_MAG_35GHz,0.0002341744544236019
SIN_GATE_ET_Ran_con_2,0.00023401855683696421
MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_pos,0.00023339002651667957
MEASURE_ET_DC_RF_Min_S21_Mag_L2180,0.00023016419374245506
MEASURE_ET_DC_RF_Vboff_ON,0.00022943951574918195
ANODE_ET_C_AN_2,0.00022740564619168392
THIN_ET_TF_AB_3,0.00022564243932395297
THIN_ET_DC_RF_n_gs,0.00022409011085202903
MEASURE_ET_LT_SEC_Vg_Id_min_Vd7,0.00022348033549131105
FIC_ET_DC_RF_Vdg_max_0p1,0.00022278647535615122
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg2_SD3p5,0.00022179859007550267
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_neg_SD3p5,0.00022098063153754303
TOPSIN_ET_Load_Pull_Freq,0.0002208387876163954
MEASURE_ET_DC_SEC_S_Id_plus_Ig_at_Vboff_mA_mm_SD3p5,0.0002192855224401035
SIN_GATE_ET_RGAN3,0.0002181191027698132
MEASURE_ET_DC_RF_n_gd,0.00021675031492482104
MEASURE_ET_DC_SEC_S_Vg_at_I3_pos_SD3p5,0.00021610925973537907
MEASURE_ET_Load_Pull_GL_meas,0.0002143338783425743
SIN_GATE_ET_R114,0.0002142845698277613
MEASURE_ET_Ran_con_3,0.0002104503772588161
MEASURE_ET_DC_RF_CF_S21_Ph_L1002,0.00021012040322627087
GATE2_CD_358nm_Gate_Leg_Length,0.0002093009808450641
MEASURE_ET_DC_SEC_X_Ron,0.00020813679042049247
MEASURE_ET_DC_SEC_S_Bin_FPSD3p2,0.00020703446572284108
MEASURE_ET_RF_Modeling_Rgs,0.00020701225633047805
MEASURE_ET_RF_Modeling_Rs,0.00020501022943974058
MEASURE_ET_DC_SEC_X_Ig_cut2_mAmm_pos_FPSD3p2,0.00020283660871422667
MEASURE_ET_DC_SEC_S_Ids_max_norm_FPSD3p2,0.00020073796553759336
SIN_GATE_ET_TR_1F,0.000200201781307708
ANODE_ET_Ran_con_3_OW_CR,0.00019961764084896132
GATE2_CD_Gate_Win_Length,0.00019870124311619446
MESA_ET_Probe_Number,0.00019864898948817632
TOPSIN_ET_DC_SMALL_Vds_max_0p1,0.00019761550565509437
MEASURE_ET_DC_RF_Vdg_max,0.0001964154456553674
MEASURE_ET_DC_SEC_X_Bin_SD3p5,0.00019577294280795484
CATHODE_ET_Rsh_cat_c2_OW_ST,0.00019576894836096653
OHMIC_ET_Probe_Number,0.00019443695044801118
MEASURE_ET_R314,0.00019403996453139756
MEASURE_ET_RF_Modeling_Gds,0.00019142123648431628
MEASURE_ET_DC_RD_S12ang_18GHz,0.0001873205458052978
TOPSIN_ET_C175pf,0.00018543516277592137
MEASURE_ET_DC_RF_CF_S12_Ph_L1018,0.000184927160133083
MEASURE_ET_DC_Big_Vdg_max,0.00018427397984216215
THIN_ET_DC_RF_Ids_m0p2,0.00018313080367873087
CHRE_CD_2_Channel_recess_CD_Etch,0.00018069891659641823
MEASURE_ET_DC_SEC_S_Id_at_Vboff_mA_mm,0.00017974834652984302
TOPSIN_ET_Vg_Vds_max,0.00017921090861354677
MEASURE_ET_DC_Diode_S21_dB_rev_9p5,0.00017907249831121283
SIN_GATE_ET_Ran_con_3,0.0001779005767213244
TOPSIN_ET_DC_RF_Vbgs1,0.00017773186200112929
MEASURE_ET_DC_RF_Vds_max_0p1,0.00017757226963080483
MEASURE_ET_DC_SEC_S_Vg_at_I2_pos_FPSD3p2,0.0001770262312934109
BPLATE_Height_BPLATE_metal_thickness,0.0001767679804972257
TOPSIN_ET_OHMC_GN,0.0001748106548362075
CHRE_CD_Channel_recess_CD,0.000173188995483936
VIA_Etch_Via_etch_end_point_time,0.00017205239674789274
MEASURE_ET_DC_SEC_S_Vg_at_I2_neg_SD3p5,0.00017153805850542988
TOPSIN_ET_Load_Pull_Id_SS,0.00017119635960714086
MEASURE_ET_DC_RF_K,0.00017107536342862915
TOPSIN_ET_I_5,0.00017102157966602437
MEASURE_ET_RF_Modeling_Rgd_err,0.00016980194463869208
MEASURE_ET_DC_Big_Vg_optt3,0.0001694218537877142
MEASURE_ET_DC_SMALL_Vdg_max_0p1,0.0001691328849749244
MEASURE_ET_DC_SEC_Vg_min_ON,0.00016880330554258435
MEASURE_ET_TR_1F,0.00016775031561542072
SIN_ET_DC_RF_Vdg_max_0p1mA,0.0001664630532759106
THIN_ET_HIRS,0.00016347986037129145
FIC_ET_R314,0.00016342092151087876
MEASURE_ET_C175pf_0,0.00016329453115907896
MEASURE_ET_DC_SMALL_Vboff,0.00016184833798173692
MEASURE_ET_Rsh_cat_c2,0.00016178234158521152
MEASURE_ET_DC_SEC_S_Ron_SD3p5,0.00016149197089946238
MEASURE_ET_DC_SMALL_Vds_max_0p1,0.00016135364209469465
MEASURE_ET_DC_RF_Vdg_max_0p1,0.00016105580590383678
TOPSIN_ET_ABVIETCH,0.00016100143525048314
SIN_GATE_ET_R214,0.0001607560205388642
MEASURE_ET_RF_Modeling_Ft_int,0.00016060601154493587
FIC_ET_DC_RF_Vt_gd,0.00016039380387403574
MEASURE_ET_DC_SEC_S_Ids_max_norm_SD3p5,0.0001598191125292877
MEASURE_ET_DC_RF_Min_S21_Ph_L1018,0.00015902779125927534
MEASURE_ET_DC_SEC_X_Ids_max_norm,0.00015890287510065328
TOPSIN_ET_DC_RF_Vg_optt,0.0001580495458502909
FIC_ET_DC_RF_Vt_gs,0.00015791610354095467
MEASURE_ET_DC_SEC_Ids_m0p2,0.00015580990631996116
FIC_ET_DC_RF_n_gs,0.00015260074829443336
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg1_SD3p5,0.00015255849861165867
FIC_ET_DC_PIV_Ids0_QP3,0.00015107496390284544
TOPSIN_ET_DC_SMALL_Vbgd_0p01,0.00014887226095225376
FIC_ET_DC_RF_Vds_max_0p1mA,0.0001483817706677086
THIN_ET_DC_RF_Vbgd1,0.00014822909180977036
MEASURE_ET_Ran_con_2_OW_CR,0.00014811956061369053
MEASURE_ET_Load_Pull_Gain_comp_Last,0.0001455462135711636
TOPSIN_ET_G2_per_6K,0.00014496833644378552
MEASURE_ET_DC_PIV_Ids1_QP1,0.00014388463131618983
CATHODE_ET_C_CAT_2_OW_ST,0.00014374211069764214
SIN_Thickness1_RefractiveIndex,0.00014368459833745363
MEASURE_ET_Gate_res,0.00014352006173150655
THIN_ET_TANR,0.00014119100344072263
GATE2_CD_310nm_Gate_Win_Length,0.00014067075978861496
MEASURE_ET_LT_SEC_ChipStatus,0.00013990944941138155
MEASURE_ET_DC_SEC_Vgs_back_0p1V,0.00013988392436534305
SIN_GATE_ET_I_5,0.00013977227349500242
MEASURE_ET_DC_SEC_S_Ig_cut2_mAmm_pos,0.0001385804979291197
MEASURE_ET_DC_RF_S12dB_26GHz,0.00013839202377821297
MEASURE_ET_Vk,0.00013803137080251886
MEASURE_ET_R114,0.00013735696765351132
TOPSIN_ET_DC_SMALL_Vt_gd,0.0001371215944276542
FIC_ET_sh_f_hr_23,0.00013693953041153282
MEASURE_ET_DC_SEC_S_Vg_at_I2_neg_FPSD3p2,0.00013659533659498056
MEASURE_ET_RF_Modeling_L_Gs,0.0001358088681975142
TOPSIN_ET_Load_Pull_IG_comp_Last_uA,0.00013547973550155997
TOPSIN_ET_KLV_F_AB_4u,0.0001342878767849765
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg1,0.00013326293464337524
OHMIC_ET_R314,0.00013249258500963674
METAL1_Height_Metal1_metal_thickness,0.00013221982765478004
THIN_ET_DC_RF_n_gd,0.0001318237477634438
MEASURE_ET_DC_SEC_S_Vboff_Id_SD3p5,0.00013107210550234667
MEASURE_ET_Load_Pull_Pout_Last,0.0001299948247218725
MEASURE_ET_DC_RF_Id_Vbon_min,0.00012976182063763957
TOPSIN_ET_DC_SMALL_n_gd,0.0001297289281225018
MEASURE_ET_DC_SEC_S_Ig_cut2_mAmm_pos_FPSD3p2,0.00012893467690686938
TOPSIN_ThicknessGN_RefractiveIndex,0.00012888873229044458
MEASURE_ET_DC_SEC_Vg_max_ON,0.00012759435919858795
MEASURE_ET_DC_RF_Ft_W,0.00012744383082855947
MEASURE_ET_RF_Modeling_MAG_18,0.00012729230730664103
MEASURE_ET_DC_SEC_S_Bin_SD3p5,0.00012685028436397791
FIC_ET_R_f_tn_3,0.00012642721798266604
FIC_ET_DC_RF_Vg_optt2,0.00012640273143327803
SIN_GATE_ET_R414,0.00012595330833919214
MEASURE_ET_DC_SEC_Vt_gs,0.00012511304815119862
MEASURE_ET_DC_SEC_S_Vboff_Id_plus_Ig_SD3p5,0.00012461817838834878
MEASURE_ET_DC_Stress_Stress_time,0.00012437770972525218
MEASURE_ET_DC_SEC_X_Bin_FPSD3p2,0.00012430237058961506
FIC_ET_R214,0.00012413226377043895
THIN_ET_DC_RF_Vbgd_0p01,0.0001235050795934077
MEASURE_ET_RF_Modeling_Vd_set,0.0001229367817012111
MEASURE_ET_DC_RF_Vg_optt,0.00012230268355039413
TOPSIN_ET_C175pf_0,0.00012225526515047917
ANODE_CD_Anode_CD_litho,0.00012214202244202233
MEASURE_ET_I_5,0.00012167037802603934
MEASURE_ET_RF_Modeling_MAG_25G_After,0.00012047817069946091
ANODE_ET_Ran_con_2,0.00012038269657426652
THIN_ET_Rsh_cat_c2,0.0001200132706831652
SIN_ET_DC_RF_Vg_optt,0.00011997273651624339
MEASURE_ET_DC_SEC_S_Ids_max_SD3p5,0.00011897941390961058
SIN_Thickness2_RefractiveIndex,0.00011861027346392127
TOPSIN_ET_DC_SMALL_Vg_max_Vd,0.0001184602642201014
SIN_Thickness_RefractiveIndex,0.0001184550985048062
MEASURE_ET_DC_Big_Vds_max_0p1mA,0.00011816109334891522
MEASURE_ET_RF_Modeling_S21dB_10GHz,0.00011748389806452884
MEASURE_ET_DC_Big_Vdg_max_0p1mA,0.00011687537261491796
MEASURE_ET_Load_Pull_Pin_Cut,0.00011639274967567697
SIN_ET_DC_RF_Vbin_gd,0.00011612411670421677
THIN_ET_R_f_hr_2,0.00011550196396936264
MEASURE_ET_DC_SEC_S_Vg_at_I2_pos,0.00011517458031962187
THIN_ET_R314,0.00011434239335731747
THIN_ET_DC_RF_Vt_gs,0.00011429450490796087
THIN_ET_Rc_f_tn_23,0.00011385799584049827
MEASURE_ET_Ids_m2,0.00011370434027775004
FIC_ET_Vg_Vds_max,0.00011358059909304714
MEASURE_ET_RF_Modeling_Delta_MAG_19G,0.00011317810856535224
THIN_ET_R214,0.0001128066885029722
SIN_GATE_ET_OHMC_GN,0.00011223259219868937
MEASURE_ET_RF_Modeling_Cgs_err,0.00011194168722110209
MEASURE_ET_DC_RF_CF_S22_Ph_L1002,0.00011103778417320811
FIC_ET_TANR,0.00011083774933177535
MEASURE_ET_DC_RF_MAG_35GHz,0.00011054767014102675
OHMIC_ET_Ran_con_3,0.00011010618420816002
SIN_ET_TR_1F,0.00010952333612387248
MEASURE_ET_RF_Modeling_Rg,0.00010878851484959163
FIC_ET_R_f_hr_2,0.00010866387891526254
TOPSIN_ET_Load_Pull_Gss,0.0001085732941974237
BRIDGE_METAL_Height2_BRGM_Height2,0.0001081794161450971
TOPSIN_ET_GC_Igs,0.00010597625299548665
MEASURE_ET_DC_RF_CF_S22_Mag_L1002,0.00010553114405061679
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg2_FPSD3p2,0.00010549822483421688
FIC_ET_Vd_at_Id_cut_cond,0.00010530480297614469
SIN_ET_DC_RF_Vg_optt1,0.00010436874638410994
FIC_ET_G2_per_6K,0.00010341432665479
FMESA_ET_Probe_Number,0.00010297893405413254
SIN_Thickness_SiN_Thickness,0.00010278079563373324
TOPSIN_ET_DC_RF_Vbgd1,0.0001025203232546764
OHMIC_ET_OHMIC_conc,0.00010223492127680186
GATE2_CD_HPA_CB_Gate_Win_Length,0.00010217179251848326
THIN_ET_i5021_1,0.00010183505033446013
THIN_Measure3GN_Thickness_after_etchback,0.0001017219626666864
THIN_ET_C_AN_2_OW_CR,0.0001007032907896443
MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_neg_FPSD3p2,0.00010001486024188919
MEASURE_ET_DC_Stress_Ig_max_before,9.98786974383175e-05
THIN_Measure2_Thickness_after_grinding,9.960750280018634e-05
MEASURE_ET_DC_RF_CF_S11_Mag_L1002,9.912192240464469e-05
MEASURE_ET_RF_Modeling_Cgs,9.890614205049079e-05
THIN_ET_F_AB,9.7839197864415e-05
GATE2_CD_330nm_Gate_Leg_Length,9.768920580780605e-05
MEASURE_ET_DC_Big_Ids_m0p2,9.768897573875737e-05
MEASURE_ET_RF_Modeling_Fmax_int,9.764383812779763e-05
THIN_ET_R_660_VER,9.758933477331344e-05
MEASURE_ET_DC_SMALL_Vg_max_Vd_0p1,9.74426190391432e-05
MEASURE_ET_TF_AB_1,9.614697281101707e-05
MEASURE_ET_DC_RF_MAG_35GHz_W,9.585737393638823e-05
MEASURE_ET_C_CAT_2_OW_ST,9.580792226877059e-05
MEASURE_ET_RF_Modeling_Vg_Stress,9.462272175203874e-05
FIC_ET_Vdg_max,9.380337182091393e-05
MEASURE_ET_RF_Modeling_Delta_MAG_25G,9.355474135492763e-05
FP2_Height2_FP2_Height2,9.28091416002783e-05
TOPSIN_ET_DC_SMALL_Vboff,9.26183931828991e-05
THIN_ET_i5021_3,9.166761191408619e-05
THIN_ET_DC_RF_Vg_optt2,9.063360036927416e-05
TOPSIN_ET_Load_Pull_GL_meas,8.935267866417758e-05
BRGM_Height2_BRGM_Height2,8.87401872919474e-05
THIN_ET_R_f_tn_2,8.830497698286923e-05
BRGM_Cd_Metal_BRGM_Final_metal_CD,8.73723460147459e-05
TOPSIN_ET_DC_RF_Vbin_gd,8.715859927130482e-05
MEASURE_ET_DC_SMALL_Vg_optt,8.645781367584625e-05
MEASURE_ET_DC_Stress_Vd_stress,8.607075535756666e-05
MEASURE_ET_DC_SEC_S_Ig_cut3_mAmm_pos_SD3p5,8.601213842543531e-05
MEASURE_ET_RF_Modeling_ids_m0p2_W,8.584848931631339e-05
MEASURE_ET_LT_SEC_Ig_Id_min_mA_mm_Vd8,8.548197610735929e-05
FIC_ET_Ids_m2,8.520854684391888e-05
TOPSIN_ET_KLV_F_M1_4u,8.489646374866337e-05
MEASURE_ET_DC_SEC_S_Vg_at_I3_neg,8.484547612451664e-05
MEASURE_ET_DC_Stress_Vg_max_Ig_after,8.393642677397502e-05
FIC_ET_TR_1F,8.341760487515318e-05
MESA_Height_Mesa_Height,8.280386389793844e-05
MEASURE_ET_DC_SEC_S_Vg_at_I1_pos,8.093316419433366e-05
MEASURE_ET_DC_SEC_X_Vg_at_I3_pos_SD3p5,8.080815327594771e-05
MEASURE_ET_i5021_2,8.052787476730801e-05
MEASURE_ET_RF_Modeling_L_Gd,7.867228106882806e-05
MEASURE_ET_DC_RF_Vds_max_0p1mA,7.822101691510678e-05
MEASURE_ET_DC_RF_ids_m0p2_W,7.780053464159329e-05
MEASURE_ET_DC_Big_K,7.705015158124284e-05
MEASURE_ET_DC_SEC_X_Vg_at_I3_neg_SD3p5,7.701414207857222e-05
MEASURE_ET_DC_SEC_X_Ig_cut2_mAmm_neg_SD3p5,7.671823589913167e-05
FIN_Etch_Hard_Bias,7.664639460384387e-05
FIC_ET_DC_RF_Vds_max_0p1,7.656041858435439e-05
MEASURE_ET_R_400_VER,7.633616108653998e-05
MEASURE_ET_Load_Pull_PhL_meas,7.603303215312215e-05
MEASURE_ET_LT_SEC_Ig_Id_min_mA_mm,7.599723993418367e-05
SIN_GATE_ET_R314,7.548650250563295e-05
MEASURE_ET_DC_SEC_S_Vg_at_I1_pos_SD3p5,7.544158937914825e-05
MEASURE_ET_DC_SMALL_Vbgd_0p1,7.541773808596443e-05
THIN_ET_Ran_con_2_OW_CR,7.538253644887702e-05
THIN_Measure2GN_Thickness_after_grinding,7.507869407148991e-05
MEASURE_ET_DC_RF_S21ang_10GHz,7.494561415918916e-05
FIC_ET_DC_RF_Vg_optt1,7.486579489671293e-05
MEASURE_ET_sh_f_tn_23,7.486180919484455e-05
MEASURE_ET_R214,7.48090218203754e-05
MEASURE_ET_RF_Modeling_MAG_19G_After,7.47401639536176e-05
MEASURE_ET_Vbpin,7.448603112078687e-05
MEASURE_ET_TFR_AB,7.441260763826405e-05
MEASURE_ET_DC_SEC_S_Ig_mAmm_at_Vg_cond_pos,7.41225755865315e-05
MEASURE_ET_DC_RF_S21ang_26GHz,7.406403727490965e-05
MEASURE_ET_DC_SEC_Vds_max_ON,7.376321625604091e-05
MEASURE_ET_DC_RF_MAG_26GHz_W,7.349759311573536e-05
TOPSIN_ET_Load_Pull_GL_set,7.332550585233702e-05
MEASURE_ET_VIA_KLV_8p5,7.200970168343245e-05
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg2_FPSD3p2,7.18074749222522e-05
MEASURE_ET_LT_SEC_Id_min_mA_mm_Vd7,7.090439545409991e-05
VIA_GaN_Height_Ni_height,7.041511405155628e-05
FIC_ET_DC_RF_Vbin_gd,6.990954430701465e-05
BFIC_Height_FIC_metal_thickness,6.932980595587822e-05
SIN_ET_DC_RF_Ids_m0p2,6.925631359848625e-05
MEASURE_ET_RF_Modeling_Fmax_ext,6.862893753007887e-05
MEASURE_ET_DC_SEC_S_Vboff_Id_plus_Ig,6.820038158768534e-05
BMETAL1_Height_Metal1_metal_thickness,6.801377454118618e-05
THIN_ET_Rsh_an_ct2_OW_CR,6.797274504402954e-05
MEASURE_ET_sh_GA142_GN,6.777266587581412e-05
TOPSIN_ET_DC_RF_Vboff,6.753453027840958e-05
MEASURE_ET_R_f_tn_2,6.731355421178929e-05
MEASURE_ET_Er,6.716236610032613e-05
MEASURE_ET_Vbpin_D60,6.696592814668167e-05
EBCR2_CD_2_EBCR_cd_etch,6.659311769281378e-05
MEASURE_ET_DC_SEC_S_Bin,6.648554592043601e-05
TFRP_ET_TFRP,6.621978238561009e-05
TOPSIN_ET_R_f_tn_2,6.60768032914541e-05
MEASURE_ET_F_AB,6.583096219471947e-05
THIN_Measure4_Wafer_thickness_final,6.537856105060108e-05
MEASURE_ET_DC_SEC_S_Ig_cut2_mAmm_neg,6.487183673475682e-05
MEASURE_ET_DC_RF_Vg_max_Vd_0p1mA,6.439325335178838e-05
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg2,6.419312709059499e-05
MEASURE_ET_Ran_con_3_OW_CR,6.37657094597375e-05
SIN_ET_DC_RF_Vt_gd,6.312725582234118e-05
TOPSIN_ET_DC_SMALL_Ids_m0p2,6.257264704947339e-05
MESA_ET_Vbkd,6.253783045701553e-05
MEASURE_ET_DC_RF_Min_S21_Mag_L1002,6.185540622137554e-05
TOPSIN_ET_C385pf_0,6.160264294234645e-05
MEASURE_ET_DC_RF_CF_S21_Ph_L1018,6.138423144902948e-05
FMESA_ET_Vbkd,5.994889131100355e-05
BRGM_Cd_Litho_BRGM_litho_CD,5.975990204531257e-05
TOPSIN_ET_DC_RF_Vt_gs,5.9363426039288416e-05
THIN_ET_DC_RF_Vdg_max_0p1mA,5.9356742907029865e-05
MEASURE_ET_DC_SEC_X_ChipStatus,5.93337066871763e-05
MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_neg_SD3p5,5.894330826660861e-05
MEASURE_ET_DC_PIV_Ids0_QP2,5.8091468453238945e-05
FIC_ET_GT_lin25,5.7535744753683634e-05
MEASURE_ET_DC_SEC_X_Ids_max_SD3p5,5.7521053489345705e-05
OHMIC_ET_Ran_con_1,5.7402395809933207e-05
MEASURE_ET_Load_Pull_Id_ord,5.6808675324589695e-05
GATE2_CD_310nm_Gate_Leg_Length,5.6035443741305685e-05
MEASURE_ET_DC_SEC_S_Id_plus_Ig_at_Vboff_mA_mm,5.4275598933743195e-05
MEASURE_ET_DC_RD_Id_Vbon_min,5.40078832477328e-05
MEASURE_ET_DC_RF2_K,5.327079783401718e-05
MEASURE_ET_DC_SEC_S_Vg_at_I2_neg,5.297112634031105e-05
TOPSIN_ET_DC_RF_Vg_max_Vd_0p1,5.292071549458207e-05
