relationship_type,parameter_A,parameter_B,ebm_evidence_label,ebm_shape,existing_spline_label,existing_v2_label,status
single_parameter,OHMIC_ET_Rsh_an_ct2,,INCONCLUSIVE,FLAT,STRONG,MODERATE,EXISTING_ONLY
single_parameter,MEASURE_ET_DC_SEC_X_Ig_cut3_mAmm_pos_FPSD3p2,,INCONCLUSIVE,FLAT,STRONG,INCONCLUSIVE,EXISTING_ONLY
single_parameter,MEASURE_ET_DC_RF2_S21ang_26GHz,,INCONCLUSIVE,FLAT,STRONG,INCONCLUSIVE,EXISTING_ONLY
single_parameter,MEASURE_ET_DC_SEC_X_Bin,,INCONCLUSIVE,FLAT,STRONG,WEAK,EXISTING_ONLY
single_parameter,MEASURE_ET_DC_SEC_S_Ig_cut2_mAmm_pos_SD3p5,,INCONCLUSIVE,FLAT,INCONCLUSIVE,WEAK,INCONCLUSIVE_BOTH
single_parameter,TOPSIN_ET_Load_Pull_IG_comp_Last_uA,,INCONCLUSIVE,FLAT,STRONG,STRONG,EXISTING_ONLY
single_parameter,THIN_ET_DC_RF_Vds_max_0p1mA,,INCONCLUSIVE,FLAT,MODERATE,WEAK,EXISTING_ONLY
single_parameter,MEASURE_ET_C385pf,,INCONCLUSIVE,FLAT,STRONG,WEAK,EXISTING_ONLY
single_parameter,MEASURE_ET_DC_RF_Vbgs_0p01,,INCONCLUSIVE,FLAT,WEAK,INCONCLUSIVE,INCONCLUSIVE_BOTH
single_parameter,SIN_ET_DC_RF_Vg_max_Vd_0p1,,INCONCLUSIVE,FLAT,STRONG,MODERATE,EXISTING_ONLY
single_parameter,MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_neg,,INCONCLUSIVE,FLAT,MODERATE,MODERATE,EXISTING_ONLY
single_parameter,MEASURE_ET_RF_Modeling_Delta_S21_19G,,INCONCLUSIVE,FLAT,MODERATE,MODERATE,EXISTING_ONLY
single_parameter,MEASURE_ET_DC_SEC_Ids_min_ON,,INCONCLUSIVE,FLAT,STRONG,WEAK,EXISTING_ONLY
single_parameter,MEASURE_ET_DC_Stress_Id_stress_before,,INCONCLUSIVE,FLAT,STRONG,STRONG,EXISTING_ONLY
single_parameter,OHMIC_ET_Ran_con_1,,INCONCLUSIVE,FLAT,STRONG,MODERATE,EXISTING_ONLY
single_parameter,MEASURE_ET_DC_PIV_Ids0_QP3,,INCONCLUSIVE,FLAT,WEAK,INCONCLUSIVE,INCONCLUSIVE_BOTH
single_parameter,SIN_ET_DC_RF_Vg_max_Vd,,INCONCLUSIVE,FLAT,WEAK,STRONG,EXISTING_ONLY
single_parameter,TOPSIN_ET_R_f_tn_1,,INCONCLUSIVE,FLAT,STRONG,STRONG,EXISTING_ONLY
single_parameter,ANODE_ET_Ran_con_1,,INCONCLUSIVE,FLAT,STRONG,STRONG,EXISTING_ONLY
single_parameter,MEASURE_ET_DC_SEC_S_Vg_at_I1_neg_FPSD3p2,,INCONCLUSIVE,FLAT,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE_BOTH
single_parameter,MEASURE_ET_Rc_an_ct2_OW_CR,,INCONCLUSIVE,FLAT,STRONG,INCONCLUSIVE,EXISTING_ONLY
single_parameter,MEASURE_ET_DC_SEC_S_Ig_mAmm_at_Vg_cond_neg_FPSD3p2,,INCONCLUSIVE,FLAT,STRONG,WEAK,EXISTING_ONLY
single_parameter,EBCR2_Ali_Litho_Gate_to_ohmic_alignment,,INCONCLUSIVE,FLAT,STRONG,STRONG,EXISTING_ONLY
single_parameter,TANR_M_Gauge_P_E_TaN,,INCONCLUSIVE,FLAT,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE_BOTH
single_parameter,FIC_ET_R_f_tn_2,,INCONCLUSIVE,FLAT,STRONG,MODERATE,EXISTING_ONLY
single_parameter,FIC_ET_DC_RF_n_gd,,INCONCLUSIVE,FLAT,MODERATE,INCONCLUSIVE,EXISTING_ONLY
single_parameter,MEASURE_ET_CapPARCAP_0,,INCONCLUSIVE,FLAT,STRONG,INCONCLUSIVE,EXISTING_ONLY
single_parameter,MEASURE_ET_G_per_6K,,INCONCLUSIVE,FLAT,INCONCLUSIVE,MODERATE,EXISTING_ONLY
single_parameter,TOPSIN_ET_R_f_hr_2,,INCONCLUSIVE,FLAT,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE_BOTH
single_parameter,THIN_ET_Vbpin,,INCONCLUSIVE,FLAT,STRONG,INCONCLUSIVE,EXISTING_ONLY
single_parameter,MEASURE_ET_LT_SEC_Ig_Id_min_mA_mm_Vd7,,INCONCLUSIVE,FLAT,STRONG,MODERATE,EXISTING_ONLY
single_parameter,TOPSIN_ET_lkg_C450pf,,INCONCLUSIVE,FLAT,MODERATE,WEAK,EXISTING_ONLY
single_parameter,SIN_ET_DC_RF_Vbin_gs,,INCONCLUSIVE,FLAT,STRONG,STRONG,EXISTING_ONLY
single_parameter,MEASURE_ET_DC_RF_CF_S12_Mag_L1002,,INCONCLUSIVE,FLAT,MODERATE,MODERATE,EXISTING_ONLY
single_parameter,MEASURE_ET_DC_SMALL_n_gs,,INCONCLUSIVE,FLAT,STRONG,MODERATE,EXISTING_ONLY
single_parameter,THIN_ET_Rcat_cn_1,,INCONCLUSIVE,FLAT,STRONG,INCONCLUSIVE,EXISTING_ONLY
