parameter_A,parameter_B,parameter_C,channels,n_channels
MEASURE_ET_Cap2pf_0,MEASURE_ET_DC_Big_Vg_max_Vd_0p1mA,THIN_ET_Rc_f_hr_23,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,MEASURE_ET_DC_Big_Vg_max_Vd_0p1mA,TOPSIN_ET_DC_RF_Vbgs1,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,MEASURE_ET_DC_Big_Vg_max_Vd_0p1mA,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,MEASURE_ET_DC_RF_S22dB_26GHz,MEASURE_ET_DC_SEC_S_Vg_at_I3_pos_FPSD3p2,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,MEASURE_ET_DC_RF_S22dB_26GHz,MEASURE_ET_DC_SEC_X_Ids_max_norm_SD3p5,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,MEASURE_ET_DC_RF_S22dB_26GHz,MEASURE_ET_lkg_C300FB,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,MEASURE_ET_DC_RF_S22dB_26GHz,MEASURE_ET_lkg_SY07_10,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,MEASURE_ET_DC_RF_S22dB_26GHz,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,MEASURE_ET_DC_RF_S22dB_26GHz,THIN_ET_Rc_f_hr_23,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,MEASURE_ET_DC_RF_S22dB_26GHz,TOPSIN_ET_DC_RF_Vbgs1,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,MEASURE_ET_DC_RF_S22dB_26GHz,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,MEASURE_ET_DC_SEC_S_Vg_at_I3_pos_FPSD3p2,MEASURE_ET_DC_SEC_X_Ids_max_norm_SD3p5,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,MEASURE_ET_DC_SEC_S_Vg_at_I3_pos_FPSD3p2,MEASURE_ET_lkg_C300FB,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,MEASURE_ET_DC_SEC_S_Vg_at_I3_pos_FPSD3p2,MEASURE_ET_lkg_SY07_10,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,MEASURE_ET_DC_SEC_S_Vg_at_I3_pos_FPSD3p2,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,MEASURE_ET_DC_SEC_S_Vg_at_I3_pos_FPSD3p2,THIN_ET_Rc_f_hr_23,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,MEASURE_ET_DC_SEC_S_Vg_at_I3_pos_FPSD3p2,TOPSIN_ET_DC_RF_Vbgs1,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,MEASURE_ET_DC_SEC_S_Vg_at_I3_pos_FPSD3p2,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,MEASURE_ET_DC_SEC_X_Ids_max_norm_SD3p5,MEASURE_ET_lkg_C300FB,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,MEASURE_ET_DC_SEC_X_Ids_max_norm_SD3p5,MEASURE_ET_lkg_SY07_10,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,MEASURE_ET_DC_SEC_X_Ids_max_norm_SD3p5,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,MEASURE_ET_DC_SEC_X_Ids_max_norm_SD3p5,THIN_ET_Rc_f_hr_23,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,MEASURE_ET_DC_SEC_X_Ids_max_norm_SD3p5,TOPSIN_ET_DC_RF_Vbgs1,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,MEASURE_ET_DC_SEC_X_Ids_max_norm_SD3p5,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,MEASURE_ET_lkg_C300FB,MEASURE_ET_lkg_SY07_10,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,MEASURE_ET_lkg_C300FB,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,MEASURE_ET_lkg_C300FB,THIN_ET_Rc_f_hr_23,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,MEASURE_ET_lkg_C300FB,TOPSIN_ET_DC_RF_Vbgs1,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,MEASURE_ET_lkg_C300FB,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,MEASURE_ET_lkg_SY07_10,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,MEASURE_ET_lkg_SY07_10,THIN_ET_Rc_f_hr_23,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,MEASURE_ET_lkg_SY07_10,TOPSIN_ET_DC_RF_Vbgs1,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,MEASURE_ET_lkg_SY07_10,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,THIN_ET_DC_RF_Vbgs_0p1,THIN_ET_Rc_f_hr_23,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_DC_RF_Vbgs1,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,THIN_ET_Rc_f_hr_23,TOPSIN_ET_DC_RF_Vbgs1,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,THIN_ET_Rc_f_hr_23,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,TOPSIN_ET_DC_RF_Vbgs1,TOPSIN_ET_Load_Pull_Id_ini,2_shared_node_chaining,1
MEASURE_ET_C100C175pf,MEASURE_ET_C100C500pf,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C100C175pf,MEASURE_ET_C200,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C100C175pf,MEASURE_ET_C300FB_0,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C100C175pf,MEASURE_ET_C300pf,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C100C175pf,MEASURE_ET_Cap1pf_0,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C100C175pf,MEASURE_ET_Cap2pf,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C100C175pf,MEASURE_ET_Cap2pf_0,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C100C175pf,MEASURE_ET_Cap3pf,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C100C175pf,MEASURE_ET_DC_SEC_Ids_max_ON,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C100C175pf,MEASURE_ET_USV_Cappf,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C100C175pf,SIN_Thickness_SiN_Thickness,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C100C175pf,THIN_ET_C200_0,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C100C175pf,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap1pf,2_shared_node_chaining,1
MEASURE_ET_C100C175pf,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap2pf_0,2_shared_node_chaining,1
MEASURE_ET_C100C175pf,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap3pf,2_shared_node_chaining,1
MEASURE_ET_C100C175pf,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap_C300,2_shared_node_chaining,1
MEASURE_ET_C100C500pf,MEASURE_ET_C200,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C100C500pf,MEASURE_ET_C300FB_0,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C100C500pf,MEASURE_ET_C300pf,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C100C500pf,MEASURE_ET_Cap1pf_0,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C100C500pf,MEASURE_ET_Cap2pf,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C100C500pf,MEASURE_ET_Cap2pf_0,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C100C500pf,MEASURE_ET_Cap3pf,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C100C500pf,MEASURE_ET_DC_SEC_Ids_max_ON,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C100C500pf,MEASURE_ET_USV_Cappf,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C100C500pf,SIN_Thickness_SiN_Thickness,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C100C500pf,THIN_ET_C200_0,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C100C500pf,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap1pf,2_shared_node_chaining,1
MEASURE_ET_C100C500pf,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap2pf_0,2_shared_node_chaining,1
MEASURE_ET_C100C500pf,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap3pf,2_shared_node_chaining,1
MEASURE_ET_C100C500pf,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap_C300,2_shared_node_chaining,1
MEASURE_ET_C200,MEASURE_ET_C300FB_0,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C200,MEASURE_ET_C300pf,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C200,MEASURE_ET_Cap1pf_0,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C200,MEASURE_ET_Cap2pf,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C200,MEASURE_ET_Cap2pf_0,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C200,MEASURE_ET_Cap3pf,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C200,MEASURE_ET_DC_SEC_Ids_max_ON,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C200,MEASURE_ET_USV_Cappf,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C200,SIN_Thickness_SiN_Thickness,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C200,THIN_ET_C200_0,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C200,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap1pf,2_shared_node_chaining,1
MEASURE_ET_C200,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap2pf_0,2_shared_node_chaining,1
MEASURE_ET_C200,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap3pf,2_shared_node_chaining,1
MEASURE_ET_C200,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap_C300,2_shared_node_chaining,1
MEASURE_ET_C300FB_0,MEASURE_ET_C300pf,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C300FB_0,MEASURE_ET_Cap1pf_0,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C300FB_0,MEASURE_ET_Cap2pf,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C300FB_0,MEASURE_ET_Cap2pf_0,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C300FB_0,MEASURE_ET_Cap3pf,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C300FB_0,MEASURE_ET_DC_SEC_Ids_max_ON,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C300FB_0,MEASURE_ET_USV_Cappf,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C300FB_0,SIN_Thickness_SiN_Thickness,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C300FB_0,THIN_ET_C200_0,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C300FB_0,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap1pf,2_shared_node_chaining,1
MEASURE_ET_C300FB_0,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap2pf_0,2_shared_node_chaining,1
MEASURE_ET_C300FB_0,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap3pf,2_shared_node_chaining,1
MEASURE_ET_C300FB_0,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap_C300,2_shared_node_chaining,1
MEASURE_ET_C300pf,MEASURE_ET_Cap1pf_0,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C300pf,MEASURE_ET_Cap2pf,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C300pf,MEASURE_ET_Cap2pf_0,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C300pf,MEASURE_ET_Cap3pf,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C300pf,MEASURE_ET_DC_SEC_Ids_max_ON,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C300pf,MEASURE_ET_USV_Cappf,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C300pf,SIN_Thickness_SiN_Thickness,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C300pf,THIN_ET_C200_0,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C300pf,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap1pf,2_shared_node_chaining,1
MEASURE_ET_C300pf,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap2pf_0,2_shared_node_chaining,1
MEASURE_ET_C300pf,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap3pf,2_shared_node_chaining,1
MEASURE_ET_C300pf,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap_C300,2_shared_node_chaining,1
MEASURE_ET_Cap1pf_0,MEASURE_ET_Cap2pf,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_Cap1pf_0,MEASURE_ET_Cap2pf_0,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_Cap1pf_0,MEASURE_ET_Cap3pf,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_Cap1pf_0,MEASURE_ET_DC_SEC_Ids_max_ON,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_Cap1pf_0,MEASURE_ET_USV_Cappf,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_Cap1pf_0,SIN_Thickness_SiN_Thickness,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_Cap1pf_0,THIN_ET_C200_0,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_Cap1pf_0,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap1pf,2_shared_node_chaining,1
MEASURE_ET_Cap1pf_0,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap2pf_0,2_shared_node_chaining,1
MEASURE_ET_Cap1pf_0,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap3pf,2_shared_node_chaining,1
MEASURE_ET_Cap1pf_0,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap_C300,2_shared_node_chaining,1
MEASURE_ET_Cap2pf,MEASURE_ET_Cap2pf_0,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_Cap2pf,MEASURE_ET_Cap3pf,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_Cap2pf,MEASURE_ET_DC_SEC_Ids_max_ON,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_Cap2pf,MEASURE_ET_USV_Cappf,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_Cap2pf,SIN_Thickness_SiN_Thickness,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_Cap2pf,THIN_ET_C200_0,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_Cap2pf,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap1pf,2_shared_node_chaining,1
MEASURE_ET_Cap2pf,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap2pf_0,2_shared_node_chaining,1
MEASURE_ET_Cap2pf,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap3pf,2_shared_node_chaining,1
MEASURE_ET_Cap2pf,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap_C300,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,MEASURE_ET_Cap3pf,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,MEASURE_ET_DC_SEC_Ids_max_ON,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,MEASURE_ET_USV_Cappf,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,SIN_Thickness_SiN_Thickness,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,THIN_ET_C200_0,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap1pf,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap2pf_0,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap3pf,2_shared_node_chaining,1
MEASURE_ET_Cap2pf_0,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap_C300,2_shared_node_chaining,1
MEASURE_ET_Cap3pf,MEASURE_ET_DC_SEC_Ids_max_ON,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_Cap3pf,MEASURE_ET_USV_Cappf,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_Cap3pf,SIN_Thickness_SiN_Thickness,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_Cap3pf,THIN_ET_C200_0,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_Cap3pf,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap1pf,2_shared_node_chaining,1
MEASURE_ET_Cap3pf,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap2pf_0,2_shared_node_chaining,1
MEASURE_ET_Cap3pf,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap3pf,2_shared_node_chaining,1
MEASURE_ET_Cap3pf,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap_C300,2_shared_node_chaining,1
MEASURE_ET_DC_SEC_Ids_max_ON,MEASURE_ET_USV_Cappf,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_DC_SEC_Ids_max_ON,SIN_Thickness_SiN_Thickness,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_DC_SEC_Ids_max_ON,THIN_ET_C200_0,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_DC_SEC_Ids_max_ON,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap1pf,2_shared_node_chaining,1
MEASURE_ET_DC_SEC_Ids_max_ON,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap2pf_0,2_shared_node_chaining,1
MEASURE_ET_DC_SEC_Ids_max_ON,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap3pf,2_shared_node_chaining,1
MEASURE_ET_DC_SEC_Ids_max_ON,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap_C300,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,SIN_Thickness_SiN_Thickness,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_C200_0,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap1pf,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap2pf_0,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap3pf,2_shared_node_chaining,1
MEASURE_ET_USV_Cappf,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap_C300,2_shared_node_chaining,1
SIN_Thickness_SiN_Thickness,THIN_ET_C200_0,THIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
SIN_Thickness_SiN_Thickness,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap1pf,2_shared_node_chaining,1
SIN_Thickness_SiN_Thickness,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap2pf_0,2_shared_node_chaining,1
SIN_Thickness_SiN_Thickness,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap3pf,2_shared_node_chaining,1
SIN_Thickness_SiN_Thickness,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap_C300,2_shared_node_chaining,1
THIN_ET_C200_0,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap1pf,2_shared_node_chaining,1
THIN_ET_C200_0,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap2pf_0,2_shared_node_chaining,1
THIN_ET_C200_0,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap3pf,2_shared_node_chaining,1
THIN_ET_C200_0,THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap_C300,2_shared_node_chaining,1
THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap1pf,TOPSIN_ET_Cap2pf_0,2_shared_node_chaining,1
THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap1pf,TOPSIN_ET_Cap3pf,2_shared_node_chaining,1
THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap1pf,TOPSIN_ET_Cap_C300,2_shared_node_chaining,1
THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap2pf_0,TOPSIN_ET_Cap3pf,2_shared_node_chaining,1
THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap2pf_0,TOPSIN_ET_Cap_C300,2_shared_node_chaining,1
THIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_Cap3pf,TOPSIN_ET_Cap_C300,2_shared_node_chaining,1
EBCR2_Ali_Litho_Gate_to_ohmic_alignment,FIC_ET_Gm_max,MEASURE_ET_lkg_SY8_80,2_shared_node_chaining,1
EBCR2_Ali_Litho_Gate_to_ohmic_alignment,MEASURE_ET_C100CapFICM1,MEASURE_ET_lkg_SY8_80,2_shared_node_chaining,1
EBCR2_Ali_Litho_Gate_to_ohmic_alignment,MEASURE_ET_DC_SEC_Vp_1mA,MEASURE_ET_lkg_SY8_80,2_shared_node_chaining,1
EBCR2_Ali_Litho_Gate_to_ohmic_alignment,MEASURE_ET_DC_SEC_X_Vp_1_mA_mm,MEASURE_ET_lkg_SY8_80,2_shared_node_chaining,1
EBCR2_Ali_Litho_Gate_to_ohmic_alignment,MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,MEASURE_ET_lkg_SY8_80,2_shared_node_chaining,1
EBCR2_Ali_Litho_Gate_to_ohmic_alignment,MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,MEASURE_ET_lkg_SY8_80,2_shared_node_chaining,1
EBCR2_Ali_Litho_Gate_to_ohmic_alignment,MEASURE_ET_lkg_5,MEASURE_ET_lkg_SY8_80,2_shared_node_chaining,1
EBCR2_Ali_Litho_Gate_to_ohmic_alignment,MEASURE_ET_lkg_PAD_10,MEASURE_ET_lkg_SY8_80,2_shared_node_chaining,1
EBCR2_Ali_Litho_Gate_to_ohmic_alignment,MEASURE_ET_lkg_SY8_80,THIN_ET_DC_RF_Vg_optt3,2_shared_node_chaining,1
EBCR2_Ali_Litho_Gate_to_ohmic_alignment,MEASURE_ET_lkg_SY8_80,THIN_ET_TF_AB_2,2_shared_node_chaining,1
EBCR2_Ali_Litho_Gate_to_ohmic_alignment,MEASURE_ET_lkg_SY8_80,THIN_ET_lkg_100_at20V,2_shared_node_chaining,1
EBCR2_Ali_Litho_Gate_to_ohmic_alignment,MEASURE_ET_lkg_SY8_80,THIN_ET_lkg_C200,2_shared_node_chaining,1
EBCR2_Ali_Litho_Gate_to_ohmic_alignment,MEASURE_ET_lkg_SY8_80,TOPSIN_ET_C100CapUSV,2_shared_node_chaining,1
EBCR2_Ali_Litho_Gate_to_ohmic_alignment,MEASURE_ET_lkg_SY8_80,TOPSIN_ET_CapFICM1_0,2_shared_node_chaining,1
EBCR2_Ali_Litho_Gate_to_ohmic_alignment,MEASURE_ET_lkg_SY8_80,TOPSIN_ET_DC_SMALL_Vp_1,2_shared_node_chaining,1
EBCR2_Ali_Litho_Gate_to_ohmic_alignment,MEASURE_ET_lkg_SY8_80,TOPSIN_ET_Gm_max,2_shared_node_chaining,1
FIC_ET_Gm_max,MEASURE_ET_C100CapFICM1,MEASURE_ET_lkg_SY8_80,2_shared_node_chaining,1
