raw_csv_parameter_name,spline_relationship_class,spline_evidence_label,spline_nonlinear_advantage,v1_relationship_type,v1_evidence_label,v2_shape,v2_evidence_label,vs_v1_lightgbm,vs_v2_binned
MEASURE_ET_DC_RF_CF_S12_Ph_L1018,THRESHOLD,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_Big_Vg_max_Vd,SATURATION,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,WEAK,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
FIC_ET_R_f_hr_3,THRESHOLD,STRONG,False,,not_screened_by_v1,monotonic,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_FOUND_DIFFERENT_SHAPE
THIN_ET_R314,THRESHOLD,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
TOPSIN_ET_Vp_1,SATURATION,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_RF_Modeling_Mag_i,SATURATION,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_RF_S11dB_26GHz_W,THRESHOLD,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
TOPSIN_ET_DC_SMALL_n_gd,U_SHAPED,STRONG,True,,not_screened_by_v1,U_shape,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_SEC_S_Ig_cut2_mAmm_neg,THRESHOLD,STRONG,False,,not_screened_by_v1,U_shape,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_RF_Vg_Vbon_max,PROCESS_WINDOW,STRONG,False,,not_screened_by_v1,threshold,STRONG,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_FOUND_DIFFERENT_SHAPE
MEASURE_ET_LT_SEC_ChipStatus,COMPLEX_NONLINEAR,STRONG,True,,not_screened_by_v1,threshold,STRONG,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_FOUND_DIFFERENT_SHAPE
SIN_ET_Probe_Number,COMPLEX_NONLINEAR,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,STRONG,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
MEASURE_ET_DC_RF_Vt_gs,COMPLEX_NONLINEAR,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,WEAK,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
FIC_ET_DC_RF_Vg_optt1,THRESHOLD,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
ANODE_ET_Probe_Number,THRESHOLD,STRONG,True,flat_no_clear_effect,INCONCLUSIVE,threshold,STRONG,SPLINE_ONLY,BOTH_AGREE_SHAPE
MEASURE_ET_DC_RF_Freq_cut_L2180,THRESHOLD,STRONG,False,,not_screened_by_v1,threshold,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
MEASURE_ET_DC_SEC_X_Vg_at_I1_pos_FPSD3p2,INVERTED_U,STRONG,True,,not_screened_by_v1,threshold,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
TOPSIN_ET_Load_Pull_Pin_Last,THRESHOLD,STRONG,True,,not_screened_by_v1,monotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
SIN_ET_DC_RF_Vp_1,THRESHOLD,STRONG,False,flat_no_clear_effect,INCONCLUSIVE,complex_nonmonotonic,MODERATE,SPLINE_ONLY,BOTH_FOUND_DIFFERENT_SHAPE
SIN_GATE_ET_OHMIC_conc,THRESHOLD,STRONG,False,,not_screened_by_v1,threshold,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm,SATURATION,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,WEAK,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_Load_Pull_Pout_W_mm_last,THRESHOLD,STRONG,False,flat_no_clear_effect,INCONCLUSIVE,U_shape,INCONCLUSIVE,SPLINE_ONLY,SPLINE_ONLY
MEASURE_ET_DC_SEC_X_Ig_cut2_mAmm_neg_FPSD3p2,U_SHAPED,STRONG,True,,not_screened_by_v1,threshold,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_FOUND_DIFFERENT_SHAPE
SIN_GATE_ET_R214,SATURATION,STRONG,False,,not_screened_by_v1,threshold,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
MEASURE_ET_DC_RD_S21dB_18GHz,THRESHOLD,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_SEC_X_Id_at_Vboff_mA_mm,THRESHOLD,STRONG,False,,not_screened_by_v1,threshold,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
MEASURE_ET_DC_SEC_S_Vg_at_I3_pos_FPSD3p2,THRESHOLD,STRONG,False,,not_screened_by_v1,threshold,WEAK,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
FIC_ET_sh_f_hr_23,THRESHOLD,STRONG,True,,not_screened_by_v1,U_shape,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_SEC_X_Vg_at_I2_pos_SD3p5,SATURATION,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
TOPSIN_ET_KLV_F_M1_4u,SATURATION,STRONG,False,,not_screened_by_v1,threshold,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
MEASURE_ET_Load_Pull_Id_ord,SATURATION,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_Rsh_cat_c2,U_SHAPED,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
THIN_ET_Ran_con_1,THRESHOLD,STRONG,False,,not_screened_by_v1,threshold,STRONG,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
THIN_ET_DC_RF_Vbgs_0p01,THRESHOLD,STRONG,False,flat_no_clear_effect,INCONCLUSIVE,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY,SPLINE_ONLY
TFRP_ET_TFRP,THRESHOLD,STRONG,False,,not_screened_by_v1,threshold,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
MEASURE_ET_RF_Modeling_Fmax,SATURATION,STRONG,True,flat_no_clear_effect,INCONCLUSIVE,complex_nonmonotonic,WEAK,SPLINE_ONLY,SPLINE_ONLY
MEASURE_ET_DC_SEC_X_Ids_max_SD3p5,PROCESS_WINDOW,STRONG,False,,not_screened_by_v1,inverted_U,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_RF_Modeling_R_Gd,SATURATION,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
BMETAL1_Height_Metal1_metal_thickness,THRESHOLD,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
FIC_ET_DC_RF_Vt_gd,THRESHOLD,STRONG,True,,not_screened_by_v1,threshold,STRONG,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
TOPSIN_ET_RGAN3,THRESHOLD,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_Big_Vds_max,THRESHOLD,STRONG,False,,not_screened_by_v1,threshold,STRONG,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
TFRP_ET_Rc_TF_AB_2,THRESHOLD,STRONG,True,flat_no_clear_effect,INCONCLUSIVE,threshold,STRONG,SPLINE_ONLY,BOTH_AGREE_SHAPE
MEASURE_ET_DC_SEC_Vg_max_ON,THRESHOLD,STRONG,False,,not_screened_by_v1,threshold,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
MEASURE_ET_Gate_res,THRESHOLD,STRONG,False,,not_screened_by_v1,U_shape,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_RF_CF_S22_Ph_L2180,SATURATION,STRONG,False,,not_screened_by_v1,threshold,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
THIN_ET_R_f_hr_3,THRESHOLD,STRONG,False,,not_screened_by_v1,threshold,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
TOPSIN_ET_R_f_hr_1,THRESHOLD,STRONG,False,,not_screened_by_v1,U_shape,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
THIN_ET_R_660_VER,THRESHOLD,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_RF_Modeling_Vd_stress,THRESHOLD,STRONG,False,,not_screened_by_v1,monotonic,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_FOUND_DIFFERENT_SHAPE
MEASURE_ET_DC_RF_n_gs,THRESHOLD,STRONG,False,,not_screened_by_v1,monotonic,WEAK,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_neg_SD3p5,U_SHAPED,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_SD3p5,THRESHOLD,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_RF_Modeling_Lg,U_SHAPED,STRONG,True,,not_screened_by_v1,threshold,STRONG,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_FOUND_DIFFERENT_SHAPE
METAL1_Height_Metal1_metal_thickness,SATURATION,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
THIN_ET_Probe_Number,THRESHOLD,STRONG,False,,not_screened_by_v1,U_shape,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_SEC_Vg_min_ON,THRESHOLD,STRONG,False,,not_screened_by_v1,threshold,STRONG,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
MEASURE_ET_DC_RF_S21dB_10GHz,THRESHOLD,STRONG,False,,not_screened_by_v1,U_shape,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
THIN_ET_sh_f_tn_23,SATURATION,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_RF_Modeling_S21_19G_Before,THRESHOLD,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,WEAK,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_C500pf,COMPLEX_NONLINEAR,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_TF_AB_3,THRESHOLD,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
SIN_ET_DC_RF_Vboff,THRESHOLD,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
FIC_ET_G_per_6K,SATURATION,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_SMALL_Vp_1,THRESHOLD,STRONG,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
SIN_GATE_ET_TR_1F,THRESHOLD,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_neg,THRESHOLD,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
SIN_ET_DC_RF_Vdg_max_0p1mA,THRESHOLD,STRONG,False,,not_screened_by_v1,threshold,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
MEASURE_ET_RF_Modeling_S11ang_10GHz,COMPLEX_NONLINEAR,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg1,THRESHOLD,STRONG,False,,not_screened_by_v1,threshold,STRONG,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
FIN_CD2_CD_etch_FIN,SATURATION,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_Ran_con_3_OW_CR,SATURATION,STRONG,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
THIN_ET_R214,THRESHOLD,STRONG,False,,not_screened_by_v1,threshold,WEAK,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_lkg_C20,THRESHOLD,MODERATE,True,,not_screened_by_v1,monotonic,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_FOUND_DIFFERENT_SHAPE
MEASURE_ET_lkg_SY8_80,COMPLEX_NONLINEAR,MODERATE,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
THIN_ET_lkg_100_at20V,MONOTONIC_NEGATIVE,MODERATE,True,threshold,INCONCLUSIVE,inverted_U,INCONCLUSIVE,SPLINE_ONLY,SPLINE_ONLY
THIN_ET_lkg_C200,SATURATION,MODERATE,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
THIN_ET_DC_RF_Vbgd_0p1,SATURATION,MODERATE,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
TOPSIN_ET_DC_PIV_Drain_Lag_0,INVERTED_U,MODERATE,True,threshold,STRONG,complex_nonmonotonic,WEAK,BOTH_FOUND_DIFFERENT_SHAPE,SPLINE_ONLY
MEASURE_ET_DC_SEC_X_Ids_max_FPSD3p2,THRESHOLD,MODERATE,True,,not_screened_by_v1,threshold,STRONG,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
MEASURE_ET_DC_SMALL_Vbgs1,SATURATION,MODERATE,False,,not_screened_by_v1,threshold,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
MEASURE_ET_DC_SMALL_Vbin_gd,THRESHOLD,MODERATE,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_SMALL_Vbgs_0p1,SATURATION,MODERATE,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
THIN_ET_C20_0,PROCESS_WINDOW,MODERATE,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
TOPSIN_ET_C100C175pf,PROCESS_WINDOW,MODERATE,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_Big_Vg_optt2,U_SHAPED,MODERATE,True,threshold,INCONCLUSIVE,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY,SPLINE_ONLY
TOPSIN_ET_Cap3pf,COMPLEX_NONLINEAR,MODERATE,True,threshold,WEAK,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY,SPLINE_ONLY
FIC_ET_C200S1,PROCESS_WINDOW,MODERATE,True,,not_screened_by_v1,complex_nonmonotonic,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_FOUND_DIFFERENT_SHAPE
MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_neg,MONOTONIC_POSITIVE,MODERATE,False,flat_no_clear_effect,INCONCLUSIVE,monotonic,MODERATE,SPLINE_ONLY,BOTH_AGREE_SHAPE
CATHODE_ET_Rcat_cn_1_OW_ST,PROCESS_WINDOW,MODERATE,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_SEC_S_Ids_max_norm,COMPLEX_NONLINEAR,MODERATE,True,,not_screened_by_v1,threshold,WEAK,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
TOPSIN_ET_DC_RF_Vbin_gd,SATURATION,MODERATE,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_RF_Vbgd1,MONOTONIC_POSITIVE,MODERATE,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_C300M1B,COMPLEX_NONLINEAR,MODERATE,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_lkg_CapFICM1,U_SHAPED,MODERATE,True,,not_screened_by_v1,inverted_U,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_PIV_Gate_Lag_Idss,THRESHOLD,MODERATE,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
FIC_ET_G_per_25,SATURATION,MODERATE,False,U_shaped_process_window,MODERATE,monotonic,MODERATE,BOTH_FOUND_DIFFERENT_SHAPE,BOTH_FOUND_DIFFERENT_SHAPE
MEASURE_ET_DC_RF_Vbgd_0p1,COMPLEX_NONLINEAR,MODERATE,True,,not_screened_by_v1,threshold,STRONG,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_FOUND_DIFFERENT_SHAPE
FIC_ET_DC_RF_Vbgd_0p1,SATURATION,MODERATE,False,,not_screened_by_v1,monotonic,WEAK,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
CATHODE_ET_Probe_Number,COMPLEX_NONLINEAR,MODERATE,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_Stress_Idss_after,COMPLEX_NONLINEAR,MODERATE,True,,not_screened_by_v1,complex_nonmonotonic,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
MEASURE_ET_DC_PIV_Drain_Lag_1,THRESHOLD,MODERATE,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
CATHODE_ET_Rc_cat_ct2,THRESHOLD,MODERATE,False,,not_screened_by_v1,complex_nonmonotonic,STRONG,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_FOUND_DIFFERENT_SHAPE
TOPSIN_ET_DC_RF_Vbgs_0p01,SATURATION,MODERATE,True,,not_screened_by_v1,threshold,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
THIN_ET_DC_RF_Vds_max_0p1mA,SATURATION,MODERATE,False,,not_screened_by_v1,complex_nonmonotonic,WEAK,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_RF_Modeling_Gm_max_W,COMPLEX_NONLINEAR,MODERATE,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
TOPSIN_ET_lkg_C450pf,U_SHAPED,MODERATE,True,,not_screened_by_v1,threshold,WEAK,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
TOPSIN_ET_Gm_max,COMPLEX_NONLINEAR,MODERATE,True,,not_screened_by_v1,complex_nonmonotonic,WEAK,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
CATHODE_ET_Rcat_cn_3_OW_ST,SATURATION,MODERATE,True,,not_screened_by_v1,complex_nonmonotonic,WEAK,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_RF_CF_S22_Mag_L2180,PROCESS_WINDOW,MODERATE,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_C385pf_0,SATURATION,MODERATE,False,,not_screened_by_v1,monotonic,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_FOUND_DIFFERENT_SHAPE
TOPSIN_ET_Rc_OG142_GN,SATURATION,MODERATE,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
OHMIC_ET_sh_GA142,SATURATION,MODERATE,False,,not_screened_by_v1,monotonic,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_FOUND_DIFFERENT_SHAPE
THIN_ET_C100,PROCESS_WINDOW,MODERATE,False,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_Cap_C300FM1,COMPLEX_NONLINEAR,MODERATE,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_Big_S12dB_10GHz,COMPLEX_NONLINEAR,MODERATE,True,threshold,MODERATE,inverted_U,WEAK,BOTH_FOUND_DIFFERENT_SHAPE,SPLINE_ONLY
MEASURE_ET_DC_RF2_S11ang_26GHz,COMPLEX_NONLINEAR,MODERATE,True,,not_screened_by_v1,complex_nonmonotonic,WEAK,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
BRGM_ET_F_AB,COMPLEX_NONLINEAR,MODERATE,True,,not_screened_by_v1,complex_nonmonotonic,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
MEASURE_ET_C300pf_0,THRESHOLD,MODERATE,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
BRGM_ET_C200_0,U_SHAPED,MODERATE,True,,not_screened_by_v1,complex_nonmonotonic,WEAK,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
TOPSIN_ET_DC_SMALL_Vbgd_0p1,SATURATION,MODERATE,True,flat_no_clear_effect,INCONCLUSIVE,complex_nonmonotonic,WEAK,SPLINE_ONLY,SPLINE_ONLY
MEASURE_ET_KLV_F_AB_4u,SATURATION,MODERATE,True,,not_screened_by_v1,monotonic,MODERATE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_FOUND_DIFFERENT_SHAPE
MEASURE_ET_Load_Pull_GL_set,COMPLEX_NONLINEAR,MODERATE,True,flat_no_clear_effect,INCONCLUSIVE,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY,SPLINE_ONLY
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg3_FPSD3p2,THRESHOLD,MODERATE,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
FIC_ET_Rc_f_hr_23,THRESHOLD,MODERATE,True,,not_screened_by_v1,complex_nonmonotonic,WEAK,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
TOPSIN_ET_Load_Pull_Gss,THRESHOLD,MODERATE,True,,not_screened_by_v1,threshold,STRONG,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,BOTH_AGREE_SHAPE
MEASURE_ET_CapPARCAP,SATURATION,MODERATE,True,,not_screened_by_v1,complex_nonmonotonic,INCONCLUSIVE,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
MEASURE_ET_DC_SMALL_Vt_gs,SATURATION,MODERATE,False,,not_screened_by_v1,complex_nonmonotonic,WEAK,SPLINE_ONLY_NOT_SCREENED_BY_OTHER,SPLINE_ONLY
