,fold_0,fold_1,fold_2,fold_3,fold_4
MEASURE_ET_RF_Modeling_Gm,0.0,0.00015537742970180417,0.0002370121854501214,0.00011640133876903827,0.00017542327588256863
MEASURE_ET_RF_Modeling_Gm_0_W,1.1483127928152087e-05,0.0,0.0,4.359822390551924e-05,0.0
MEASURE_ET_RF_Modeling_Gm_err,0.00017063028948634227,0.0,4.901934033139949e-05,0.0,0.0
MEASURE_ET_RF_Modeling_Gm_m0p2_W,0.0007153664820829914,0.00010614900982801865,5.5947035862644524e-05,0.0,0.0
MEASURE_ET_RF_Modeling_Gm_max_W,0.0,0.0,0.0,0.0,0.0
MEASURE_ET_RF_Modeling_Id_gm_max_W,0.0,0.0,0.0,0.0,4.754172327739908e-05
MEASURE_ET_RF_Modeling_Id_search,3.068981393106096e-05,0.0,0.0009053065639211716,1.7932860706524885e-05,1.553342794332594e-05
MEASURE_ET_RF_Modeling_Idss_W,5.207833790708282e-05,0.0001146331754498754,0.0005776428271147861,0.0,0.0
MEASURE_ET_RF_Modeling_K,0.002064486412713027,9.878463994065486e-06,0.00019065630603555436,9.515822962040032e-05,0.002201034509774609
MEASURE_ET_RF_Modeling_L_Gd,7.042936963417803e-05,1.5948278908143936e-05,0.00030603237208035624,0.00011391526790306786,0.0002902115283932709
MEASURE_ET_RF_Modeling_L_Gg,0.001368477822924476,2.8317752073863574e-05,0.002511364310890054,4.6664990920223926e-05,0.0002609703904969831
MEASURE_ET_RF_Modeling_L_Gs,7.477637402428255e-05,0.00035442100386403843,6.93242252825045e-05,0.00016880129842379484,0.00027273865247399493
MEASURE_ET_RF_Modeling_Ld,6.317230147085118e-05,0.0001909949457463612,0.0029920372198669397,0.0004807099855693803,0.00014580805008280272
MEASURE_ET_RF_Modeling_Lg,0.012137503402452704,0.0012491806738329598,0.00020804521628267915,0.004897143622282066,0.004991930118427604
MEASURE_ET_RF_Modeling_Ls,0.0009322010594428492,0.0010468033916650958,0.000251976385401526,0.005646453637285714,0.0032809299716789597
MEASURE_ET_RF_Modeling_MAG_18,0.0013532529145171052,1.791224931756662e-05,3.6725874430017034e-05,6.712742533142988e-05,0.0004974196589907019
MEASURE_ET_RF_Modeling_MAG_19G_After,0.00026700675530387313,0.002322070812952159,6.299635365145352e-05,0.001950349087255659,9.358253119759981e-05
MEASURE_ET_RF_Modeling_MAG_19G_Before,1.6619285268237422e-05,0.009533136259410576,0.0,0.0014097598275412825,0.012014696892851355
MEASURE_ET_RF_Modeling_MAG_25G_After,0.00028326022183933414,0.0,4.9302613538023416e-05,0.0,5.569856786422542e-05
MEASURE_ET_RF_Modeling_MAG_25G_Before,0.00010032123503937543,0.000127152201986071,2.702431035950927e-05,0.0,0.00019426342125755314
MEASURE_ET_RF_Modeling_Mag_d,0.001023805684915062,0.001476221455978061,0.0019279423772291038,1.1836919172216291e-05,0.002426512600709325
MEASURE_ET_RF_Modeling_Mag_i,0.01499471998998714,0.009759217144120928,0.007318462522938178,0.013373459218939072,0.003969803659075933
MEASURE_ET_RF_Modeling_Mag_m,0.0,1.7278188909713288e-05,0.03502247992912755,0.0,0.004854634337132511
MEASURE_ET_RF_Modeling_R_Gd,1.0174491099994471e-05,7.790973697943358e-05,0.0005338412336333492,0.0007177530850504865,0.0002072697390727917
MEASURE_ET_RF_Modeling_R_Gg,0.0004008747490953148,0.0013826640609513844,8.694232843883922e-05,0.004267052758734753,0.003079669289663011
MEASURE_ET_RF_Modeling_R_Gs,0.0022541061768515673,0.002301905667432295,0.0006713985680738752,0.0017273194458308004,4.525069321499579e-05
MEASURE_ET_RF_Modeling_Rd,0.0001813287056893414,7.736160192916388e-05,0.00012487812203033203,0.00036593363835920993,0.00020139430969347627
MEASURE_ET_RF_Modeling_Rg,7.307825374535721e-05,0.00012719376237091547,0.0002623341844047025,4.9469149599935355e-05,0.00021672446783938258
MEASURE_ET_RF_Modeling_Rgd,4.337004913990642e-05,0.002740942690955536,9.809891519089862e-05,0.0001303939754441638,2.430202724465065e-05
MEASURE_ET_RF_Modeling_Rgd_err,0.00024575344326240413,7.699797555211782e-05,4.221529302746199e-05,9.421863983418991e-05,0.0007122836034965771
MEASURE_ET_RF_Modeling_Rgs,2.1869659792327276e-05,0.00019556672773878933,8.675360361828035e-05,0.0001348448342540877,8.301031395583825e-06
MEASURE_ET_RF_Modeling_Rgs_err,9.76716822781226e-05,0.0008312128926176718,0.00010054563714825682,0.0002159375725660455,0.00029738721937224143
MEASURE_ET_RF_Modeling_Rs,0.002020858672514765,0.0001321932930294529,0.0001495260654606445,0.0005106998930601248,0.0002677210003483153
MEASURE_ET_RF_Modeling_S11ang_10GHz,0.0010428697112657974,0.00018734831105749844,0.00010054114097569868,0.004372487759458434,0.001145730389842223
MEASURE_ET_RF_Modeling_S11dB_10GHz,0.0021868052395973606,0.0017855885957624928,0.0002642231159127891,0.0017107428200638518,0.0008048379859303215
MEASURE_ET_RF_Modeling_S12ang_10GHz,5.226947654123804e-05,0.0006184063167820283,0.010869493958618043,0.0025427330728611587,0.01285879909356516
MEASURE_ET_RF_Modeling_S12dB_10GHz,9.875571679493634e-05,0.003132777440590597,0.00027538282509692775,0.0023685444133370037,0.00022579930888367322
MEASURE_ET_RF_Modeling_S21_19G_After,0.013182807968671988,0.0004270962672139385,0.0024299596384528355,0.012374477484904008,0.01454260893542527
MEASURE_ET_RF_Modeling_S21_19G_Before,7.902881658230255e-05,0.00039834990718956207,0.0004500838277647707,6.620598370001837e-05,2.0093200186929458e-05
MEASURE_ET_RF_Modeling_S21_25G_After,6.529839662609832e-05,0.00019223750946811434,0.001809170935596665,6.0123548832117604e-05,0.0003726667818539134
MEASURE_ET_RF_Modeling_S21_25G_Before,0.027681666895521588,0.02916524918177809,0.022716177641566745,0.036243632186782136,0.027859235469668075
MEASURE_ET_RF_Modeling_S21ang_10GHz,4.845719958463394e-05,2.675700443721005e-05,0.0,0.00012922493822279952,0.0
MEASURE_ET_RF_Modeling_S21dB_10GHz,0.0,0.00039643737523303266,0.0030201150959541594,0.0,0.0037719536711267594
MEASURE_ET_RF_Modeling_S22ang_10GHz,0.0007900342575383623,0.0018285333131994922,0.0025797982025945005,0.0018199465105059047,0.0025089408290817124
MEASURE_ET_RF_Modeling_S22dB_10GHz,0.001656265752408053,0.0002666458855898581,0.00011253437057611732,0.0,0.00016672036181466788
MEASURE_ET_RF_Modeling_Stress_time,0.00017586482542376837,0.00021068641568517055,0.00033774573110188105,5.581060458107318e-05,0.00019200122587284971
MEASURE_ET_RF_Modeling_Tau,6.123819035839222e-05,5.675462141098363e-05,0.002695582221168442,0.0009571134258387863,0.005818465552430863
MEASURE_ET_RF_Modeling_Tau_err,0.00037800607088219753,0.0,0.0018402591556904548,0.0,0.00026811992373518745
MEASURE_ET_RF_Modeling_Vd_set,7.622087023519318e-05,8.266568136407586e-05,3.0206480231367136e-05,2.729473273804344e-05,0.0004508925160139913
MEASURE_ET_RF_Modeling_Vd_stress,0.00020996291362177842,0.0001194852501109177,0.00010861128553307824,7.36293891723622e-05,8.704093283205076e-05
MEASURE_ET_RF_Modeling_Vg_Stress,0.00012590512685866064,9.050557279374635e-05,9.159333972132658e-05,0.00018850200581184225,4.2567767530992994e-05
MEASURE_ET_RF_Modeling_Vg_gm_max_W,0.0006981318046786465,2.4027242117276944e-05,0.0,0.00014943649727985797,0.0
MEASURE_ET_RF_Modeling_Vp_01_W,0.0,0.00046218425423303835,0.0001368497474277196,0.0,0.0
MEASURE_ET_RF_Modeling_Vp_1_W,5.750108575201314e-06,0.0,0.0007093834168046214,0.001570251128435285,0.0
MEASURE_ET_RF_Modeling_Vth,0.0018775118375085357,0.00280659078321792,0.0001308341812043438,0.0032698431125706326,0.0007471366791517145
MEASURE_ET_RF_Modeling_ids_m0p2_W,8.10109133177046e-05,9.212551987626877e-05,0.0001624700199602478,0.003114403675616353,6.095829329110279e-05
MEASURE_ET_RGAN1,0.011521944218790558,0.012208442673329187,0.010304397405180549,0.013259166298892686,0.007896062102348318
MEASURE_ET_RGAN2,0.0030737197497023045,0.009416550318846719,0.006911692237002231,0.0020759148450186426,0.010419100768330282
MEASURE_ET_RGAN3,0.000125535187273604,6.471808941787846e-05,0.00048090589396988017,0.00021830552886207186,0.0004693301932418234
MEASURE_ET_R_4000_HOR,0.0017437077017479767,2.3698620564675163e-05,2.3766452002388368e-05,0.0015425343161417733,3.632818326670916e-05
MEASURE_ET_R_4000_VER,0.0010995374726097188,0.001238416041100519,0.0001882311088701348,0.001087891295284923,0.0024608154255405094
MEASURE_ET_R_400_HOR,0.00016890531523708707,0.0003477799103608266,0.0,6.875959837411558e-05,9.641971303428133e-05
MEASURE_ET_R_400_VER,0.00014782499393419717,0.0001760489320099485,0.00022487822162660853,0.00029793206474117373,0.00013789750815165977
MEASURE_ET_R_660_HOR,0.0005908245018549403,0.0004840598035835023,0.0009806189273827556,0.0,6.546051643958036e-05
MEASURE_ET_R_660_VER,0.00017815356800557426,0.002292670526923136,0.00017687626465085144,0.0008042025139013,0.0008731880979591302
MEASURE_ET_R_f_hr_1,0.00013511351796244148,0.00014698038776638623,0.00010699931063073334,0.00013487319380390227,6.408161557524528e-05
MEASURE_ET_R_f_hr_2,0.0021400275427720028,0.00020241127292336405,0.0011331493336797513,0.00013710278330589042,0.0009091095226084247
MEASURE_ET_R_f_hr_3,9.850361543623499e-05,0.00827791751199226,0.008068879986384057,0.004647225827355416,0.013591000807689022
MEASURE_ET_R_f_tn_1,0.001801626525590613,0.005950811528000291,0.0026019967153748905,0.0021726408923007203,0.004985125894602409
MEASURE_ET_R_f_tn_2,0.00013935926484847275,0.0001408835521237703,5.123960149995376e-05,0.00010050405921347998,0.0010112847221177134
MEASURE_ET_R_f_tn_3,0.0010115668258491694,0.00027564104388522247,1.8848661031367454e-05,0.0,0.00014306317574676073
MEASURE_ET_Ran_con_1,0.0007563504747442572,0.000656385764366236,0.002572760898167909,0.0012461988190836152,2.213757144537199e-05
MEASURE_ET_Ran_con_1_OW_CR,0.00020613826525976624,2.5098996325789523e-05,8.09272730595303e-05,9.083078479101381e-05,5.638725787629276e-05
MEASURE_ET_Ran_con_2,0.0003665339596817458,1.6231525475142512e-05,0.0001592133288198404,7.448741980671376e-05,0.00016865518468809232
MEASURE_ET_Ran_con_2_OW_CR,0.0001244842594520689,0.00012142712116591786,3.108329436395794e-05,1.9827262287798358e-05,6.799068027420149e-06
MEASURE_ET_Ran_con_3,0.0005069756151946473,0.0005372266650325506,0.0005665877426750403,0.0002011923059258166,5.0139547867785226e-05
MEASURE_ET_Ran_con_3_OW_CR,0.00013042050764362314,0.0001499011706084112,8.79796085742273e-06,0.0004909470393105234,4.009760634929838e-05
MEASURE_ET_Rc_F_AB_2,0.005454499067460523,0.000437764594432337,0.002699485731740242,0.0037006161353716326,0.000574148188070576
MEASURE_ET_Rc_OG142,0.00018868920800152073,0.00039318349077647666,5.730523741428585e-06,0.00015621830790697115,0.0
MEASURE_ET_Rc_OG142_GN,0.0,0.005252040419506148,0.0030019746269417005,0.003450546684466998,0.0017842968215630434
MEASURE_ET_Rc_OG144,0.0,1.8760477454034987e-05,0.002103694577678312,0.00015533361730125605,1.3403118027093909e-05
MEASURE_ET_Rc_TF_AB_2,3.736932678085142e-05,0.0011700659561054974,0.0,9.022366077977226e-05,0.000980892537071757
MEASURE_ET_Rc_an_ct2,7.329115147701309e-06,0.0010815759286504601,7.356991999257836e-06,1.3897696239323762e-05,0.0007999689226780627
MEASURE_ET_Rc_an_ct2_OW_CR,0.03421615447617623,0.021265884575049084,0.008888788111788932,0.04339221761192499,0.04177986406299869
MEASURE_ET_Rc_cat_ct2,0.005535014911631111,0.007304533899800312,0.015015161774508378,0.00023551278873031473,0.00827631889490314
MEASURE_ET_Rc_cat_ct2_OW_ST,0.001068449050110415,0.01816758183179853,0.01953894444339215,0.022239772270246726,0.013972827020051082
MEASURE_ET_Rc_f_hr_23,0.0048654935814994435,0.003398763195849824,1.3529794907533494e-05,0.0,0.002566047573696262
MEASURE_ET_Rc_f_tn_23,0.0033516020927632974,6.5136331663791066e-06,6.351223743347692e-05,3.5962281016133e-05,0.0033433250949840543
MEASURE_ET_Rcat_cn_1,0.0,5.338486047935997e-05,2.669442236123648e-05,0.00020174103442864184,0.001348596936339385
MEASURE_ET_Rcat_cn_1_OW_ST,0.0,0.0007864361943736005,0.0024668487636880262,2.8470103413997685e-05,0.004565697697710535
MEASURE_ET_Rcat_cn_2,0.00719983695688392,0.00796147573286551,0.007076061728060104,0.002452436090640328,0.00319431154682219
MEASURE_ET_Rcat_cn_2_OW_ST,0.0032538313968429817,0.0005295144803887612,2.6438682234320832e-05,0.0016918053639757356,0.00038417267312968655
MEASURE_ET_Rcat_cn_3,2.2528302238645117e-05,0.00017018371575427737,0.002602451306325762,0.004424237790454657,0.0002907897272336971
MEASURE_ET_Rcat_cn_3_OW_ST,0.0021543325144586967,0.003208190556789991,0.0026180292875332923,0.0035840524365611235,0.003008144701881331
MEASURE_ET_Rsh_F_AB_2,0.0008662759276061102,3.672151623576344e-05,0.0005200475763306228,6.0100616118607485e-05,3.3519050193930266e-05
MEASURE_ET_Rsh_TF_AB2,0.00017574171629941012,3.049360536475812e-05,0.00021434795325279605,3.26489629077252e-05,0.0006579175587203643
MEASURE_ET_Rsh_an_ct2,0.001077574367634604,4.661986579226528e-05,0.0004892596128073721,0.0002174976324466455,0.00020135560190267336
MEASURE_ET_Rsh_an_ct2_OW_CR,0.004910043347755522,0.0002195761430836292,0.0021267455721676485,0.0061078864582335335,0.0006827659774874556
MEASURE_ET_Rsh_cat_c2,0.00011284783712455297,0.00010815945657599018,5.925764314842744e-05,0.0011327245670470164,2.746064603713502e-05
MEASURE_ET_Rsh_cat_c2_OW_ST,0.00013965608560364927,5.9535534978477084e-05,0.0,0.00023996054075076125,4.6908782263015085e-05
MEASURE_ET_TANR,4.4552474579777674e-05,8.63710446549987e-05,7.968688079366716e-05,0.0,9.892309273757276e-05
MEASURE_ET_TFR_AB,8.725829152290931e-05,0.00019370459149664542,3.3351856103202225e-05,0.0021413341371526126,0.00025820233786571654
MEASURE_ET_TF_AB_1,0.00011840173656488774,0.00021891698352578722,0.0001430002562340979,0.0003981121605039091,0.0003963769136828861
MEASURE_ET_TF_AB_2,0.002596966756475511,0.001208469006054071,0.00101780187849535,0.0002048837521375953,0.0037187076300077395
MEASURE_ET_TF_AB_3,7.951216122485025e-05,4.7802540416179215e-05,0.00042484741320198294,0.00041244421548703857,0.0003761601512917579
MEASURE_ET_TR_1F,0.00012516566703462922,0.0003593704407257158,2.7810316165232314e-05,7.257478577998994e-05,0.000211623420346152
MEASURE_ET_USV_Cappf,0.016069391625327292,0.02210320953092258,0.010183260517468777,0.012302393245387112,0.012731016059465815
MEASURE_ET_USV_Cappf_0,9.449632788065162e-05,4.202867361297169e-05,9.570571882628722e-05,0.0009618573184286491,0.00036104099809359635
MEASURE_ET_VIA_KLV,0.03636438004998458,0.01897357774230689,0.012142683070030965,0.034999254919647046,0.010861201039452824
MEASURE_ET_VIA_KLV_2,0.003548326265118253,0.001961380009814915,0.0014332670062088932,0.0011026752167059147,0.0014195749711169677
MEASURE_ET_VIA_KLV_8p5,4.375047377689704e-05,0.0001729495293711354,0.00010083942693864535,0.0,9.4879077766249e-05
MEASURE_ET_Vbkdn_C300pf,0.002280715962524061,0.0007344922866152917,0.0,7.784966619722738e-06,2.350370700766889e-05
MEASURE_ET_Vbkdn_C385pf,5.285998713064149e-05,1.8947694512186246e-05,5.3405320010246994e-05,8.261542454745227e-05,5.0894010400800085e-05
MEASURE_ET_Vbkdn_Cap100,0.001339916242638056,0.0018314753995738358,0.00044561562339372863,0.0005975260644049471,0.013315198675378828
MEASURE_ET_Vbkdn_Cap100_Long,0.00039434414561250765,5.093597908353871e-05,0.00032065040723186234,0.0010649494454421625,0.004422728196220233
MEASURE_ET_Vbkdn_CapBig,0.00012802253330711932,0.0001298396634964022,7.449684690519098e-05,1.4884422554277928e-05,0.0011638438720744974
MEASURE_ET_Vbpin,5.0968697849958095e-05,0.0007960395006420012,0.0,0.0,0.0004589108268907688
MEASURE_ET_Vbpin_D60,3.686789224934252e-05,9.444534735630925e-05,0.0009153552224219367,7.49621663194731e-05,9.7794455960504e-05
MEASURE_ET_Vg_gm_max,1.010395576004724e-05,0.0,3.0629679315424185e-05,0.0,0.0
MEASURE_ET_Vk,4.442826072756628e-05,0.0004885892219292215,2.727014907547434e-05,0.00021897944035498664,2.752062039219838e-05
MEASURE_ET_Vp_1,0.0,0.00014809466267435043,0.0002587224116434303,0.002572468679310833,0.0
MEASURE_ET_i5021_1,0.001789670818832559,0.00039276814428334617,0.0001248761566494128,0.002908451200997931,0.001969158073881034
MEASURE_ET_i5021_2,0.0003423250042942039,1.3838747718573569e-05,7.12897636643941e-05,0.0001560491250024983,8.98687527860138e-05
MEASURE_ET_i5021_3,0.002543073453696547,0.0074038904557722,0.0028868218211205317,0.0018881518065041313,0.0021296996810931854
MEASURE_ET_lkg_10,0.0017382234442634298,0.0,0.00010850694652782565,0.0,6.969636737727891e-05
MEASURE_ET_lkg_100,0.0006363240729363393,0.0003741249346810853,0.0,0.0,0.0
MEASURE_ET_lkg_100_at20V,0.0,0.00017938063072210194,0.0,0.0003000126257032629,8.701154191840692e-05
MEASURE_ET_lkg_5,0.0008547595272586653,0.0010888451220098074,0.002072256860331188,0.0009217524963961717,0.0003842937752142269
MEASURE_ET_lkg_50,0.0,0.00010984140745293991,0.0,0.0,0.00013438431619634028
MEASURE_ET_lkg_50_at20V,0.3426812129847592,0.31727287526291786,0.4163646340548752,0.3256113668049554,0.44498873749770873
MEASURE_ET_lkg_70,0.0026245360420199407,0.0,0.0017291036611899661,0.008546489646923379,0.00042665200930553434
MEASURE_ET_lkg_70_at20V,0.0,0.0018847512353230302,0.0,0.0012184282980222923,0.00042294219638057596
MEASURE_ET_lkg_C175pf,0.002393578483316551,0.0013733144486511434,0.0008268018933549438,1.0466043070975424e-05,0.0033264810073362493
MEASURE_ET_lkg_C20,1.1882034070864478e-05,0.0,0.00021254537591199353,0.0004303210128614781,4.044601122015548e-05
MEASURE_ET_lkg_C200,0.001491472348550192,0.0,0.0004167644203460733,0.0031324484589855418,0.0006830919632574966
MEASURE_ET_lkg_C300,0.0005206079579526418,0.00029687778133353094,0.0,0.0008607827420740705,0.0011434617028472857
MEASURE_ET_lkg_C300FB,0.0,0.0021975483249438454,0.003895338013993261,0.0,0.006619458300580713
MEASURE_ET_lkg_C300FM1,0.0,0.0014209124743894844,0.0006356614267542227,0.000934590319640799,8.441554161264723e-05
MEASURE_ET_lkg_C300M1B,0.0021058942674222715,0.0001691743402884694,0.0,0.0,0.0015784473282860463
MEASURE_ET_lkg_C300pf,0.0,5.5160873365298044e-05,0.0,0.00016654696472823014,2.1793915512465642e-05
MEASURE_ET_lkg_C385pf,1.5445398932339882e-05,0.0,0.0,0.0,0.0
MEASURE_ET_lkg_C500pf,0.0035953954082256832,0.0029078846228849466,0.00026487201346687793,0.0037004046000774188,0.005238153329365284
MEASURE_ET_lkg_Cap1,0.0,0.0015141054331013941,0.0,0.0,0.0
MEASURE_ET_lkg_Cap2,0.0,0.0,8.067523192728749e-06,0.0,0.0008660809935963455
MEASURE_ET_lkg_Cap3,7.292284998290066e-05,0.0,0.0001050867409501961,0.0,0.0
MEASURE_ET_lkg_CapFICBRGM,0.004724075075648696,0.0,0.0036511763602743294,0.0001355198998316694,0.007057962683989507
MEASURE_ET_lkg_CapFICM1,0.0,0.0,0.0,5.6053311166236854e-05,0.00010453384983657043
MEASURE_ET_lkg_CapM1BRGM,0.00010579036917125317,0.0006496560324758813,0.0,5.064491686931573e-05,5.249783682046086e-05
MEASURE_ET_lkg_CapPARCAP,0.0,0.00011408027045503045,0.0,0.0,0.0
MEASURE_ET_lkg_CapUSV,0.0,0.0016339215175864969,0.0032233670934159794,0.0007378239439605217,0.0
MEASURE_ET_lkg_Cap_USV,0.010671131009665753,0.0007310229152553671,0.002638292144674537,7.20041417254058e-05,0.003891699739948018
MEASURE_ET_lkg_PAD_10,0.00019326352619087526,0.0006836700571500035,0.002104363674916383,0.0007474799389778873,0.0062258360671689494
MEASURE_ET_lkg_SY07_10,0.0,2.7901177627777524e-05,0.0,0.006095937414983597,0.005700072158952166
MEASURE_ET_lkg_SY8_80,1.0692764305499824e-05,0.0,3.9215679927490866e-05,0.0,1.4426863128867662e-05
MEASURE_ET_lkg_USV_Cap,0.0,0.0,0.0,4.062195273816388e-05,0.00014720884839102536
MEASURE_ET_sh_GA142,0.0001156214510119019,3.1782508966947406e-05,4.5128858487366636e-05,6.175590264274002e-05,0.0002842231683451491
MEASURE_ET_sh_GA142_GN,1.5914557274855236e-05,7.687707150260461e-05,8.474195951012368e-06,0.00017375869951497615,0.00027361071360784434
MEASURE_ET_sh_GA144,0.0007328172785016854,0.0005802098331463864,4.8850479709819266e-05,0.0008308942886702332,2.1303840695555416e-05
MEASURE_ET_sh_f_hr_23,5.122874093717734e-05,2.8362397401452278e-05,0.00016631291248334087,0.00010965289879259103,3.058488315125238e-05
MEASURE_ET_sh_f_tn_23,0.0001346965851242681,0.00014205784782518564,0.0005796917759377568,3.24482798606394e-05,0.0011578550003089431
MESA_CD_Mesa_CD_Radius,0.00047874372087837214,0.00014120828500013003,5.018835857316105e-05,0.0005290768637128945,0.00021894060879791737
MESA_ET_Probe_Number,3.946901920314686e-05,4.229279745044148e-05,0.00036281230661239027,0.00012822391849841958,0.0014568866635839889
MESA_ET_Vbkd,1.6832393663780167e-05,0.00013532190093007904,3.547424627946055e-05,8.63454016720653e-05,0.0
MESA_Height_Mesa_Height,0.0003058669247157422,0.00010843238907128282,0.0,0.00017526581719353154,0.0
METAL1_Height_Metal1_metal_thickness,0.00012343223396433318,3.294331929164743e-05,0.00023834193452350048,0.0,0.00016486502435336268
MaskSetName_MS_A,0.00127582460652376,0.005311535831132789,0.009572353343033848,0.0042021124305390315,0.003505322228635476
MaskSetName_MS_B,0.0,0.0,0.0,0.0,0.0
MaskSetName_MS_C,0.0,0.0,0.0,0.0,0.0
MaskSetName_MS_D,0.002441343280500648,0.00427748344696072,0.0044016164570462694,0.0015504264926117632,0.00447640514323018
MaskSetSupplyChipsCount,0.013257229050279732,0.022328239456877206,0.022782559314207838,0.011715911173304885,0.02224997038984565
OHMIC_CD_Ohmic_CD_litho,0.00036788897555834014,7.775959006671276e-05,0.0007034672515561163,0.0001147890640600126,0.000534640135783392
OHMIC_ET_OHMC,0.007270965509365845,0.005449797566121875,0.0008449791494258227,0.0007891129526683619,0.005720533502150198
OHMIC_ET_OHMIC_conc,7.916659125951205e-05,9.60799943496347e-05,0.00042731403342368134,0.0054409304999667295,7.930582251404101e-05
OHMIC_ET_Probe_Number,0.0008624042278163734,0.0015292750276828773,0.0007117835788429052,5.059075343555279e-05,0.00025412875928198045
OHMIC_ET_R114,0.0016921920109924282,0.002840558969489194,0.0011129996292030882,0.003235630399805842,0.0013471665749272667
OHMIC_ET_R214,2.2962440030892784e-05,8.847113491036503e-05,0.000393195801309178,7.800091283195525e-05,4.283363275049874e-05
OHMIC_ET_R314,0.0009524284968221328,0.0023332833915864796,0.0005856081025024825,0.0014169591292397768,0.0017323625720968292
OHMIC_ET_Ran_con_1,0.0015674841075808414,0.000429176341984519,0.0021056377721658482,0.0004903244032584022,0.0008903742043832464
OHMIC_ET_Ran_con_2,0.00010715450355030731,0.0008468941863883215,0.0009510451584857312,0.00017113036272208988,9.322768775559589e-05
OHMIC_ET_Ran_con_3,0.00042045443079300496,0.00012717646148840067,4.0968675957738843e-05,8.174618932205763e-06,3.7335515726854405e-05
OHMIC_ET_Rc_OG142,0.0,0.00020180969679983314,0.0,0.0006398121081405225,0.00097891810889262
OHMIC_ET_Rc_an_ct2,0.016915665012191175,0.0012454568971409703,0.006811837440023273,0.006848720768344251,0.01799862593648766
OHMIC_ET_Rsh_an_ct2,0.06361901879244072,0.06813864339265767,0.039577905815380114,0.056276297745574175,0.05420998979929749
OHMIC_ET_lkg_5,0.0002832497745141664,0.00011028696315241944,0.00041564501317295656,0.00032268299078352697,0.0010429056832674457
OHMIC_ET_sh_GA142,0.00010441817191542854,0.004009945093175229,0.0002655088355169557,0.010035735452381291,1.0078498311864437e-05
OHMIC_Thickness_SiN_Thickness,0.0005194367730535077,4.7571103731326747e-05,0.0011412063762173336,6.590992047688981e-05,0.0010531065341268474
SIN_CAPACITOR_ThicknessGN1_RefractiveIndex,0.00037285568467809233,0.00015505611844017836,0.00020903001704783994,0.0010824669508808905,0.0010607274718600454
SIN_CAPACITOR_ThicknessGN1_SiN_Thickness,0.0019997413357638596,8.678754868981438e-05,0.0,4.7025393785591e-05,0.0
SIN_ET_DC_PIV_Drain_Lag_Idss,0.0,0.00023137374919607413,0.0016253022330513557,0.00012976621851090578,0.0002184728119701156
SIN_ET_DC_PIV_Drain_Lag_Imax,0.00016850593070514511,0.0,4.561531197863997e-05,2.7113950313025743e-05,0.0
SIN_ET_DC_PIV_Gate_Lag_Idss,0.0001403859733754728,0.000824307494186174,0.0,5.821783646357144e-06,0.0
SIN_ET_DC_PIV_Gate_Lag_Imax,0.0,0.0,0.00041419505839595047,0.0001159673084196061,2.9280062599281903e-05
SIN_ET_DC_PIV_Idss_QP1,4.709971475730037e-06,0.0,0.0,6.00350725828795e-05,0.0
SIN_ET_DC_PIV_Idss_QP2,0.0,5.077580460177862e-05,0.0,0.0,1.101687558335002e-05
SIN_ET_DC_PIV_Idss_QP3,6.454969533732179e-05,2.9890221499887815e-05,1.7220931578135146e-05,0.0,0.0
SIN_ET_DC_PIV_Imax_QP1,0.0,0.0,0.0,1.1524302019813894e-05,0.0
SIN_ET_DC_PIV_Imax_QP2,0.0004971199781597619,0.0,0.0,0.0005435191632309329,0.0
SIN_ET_DC_PIV_Imax_QP3,2.481078673556399e-05,0.0,0.0009292431585444558,0.0,0.0003028163292618563
SIN_ET_DC_RF_Gm_0,0.0,0.0,0.0,0.00011043213584234169,9.140451482924002e-05
SIN_ET_DC_RF_Gm_m0p2,9.166992168492949e-05,0.0,4.353081197709309e-05,0.0,8.380665812754618e-06
SIN_ET_DC_RF_Gm_max,0.0019156015073433516,1.421491750263462e-05,0.0003278028955118342,6.465827772201132e-06,2.5623291364308174e-05
SIN_ET_DC_RF_Id_gm_max,0.0,7.837111164345293e-05,6.355950829845273e-05,0.000438461006611704,0.0
SIN_ET_DC_RF_Ids_m0p2,0.0007348226385304017,0.00015955216079401776,9.205816389683651e-05,0.00040379100189130934,0.00022869094475468202
SIN_ET_DC_RF_Idss,0.0009219101756613639,3.1670231185533675e-05,0.0,0.0006741673761673163,0.00017312017623472326
SIN_ET_DC_RF_Imax,0.00012069938973917299,8.397991775958198e-05,0.0,0.0003966252967490301,0.0
SIN_ET_DC_RF_Vbgd1,0.0003022522100269733,0.0,4.642579771282393e-05,0.0004923377137830115,0.002169572135065869
SIN_ET_DC_RF_Vbgd_0p01,0.00013165652968744025,4.326197552796713e-05,2.087449027661025e-05,0.0008899784084915025,4.909070993750051e-06
SIN_ET_DC_RF_Vbgd_0p1,0.001725595666866349,0.0029061902494018185,1.4158191803826438e-05,9.458446291058185e-06,0.00043517398860888975
SIN_ET_DC_RF_Vbgs1,0.0,0.0004897834477193363,0.0008858184836711861,9.771296351381022e-05,0.002368931384191938
SIN_ET_DC_RF_Vbgs_0p01,0.002121171315041663,0.0025493008052019494,5.333295780302434e-05,0.0035884750072080187,0.0016390556232158543
SIN_ET_DC_RF_Vbgs_0p1,8.993464920798178e-05,2.724081065030937e-05,0.00010803419232701232,0.0012005705425323905,0.0030883750186735813
