,fold_0,fold_1,fold_2,fold_3,fold_4
MEASURE_ET_DC_RF_S11ang_10GHz,0.0019077055886876431,0.0011605267667296984,0.0028005146723271692,0.007469122940950934,0.0009984349083067953
MEASURE_ET_DC_RF_S11ang_26GHz,0.005384315579461705,0.002042207136995717,0.004867064431853788,0.0036263367033264327,0.002786490985253825
MEASURE_ET_DC_RF_S11ang_26GHz_W,0.00408578219885051,0.0007803758870229637,0.0028193432544566742,0.0009586811944221102,0.0039568196818665115
MEASURE_ET_DC_RF_S11dB_10GHz,0.0006383429437312008,0.003598632635034307,0.007451443517197711,0.0009969748751912555,0.004505809679168958
MEASURE_ET_DC_RF_S11dB_26GHz,0.0013121588594795295,0.001754673411773803,0.013311942143952026,0.0018839074145933577,0.0011038758418592835
MEASURE_ET_DC_RF_S11dB_26GHz_W,0.004468545369297614,0.00658309362741382,0.003280625989424146,0.00959825933782398,0.005069048343572869
MEASURE_ET_DC_RF_S12ang_10GHz,0.00595919032099722,0.00931906153668481,4.288262605415879e-05,0.0012659023745499771,0.000240758794277626
MEASURE_ET_DC_RF_S12ang_26GHz,0.0004953201430114159,0.0002468182688899392,0.004941014923139949,0.00020181640877512874,0.003678732800733788
MEASURE_ET_DC_RF_S12ang_26GHz_W,1.0240283348087686e-05,5.219246312473167e-05,0.0013525523989014762,2.3362054121263942e-05,0.0005899434041977479
MEASURE_ET_DC_RF_S12dB_10GHz,0.002968313072694095,0.0015248051346043643,0.002685569826010319,0.0023302526797518578,0.0001021985349534285
MEASURE_ET_DC_RF_S12dB_26GHz,0.0005821542010332209,0.0012135458319311534,0.0003178885717749542,0.0,0.00010294547189125955
MEASURE_ET_DC_RF_S12dB_26GHz_W,0.0032197084112353743,0.0027958464318842474,0.0009011615442922806,0.009742959906839549,0.0031645376686228904
MEASURE_ET_DC_RF_S21ang_10GHz,3.38755966720332e-05,4.5387116355807765e-05,7.2644537348553175e-06,0.00018537194411922988,0.0
MEASURE_ET_DC_RF_S21ang_26GHz,0.00020525156938419416,0.0019044567698819302,5.167232732808388e-05,0.000873223400535858,0.0011982343780941006
MEASURE_ET_DC_RF_S21ang_26GHz_W,0.012732711936408337,0.012784429185619282,4.3560141111003074e-05,0.007614738894491737,0.00030207597203304434
MEASURE_ET_DC_RF_S21dB_10GHz,0.00010545258081528711,1.9682070479409573e-05,0.0005252062280354617,6.324611372043458e-05,5.0798487576152715e-05
MEASURE_ET_DC_RF_S21dB_26GHz,0.0007541223219704646,0.0005879633709878499,1.5206541875397346e-05,0.0016470544274491154,3.0827148905057455e-05
MEASURE_ET_DC_RF_S21dB_26GHz_W,0.002343349968381617,0.002527137931342445,0.0058734148213466396,5.02888729133814e-05,3.926146341313829e-05
MEASURE_ET_DC_RF_S22ang_10GHz,0.0004423458451327448,1.2996703705097078e-05,0.0001990146729196077,0.001609891894805075,2.9639117285177035e-05
MEASURE_ET_DC_RF_S22ang_26GHz,0.0002584851428275,0.00011087122068496823,4.6671834506153864e-05,4.998549549719826e-05,2.441783954593592e-05
MEASURE_ET_DC_RF_S22ang_26GHz_W,7.27096009954001e-06,6.453697642118682e-05,1.724642793280713e-05,0.0,0.001013313183556261
MEASURE_ET_DC_RF_S22dB_10GHz,0.0017546453707715484,0.0008451854637377688,0.0009789538677055154,0.00015833156477218526,0.0008695107999598942
MEASURE_ET_DC_RF_S22dB_26GHz,0.004321212387714512,0.0020277660300825674,0.0008431381370846948,0.0024179125301173323,0.0026310123800187915
MEASURE_ET_DC_RF_S22dB_26GHz_W,0.001071276492017288,0.0008339871201729336,0.004984853153618795,0.0022195160262192585,0.002216028213703308
MEASURE_ET_DC_RF_Vbgd1,0.0,4.4072830007856066e-05,8.447275406537256e-06,0.0,0.0002153457536487289
MEASURE_ET_DC_RF_Vbgd_0p01,4.491913530760025e-05,0.0013626202578844076,0.006758943389833622,0.0003116132845202062,0.002192872764347588
MEASURE_ET_DC_RF_Vbgd_0p1,0.002330394507710614,0.0,0.0,0.00035731750164476886,2.571240845780538e-05
MEASURE_ET_DC_RF_Vbgs1,5.5874182350738764e-05,2.8567300259727715e-05,0.0011478043347556155,0.003234415600929433,0.0
MEASURE_ET_DC_RF_Vbgs_0p01,0.004545833557551521,0.0027088097383863316,0.0038428511059042723,0.004174271963375138,0.005254990833244667
MEASURE_ET_DC_RF_Vbgs_0p1,0.00016297712080395578,0.005683542475619171,0.0009333370321888823,0.00035085123152509164,0.004181918192822086
MEASURE_ET_DC_RF_Vbin_gd,0.00012859176821287404,0.000513770459279348,0.0013977649693683106,0.0003594907533458561,0.0005086954588967614
MEASURE_ET_DC_RF_Vbin_gs,0.0017490788741902068,0.0011924540675899663,0.002111686155319613,0.00416353721453413,3.947829102361281e-05
MEASURE_ET_DC_RF_Vboff,0.0,0.0011198753150206554,0.010792632133256326,0.0010171383164120028,0.003992499369437528
MEASURE_ET_DC_RF_Vboff_ON,0.0003912281705843352,0.004066745970676127,0.003708553161293248,0.000526465846359229,0.003928758263052893
MEASURE_ET_DC_RF_Vbon_max,0.002518873355610564,0.00018854359843579517,0.00043364259765376955,0.000337777008459535,6.299027312961158e-05
MEASURE_ET_DC_RF_Vbon_min,0.002657845310643428,0.0016082014522902758,0.0002913132502052553,0.009612193894014267,0.0015182480510392375
MEASURE_ET_DC_RF_Vdg_max,0.00021774823373338416,0.0009499350878251306,0.0003351671697618746,0.0002330380744676058,0.00017661665441534536
MEASURE_ET_DC_RF_Vdg_max_0p1,0.00010637879594270452,9.523831678625992e-05,0.0008039918727493034,6.93391086514945e-06,0.0007085428366990105
MEASURE_ET_DC_RF_Vdg_max_0p1mA,0.0019254946741174967,0.0,0.0005479938091921501,0.0010025319872235578,0.001312943170913674
MEASURE_ET_DC_RF_Vds_max,3.7484498292019255e-05,7.056120527969077e-05,6.991126429122404e-05,0.0003613382509071937,0.0013569647659563639
MEASURE_ET_DC_RF_Vds_max_0p1,5.082714183188447e-05,0.0005965688082316859,0.0,9.41254765110509e-05,2.763339086581182e-05
MEASURE_ET_DC_RF_Vds_max_0p1mA,0.0004469186706672187,0.0012546049710070795,2.1175755640302446e-05,0.00021372780103582947,0.0003164331973043425
MEASURE_ET_DC_RF_Vg_Vbon_max,0.00014496853853406233,0.00096423854505828,0.00017473228545841955,0.00010133952246602381,0.0002827131784325319
MEASURE_ET_DC_RF_Vg_Vbon_min,0.002780073375124034,0.013216163444392439,0.004927678304488094,0.004367669340636408,0.005716118520544031
MEASURE_ET_DC_RF_Vg_gm_max,1.9210367736255215e-05,0.0,7.403539734772496e-05,2.481398112866695e-05,0.0
MEASURE_ET_DC_RF_Vg_gm_max_W,0.0,0.0,6.247394540944288e-05,0.0,0.0
MEASURE_ET_DC_RF_Vg_max_Vd,0.011209640858168337,0.011597734118802666,0.019585521502299474,0.0007388342235454307,0.0033497163292415446
MEASURE_ET_DC_RF_Vg_max_Vd_0p1,0.00403980396173042,0.0018443893566434276,0.007713171410490413,0.004078786947395679,0.0016479895897888596
MEASURE_ET_DC_RF_Vg_max_Vd_0p1mA,0.0006205557609808174,3.865459411830159e-05,0.0011486026956127572,0.00019773104117162447,3.549421819474423e-05
MEASURE_ET_DC_RF_Vg_optt,0.0006926654078793225,0.0007511758514834142,0.0012785900871572734,0.00048156991118425944,6.371951214273446e-05
MEASURE_ET_DC_RF_Vp_01,0.0,0.0033530658751018748,0.00014156833099752476,0.0,1.8208802598034205e-05
MEASURE_ET_DC_RF_Vp_01_W,0.00010390633778263902,1.0199826513606515e-05,0.00014887443590047773,2.545504608237989e-05,9.885367417439575e-06
MEASURE_ET_DC_RF_Vp_1,0.0012368514593698353,0.0020134242744099173,0.0005167374322427925,0.0,0.0009003380688488035
MEASURE_ET_DC_RF_Vp_1_W,4.233004007100952e-05,5.4189342753855536e-05,0.00020065902971384725,0.0,7.396553727610754e-05
MEASURE_ET_DC_RF_Vt_gd,0.002669355435568608,0.0013445479517386204,0.0015379178557786391,0.0014844150631575805,0.005726491627869493
MEASURE_ET_DC_RF_Vt_gs,0.0,0.0002829784007411354,0.0,0.0004201381814010158,0.00196918683770471
MEASURE_ET_DC_RF_ids_m0p2_W,9.370846239864474e-05,0.0002000084096633962,0.001440833363840989,2.8222590488050375e-05,6.17202678470683e-05
MEASURE_ET_DC_RF_n_gd,0.0,0.0008747631586834075,0.0015314641622351552,1.8416395544597504e-05,0.0030865661469474475
MEASURE_ET_DC_RF_n_gs,0.0004615471430099595,5.037661631893945e-05,7.700868562820497e-05,3.622453966047636e-05,0.00020118961659395526
MEASURE_ET_DC_SEC_Gm_0,0.0,6.323858147161308e-05,0.0,0.0,0.0005361204707867856
MEASURE_ET_DC_SEC_Gm_m0p2,0.00021324800573473577,0.0,0.0,0.0,8.159685262791767e-05
MEASURE_ET_DC_SEC_Gm_max,0.0,0.0,0.0,0.0,0.0
MEASURE_ET_DC_SEC_Id_gm_max,0.00039875940012786573,6.568841561288173e-05,4.924107591596641e-05,0.0,5.280846271087121e-05
MEASURE_ET_DC_SEC_Ids_m0p2,3.955608590833299e-05,6.0700127948914776e-06,0.00011288582915023418,0.000566147444748101,0.00019586331068662427
MEASURE_ET_DC_SEC_Ids_max_ON,0.0,0.002242047336256533,0.0027090078407685995,0.0029584869909655143,0.004377536194732693
MEASURE_ET_DC_SEC_Ids_min_ON,0.005087259246164628,0.017383673647099425,0.018339827374438667,0.009316400290047416,0.01033967334160651
MEASURE_ET_DC_SEC_Idss,2.4220501833827736e-05,0.0,4.124236558583261e-05,5.4403208102421065e-05,1.5287757080611697e-05
MEASURE_ET_DC_SEC_Imax,8.370219743462844e-05,7.309025638973557e-05,3.8696507002416785e-05,4.1171802301515455e-05,7.320246841071224e-05
MEASURE_ET_DC_SEC_Imax_6V,0.0002269632998342529,0.00045365387863621195,2.2219642166001715e-05,0.00015623107736350894,0.00023147728877777945
MEASURE_ET_DC_SEC_Imax_7V,0.0003065429657766953,8.389098428735862e-05,2.3218418922542594e-05,0.0021955682014400684,0.0
MEASURE_ET_DC_SEC_S_Bin,0.0002969953356015173,3.35745053152777e-05,9.221685133808386e-05,0.00010654723097572767,0.00040389792958562697
MEASURE_ET_DC_SEC_S_Bin_FPSD3p2,5.960501235249751e-05,0.00018658632810801434,0.00012916519994814356,0.0006382783057894772,0.00013239735697647738
MEASURE_ET_DC_SEC_S_Bin_SD3p5,0.0001508504352878305,0.00024997731876137805,0.00021983166250687502,0.00014883145060083224,9.953850714974796e-05
MEASURE_ET_DC_SEC_S_ChipStatus,5.807978919018984e-05,7.048075514860275e-05,5.7620902920978024e-05,0.0002977695393974791,4.152965490090672e-05
MEASURE_ET_DC_SEC_S_Id_at_Vboff_mA_mm,0.001665733940226533,0.00046201349859595884,0.0003130479013187632,3.7246458203575744e-05,0.0001094145413396905
MEASURE_ET_DC_SEC_S_Id_at_Vboff_mA_mm_FPSD3p2,0.0009123012592687477,0.0006292406814667825,0.007245622610015636,0.0003003577074519416,0.004304051005142096
MEASURE_ET_DC_SEC_S_Id_at_Vboff_mA_mm_SD3p5,0.0002222361895381622,0.00022591341691739772,0.0014628737270902172,0.0,1.2689212971557527e-05
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg1,0.00012231663450217327,0.00010811517069808168,4.123152058090021e-05,7.789305961561928e-05,1.910199016830833e-05
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg1_FPSD3p2,0.0009529665433074287,0.0005819704239636624,0.004883309760160438,0.012810212015687624,0.004007823271443167
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg1_SD3p5,0.00011240131915988795,2.3228681064796233e-05,0.0003157560333501942,0.001585256668001548,0.0002054612565130929
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg2,0.00022031736812530204,7.565939964933664e-05,7.121374504004138e-05,0.0015556615252735565,5.242475393958719e-05
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg2_FPSD3p2,7.453082547005981e-05,0.0,0.0002572470450979578,0.00011315545059181708,5.880576187232235e-05
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg2_SD3p5,0.0005072779711637783,0.00020641214180887443,0.0006442604888342311,0.0003897127542354019,0.0005866567430638188
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg3,0.003298717155835874,0.0032388885451126617,0.0,0.00018301500968862143,9.831020971190499e-05
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg3_FPSD3p2,0.001893082696043463,0.010211191743896088,0.01103471899951562,0.005653185083572492,0.007353977279628613
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg3_SD3p5,0.0043807879456010486,0.0021868829952276657,0.0020230484975488814,3.9374007436225734e-05,0.00395649237607897
MEASURE_ET_DC_SEC_S_Id_plus_Ig_at_Vboff_mA_mm,0.00020226242329082062,0.00010520358332290615,9.50364143645161e-05,6.473474381357225e-05,0.0008711329751296273
MEASURE_ET_DC_SEC_S_Id_plus_Ig_at_Vboff_mA_mm_FPSD3p2,0.0,0.00021180077147831802,5.93853999693639e-05,0.00022438474531276574,7.877048517235987e-05
MEASURE_ET_DC_SEC_S_Id_plus_Ig_at_Vboff_mA_mm_SD3p5,0.00015744540631238357,4.353165150321132e-05,0.0005908545303878048,0.0006940233341328608,0.0013489993272350347
MEASURE_ET_DC_SEC_S_Ids_max,0.0013550657839353345,0.0059480188265199725,0.00018819597454195977,0.002616250292181126,9.28240648585377e-05
MEASURE_ET_DC_SEC_S_Ids_max_FPSD3p2,0.006980017676227553,0.002275639227634789,0.00010997725209673313,0.0022029311696962987,0.003331693479412783
MEASURE_ET_DC_SEC_S_Ids_max_SD3p5,0.00013403531315032873,0.0,0.0006821047584910113,1.8395019610815233e-05,0.00016667269953818856
MEASURE_ET_DC_SEC_S_Ids_max_norm,0.0008562112413419088,0.0021749110607375073,0.0016457535933955768,0.0036760420794661143,3.99659244289032e-05
MEASURE_ET_DC_SEC_S_Ids_max_norm_FPSD3p2,0.0003271272648231198,5.3917349804118816e-05,0.00033896008764261324,0.0015995066918759921,5.414199652463659e-05
MEASURE_ET_DC_SEC_S_Ids_max_norm_SD3p5,8.524834070533536e-05,0.00010880559044761575,0.0005213534590682807,0.0004455033669742968,9.635844842433495e-05
MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_neg,0.0002736727113661138,0.00017849957629723388,2.516705268954652e-05,5.499493809021321e-05,0.0
MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_neg_FPSD3p2,0.00028320784491965724,0.0,0.004107169761606754,0.0007807865090835544,0.0005984885348447932
MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_neg_SD3p5,0.008014776338660769,0.003762118936330761,0.0025962421047665053,0.006359322844656966,0.0006703784690468231
MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_pos,0.0019451282971610845,2.2786447337642706e-05,0.00023438061305193839,0.00015391241394715308,0.0015874536605601176
MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_pos_FPSD3p2,5.2061211726556604e-05,0.00014774604221396746,0.00016531318581653392,4.808504405428629e-05,7.793599862226612e-05
MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_pos_SD3p5,1.616980942989325e-05,0.0002528405897489905,0.00011223404098579712,0.00016846338576440094,2.4445630768778413e-05
MEASURE_ET_DC_SEC_S_Ig_cut2_mAmm_neg,1.8901001549865675e-05,4.988589772381012e-05,0.0002131177224486572,0.00011989016195413576,0.00011436880286716042
MEASURE_ET_DC_SEC_S_Ig_cut2_mAmm_neg_FPSD3p2,0.0002894533710266819,0.0016376031006895353,0.001875219018740571,0.0003771128568308518,0.0009485478506724842
MEASURE_ET_DC_SEC_S_Ig_cut2_mAmm_neg_SD3p5,0.0018445002293749203,0.002533760268920348,0.0005162398597104352,0.00155232148243471,0.0006432252860025457
MEASURE_ET_DC_SEC_S_Ig_cut2_mAmm_pos,0.00016250977004773735,0.00033778234388182293,8.897344240427592e-06,6.571487769375952e-05,0.0001355813944239251
MEASURE_ET_DC_SEC_S_Ig_cut2_mAmm_pos_FPSD3p2,0.0001152782538483902,0.00028175256664048255,0.0002893754008792641,4.0475883262682674e-05,5.644587385219474e-05
MEASURE_ET_DC_SEC_S_Ig_cut2_mAmm_pos_SD3p5,0.0029621005919347374,0.0007699248076598884,0.0054551007661507635,0.0015234453628560597,0.003176121972546763
MEASURE_ET_DC_SEC_S_Ig_cut3_mAmm_neg,0.00014462680991086753,0.006651607596762956,0.00019803257662466894,0.00010437680117357489,0.00054745859088998
MEASURE_ET_DC_SEC_S_Ig_cut3_mAmm_neg_FPSD3p2,0.00011865564158161002,0.00015712615000068486,0.003073187392692788,0.0004383679714458908,8.297809695601215e-06
MEASURE_ET_DC_SEC_S_Ig_cut3_mAmm_neg_SD3p5,0.006518834505217011,0.003875270881876403,0.0031232032716586875,0.001750168554215915,0.00031725679794317207
MEASURE_ET_DC_SEC_S_Ig_cut3_mAmm_pos,0.00011591336259971425,5.0236028123229146e-05,0.0002975067181404313,0.0010187171806777858,6.389145589052627e-05
MEASURE_ET_DC_SEC_S_Ig_cut3_mAmm_pos_FPSD3p2,0.0004710609100221622,2.283115923266909e-05,0.0007628087204184197,6.501322812389973e-05,3.8166174042488016e-05
MEASURE_ET_DC_SEC_S_Ig_cut3_mAmm_pos_SD3p5,1.6063854160985843e-05,4.676614349852791e-05,0.0008099312894717088,0.0004840766175839251,0.0003284974762723721
MEASURE_ET_DC_SEC_S_Ig_mAmm_at_Vg_cond_neg,0.00022383313173754486,4.691291176657345e-05,3.414706548995112e-05,0.00021103246339890111,0.0002116096060213188
MEASURE_ET_DC_SEC_S_Ig_mAmm_at_Vg_cond_neg_FPSD3p2,0.0013949359617522973,3.1109256994455396e-05,6.861950124584447e-05,0.003815693761300651,0.00034407565252992577
MEASURE_ET_DC_SEC_S_Ig_mAmm_at_Vg_cond_neg_SD3p5,8.404208684066039e-05,0.0007452013852780625,0.0034205867611159257,0.001335344800005818,7.601439869501595e-05
MEASURE_ET_DC_SEC_S_Ig_mAmm_at_Vg_cond_pos,0.000597444313697938,9.574669007753025e-05,0.000232438779280659,0.00010914243889533123,0.0
MEASURE_ET_DC_SEC_S_Ig_mAmm_at_Vg_cond_pos_FPSD3p2,0.00017647140911465688,5.083496442483541e-05,0.0007111443836158566,0.0003246203068130377,0.0021186233932905182
MEASURE_ET_DC_SEC_S_Ig_mAmm_at_Vg_cond_pos_SD3p5,1.1753799257006804e-05,0.0006022008889397837,0.00011851526770939739,0.0009402723510667836,0.005152107227385908
MEASURE_ET_DC_SEC_S_Ron,0.0030187043306354406,0.00103554807809784,0.0018583726977850236,0.0,0.0007260600136026915
MEASURE_ET_DC_SEC_S_Ron_FPSD3p2,0.0027972362961817916,0.00117959745435622,0.0010531891491964195,0.0034810143764584115,0.0021211245104831773
MEASURE_ET_DC_SEC_S_Ron_SD3p5,0.0001883308445081109,4.497673618044003e-05,8.088265532324015e-05,0.001261487874953474,0.0009328320547162124
MEASURE_ET_DC_SEC_S_Vboff_Id,0.00014055006147661983,7.990976603860543e-05,0.0027132787355234503,0.0,0.0013195223736680343
MEASURE_ET_DC_SEC_S_Vboff_Id_FPSD3p2,0.0003305505056687545,0.00014410463227313314,0.00044413090798135025,0.00037358836873923815,8.781508639535493e-05
MEASURE_ET_DC_SEC_S_Vboff_Id_SD3p5,0.00023834925038697212,0.00024220631262167168,0.0002119316330667694,6.411271020175661e-06,0.0014336942809789726
MEASURE_ET_DC_SEC_S_Vboff_Id_plus_Ig,8.14466255985998e-05,0.0013451534747253903,3.8513021143154036e-05,0.0011204640176246067,0.00020529895617287154
MEASURE_ET_DC_SEC_S_Vboff_Id_plus_Ig_FPSD3p2,2.798362206555796e-05,8.015883753565991e-05,0.007248437392487425,0.00012348197856585415,0.002278729852863085
MEASURE_ET_DC_SEC_S_Vboff_Id_plus_Ig_SD3p5,0.0010410936318216465,5.336202673626993e-05,6.106496424372698e-05,0.0017181593861805803,1.0652963994357904e-05
MEASURE_ET_DC_SEC_S_Vg_at_I1_neg,7.217441625010233e-05,0.0012180625900168006,0.0017425551253652306,0.001688334138258134,0.00028240176694305165
MEASURE_ET_DC_SEC_S_Vg_at_I1_neg_FPSD3p2,0.006987576277456189,0.006342026444177671,0.0035903159480547312,0.0007461737791387931,3.732357806440578e-05
MEASURE_ET_DC_SEC_S_Vg_at_I1_neg_SD3p5,0.00016314697029925454,0.00039425533437922286,0.00014645705478189463,3.539480545706822e-05,3.334105969296129e-05
MEASURE_ET_DC_SEC_S_Vg_at_I1_pos,8.236277955775453e-05,2.900211528266311e-05,0.0002952434542798497,5.540372779037151e-05,8.804364488774853e-05
MEASURE_ET_DC_SEC_S_Vg_at_I1_pos_FPSD3p2,0.0,0.00024078850799518034,0.00010949686323627886,2.8713207754036682e-05,0.0
MEASURE_ET_DC_SEC_S_Vg_at_I1_pos_SD3p5,2.793428735548641e-05,3.586980432146766e-05,0.00010429894285844518,3.051494862878943e-05,0.00020489510611661844
MEASURE_ET_DC_SEC_S_Vg_at_I2_neg,0.0007167786264947899,0.00042020304051096607,7.731943120619182e-05,3.215351868284088e-05,0.00020744130229927797
MEASURE_ET_DC_SEC_S_Vg_at_I2_neg_FPSD3p2,5.937354764840268e-05,0.00037902292890090565,0.00022453695219141657,9.373391418691466e-05,2.422783518561059e-05
MEASURE_ET_DC_SEC_S_Vg_at_I2_neg_SD3p5,0.00865059781066637,0.003038808525347247,0.0012914984895961376,0.005081647515786484,0.002043780473290733
MEASURE_ET_DC_SEC_S_Vg_at_I2_pos,0.00011084911921714933,0.00032661457847209024,0.0008050197185484345,0.00023406200875125135,0.0034123973446051332
MEASURE_ET_DC_SEC_S_Vg_at_I2_pos_FPSD3p2,2.2840484521265928e-05,0.00023661268763965968,0.00015695820430892846,2.2664811391148303e-05,0.0001446045734609432
MEASURE_ET_DC_SEC_S_Vg_at_I2_pos_SD3p5,0.00028387544746208307,0.0003481098683347813,0.00024444085550906903,0.0003852720833759117,0.00010165676761867021
MEASURE_ET_DC_SEC_S_Vg_at_I3_neg,0.00022436138902452496,3.876319698644671e-05,0.00042704549055024526,3.437634687472068e-05,0.00014338870403204362
MEASURE_ET_DC_SEC_S_Vg_at_I3_neg_FPSD3p2,0.0023811840097497324,0.0004138202065487561,0.003673081594227285,0.003629245620192301,0.0002576895147394088
MEASURE_ET_DC_SEC_S_Vg_at_I3_neg_SD3p5,0.00028104125163607005,0.00011566250585293238,0.00012899964520612166,0.0003307786307103798,0.0009649815750457716
MEASURE_ET_DC_SEC_S_Vg_at_I3_pos,5.843854127545914e-05,3.966390967680324e-05,6.391978728549116e-05,2.320524226978663e-05,0.001410630675570758
MEASURE_ET_DC_SEC_S_Vg_at_I3_pos_FPSD3p2,0.0040680935448715394,0.000311627112319711,0.0008133466724861802,0.002440777819589609,0.0007823650559203117
MEASURE_ET_DC_SEC_S_Vg_at_I3_pos_SD3p5,0.00017104059439098973,0.0001299178788665877,8.078640083084208e-05,6.940915946673664e-05,0.0019555754864524193
MEASURE_ET_DC_SEC_S_Vp_0p7_mA_mm,0.0,3.3067486743962675e-05,7.255332185628369e-06,0.0,0.00015699355464056933
MEASURE_ET_DC_SEC_S_Vp_1_mA_mm,0.00010514649582044452,0.0,0.0,0.0,0.0
MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_first,0.0,4.059137422321758e-05,0.0005615745744996289,0.0,0.0011757480691118342
MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_first_FPSD3p2,0.0002663158397397451,0.0,0.0,0.0,0.0
MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_first_SD3p5,0.00017659159434498708,0.0,0.0,0.00030782985690528173,0.0001817526157191289
MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_second,0.0,0.0,3.3259159774752105e-05,0.0,5.584646770646935e-06
MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_second_FPSD3p2,0.002154579611621028,0.0,0.0,0.0,0.002148555440981656
MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_second_SD3p5,0.0,1.688619124532748e-05,0.0013795848660955574,0.001354766140722496,0.0
MEASURE_ET_DC_SEC_Vbin_gs,0.0023297380191826364,0.0040171140397157025,0.0,0.008024674041016535,0.001055229090702883
MEASURE_ET_DC_SEC_Vboff_1,0.00018525718665403777,0.00013003820413364918,2.818726823911172e-05,0.0018558507075951013,0.00022886734697908853
MEASURE_ET_DC_SEC_Vboff_2_1,0.007929659573178403,0.008184177014058009,0.0026145761667372793,0.012638766407093749,0.0031341963679147925
MEASURE_ET_DC_SEC_Vboff_Vds_min_ON,0.0,0.0005838027674726666,0.0006002096186397808,9.134156786765e-05,0.0014926743395386735
MEASURE_ET_DC_SEC_Vds_max_ON,3.4784685978009935e-05,3.2282890032465426e-05,0.00011782120162377517,4.711928917672228e-05,0.00010306107709834173
MEASURE_ET_DC_SEC_Vds_min_ON,0.0002747294406655682,0.0,0.0010464539251903145,0.0019245999874794178,0.0012430307167415103
MEASURE_ET_DC_SEC_Vg_gm_max,0.0,0.0,4.157320962944464e-05,0.0,0.0
MEASURE_ET_DC_SEC_Vg_max_ON,0.00021088754513526358,0.0025412358799501308,0.00016360508536905158,0.00014356700319330433,0.0
MEASURE_ET_DC_SEC_Vg_min_ON,0.0001275006896717432,0.00015235583751816516,7.281653385954732e-05,0.0004929243539373319,4.516108061614193e-05
MEASURE_ET_DC_SEC_Vgs_0p1V,0.005880554445122838,0.002830899220601479,0.008906125403757228,0.012051098056332777,0.005521185277021115
MEASURE_ET_DC_SEC_Vgs_0p5V,0.0001406229113321876,0.0007400805335418709,0.0003590423493161653,0.004273126032925919,7.735416905624458e-05
MEASURE_ET_DC_SEC_Vgs_1V,0.001947605254859433,0.0007842889549715959,0.0007160916778087645,0.0035281225535819818,0.0012381570643587975
MEASURE_ET_DC_SEC_Vgs_back_0p1V,4.879303665300884e-05,0.00012316266194002318,0.00043822261015986794,9.048828763524011e-05,7.675109711490916e-05
MEASURE_ET_DC_SEC_Vgs_back_0p5V,0.0017298964690980149,0.002061235871333881,0.0007033894143700984,6.414434630608357e-05,0.002192874565792413
MEASURE_ET_DC_SEC_Vgs_back_1V,0.00018304029892030003,0.00023622214822467506,9.204614234466835e-05,9.439796995073225e-05,0.0006370482562019276
MEASURE_ET_DC_SEC_Vp_10mA,0.0,0.0,5.094935194936369e-05,1.9377466760685977e-05,0.004299782325103701
MEASURE_ET_DC_SEC_Vp_1mA,2.6901470189204217e-05,0.0,6.330704567236324e-05,4.376897362833172e-05,0.0010002068853815092
MEASURE_ET_DC_SEC_Vt_gs,7.528880875473248e-05,0.00017173330778947745,0.0005880099441284727,0.0,0.00011988548227071771
MEASURE_ET_DC_SEC_X_Bin,0.0011675779270218815,7.840391043807858e-05,0.0008852740002143532,0.005542637872048063,0.003477051111403922
MEASURE_ET_DC_SEC_X_Bin_FPSD3p2,0.00015947584409921084,0.0005048580317236405,7.767394664702738e-05,5.5250262344555186e-05,0.00033268018759410954
MEASURE_ET_DC_SEC_X_Bin_SD3p5,0.005964720091083456,0.0002860169897374014,0.0003817520975927209,0.0036416802878702073,0.00016446623212167092
MEASURE_ET_DC_SEC_X_ChipStatus,0.0002253243634751107,6.0970919172398474e-05,0.00015275444445328633,0.00043511458290961273,0.0002874159284214454
MEASURE_ET_DC_SEC_X_Id_at_Vboff_mA_mm,0.0021925949938118383,0.0004315967092678867,8.1876439812688e-05,0.0001096841166034671,0.00036733590977137563
MEASURE_ET_DC_SEC_X_Id_at_Vboff_mA_mm_FPSD3p2,7.523541416715574e-05,0.00033959945523758217,7.165779207871702e-05,5.4751200244189534e-05,0.0007434835032672137
MEASURE_ET_DC_SEC_X_Id_at_Vboff_mA_mm_SD3p5,0.007629291232078946,0.005305926848411862,0.0019901839510529508,0.0037936231331746288,0.00586515384256496
