n_inputs,n_train_rows,n_unique_lots,n_holdout_rows,hidden_layers,trainable_params,sample_to_param_ratio,alpha_l2,learning_rate_init,random_state,final_best_epoch,final_epochs_run,train_rmse_full,cv_train_rmse_mean,cv_val_rmse_mean,cv_val_rmse_std,cv_val_mae_mean,cv_val_r2_mean,cv_val_r2_std,train_val_gap_rmse,overfit_ratio,overfit_verdict,holdout_rmse,holdout_mae,holdout_r2,lightgbm_holdout_rmse_sanity_check,lightgbm_holdout_r2_sanity_check,shuffled_target_cv_r2_mean,negative_control_pass
1425,1200,80,300,"(16, 8)",22961,0.0523,10.0,0.001,42,246,267,0.9381,0.9566,1.86,0.087,1.4738,0.2894,0.198,0.9035,0.9445,SUBSTANTIAL (train-to-validation RMSE gap exceeds 50% of train RMSE),1.9214,1.5096,0.268,0.1517,0.9954,-1.1621,True
