parameter_A,parameter_B,parameter_C,channels,lower_order_cv_rmse,full_3way_cv_rmse,incremental_rmse_improvement_pct,lower_order_cv_r2,full_3way_cv_r2,incremental_r2,fold_reproducibility,evidence_label,reason
ANODE_ET_Ran_con_1,MEASURE_ET_DC_Stress_Id_stress_before,TOPSIN_ET_R_f_hr_3,1_triangle+2_shared_node_chaining,2.181,2.1679,0.601,0.0626,0.0736,0.0111,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0111."
MEASURE_ET_DC_SEC_Vp_1mA,MEASURE_ET_LT_SEC_Ileak_m12p5V_mA_mm,MEASURE_ET_lkg_5,2_shared_node_chaining,2.1229,2.1089,0.662,0.1065,0.1176,0.0111,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0111."
BRGM_ET_KLV_F_AB_4u,MEASURE_ET_lkg_70,SIN_ET_lkg_SY8_80,2_shared_node_chaining,2.0917,2.0789,0.608,0.1371,0.1482,0.0111,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0111."
FIC_ET_Gm_max,MEASURE_ET_CapPARCAP,MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos,2_shared_node_chaining,2.2233,2.2106,0.571,0.0122,0.0233,0.0111,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0111."
MEASURE_ET_ABVIETCH,MEASURE_ET_DC_RF2_S11dB_26GHz,MEASURE_ET_DC_Stress_Id_max_Ig_after,2_shared_node_chaining,2.1092,2.0946,0.696,0.1235,0.1346,0.0111,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0111."
MEASURE_ET_DC_RF_Vbgs_0p1,MEASURE_ET_DC_SEC_X_Vp_1_mA_mm,MEASURE_ET_DC_Stress_Id_max_Ig_after,2_shared_node_chaining,2.1056,2.0928,0.61,0.1245,0.1355,0.0111,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0111."
MEASURE_ET_DC_SEC_Vgs_0p5V,MEASURE_ET_DC_Stress_Id_max_Ig_after,MEASURE_ET_DC_Stress_Vp_after,2_shared_node_chaining,2.174,2.1605,0.623,0.0737,0.0848,0.0111,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0111."
MEASURE_ET_DC_SEC_Vp_1mA,MEASURE_ET_DC_Stress_Id_max_Ig_after,SIN_ET_Probe_Number,2_shared_node_chaining,2.096,2.0823,0.655,0.1345,0.1456,0.0111,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0111."
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm,MEASURE_ET_DC_Stress_Id_max_Ig_after,MEASURE_ET_lkg_C300,2_shared_node_chaining,2.0943,2.0808,0.644,0.1374,0.1485,0.0111,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0111."
MEASURE_ET_DC_Stress_Id_max_Ig_after,SIN_ET_Probe_Number,TOPSIN_ET_Gm_max,2_shared_node_chaining,2.0735,2.06,0.651,0.1523,0.1634,0.0111,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0111."
OHMIC_ET_lkg_5,SIN_ET_DC_RF_Vg_max_Vd,TOPSIN_ET_lkg_5,2_shared_node_chaining,2.0529,2.0391,0.67,0.1674,0.1785,0.0111,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0111."
FIN_FIN_Alignment_FIN_to_ohmic_alignment,MEASURE_ET_C300M1B_0,THIN_ET_C_AN_2,3_edge_plus_high_or_medium_conditional,2.216,2.2036,0.56,0.0306,0.0417,0.0111,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0111."
MEASURE_ET_DC_Stress_Id_max_Ig_after,THIN_ET_Rc_cat_ct2,TOPSIN_ET_Cap3pf_0,3_edge_plus_high_or_medium_conditional,2.1081,2.0945,0.646,0.118,0.1291,0.0111,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0111."
SIN_ET_DC_RF_Vbin_gd,SIN_GATE_ET_RGAN2,TOPSIN_ET_DC_RF_Vbgs_0p1,3_edge_plus_high_or_medium_conditional,2.0076,1.9935,0.705,0.1999,0.211,0.0111,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0111."
FIC_ET_DC_RF_Vbgs_0p01,MEASURE_ET_HIRS,MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,6_hub_triple_interaction_neighborhood,2.0489,2.0358,0.638,0.1692,0.1803,0.0111,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0111."
FIC_ET_DC_RF_Vbgs_0p01,MEASURE_ET_Vbpin,TOPSIN_ET_Gm_max,6_hub_triple_interaction_neighborhood,2.0709,2.0573,0.656,0.1531,0.1643,0.0111,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0111."
FIC_ET_lkg_5,MEASURE_ET_DC_SMALL_Ids_m0p2,OHMIC_ET_lkg_5,6_hub_triple_interaction_neighborhood,2.0839,2.0703,0.649,0.1445,0.1556,0.0111,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0111."
FIC_ET_lkg_SY07_10,MEASURE_ET_DC_SEC_Vp_1mA,SIN_GATE_ET_lkg_SY8_80,6_hub_triple_interaction_neighborhood,2.1368,2.1246,0.574,0.0977,0.1089,0.0111,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0111."
FIN_FIN_Alignment_FIN_to_ohmic_alignment,MEASURE_ET_LT_SEC_Vg_Id_min,MEASURE_ET_RF_Modeling_Fmax,6_hub_triple_interaction_neighborhood,2.163,2.1501,0.597,0.0787,0.0897,0.0111,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0111."
MEASURE_ET_ABVIETCH,MEASURE_ET_DC_RF2_S22dB_26GHz,TOPSIN_ET_C100Cap1pf,1_triangle+2_shared_node_chaining+4_tree_path_cooccurrence,2.1104,2.0971,0.628,0.1227,0.1337,0.011,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0110."
MEASURE_ET_HIRS,TOPSIN_ET_Gm_m2,TOPSIN_ET_lkg_Cap3,1_triangle+2_shared_node_chaining,2.1091,2.0962,0.613,0.1235,0.1345,0.011,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0110."
ANODE_ET_Probe_Number,MEASURE_ET_DC_RF_CF_S22_Ph_L2180,MEASURE_ET_R414,1_triangle+2_shared_node_chaining,2.2081,2.1954,0.574,0.0394,0.0504,0.011,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0110."
ANODE_ET_Ran_con_1,FIC_ET_DC_RF_Ids_m0p2,MEASURE_ET_Load_Pull_Gss,1_triangle+2_shared_node_chaining,2.2403,2.2275,0.569,0.0104,0.0214,0.011,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0110."
ANODE_ET_Ran_con_1,MEASURE_ET_C300M1B_0,TOPSIN_ET_lkg_C300pf,1_triangle+2_shared_node_chaining,2.1174,2.105,0.589,0.1154,0.1265,0.011,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0110."
ANODE_ET_Ran_con_1,TOPSIN_ET_C100CapUSV,TOPSIN_ET_lkg_SY07_10,2_shared_node_chaining+3_edge_plus_high_or_medium_conditional,2.072,2.0597,0.592,0.1496,0.1606,0.011,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0110."
ANODE_ET_Rc_an_ct2_OW_CR,TOPSIN_ET_C100Cap1pf,TOPSIN_ET_DC_PIV_Drain_Lag_1,1_triangle,1.9943,1.9813,0.649,0.2132,0.2242,0.011,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0110."
ANODE_ET_Rc_an_ct2_OW_CR,TOPSIN_ET_C100Cap1pf,TOPSIN_ET_CapFICBRGM,1_triangle,2.1272,2.1145,0.596,0.106,0.117,0.011,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0110."
FIC_ET_DC_RF_Vg_max_Vd_0p1mA,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,2.0405,2.0271,0.658,0.1758,0.1868,0.011,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0110."
MEASURE_ET_Cap2pf_0,TOPSIN_ET_CapUSV_0,TOPSIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,2.111,2.0985,0.594,0.1221,0.1331,0.011,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0110."
CATHODE_ET_Rcat_cn_1,THIN_ET_Rc_an_ct2_OW_CR,TOPSIN_ET_C100CapPARCAP,2_shared_node_chaining,2.2271,2.2145,0.565,0.0188,0.0297,0.011,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0110."
CATHODE_ET_Rcat_cn_3_OW_ST,MEASURE_ET_C300FM1,MEASURE_ET_DC_Stress_Id_max_Ig_after,2_shared_node_chaining,2.0898,2.0774,0.597,0.1367,0.1477,0.011,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0110."
MEASURE_ET_DC_SEC_Vp_1mA,MEASURE_ET_lkg_5,THIN_ET_DC_RF_Vg_max_Vd,2_shared_node_chaining,2.2109,2.1984,0.566,0.0305,0.0415,0.011,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0110."
CATHODE_ET_Rcat_cn_3_OW_ST,MEASURE_ET_DC_Stress_Id_max_Ig_after,THIN_ET_C100,2_shared_node_chaining,2.1141,2.1007,0.635,0.1161,0.1271,0.011,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0110."
FIC_ET_DC_RF_Vp_1,MEASURE_ET_DC_Stress_Id_max_Ig_after,MEASURE_ET_DC_Stress_Vp_after,2_shared_node_chaining,2.1665,2.1538,0.587,0.0756,0.0866,0.011,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0110."
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg3_FPSD3p2,MEASURE_ET_DC_Stress_Id_max_Ig_after,SIN_ET_Probe_Number,2_shared_node_chaining,2.1148,2.1013,0.64,0.1153,0.1263,0.011,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0110."
MEASURE_ET_DC_Stress_Id_max_Ig_after,SIN_ET_Probe_Number,TOPSIN_ET_DC_RF_Idss,2_shared_node_chaining,2.1311,2.1179,0.62,0.1038,0.1148,0.011,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0110."
MEASURE_ET_DC_Stress_Id_max_Ig_after,THIN_ET_sh_f_hr_23,TOPSIN_ET_DC_SMALL_Vg_gm_max,2_shared_node_chaining,2.2028,2.1885,0.648,0.0416,0.0526,0.011,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0110."
ANODE_ET_Ran_con_1,MEASURE_ET_RF_Modeling_S22dB_10GHz,TOPSIN_ET_lkg_Cap_USV,2_shared_node_chaining,2.1042,2.0915,0.602,0.127,0.138,0.011,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0110."
MEASURE_ET_Rc_cat_ct2_OW_ST,MEASURE_ET_lkg_C300pf,SIN_ET_DC_RF_Vg_gm_max,3_edge_plus_high_or_medium_conditional,2.1619,2.1496,0.568,0.0768,0.0879,0.011,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0110."
ANODE_ET_Ran_con_1,TOPSIN_ET_Cap1pf,TOPSIN_ET_lkg_SY07_10,3_edge_plus_high_or_medium_conditional,2.0838,2.0711,0.612,0.1424,0.1534,0.011,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0110."
FIN_FIN_Alignment_FIN_to_ohmic_alignment,MEASURE_ET_DC_RF_Vt_gd,MEASURE_ET_lkg_C300,3_edge_plus_high_or_medium_conditional,2.175,2.1622,0.59,0.0649,0.0759,0.011,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0110."
MEASURE_ET_ABVIETCH,MEASURE_ET_DC_SEC_Vbin_gs,THIN_ET_C20_0,3_edge_plus_high_or_medium_conditional,2.1727,2.1585,0.652,0.0681,0.0791,0.011,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0110."
FIC_ET_Gm_max,MEASURE_ET_lkg_C385pf,MEASURE_ET_lkg_Cap_USV,3_edge_plus_high_or_medium_conditional,2.1727,2.1602,0.574,0.0687,0.0797,0.011,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0110."
CATHODE_ET_Rcat_cn_2,MEASURE_ET_Rcat_cn_2,THIN_ET_lkg_100_at20V,6_hub_triple_interaction_neighborhood,2.0379,2.0242,0.674,0.1845,0.1955,0.011,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0110."
FIC_ET_lkg_5,OHMIC_ET_lkg_5,TOPSIN_ET_DC_RF_Vds_max,6_hub_triple_interaction_neighborhood,2.1252,2.1136,0.546,0.1056,0.1166,0.011,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0110."
FIC_ET_lkg_SY07_10,MEASURE_ET_DC_SEC_Vp_1mA,MEASURE_ET_lkg_CapFICM1,6_hub_triple_interaction_neighborhood,2.1526,2.1408,0.547,0.0811,0.092,0.011,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0110."
FIN_FIN_Alignment_FIN_to_ohmic_alignment,MEASURE_ET_DC_RF_Vbin_gs,MEASURE_ET_lkg_50,6_hub_triple_interaction_neighborhood,2.1618,2.1492,0.583,0.0752,0.0862,0.011,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0110."
MEASURE_ET_HIRS,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,1_triangle+2_shared_node_chaining+3_edge_plus_high_or_medium_conditional+6_hub_triple_interaction_neighborhood,2.1246,2.1118,0.601,0.1084,0.1194,0.0109,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0109."
ANODE_ET_Probe_Number,MEASURE_ET_C_CAT_2,MEASURE_ET_DC_RF_Max_S11_Ph_L2180,1_triangle+2_shared_node_chaining+3_edge_plus_high_or_medium_conditional,2.1779,2.1649,0.599,0.0666,0.0774,0.0109,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0109."
MEASURE_ET_HIRS,TOPSIN_ET_Gm_m2,TOPSIN_ET_lkg_SY8_80,1_triangle+2_shared_node_chaining,2.1561,2.1433,0.596,0.0864,0.0973,0.0109,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0109."
MEASURE_ET_HIRS,SIN_ET_lkg_SY8_80,TOPSIN_ET_lkg_SY07_10,2_shared_node_chaining+3_edge_plus_high_or_medium_conditional,2.1189,2.1064,0.591,0.1124,0.1233,0.0109,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0109."
ANODE_ET_Rc_an_ct2_OW_CR,MEASURE_ET_C_CAT_2,TOPSIN_ET_lkg_Cap_USV,1_triangle+3_edge_plus_high_or_medium_conditional,2.134,2.1222,0.552,0.0983,0.1091,0.0109,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0109."
FIC_ET_DC_RF_Vds_max,MEASURE_ET_C100CapPARCAP,MEASURE_ET_DC_RF2_S11dB_26GHz,2_shared_node_chaining+3_edge_plus_high_or_medium_conditional,2.2145,2.2021,0.556,0.0331,0.044,0.0109,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0109."
ANODE_ET_Rc_an_ct2_OW_CR,TOPSIN_ET_C100Cap1pf,TOPSIN_ET_DC_SMALL_Vg_gm_max,1_triangle,2.1237,2.1112,0.588,0.1088,0.1197,0.0109,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0109."
BRGM_ET_lkg_SY8_80,MEASURE_ET_HIRS,TOPSIN_ET_lkg_SY8_80,2_shared_node_chaining,2.2091,2.1966,0.568,0.0394,0.0503,0.0109,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0109."
MEASURE_ET_lkg_Cap1,OHMIC_ET_lkg_5,TOPSIN_ET_DC_PIV_Drain_Lag_0,2_shared_node_chaining,2.0993,2.0861,0.624,0.1304,0.1413,0.0109,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0109."
THIN_ET_Rc_TF_AB_2,THIN_ET_Rcat_cn_3,TOPSIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,2.093,2.0808,0.585,0.1274,0.1383,0.0109,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0109."
THIN_ET_Rc_TF_AB_2,TOPSIN_ET_Cap1pf,TOPSIN_ET_Vg_gm_max,2_shared_node_chaining,2.1886,2.1755,0.599,0.0474,0.0583,0.0109,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0109."
OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,TOPSIN_ET_DC_SMALL_Vg_gm_max,2_shared_node_chaining,2.1181,2.1053,0.606,0.115,0.1259,0.0109,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0109."
MEASURE_ET_DC_RF_CF_S11_Ph_L1002,MEASURE_ET_DC_Stress_Id_max_Ig_after,THIN_ET_sh_f_hr_23,2_shared_node_chaining,2.1813,2.1685,0.585,0.0613,0.0722,0.0109,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0109."
MEASURE_ET_DC_Stress_Id_max_Ig_after,MEASURE_ET_Rc_an_ct2,TOPSIN_ET_lkg_CapPARCAP,2_shared_node_chaining,2.1023,2.0891,0.625,0.1265,0.1374,0.0109,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0109."
MEASURE_ET_DC_Stress_Id_max_Ig_after,THIN_ET_DC_RF_Gm_max,THIN_ET_sh_f_hr_23,2_shared_node_chaining,2.1981,2.1852,0.586,0.0471,0.0579,0.0109,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0109."
MEASURE_ET_DC_Stress_Id_max_Ig_after,THIN_ET_TF_AB_1,THIN_ET_sh_f_hr_23,2_shared_node_chaining,2.1788,2.1662,0.577,0.0662,0.0771,0.0109,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0109."
MEASURE_ET_C_CAT_2,TOPSIN_ET_lkg_5,TOPSIN_ET_lkg_Cap3,2_shared_node_chaining,2.1425,2.1306,0.556,0.0894,0.1003,0.0109,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0109."
MEASURE_ET_Rc_f_tn_23,OHMIC_ET_lkg_5,TOPSIN_ET_lkg_5,2_shared_node_chaining,2.1299,2.1173,0.595,0.1028,0.1136,0.0109,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0109."
MEASURE_ET_C385pf,MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,MEASURE_ET_lkg_50_at20V,3_edge_plus_high_or_medium_conditional,2.1033,2.0913,0.567,0.1234,0.1343,0.0109,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0109."
FIC_ET_Gm_m2,OHMIC_ET_R114,TOPSIN_ET_lkg_SY8_80,3_edge_plus_high_or_medium_conditional,2.21,2.1976,0.561,0.038,0.0489,0.0109,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0109."
MEASURE_ET_DC_Stress_Id_max_Ig_after,SIN_ET_DC_RF_Vbin_gs,TOPSIN_ET_Cap3pf_0,3_edge_plus_high_or_medium_conditional,2.1541,2.142,0.561,0.0772,0.0881,0.0109,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0109."
FIC_ET_lkg_SY07_10,FIN_FIN_Alignment_FIN_to_ohmic_alignment,MEASURE_ET_DC_RF_Vbin_gs,6_hub_triple_interaction_neighborhood,2.1209,2.1089,0.566,0.105,0.1158,0.0109,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0109."
FIN_FIN_Alignment_FIN_to_ohmic_alignment,MEASURE_ET_DC_RF_Vbin_gs,THIN_ET_lkg_5,6_hub_triple_interaction_neighborhood,2.1875,2.1746,0.587,0.0537,0.0646,0.0109,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0109."
MEASURE_ET_DC_RF_Vboff,THIN_ET_DC_RF_Vg_optt3,TOPSIN_ET_DC_SMALL_Vbgd1,1_triangle+2_shared_node_chaining,2.0396,2.0265,0.643,0.1716,0.1824,0.0108,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0108."
MEASURE_ET_HIRS,MEASURE_ET_lkg_Cap_USV,TOPSIN_ET_Gm_m2,1_triangle+2_shared_node_chaining,2.1006,2.0881,0.594,0.1278,0.1386,0.0108,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0108."
ANODE_ET_Ran_con_1,MEASURE_ET_DC_RF_CF_S11_Ph_L1002,MEASURE_ET_DC_RF_Gm_m0p2_W,1_triangle+2_shared_node_chaining,2.2259,2.2132,0.572,0.0236,0.0343,0.0108,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0108."
ANODE_ET_Ran_con_1,MEASURE_ET_C300M1B_0,MEASURE_ET_lkg_CapFICM1,1_triangle+2_shared_node_chaining,2.1172,2.1049,0.58,0.1142,0.125,0.0108,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0108."
MEASURE_ET_DC_SEC_Vp_1mA,MEASURE_ET_LT_SEC_Ileak_m16p5V_mA_mm,MEASURE_ET_lkg_5,2_shared_node_chaining+3_edge_plus_high_or_medium_conditional,2.1694,2.1568,0.582,0.0687,0.0794,0.0108,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0108."
ANODE_ET_Rc_an_ct2,MEASURE_ET_DC_Stress_Id_max_Ig_after,MEASURE_ET_DC_Stress_Vp_after,1_triangle+2_shared_node_chaining,2.168,2.1554,0.581,0.0741,0.0849,0.0108,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0108."
ANODE_ET_Rc_an_ct2_OW_CR,MEASURE_ET_C_CAT_2,TOPSIN_ET_lkg_5,1_triangle+2_shared_node_chaining,2.1366,2.1243,0.572,0.0936,0.1044,0.0108,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0108."
ANODE_ET_Rc_an_ct2_OW_CR,MEASURE_ET_C_CAT_2,TOPSIN_ET_lkg_SY8_80,1_triangle,2.1754,2.1629,0.571,0.0615,0.0723,0.0108,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0108."
MEASURE_ET_DC_Stress_Id_max_Ig_after,SIN_ET_Probe_Number,THIN_ET_Rcat_cn_1,2_shared_node_chaining,2.12,2.1071,0.61,0.1142,0.125,0.0108,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0108."
FIC_ET_Gm_max,MEASURE_ET_DC_Diode_Rs_9p5,MEASURE_ET_lkg_Cap1,2_shared_node_chaining,2.1811,2.1686,0.576,0.0619,0.0727,0.0108,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0108."
MEASURE_ET_lkg_Cap1,OHMIC_ET_lkg_5,THIN_ET_TF_AB_2,2_shared_node_chaining,2.1355,2.1226,0.602,0.0984,0.1093,0.0108,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0108."
CATHODE_ET_Rcat_cn_3_OW_ST,MEASURE_ET_C300FM1,MEASURE_ET_DC_RF2_S22ang_26GHz,2_shared_node_chaining,2.0674,2.054,0.646,0.1577,0.1685,0.0108,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0108."
MEASURE_ET_DC_SEC_Vp_1mA,MEASURE_ET_lkg_5,SIN_ET_lkg_SY07_10,2_shared_node_chaining,2.0781,2.065,0.63,0.1449,0.1556,0.0108,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0108."
MEASURE_ET_C_CAT_2,MEASURE_ET_RGAN1,SIN_ET_lkg_SY8_80,2_shared_node_chaining,2.0846,2.0718,0.616,0.1412,0.152,0.0108,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0108."
MEASURE_ET_lkg_70,SIN_ET_DC_RF_Gm_0,SIN_ET_lkg_SY8_80,2_shared_node_chaining,2.0918,2.0789,0.617,0.1384,0.1492,0.0108,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0108."
FIC_ET_Gm_m2,MEASURE_ET_DC_Stress_Id_max_Ig_after,SIN_ET_Probe_Number,2_shared_node_chaining,2.1393,2.1262,0.612,0.0952,0.106,0.0108,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0108."
MEASURE_ET_DC_RF2_S22ang_26GHz,MEASURE_ET_DC_Stress_Id_max_Ig_after,THIN_ET_Rcat_cn_1,2_shared_node_chaining,2.1391,2.1268,0.577,0.0992,0.1101,0.0108,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0108."
MEASURE_ET_DC_Stress_Id_max_Ig_after,TFRP_ET_Rsh_TFR2,TOPSIN_ET_CapFICBRGM,2_shared_node_chaining,2.1828,2.1709,0.545,0.0589,0.0697,0.0108,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0108."
MEASURE_ET_DC_Stress_Id_max_Ig_after,THIN_ET_DC_RF_Imax,TOPSIN_ET_DC_RF_Imax,2_shared_node_chaining,2.19,2.1775,0.573,0.0545,0.0652,0.0108,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0108."
