parameter_A,parameter_B,parameter_C,channels,lower_order_cv_rmse,full_3way_cv_rmse,incremental_rmse_improvement_pct,lower_order_cv_r2,full_3way_cv_r2,incremental_r2,fold_reproducibility,evidence_label,reason
MEASURE_ET_C300pf,THIN_ET_lkg_C20,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,2.168,2.0988,3.192,0.0664,0.1298,0.0634,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0634."
MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,MEASURE_ET_lkg_Cap2,MEASURE_ET_lkg_CapPARCAP,2_shared_node_chaining,2.1587,2.0924,3.069,0.0642,0.1277,0.0634,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0634."
MEASURE_ET_lkg_C300FB,MEASURE_ET_lkg_Cap2,THIN_ET_lkg_100_at20V,2_shared_node_chaining,2.1624,2.0951,3.112,0.067,0.1304,0.0634,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0634."
MEASURE_ET_lkg_5,OHMIC_ET_lkg_5,TOPSIN_ET_lkg_C300,2_shared_node_chaining,2.1625,2.092,3.261,0.0688,0.1322,0.0634,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0634."
FIC_ET_lkg_SY8_80,MEASURE_ET_lkg_50_at20V,SIN_ET_lkg_SY8_80,2_shared_node_chaining,2.1361,2.0574,3.687,0.0991,0.1624,0.0634,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0634."
MEASURE_ET_Cap1pf_0,THIN_ET_Rc_TF_AB_2,TOPSIN_ET_C100CapUSV,2_shared_node_chaining,2.2088,2.1448,2.893,0.0209,0.0842,0.0634,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0634."
FIC_ET_lkg_SY07_10,TOPSIN_ET_lkg_C500pf,TOPSIN_ET_lkg_CapPARCAP,2_shared_node_chaining,2.1806,2.1071,3.372,0.0566,0.12,0.0634,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0634."
MEASURE_ET_lkg_C300pf,MEASURE_ET_lkg_PAD_10,TOPSIN_ET_lkg_SY07_10,2_shared_node_chaining,2.1357,2.0595,3.568,0.1,0.1634,0.0634,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0634."
CATHODE_ET_Rcat_cn_3_OW_ST,MEASURE_ET_C100Cap1pf,TOPSIN_ET_C300pf,2_shared_node_chaining,2.1119,2.0428,3.273,0.1129,0.1763,0.0634,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0634."
MEASURE_ET_LT_SEC_Ileak_m5V_mA_mm,MEASURE_ET_lkg_70_at20V,MEASURE_ET_lkg_CapFICM1,2_shared_node_chaining,2.2132,2.1416,3.235,0.0262,0.0895,0.0634,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0634."
MEASURE_ET_C300FB_0,MEASURE_ET_Rc_f_hr_23,TOPSIN_ET_C100C500pf,2_shared_node_chaining,2.1556,2.0824,3.396,0.0808,0.1442,0.0634,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0634."
MEASURE_ET_Cap3pf_0,MEASURE_ET_Rc_f_hr_23,TOPSIN_ET_C100Cap1pf,2_shared_node_chaining,2.1532,2.0808,3.36,0.0809,0.1443,0.0634,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0634."
MEASURE_ET_lkg_100,SIN_ET_lkg_SY07_10,SIN_GATE_ET_lkg_5,2_shared_node_chaining,2.1558,2.0827,3.39,0.0788,0.1422,0.0634,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0634."
MEASURE_ET_C300pf,THIN_ET_lkg_PAD_10,TOPSIN_ET_lkg_C500pf,2_shared_node_chaining,2.1266,2.0505,3.581,0.104,0.1674,0.0634,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0634."
CATHODE_ET_Rcat_cn_2,MEASURE_ET_DC_PIV_Imax_QP2,THIN_ET_DC_RF_Vp_1,2_shared_node_chaining,2.1972,2.1273,3.179,0.0435,0.1069,0.0634,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0634."
FIC_ET_lkg_SY8_80,MEASURE_ET_lkg_100,TOPSIN_ET_lkg_C300pf,2_shared_node_chaining,2.1584,2.0829,3.497,0.0789,0.1423,0.0634,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0634."
MEASURE_ET_LT_SEC_Ileak_m10V_mA_mm,THIN_ET_C200_0,THIN_ET_Rcat_cn_3,2_shared_node_chaining,2.0506,1.9695,3.953,0.1643,0.2277,0.0634,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0634."
MEASURE_ET_LT_SEC_Vd_Id_min_Vd7,MEASURE_ET_RF_Modeling_S11ang_10GHz,MEASURE_ET_lkg_CapFICM1,2_shared_node_chaining,2.1586,2.0834,3.48,0.0744,0.1379,0.0634,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0634."
FIC_ET_lkg_SY07_10,THIN_ET_lkg_PAD_10,TOPSIN_ET_lkg_Cap1,1_triangle+2_shared_node_chaining,2.1486,2.0775,3.307,0.0828,0.1462,0.0633,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0633."
FIC_ET_lkg_SY8_80,MEASURE_ET_lkg_CapFICM1,TOPSIN_ET_lkg_CapPARCAP,1_triangle+2_shared_node_chaining,2.2035,2.1302,3.327,0.0373,0.1006,0.0633,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0633."
MEASURE_ET_lkg_70_at20V,MEASURE_ET_lkg_CapFICM1,TOPSIN_ET_lkg_SY07_10,1_triangle+2_shared_node_chaining,2.1811,2.1074,3.379,0.0564,0.1197,0.0633,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0633."
MEASURE_ET_lkg_C300FB,SIN_GATE_ET_lkg_5,TOPSIN_ET_lkg_SY07_10,1_triangle+2_shared_node_chaining,2.1751,2.1016,3.379,0.0613,0.1246,0.0633,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0633."
MEASURE_ET_lkg_CapFICM1,MEASURE_ET_lkg_PAD_10,OHMIC_ET_lkg_5,1_triangle+2_shared_node_chaining,2.1524,2.0774,3.484,0.0827,0.146,0.0633,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0633."
MEASURE_ET_lkg_SY07_10,THIN_ET_lkg_100_at20V,TOPSIN_ET_lkg_SY07_10,2_shared_node_chaining,2.1642,2.0895,3.453,0.0751,0.1384,0.0633,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0633."
MEASURE_ET_lkg_C300,MEASURE_ET_lkg_Cap1,TOPSIN_ET_lkg_C450pf,2_shared_node_chaining,2.1511,2.0754,3.521,0.0879,0.1512,0.0633,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0633."
MEASURE_ET_lkg_5,THIN_ET_lkg_C200,TOPSIN_ET_lkg_C385pf,2_shared_node_chaining,2.1641,2.0945,3.214,0.0668,0.1301,0.0633,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0633."
MEASURE_ET_LT_SEC_Ileak_m5p5V_mA_mm,MEASURE_ET_lkg_C300FM1,OHMIC_ET_lkg_5,2_shared_node_chaining,2.1424,2.0672,3.508,0.0945,0.1578,0.0633,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0633."
MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,SIN_ET_lkg_SY07_10,TOPSIN_ET_lkg_C300pf,2_shared_node_chaining,2.1623,2.0877,3.453,0.074,0.1372,0.0633,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0633."
MEASURE_ET_C300FB_0,MEASURE_ET_Vbkdn_CapBig,THIN_ET_Rc_TF_AB_2,2_shared_node_chaining,2.1971,2.1305,3.032,0.0353,0.0986,0.0633,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0633."
THIN_ET_Cap_C300,THIN_ET_Rc_TF_AB_2,TOPSIN_ET_Cap_C300,2_shared_node_chaining,2.2043,2.1392,2.953,0.0277,0.091,0.0633,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0633."
FIC_ET_lkg_SY8_80,MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,TOPSIN_ET_lkg_SY07_10,2_shared_node_chaining,2.1593,2.0834,3.519,0.0754,0.1387,0.0633,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0633."
MEASURE_ET_lkg_50,MEASURE_ET_lkg_C300,MEASURE_ET_lkg_CapFICM1,2_shared_node_chaining,2.1841,2.1036,3.686,0.0583,0.1216,0.0633,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0633."
MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,MEASURE_ET_lkg_5,MEASURE_ET_lkg_PAD_10,2_shared_node_chaining,2.1194,2.0458,3.474,0.1077,0.171,0.0633,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0633."
MEASURE_ET_C300M1B_0,MEASURE_ET_Rc_f_hr_23,TOPSIN_ET_C100C500pf,2_shared_node_chaining,2.1701,2.0993,3.266,0.0665,0.1298,0.0633,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0633."
THIN_ET_lkg_50_at20V,THIN_ET_lkg_C200,THIN_ET_lkg_PAD_10,2_shared_node_chaining,2.174,2.1031,3.261,0.0642,0.1275,0.0633,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0633."
MEASURE_ET_lkg_100,MEASURE_ET_lkg_C300FM1,SIN_ET_lkg_SY8_80,2_shared_node_chaining,2.153,2.0819,3.301,0.0811,0.1443,0.0633,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0633."
FIC_ET_lkg_SY07_10,MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,MEASURE_ET_lkg_C500pf,1_triangle+2_shared_node_chaining,2.1448,2.0636,3.787,0.0933,0.1565,0.0632,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0632."
MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,MEASURE_ET_lkg_CapFICM1,TOPSIN_ET_lkg_C300pf,1_triangle+2_shared_node_chaining,2.174,2.1016,3.332,0.0628,0.126,0.0632,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0632."
MEASURE_ET_LT_SEC_Ileak_m9p5V_mA_mm,SIN_ET_lkg_SY8_80,TOPSIN_ET_lkg_C450pf,1_triangle+2_shared_node_chaining,2.1506,2.0734,3.587,0.0889,0.1521,0.0632,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0632."
MEASURE_ET_lkg_C175pf,MEASURE_ET_lkg_PAD_10,OHMIC_ET_lkg_5,1_triangle+2_shared_node_chaining,2.1574,2.082,3.494,0.0781,0.1413,0.0632,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0632."
MEASURE_ET_lkg_C300FB,MEASURE_ET_lkg_C385pf,THIN_ET_lkg_5,1_triangle+2_shared_node_chaining,2.1926,2.124,3.13,0.0464,0.1096,0.0632,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0632."
MEASURE_ET_lkg_C300FM1,SIN_ET_lkg_SY8_80,THIN_ET_lkg_100_at20V,1_triangle+2_shared_node_chaining,2.1374,2.0654,3.37,0.0977,0.1609,0.0632,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0632."
MEASURE_ET_lkg_CapPARCAP,THIN_ET_lkg_100_at20V,THIN_ET_lkg_PAD_10,1_triangle+2_shared_node_chaining,2.1518,2.0796,3.359,0.0811,0.1443,0.0632,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0632."
THIN_ET_lkg_PAD_10,TOPSIN_ET_lkg_C175pf,TOPSIN_ET_lkg_SY07_10,1_triangle+2_shared_node_chaining,2.1408,2.0648,3.547,0.0939,0.1571,0.0632,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0632."
MEASURE_ET_lkg_10,MEASURE_ET_lkg_100,THIN_ET_lkg_100_at20V,2_shared_node_chaining,2.1607,2.0855,3.477,0.0787,0.1419,0.0632,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0632."
MEASURE_ET_lkg_C500pf,THIN_ET_lkg_100_at20V,THIN_ET_lkg_50_at20V,2_shared_node_chaining,2.1394,2.0649,3.481,0.0979,0.161,0.0632,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0632."
MEASURE_ET_lkg_Cap2,SIN_ET_lkg_SY07_10,TOPSIN_ET_lkg_C385pf,2_shared_node_chaining,2.127,2.0515,3.549,0.1018,0.1649,0.0632,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0632."
MEASURE_ET_LT_SEC_Ileak_m5V_mA_mm,SIN_GATE_ET_lkg_5,TOPSIN_ET_lkg_5,2_shared_node_chaining,2.192,2.1191,3.327,0.0457,0.1089,0.0632,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0632."
MEASURE_ET_lkg_C300FB,MEASURE_ET_lkg_CapUSV,THIN_ET_lkg_5,2_shared_node_chaining,2.2077,2.1389,3.116,0.032,0.0951,0.0632,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0632."
MEASURE_ET_lkg_Cap2,TOPSIN_ET_lkg_C300pf,TOPSIN_ET_lkg_C450pf,2_shared_node_chaining,2.1648,2.0942,3.262,0.0697,0.1329,0.0632,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0632."
MEASURE_ET_lkg_10,MEASURE_ET_lkg_C300FB,THIN_ET_lkg_C20,2_shared_node_chaining,2.1888,2.1155,3.348,0.0542,0.1173,0.0632,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0632."
MEASURE_ET_lkg_C500pf,MEASURE_ET_lkg_Cap2,SIN_GATE_ET_lkg_SY8_80,2_shared_node_chaining,2.14,2.064,3.551,0.0961,0.1593,0.0632,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0632."
MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,MEASURE_ET_LT_SEC_Ileak_m9p5V_mA_mm,2_shared_node_chaining,2.1599,2.0798,3.706,0.0791,0.1423,0.0632,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0632."
CATHODE_ET_Rc_cat_ct2_OW_ST,MEASURE_ET_C300M1B,THIN_ET_Rc_f_hr_23,2_shared_node_chaining,2.082,2.0081,3.546,0.1341,0.1973,0.0632,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0632."
MEASURE_ET_DC_Diode_D_leak_65V,MEASURE_ET_LT_SEC_Ileak_m5V_mA_mm,MEASURE_ET_lkg_CapFICM1,2_shared_node_chaining,2.2241,2.154,3.152,0.0155,0.0787,0.0632,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0632."
MEASURE_ET_lkg_50_at20V,MEASURE_ET_lkg_CapFICM1,OHMIC_ET_lkg_5,2_shared_node_chaining,2.1734,2.0994,3.407,0.0646,0.1278,0.0632,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0632."
MEASURE_ET_lkg_5,MEASURE_ET_lkg_C300FM1,TOPSIN_ET_lkg_SY8_80,2_shared_node_chaining,2.1706,2.1015,3.184,0.0665,0.1297,0.0632,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0632."
MEASURE_ET_Rc_f_hr_23,TOPSIN_ET_C100C450pf,TOPSIN_ET_C100Cap1pf,2_shared_node_chaining,2.1375,2.0636,3.455,0.0988,0.162,0.0632,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0632."
MEASURE_ET_Rc_f_hr_23,TOPSIN_ET_Cap3pf,TOPSIN_ET_CapUSV_0,2_shared_node_chaining,2.1874,2.1134,3.379,0.0567,0.1199,0.0632,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0632."
MEASURE_ET_LT_SEC_Ileak_m5p5V_mA_mm,MEASURE_ET_lkg_100,SIN_GATE_ET_lkg_5,2_shared_node_chaining,2.1773,2.1059,3.278,0.0591,0.1224,0.0632,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0632."
SIN_GATE_ET_lkg_5,SIN_GATE_ET_lkg_SY07_10,THIN_ET_lkg_50_at20V,2_shared_node_chaining,2.1708,2.0962,3.44,0.0672,0.1305,0.0632,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0632."
MEASURE_ET_LT_SEC_Ileak_m5V_mA_mm,THIN_ET_lkg_70_at20V,THIN_ET_lkg_PAD_10,2_shared_node_chaining,2.1827,2.1143,3.135,0.0504,0.1135,0.0632,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0632."
MEASURE_ET_LT_SEC_Ileak_m9p5V_mA_mm,THIN_ET_lkg_PAD_10,TOPSIN_ET_lkg_C385pf,2_shared_node_chaining,2.1455,2.0692,3.556,0.0901,0.1533,0.0632,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0632."
MEASURE_ET_lkg_C200,THIN_ET_lkg_PAD_10,TOPSIN_ET_lkg_C385pf,2_shared_node_chaining,2.1644,2.0917,3.358,0.0713,0.1345,0.0632,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0632."
THIN_ET_lkg_50_at20V,THIN_ET_lkg_70_at20V,THIN_ET_lkg_PAD_10,2_shared_node_chaining,2.178,2.1075,3.239,0.06,0.1232,0.0632,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0632."
MEASURE_ET_lkg_5,MEASURE_ET_lkg_70_at20V,TOPSIN_ET_lkg_C300pf,2_shared_node_chaining,2.1377,2.0645,3.421,0.0939,0.1571,0.0632,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0632."
CATHODE_ET_Rc_cat_ct2_OW_ST,OHMIC_ET_Rc_OG142,THIN_ET_C200_0,2_shared_node_chaining,2.1102,2.0375,3.443,0.114,0.1772,0.0632,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0632."
MEASURE_ET_C300pf,MEASURE_ET_lkg_C300,TOPSIN_ET_lkg_5,1_triangle+2_shared_node_chaining,2.1434,2.0696,3.447,0.0884,0.1514,0.0631,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0631."
MEASURE_ET_lkg_100,THIN_ET_lkg_100_at20V,TOPSIN_ET_lkg_5,2_shared_node_chaining+3_edge_plus_high_conditional,2.1382,2.064,3.469,0.0958,0.1589,0.0631,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0631."
MEASURE_ET_LT_SEC_Ileak_m5p5V_mA_mm,THIN_ET_lkg_100_at20V,THIN_ET_lkg_PAD_10,2_shared_node_chaining,2.1682,2.0956,3.347,0.0693,0.1324,0.0631,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0631."
MEASURE_ET_lkg_CapFICM1,MEASURE_ET_lkg_SY8_80,THIN_ET_lkg_100_at20V,2_shared_node_chaining,2.1657,2.0921,3.399,0.0722,0.1354,0.0631,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0631."
THIN_ET_lkg_100_at20V,TOPSIN_ET_lkg_Cap2,TOPSIN_ET_lkg_CapPARCAP,2_shared_node_chaining,2.1647,2.0907,3.421,0.0741,0.1371,0.0631,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0631."
MEASURE_ET_lkg_SY07_10,TOPSIN_ET_lkg_5,TOPSIN_ET_lkg_C500pf,2_shared_node_chaining,2.1932,2.1215,3.269,0.0489,0.112,0.0631,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0631."
MEASURE_ET_C300pf,MEASURE_ET_lkg_C300FM1,TOPSIN_ET_lkg_C385pf,2_shared_node_chaining,2.1083,2.0346,3.497,0.1205,0.1836,0.0631,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0631."
FIC_ET_lkg_SY07_10,THIN_ET_lkg_5,TOPSIN_ET_lkg_CapPARCAP,2_shared_node_chaining,2.1998,2.1312,3.12,0.0355,0.0986,0.0631,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0631."
OHMIC_ET_lkg_5,SIN_ET_lkg_SY07_10,THIN_ET_lkg_5,2_shared_node_chaining,2.1437,2.0715,3.368,0.0885,0.1516,0.0631,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0631."
MEASURE_ET_C300pf,TOPSIN_ET_lkg_C385pf,TOPSIN_ET_lkg_Cap_USV,2_shared_node_chaining,2.1389,2.0654,3.432,0.094,0.1571,0.0631,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0631."
THIN_ET_Rc_TF_AB_2,TOPSIN_ET_Cap1pf,TOPSIN_ET_Cap1pf_0,2_shared_node_chaining,2.2033,2.139,2.918,0.028,0.0911,0.0631,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0631."
MEASURE_ET_lkg_C300FB,MEASURE_ET_lkg_USV_Cap,TOPSIN_ET_lkg_SY07_10,2_shared_node_chaining,2.1592,2.0874,3.326,0.0732,0.1363,0.0631,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0631."
OHMIC_ET_lkg_5,TOPSIN_ET_lkg_CapPARCAP,TOPSIN_ET_lkg_SY07_10,2_shared_node_chaining,2.1791,2.1037,3.459,0.0597,0.1228,0.0631,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0631."
MEASURE_ET_lkg_USV_Cap,SIN_ET_lkg_SY07_10,THIN_ET_lkg_C300,2_shared_node_chaining,2.15,2.0758,3.451,0.0868,0.15,0.0631,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0631."
MEASURE_ET_lkg_100,MEASURE_ET_lkg_PAD_10,TOPSIN_ET_lkg_5,2_shared_node_chaining,2.1484,2.0784,3.257,0.0811,0.1442,0.0631,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0631."
MEASURE_ET_lkg_PAD_10,MEASURE_ET_lkg_SY8_80,TOPSIN_ET_lkg_5,2_shared_node_chaining,2.16,2.0889,3.294,0.073,0.1361,0.0631,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0631."
MEASURE_ET_lkg_100,MEASURE_ET_lkg_5,TOPSIN_ET_lkg_Cap1,2_shared_node_chaining,2.1441,2.0745,3.246,0.0862,0.1493,0.0631,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0631."
MEASURE_ET_lkg_CapFICM1,TOPSIN_ET_lkg_5,TOPSIN_ET_lkg_Cap_USV,2_shared_node_chaining,2.1643,2.0918,3.349,0.0705,0.1336,0.0631,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0631."
FIC_ET_lkg_SY8_80,MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,MEASURE_ET_lkg_C300FM1,2_shared_node_chaining,2.1393,2.0673,3.368,0.0935,0.1566,0.0631,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0631."
FIC_ET_lkg_SY8_80,MEASURE_ET_lkg_C300FM1,MEASURE_ET_lkg_SY07_10,2_shared_node_chaining,2.1956,2.126,3.168,0.0451,0.1082,0.0631,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0631."
MEASURE_ET_C300FB_0,MEASURE_ET_Rc_f_hr_23,TOPSIN_ET_Cap_USV,2_shared_node_chaining,2.1608,2.0874,3.394,0.0761,0.1391,0.0631,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0631."
MEASURE_ET_LT_SEC_Ileak_m12p5V_mA_mm,MEASURE_ET_lkg_5,SIN_GATE_ET_lkg_5,2_shared_node_chaining,2.1396,2.061,3.672,0.0934,0.1565,0.0631,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0631."
MEASURE_ET_lkg_CapPARCAP,THIN_ET_lkg_50_at20V,THIN_ET_lkg_PAD_10,2_shared_node_chaining,2.1678,2.0994,3.153,0.0639,0.127,0.0631,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0631."
MEASURE_ET_lkg_5,MEASURE_ET_lkg_C500pf,THIN_ET_lkg_5,2_shared_node_chaining,2.1377,2.0697,3.18,0.0883,0.1514,0.0631,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0631."
FIC_ET_Rc_f_hr_23,MEASURE_ET_Cap1pf,TOPSIN_ET_C100C500pf,2_shared_node_chaining,2.1622,2.0939,3.158,0.0683,0.1314,0.0631,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0631."
MEASURE_ET_LT_SEC_Ileak_m9p5V_mA_mm,THIN_ET_lkg_10,TOPSIN_ET_DC_SMALL_Vbgs_0p01,2_shared_node_chaining,2.1108,2.0403,3.341,0.1083,0.1714,0.0631,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0631."
CATHODE_ET_Rc_cat_ct2_OW_ST,FIC_ET_C200S1,MEASURE_ET_USV_Cappf,2_shared_node_chaining,2.107,2.0364,3.35,0.1132,0.1762,0.0631,5/5,STRONG,"Full 3-way model beat lower-order in 5/5 folds (unanimous), incremental R^2=0.0631."
