n_inputs,n_train_rows,n_unique_lots,n_holdout_rows,cfg_max_bins,cfg_max_interaction_bins,cfg_interactions,cfg_outer_bags,cfg_learning_rate,cfg_min_samples_leaf,cfg_reg_lambda,cfg_random_state,cfg_n_jobs,train_rmse_full,cv_train_rmse_mean,cv_val_rmse_mean,cv_val_rmse_std,cv_val_mae_mean,cv_val_r2_mean,cv_val_r2_std,train_val_gap_rmse,overfit_ratio,overfit_verdict,holdout_rmse,holdout_mae,holdout_r2,lightgbm_holdout_rmse_sanity_check,lightgbm_holdout_r2_sanity_check,shuffled_target_cv_r2_mean,negative_control_predictive_pass
1425,1200,80,300,128,16,15,8,0.04,10,1.0,42,-2,0.0315,0.0358,0.1688,0.0136,0.132,0.9942,0.0016,0.133,3.7189,SUBSTANTIAL,0.1427,0.1136,0.996,0.1517,0.9954,-0.0249,True
