raw_csv_parameter_name,shap_importance,gain_importance,permutation_importance,shap_rank,gain_rank,permutation_rank,shap_percentile,gain_percentile,permutation_percentile,percentile_spread,method_agreement
TOPSIN_ET_Load_Pull_PhL_set,0.0013203859431037,3.2212369991466403,0.0003705086715484,395,485,428,72.35087719298245,66.03508771929825,70.03508771929825,6.315789473684205,high_agreement
MEASURE_ET_LT_SEC_Ig_Id_min_mA_mm_Vd7,0.001320016779092,1.0217509646899998,0.0006330942896097,396,570,346,72.28070175438597,60.07017543859649,75.78947368421053,15.719298245614041,moderate_agreement
MEASURE_ET_DC_SEC_n_gs,0.0012999658885821,18.269403079757467,0.0004882369103085,397,339,388,72.21052631578948,76.28070175438597,72.84210526315789,4.070175438596493,high_agreement
MEASURE_ET_DC_Stress_Id_gm_max_before,0.0012973019707802,53.47747748717666,0.0006836706604117,398,222,329,72.14035087719299,84.49122807017544,76.98245614035088,12.350877192982452,moderate_agreement
TOPSIN_ET_sh_GA142_GN,0.0012835740179499,29.78988005639985,6.288372083671223e-05,399,283,646,72.07017543859648,80.21052631578948,54.73684210526315,25.47368421052633,low_agreement
TOPSIN_ET_CapFICBRGM_0,0.0012739329735318,16.732564413454384,0.0002257669827242,400,345,492,72.0,75.85964912280701,65.54385964912281,10.315789473684205,moderate_agreement
THIN_ET_Ran_con_2,0.0012693781375733,7.032706916332245,0.0007946859776001,401,427,307,71.9298245614035,70.10526315789474,78.52631578947368,8.421052631578945,high_agreement
MEASURE_ET_Ran_con_1,0.0012466981733228,9.93832244258374,0.0005140141272917,402,399,375,71.85964912280703,72.07017543859648,73.75438596491229,1.8947368421052602,high_agreement
SIN_ET_DC_RF_Vg_optt,0.0012407626553795,0.2015147419879213,-0.0001018784498308,403,777,1412,71.78947368421052,45.54385964912281,0.9824561403508736,70.80701754385964,low_agreement
MEASURE_ET_DC_RF_CF_S22_Mag_L2180,0.001216499215936,5.550061185844243,0.0003783929563163,404,448,424,71.71929824561403,68.63157894736842,70.3157894736842,3.0877192982456023,high_agreement
BRGM_ET_i5021_2,0.0012124137199137,74.86427781544626,0.001078159109225,405,176,255,71.64912280701753,87.71929824561404,82.17543859649123,16.070175438596507,moderate_agreement
BRIDGE_METAL_Height_Final_TOP_metal_thickness,0.0012033584496017,30.635491855442524,0.0005210398062588,406,280,373,71.57894736842105,80.42105263157895,73.89473684210526,8.84210526315789,high_agreement
MEASURE_ET_DC_SEC_S_Ig_cut3_mAmm_pos_FPSD3p2,0.001202784434611,0.8083884045481682,0.0002396247645405,407,590,484,71.50877192982456,58.666666666666664,66.10526315789474,12.842105263157897,moderate_agreement
MEASURE_ET_C100Cap2pf,0.0012008575807473,34.304298400878906,0.0009557400143938,408,272,276,71.43859649122807,80.98245614035088,80.70175438596492,9.543859649122808,high_agreement
MEASURE_ET_DC_SEC_X_Vg_at_I1_pos_FPSD3p2,0.0011915567179962,22.38937643473037,0.001045216165638,409,316,260,71.36842105263158,77.89473684210526,81.82456140350878,10.456140350877206,moderate_agreement
FIC_ET_DC_PIV_Ids0_QP2,0.0011864772460027,19.53588353516534,0.0003361680614347,410,331,438,71.29824561403508,76.84210526315789,69.33333333333334,7.508771929824547,high_agreement
MEASURE_ET_DC_RF_Vg_max_Vd,0.0011729044285334,6.39568544505164,0.0006598005752171,411,435,335,71.2280701754386,69.54385964912281,76.56140350877193,7.017543859649123,high_agreement
MEASURE_ET_DC_RD_S21ang_18GHz,0.0011706673815367,22.459838340058923,0.0002466945662212,412,315,481,71.15789473684211,77.96491228070175,66.31578947368422,11.649122807017534,moderate_agreement
MEASURE_ET_DC_RF_K,0.0011665929892691,0.5171188042731956,0.0001188972697186,413,621,570,71.08771929824562,56.49122807017544,60.07017543859649,14.596491228070178,moderate_agreement
MEASURE_ET_RF_Modeling_Mag_m,0.0011573229986323,5.847037998493761,0.0001755856087809,414,441,525,71.01754385964912,69.12280701754385,63.22807017543859,7.7894736842105345,high_agreement
MEASURE_ET_DC_RF_S22ang_26GHz,0.0011396008320062,8.261173867620528,0.0003591745268238,415,412,431,70.94736842105263,71.15789473684211,69.82456140350877,1.3333333333333428,high_agreement
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg3_SD3p5,0.0011307100156404,11.727769119665028,0.0004173180360716,416,384,412,70.87719298245614,73.12280701754386,71.15789473684211,2.2456140350877263,high_agreement
MEASURE_ET_DC_SEC_S_Vg_at_I1_neg,0.0011241509339273,13.478672876721248,0.0002681635064031,417,365,468,70.80701754385966,74.45614035087719,67.22807017543859,7.228070175438603,high_agreement
BRGM_ET_Probe_Number,0.0011176005571048,11.33026940660784,0.0006469007222317,418,387,342,70.73684210526316,72.91228070175438,76.0701754385965,5.333333333333329,high_agreement
THIN_ET_DC_RF_Vbgs1,0.0011169543053884,25.555434327572584,7.457785198680677e-06,419,305,894,70.66666666666667,78.66666666666666,37.33333333333333,41.33333333333333,low_agreement
FIC_ET_HIRS,0.0011095105270802,2.312784595880657,0.0002958017323238,420,503,458,70.59649122807016,64.7719298245614,67.9298245614035,5.824561403508767,high_agreement
MEASURE_ET_RF_Modeling_Ft_int,0.0011077504945898,0.8122436471749097,0.0002363014665783,421,589,486,70.52631578947368,58.73684210526315,65.96491228070175,11.789473684210535,moderate_agreement
MEASURE_ET_DC_RF_S22dB_26GHz,0.0011075812390885,6.820779800415039,0.0002458345094093,422,429,482,70.45614035087719,69.96491228070175,66.24561403508771,4.21052631578948,high_agreement
MEASURE_ET_Rsh_an_ct2,0.0011015351538744,6.314749439479783,0.0003113111228336,423,438,453,70.38596491228071,69.33333333333334,68.28070175438596,2.105263157894754,high_agreement
THIN_ET_Rcat_cn_3,0.0010943262370165,5.448823928833008,0.000355529635933,424,452,433,70.3157894736842,68.35087719298245,69.6842105263158,1.9649122807017534,high_agreement
MEASURE_ET_DC_SEC_S_Ig_cut2_mAmm_neg_FPSD3p2,0.0010880636463466,9.883209973573685,-2.0597643176151203e-05,425,400,1334,70.24561403508771,72.0,6.4561403508771935,65.54385964912281,low_agreement
TOPSIN_ET_C300pf_0,0.0010829107307957,5.159953170455992,0.0002660818957738,426,455,472,70.17543859649122,68.14035087719299,66.94736842105263,3.2280701754385888,high_agreement
CATHODE_ET_Rcat_cn_2_OW_ST,0.0010719055406674,5.623676453717053,6.760613705934782e-05,427,445,641,70.10526315789474,68.84210526315789,55.08771929824561,15.01754385964913,moderate_agreement
MEASURE_ET_lkg_Cap_USV,0.0010658604313746,15.012499809265137,8.348979673921674e-05,428,353,606,70.03508771929825,75.29824561403508,57.54385964912281,17.754385964912274,moderate_agreement
THIN_Measure1_Glue_thickness,0.0010656770846307,1.0175039200112224,0.000566645670891,429,572,360,69.96491228070175,59.929824561403514,74.80701754385966,14.877192982456144,moderate_agreement
CATHODE_ET_Rc_cat_ct2_OW_ST,0.0010636745159254,5.39661979675293,0.0005415104530039,430,453,366,69.89473684210526,68.28070175438596,74.3859649122807,6.10526315789474,high_agreement
MEASURE_ET_CapFICM1_0,0.0010587551184697,4.106207265751436,0.000237694986129,431,469,485,69.82456140350877,67.15789473684211,66.03508771929825,3.7894736842105203,high_agreement
MEASURE_ET_DC_RF_CF_S11_Ph_L1018,0.0010489675584849,5.587121797725558,0.0002947139575836,432,447,459,69.75438596491227,68.7017543859649,67.85964912280701,1.8947368421052602,high_agreement
FIC_ET_GT_lin25,0.0010472954098924,0.9416071735322477,0.0003475337665979,433,579,435,69.6842105263158,59.43859649122807,69.54385964912281,10.245614035087726,moderate_agreement
MEASURE_ET_Rc_TF_AB_2,0.0010468788354643,2.12607599038165,0.0002054289084962,434,511,508,69.6140350877193,64.21052631578948,64.42105263157895,5.403508771929822,high_agreement
FIC_ET_DC_RF_n_gs,0.0010440644167429,4.139795143390074,0.0004501649399224,435,468,398,69.54385964912281,67.22807017543859,72.14035087719299,4.912280701754398,high_agreement
MEASURE_ET_R_f_tn_3,0.0010328965536589,0.902788792271167,0.0001283558719225,436,582,563,69.47368421052632,59.228070175438596,60.561403508771924,10.24561403508772,moderate_agreement
MEASURE_ET_DC_RD_S11dB_18GHz,0.001028461856213,20.967180252075195,0.0004981663949789,437,322,383,69.40350877192982,77.47368421052632,73.19298245614034,8.070175438596493,high_agreement
MEASURE_ET_DC_Big_Vg_optt1,0.0010246386754127,2.6685855437535797,0.0004239750348324,438,497,408,69.33333333333334,65.19298245614036,71.43859649122807,6.245614035087712,high_agreement
MEASURE_ET_OHMC,0.0010159373737024,9.175475042546168,0.000410862999281,439,404,414,69.26315789473685,71.71929824561403,71.01754385964912,2.4561403508771775,high_agreement
TOPSIN_ET_DC_RF_Vbgs_0p01,0.0010126020539722,24.48600006103516,0.0003817928587201,440,309,422,69.19298245614036,78.3859649122807,70.45614035087719,9.192982456140342,high_agreement
MEASURE_ET_DC_SEC_S_Ig_cut2_mAmm_pos_SD3p5,0.001011611115793,34.402750187553465,0.0006409727215949,441,271,345,69.12280701754385,81.05263157894737,75.85964912280701,11.929824561403521,moderate_agreement
FIC_ET_TR_1F,0.001001182953597,9.501694368198514,0.0004276177850524,442,402,406,69.05263157894737,71.85964912280703,71.57894736842105,2.807017543859658,high_agreement
MEASURE_ET_RF_Modeling_Delta_S21_19G,0.0009965399830844,1.602729023899883,0.000315621963747,443,535,449,68.98245614035088,62.526315789473685,68.56140350877193,6.456140350877192,high_agreement
MEASURE_ET_sh_f_hr_23,0.0009866226197696,16.14778748061508,0.0005300478766896,444,349,370,68.9122807017544,75.57894736842105,74.10526315789474,6.666666666666657,high_agreement
FIN_CD2_CD_etch_FIN,0.000980776513368,0.4950269032269716,2.560896070665508e-05,445,628,762,68.84210526315789,56.00000000000001,46.59649122807018,22.245614035087712,moderate_agreement
MEASURE_ET_DC_SEC_S_Vboff_Id_SD3p5,0.0009806310720735,2.94801165885292,0.0004102606895313,446,488,415,68.7719298245614,65.82456140350878,70.94736842105263,5.122807017543849,high_agreement
FIC_ET_R_f_hr_3,0.0009774089181833,0.258372210431844,5.610235911493456e-06,447,717,911,68.7017543859649,49.75438596491229,36.140350877192986,32.56140350877192,moderate_agreement
MEASURE_ET_DC_SEC_Vgs_1V,0.0009765033106261,7.920828062109649,0.0006630705400045,448,417,334,68.63157894736842,70.80701754385966,76.63157894736841,7.999999999999986,high_agreement
TOPSIN_ET_DC_SMALL_Vdg_max_0p1,0.0009719669107886,0.3805304714478552,0.0004188965254538,449,658,411,68.56140350877193,53.89473684210526,71.2280701754386,17.333333333333343,moderate_agreement
MEASURE_ET_DC_SEC_X_Vg_at_I2_neg,0.0009677707843907,2.065207314211875,0.0001518421904287,450,514,540,68.49122807017544,64.0,62.175438596491226,6.315789473684212,high_agreement
TOPSIN_ET_DC_SMALL_Vg_max_Vd,0.0009584644007613,9.020391719881443,7.302588158987766e-05,451,406,625,68.42105263157895,71.57894736842105,56.210526315789465,15.36842105263159,moderate_agreement
TOPSIN_ET_Load_Pull_Pin_Last,0.0009557943886917,5.692853027954698,-0.0001351568064242,452,443,1417,68.35087719298245,68.98245614035088,0.6315789473684164,68.35087719298247,low_agreement
MEASURE_ET_DC_SEC_Idss,0.0009557898397522,23.932954522781078,-0.0002104089002609,453,312,1424,68.28070175438596,78.17543859649123,0.1403508771929851,78.03508771929825,low_agreement
THIN_ET_C20_0,0.0009442505355026,3.8713912833482023,0.0003000851463601,454,475,456,68.21052631578948,66.73684210526316,68.0701754385965,1.473684210526315,high_agreement
MEASURE_ET_RF_Modeling_Vd_set,0.0009427433573557,4.370978713850491,-3.6691269895733344e-05,455,466,1375,68.14035087719299,67.36842105263158,3.578947368421048,64.56140350877193,low_agreement
MEASURE_ET_DC_SEC_X_Id_plus_Ig_at_Vboff_mA_mm_SD3p5,0.000942558071178,10.81788687221706,0.0004272699578631,456,391,407,68.0701754385965,72.63157894736842,71.50877192982456,4.561403508771932,high_agreement
ABVIA_CD_AB_VIA_litho,0.0009364221825016,0.2332128286361694,7.696388330118153e-05,457,742,617,68.0,48.0,56.771929824561404,20.0,moderate_agreement
BRGM_ET_F_AB,0.0009348419306349,13.909820079803469,0.0005585290981721,458,361,361,67.9298245614035,74.73684210526315,74.73684210526315,6.807017543859644,high_agreement
FIC_ET_DC_RF_Vg_max_Vd_0p1mA,0.0009341004637107,1.3891476709395647,0.0005506869408039,459,547,364,67.85964912280701,61.68421052631579,74.52631578947368,12.842105263157897,moderate_agreement
MEASURE_ET_lkg_SY8_80,0.0009306723150922,7.857834372669458,0.0006734501667077,460,418,331,67.78947368421053,70.73684210526316,76.84210526315789,9.052631578947356,high_agreement
THIN_ET_Vbpin,0.0009252473550617,3.5113731967285275,0.0006088342967193,461,478,353,67.71929824561404,66.52631578947367,75.29824561403508,8.771929824561411,high_agreement
SIN_ET_DC_RF_Vds_max_0p1,0.0009248217168899,5.7692450964823365,5.295360172375141e-05,462,442,666,67.64912280701753,69.05263157894737,53.333333333333336,15.719298245614034,moderate_agreement
MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_neg,0.0009211546670926,25.24650558293797,0.0007214490328169,463,306,323,67.57894736842105,78.59649122807018,77.40350877192984,11.017543859649123,moderate_agreement
MEASURE_ET_Cap_C300FB,0.000915757478872,14.023799896240234,0.0001373291238848,464,359,552,67.50877192982456,74.87719298245614,61.33333333333333,13.543859649122808,moderate_agreement
TOPSIN_ET_ABVIETCH,0.0009144889120563,0.6560807088389993,0.0002274775854732,465,603,490,67.43859649122808,57.75438596491228,65.6842105263158,9.684210526315802,high_agreement
MEASURE_ET_C385pf_0,0.000913404411583,21.9038596036844,0.0006959159678713,466,319,327,67.36842105263158,77.6842105263158,77.12280701754386,10.31578947368422,moderate_agreement
MEASURE_ET_DC_SEC_S_Ig_mAmm_at_Vg_cond_pos_FPSD3p2,0.0009127749977287,4.894689419306815,0.0002634084614938,467,460,476,67.2982456140351,67.78947368421053,66.66666666666667,1.1228070175438631,high_agreement
TOPSIN_ET_G2_per_6K,0.0009071986561349,9.220243884483352,0.0003745882999394,468,403,426,67.22807017543859,71.78947368421052,70.17543859649122,4.561403508771932,high_agreement
FIC_ET_R314,0.0009012049488913,11.764233238995075,0.0005163025071106,469,383,374,67.15789473684211,73.19298245614034,73.82456140350877,6.666666666666657,high_agreement
SIN_ET_DC_RF_Idss,0.0008995563330946,19.748697630595416,-0.0001160726884574,470,330,1414,67.08771929824562,76.91228070175438,0.8421052631578996,76.07017543859648,low_agreement
THIN_ET_Rsh_an_ct2,0.0008967042192337,1.784925740212202,0.0002698149243025,471,529,467,67.01754385964912,62.94736842105263,67.2982456140351,4.350877192982466,high_agreement
MEASURE_ET_DC_RF_MAG_26GHz,0.0008905683522479,10.004101614234967,3.939429941220152e-05,472,398,706,66.94736842105263,72.14035087719299,50.526315789473685,21.6140350877193,moderate_agreement
MEASURE_ET_DC_SEC_X_Vg_at_I3_neg_SD3p5,0.0008892583940768,0.2823376811575144,7.657142021506302e-05,473,705,618,66.87719298245614,50.59649122807017,56.70175438596492,16.280701754385966,moderate_agreement
SIN_GATE_ET_lkg_SY8_80,0.0008889638750077,16.70319938659668,2.5305383526749715e-05,474,346,766,66.80701754385964,75.78947368421053,46.31578947368421,29.473684210526322,moderate_agreement
MEASURE_ET_DC_RF_S12ang_26GHz_W,0.0008753490314142,13.33141160244122,0.0002253351307247,475,371,493,66.73684210526316,74.03508771929825,65.47368421052632,8.561403508771932,high_agreement
TOPSIN_ET_Load_Pull_IG_comp_Last_uA,0.0008674925829561,3.421256535570137,0.0002344048151841,476,481,487,66.66666666666667,66.31578947368422,65.89473684210526,0.7719298245614112,high_agreement
FIC_ET_sh_GA142,0.0008607492869356,22.987611260265112,0.000287105054725,477,314,463,66.59649122807018,78.03508771929825,67.57894736842105,11.438596491228068,moderate_agreement
SIN_ET_DC_RF_Vt_gs,0.0008571095675538,6.134617209900171,0.000603052927753,478,439,355,66.52631578947367,69.26315789473685,75.1578947368421,8.631578947368425,high_agreement
SIN_ET_DC_RF_Vg_optt1,0.0008474493243451,0.432753796572797,9.969071271784812e-05,479,642,584,66.45614035087719,55.01754385964912,59.08771929824561,11.438596491228068,moderate_agreement
MEASURE_ET_C500pf,0.0008439680551559,8.431105087511241,0.0004168503013801,480,410,413,66.3859649122807,71.29824561403508,71.08771929824562,4.9122807017543835,high_agreement
BRGM_Cd_Litho_BRGM_litho_CD,0.0008395729797633,0.3253129809163511,0.0001310297981562,481,681,559,66.31578947368422,52.28070175438597,60.8421052631579,14.035087719298247,moderate_agreement
MEASURE_ET_RF_Modeling_Lg,0.000827188889964,9.043401300907137,0.0001811611829265,482,405,520,66.24561403508771,71.64912280701753,63.57894736842105,8.070175438596486,high_agreement
THIN_ET_Rsh_F_AB_2,0.0008261799326831,3.145096469670534,0.0003178055772809,483,486,446,66.17543859649122,65.96491228070175,68.7719298245614,2.8070175438596436,high_agreement
MEASURE_ET_DC_RD_S11ang_18GHz,0.0008204767308612,7.741235070396215,0.0002816930194516,484,419,464,66.10526315789474,70.66666666666667,67.50877192982456,4.561403508771932,high_agreement
MEASURE_ET_C_CAT_2_OW_ST,0.0007972857604844,0.5032137411180884,-0.0002049988436538,485,624,1422,66.03508771929825,56.280701754385966,0.2807017543859702,65.75438596491227,low_agreement
TOPSIN_ET_DC_PIV_Gate_Lag_1,0.0007956663575394,6.816622603684664,0.0002097008193777,486,430,503,65.96491228070175,69.89473684210526,64.7719298245614,5.122807017543863,high_agreement
MEASURE_ET_DC_Stress_Ig_max_after,0.000794257370278,2.1147722869645804,0.0002630117904115,487,512,477,65.89473684210526,64.14035087719299,66.59649122807018,2.4561403508771917,high_agreement
MEASURE_ET_RF_Modeling_K,0.0007909021927387,2.7425685431808238,0.0002152048716691,488,494,501,65.82456140350878,65.40350877192982,64.91228070175438,0.9122807017543977,high_agreement
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg2_SD3p5,0.000786338663063,2.490997907705605,-7.81187548350437e-06,489,500,1238,65.75438596491227,64.98245614035088,13.192982456140356,52.56140350877192,low_agreement
MEASURE_ET_lkg_Cap2,0.0007774963003885,40.88330078125,0.0009445192207732,490,248,279,65.6842105263158,82.66666666666667,80.49122807017544,16.982456140350877,moderate_agreement
GATE2_CD_330nm_Gate_Win_Length,0.0007748142911795,0.4691839365987107,3.062386970483777e-05,491,632,734,65.6140350877193,55.719298245614034,48.561403508771924,17.052631578947377,moderate_agreement
SIN_ThicknessGN2_RefractiveIndex,0.0007665861619916,0.3007697402499616,1.0103213920242824e-05,492,689,863,65.54385964912281,51.719298245614034,39.50877192982456,26.035087719298247,moderate_agreement
MEASURE_ET_DC_RF_CF_S11_Mag_L1018,0.000764102503934,1.8085032512899488,0.0001062356902044,493,525,578,65.47368421052632,63.22807017543859,59.508771929824555,5.9649122807017605,high_agreement
THIN_ET_DC_RF_Vbgd_0p01,0.0007423079983858,4.012255372246727,5.478311628759336e-05,494,472,661,65.40350877192982,66.94736842105263,53.68421052631579,13.263157894736842,moderate_agreement
MEASURE_ET_C100USV_Cappf,0.0007303889497173,14.77336972206831,0.0005328862109073,495,355,368,65.33333333333333,75.1578947368421,74.24561403508771,9.824561403508767,high_agreement
TOPSIN_ET_OHMC,0.0007195440408542,8.747183337807655,0.0003750248131841,496,408,425,65.26315789473685,71.43859649122807,70.24561403508771,6.175438596491219,high_agreement
MEASURE_ET_DC_SEC_Vboff_Vds_min_ON,0.0007183462075312,5.672713187057525,0.0009307546792174,497,444,281,65.19298245614036,68.9122807017544,80.35087719298247,15.15789473684211,moderate_agreement
MEASURE_ET_Ran_con_3,0.0007182014831038,0.1462275991798378,0.0001702303000352,498,830,529,65.12280701754386,41.824561403508774,62.94736842105263,23.29824561403509,moderate_agreement
FIN_CD1_CD_PL_FIN,0.0007146428405276,0.2978666704148054,0.000158651556146,499,692,535,65.05263157894736,51.50877192982456,62.526315789473685,13.543859649122794,moderate_agreement
MEASURE_ET_R_4000_VER,0.0007134482534241,1.9521339684724808,0.0003125691192027,500,518,452,64.98245614035088,63.71929824561404,68.35087719298245,4.631578947368411,high_agreement
TOPSIN_ET_Load_Pull_Vg,0.000712550767203,0.2956524365581572,2.999997604140603e-05,501,695,738,64.91228070175438,51.29824561403509,48.280701754385966,16.631578947368418,moderate_agreement
MEASURE_ET_LT_SEC_Vd_Id_min_Vd8,0.000711412104258,7.923067955765873,0.0002208030541265,502,416,498,64.8421052631579,70.87719298245614,65.12280701754386,6.035087719298232,high_agreement
MEASURE_ET_DC_SEC_X_Vg_at_I1_neg_SD3p5,0.0007100728285611,5.008458767086268,0.0001791115087167,503,458,522,64.7719298245614,67.9298245614035,63.43859649122807,4.491228070175438,high_agreement
TOPSIN_ET_RGAN2,0.0007090381025663,2.0697490703314543,0.0003162683469579,504,513,448,64.7017543859649,64.0701754385965,68.63157894736842,4.561403508771932,high_agreement
MEASURE_ET_C300pf,0.0007008966320323,2.774068863131106,0.0003742132242269,505,493,427,64.63157894736841,65.47368421052632,70.10526315789474,5.473684210526329,high_agreement
FIC_ET_G_per_6K,0.0006924540467601,11.621643411461264,0.000707307323378,506,386,325,64.56140350877193,72.98245614035088,77.26315789473685,12.701754385964918,moderate_agreement
THIN_ET_Rc_cat_ct2,0.0006903027893123,5.5069594534579664,-7.663184899668329e-05,507,449,1399,64.49122807017544,68.56140350877193,1.8947368421052602,66.66666666666667,low_agreement
MEASURE_ET_CapPARCAP,0.0006895539265422,4.89169979095459,0.0001066615581942,508,461,577,64.42105263157895,67.71929824561404,59.578947368421055,8.140350877192986,high_agreement
MEASURE_ET_DC_RF2_S22ang_26GHz,0.0006872575624678,4.319153643911704,0.0001673225184624,509,467,531,64.35087719298245,67.2982456140351,62.807017543859644,4.491228070175453,high_agreement
MEASURE_ET_lkg_CapFICM1,0.0006867242421818,5.157956123352051,5.6252955213276223e-05,510,456,656,64.28070175438596,68.0701754385965,54.03508771929825,14.035087719298247,moderate_agreement
MEASURE_ET_DC_SEC_S_Ron_FPSD3p2,0.0006829426621283,4.805180801078677,0.0006524471918701,511,462,339,64.21052631578948,67.64912280701753,76.28070175438597,12.070175438596493,moderate_agreement
MEASURE_ET_DC_SMALL_Vg_gm_max,0.0006822405247039,15.03480057325214,0.000407666810688,512,352,417,64.14035087719299,75.36842105263158,70.80701754385966,11.228070175438589,moderate_agreement
FIC_ET_DC_RF_Vt_gd,0.0006813364984219,2.0497113741002977,7.374356644392066e-05,513,515,624,64.0701754385965,63.92982456140351,56.280701754385966,7.789473684210527,high_agreement
FIC_ET_Vp_1,0.0006804328194222,7.395890235900879,0.0006246577965461,514,421,349,64.0,70.52631578947368,75.57894736842105,11.578947368421055,moderate_agreement
MEASURE_ET_Load_Pull_Id_ini,0.0006781079088326,7.113913941080682,-0.000207404616401,515,425,1423,63.92982456140351,70.24561403508771,0.21052631578947212,70.03508771929825,low_agreement
TOPSIN_ET_C100CapUSV,0.0006767453707082,13.570184350013731,0.0004529636457608,516,364,396,63.859649122807014,74.52631578947368,72.28070175438597,10.666666666666671,moderate_agreement
MEASURE_ET_RF_Modeling_Fmax_ext,0.0006719133327127,8.009859949117526,0.000197302500244,517,415,511,63.78947368421053,70.94736842105263,64.21052631578948,7.157894736842103,high_agreement
OHMIC_ET_Ran_con_1,0.0006701475951253,0.2050984860397875,0.0002339103543476,518,774,488,63.71929824561404,45.75438596491228,65.82456140350878,20.0701754385965,moderate_agreement
MEASURE_ET_DC_RF_CF_S22_Ph_L2180,0.0006699896145753,2.3717325816396624,0.0003811772096474,519,501,423,63.64912280701754,64.91228070175438,70.38596491228071,6.736842105263172,high_agreement
GATE2_CD_310nm_Gate_Win_Length,0.0006561509386571,1.0769921042956412,0.000223151973477,520,563,497,63.57894736842105,60.561403508771924,65.19298245614036,4.631578947368432,high_agreement
ANODE_ET_Ran_con_1_OW_CR,0.0006559234704968,0.2192717096768319,2.7413614997909284e-05,521,754,752,63.50877192982456,47.15789473684211,47.29824561403508,16.350877192982452,moderate_agreement
THIN_ET_R_f_hr_1,0.0006558126867,0.6336130255367607,-1.2764666557391058e-05,522,605,1283,63.43859649122807,57.614035087719294,10.035087719298241,53.40350877192983,low_agreement
THIN_ET_lkg_C20,0.0006552366178197,5.595385959371924,0.0001800879700722,523,446,521,63.36842105263158,68.7719298245614,63.50877192982456,5.403508771929815,high_agreement
MEASURE_ET_DC_SEC_Vg_max_ON,0.0006531750409928,0.25939871952869,0.0002889013531512,524,716,462,63.29824561403509,49.824561403508774,67.64912280701753,17.82456140350876,moderate_agreement
MEASURE_ET_DC_RF_S22ang_10GHz,0.0006524120846362,4.903141750022769,0.0002074738044685,525,459,506,63.22807017543859,67.85964912280701,64.56140350877193,4.631578947368425,high_agreement
MESA_CD_Mesa_CD_Radius,0.0006490011020374,0.688761850411538,0.0002058001623726,526,598,507,63.1578947368421,58.10526315789474,64.49122807017544,6.3859649122806985,high_agreement
TOPSIN_ET_G_per_6K,0.0006461893794291,0.2465051824692636,1.9126876415578863e-05,527,724,803,63.08771929824562,49.26315789473684,43.719298245614034,19.368421052631582,moderate_agreement
MEASURE_ET_DC_RF_Freq_cut_L2180,0.0006439971130188,0.3757508739363402,0.0002160387746357,528,659,500,63.01754385964913,53.824561403508774,64.98245614035088,11.157894736842103,moderate_agreement
MEASURE_ET_DC_SMALL_Vboff,0.0006419974796556,1.4494143151678145,0.000138215962474,529,541,550,62.94736842105263,62.10526315789473,61.473684210526315,1.473684210526315,high_agreement
FMESA_ET_Probe_Number,0.000641881096694,2.5558053312124684,1.3991059370616066e-05,530,499,830,62.877192982456144,65.05263157894736,41.824561403508774,23.22807017543858,moderate_agreement
MEASURE_ET_lkg_70,0.0006413453034027,19.836553623899817,0.0005035074043467,531,327,380,62.807017543859644,77.12280701754386,73.40350877192982,14.31578947368422,moderate_agreement
MEASURE_ET_DC_SEC_X_Ig_cut2_mAmm_pos,0.0006348530812395,0.4202364725060761,6.768866070988588e-05,532,645,640,62.73684210526316,54.80701754385965,55.1578947368421,7.929824561403507,high_agreement
ANODE_ET_Ran_con_2,0.0006336204694657,0.1640888151014223,2.6787994556951022e-05,533,811,756,62.66666666666667,43.15789473684211,47.01754385964912,19.50877192982456,moderate_agreement
ANODE_ET_Rsh_an_ct2,0.0006250837110838,2.809798715636134,0.000185755672523,534,491,517,62.596491228070185,65.6140350877193,63.78947368421053,3.017543859649116,high_agreement
GATE2_CD_358nm_Gate_Leg_Length,0.0006245170037272,0.2383542382158339,-1.0058860870651445e-05,535,731,1265,62.526315789473685,48.7719298245614,11.298245614035086,51.2280701754386,low_agreement
MEASURE_ET_DC_SEC_S_Ids_max,0.0006221230445831,3.860033406643197,0.0002605807449034,536,476,478,62.456140350877185,66.66666666666667,66.52631578947367,4.210526315789487,high_agreement
THIN_ET_Ran_con_3,0.0006202089604952,0.3713719118386507,3.665769891763038e-05,537,661,711,62.3859649122807,53.68421052631579,50.175438596491226,12.210526315789473,moderate_agreement
MEASURE_ET_DC_RD_S12dB_18GHz,0.0006186064313809,2.127367720939219,-2.9166395706353708e-06,538,510,1187,62.31578947368421,64.28070175438596,16.771929824561404,47.508771929824555,low_agreement
THIN_ET_lkg_5,0.0006171754908789,1.807983073638752,0.0001882110980002,539,526,515,62.245614035087726,63.1578947368421,63.92982456140351,1.6842105263157805,high_agreement
MEASURE_ET_C100Cap1pf,0.0006146252802233,7.580038912594318,0.000404916556358,540,420,418,62.175438596491226,70.59649122807016,70.73684210526316,8.561403508771939,high_agreement
SIN_ET_DC_RF_Vds_max,0.0006141007846805,1.412126914365217,0.0002172722418004,541,544,499,62.10526315789473,61.89473684210527,65.05263157894736,3.1578947368420884,high_agreement
MEASURE_ET_DC_RF_S21dB_26GHz,0.0006138131712248,1.627750723622739,0.0001963961478328,542,534,512,62.03508771929825,62.596491228070185,64.14035087719299,2.10526315789474,high_agreement
