parameter_A,parameter_B,parameter_C,channels,n_channels
MEASURE_ET_lkg_50,MEASURE_ET_lkg_Cap1,OHMIC_ET_lkg_5,2_shared_node_chaining,1
MEASURE_ET_lkg_50,MEASURE_ET_lkg_CapPARCAP,OHMIC_ET_lkg_5,2_shared_node_chaining,1
MEASURE_ET_lkg_50,MEASURE_ET_lkg_Cap_USV,OHMIC_ET_lkg_5,2_shared_node_chaining,1
MEASURE_ET_lkg_50,OHMIC_ET_lkg_5,SIN_GATE_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_lkg_50,OHMIC_ET_lkg_5,THIN_ET_C20_0,2_shared_node_chaining,1
MEASURE_ET_lkg_50,OHMIC_ET_lkg_5,THIN_ET_lkg_PAD_10,2_shared_node_chaining,1
MEASURE_ET_lkg_50,OHMIC_ET_lkg_5,TOPSIN_ET_lkg_5,2_shared_node_chaining,1
MEASURE_ET_lkg_50,OHMIC_ET_lkg_5,TOPSIN_ET_lkg_C450pf,2_shared_node_chaining,1
MEASURE_ET_lkg_50,OHMIC_ET_lkg_5,TOPSIN_ET_lkg_Cap2,2_shared_node_chaining,1
MEASURE_ET_lkg_50,OHMIC_ET_lkg_5,TOPSIN_ET_lkg_SY07_10,2_shared_node_chaining,1
MEASURE_ET_lkg_50_at20V,MEASURE_ET_lkg_CapPARCAP,OHMIC_ET_lkg_5,2_shared_node_chaining,1
MEASURE_ET_lkg_50_at20V,OHMIC_ET_lkg_5,THIN_ET_C20_0,2_shared_node_chaining,1
MEASURE_ET_lkg_50_at20V,OHMIC_ET_lkg_5,TOPSIN_ET_lkg_C450pf,2_shared_node_chaining,1
MEASURE_ET_lkg_70,OHMIC_ET_lkg_5,SIN_GATE_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_lkg_70,OHMIC_ET_lkg_5,THIN_ET_C20_0,2_shared_node_chaining,1
MEASURE_ET_lkg_70,OHMIC_ET_lkg_5,TOPSIN_ET_lkg_Cap2,2_shared_node_chaining,1
MEASURE_ET_lkg_70_at20V,MEASURE_ET_lkg_USV_Cap,OHMIC_ET_lkg_5,2_shared_node_chaining,1
MEASURE_ET_lkg_70_at20V,OHMIC_ET_lkg_5,THIN_ET_C20_0,2_shared_node_chaining,1
MEASURE_ET_lkg_C300,MEASURE_ET_lkg_Cap1,OHMIC_ET_lkg_5,2_shared_node_chaining,1
MEASURE_ET_lkg_C300,MEASURE_ET_lkg_Cap_USV,OHMIC_ET_lkg_5,2_shared_node_chaining,1
MEASURE_ET_lkg_C300,OHMIC_ET_lkg_5,THIN_ET_C20_0,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,OHMIC_ET_lkg_5,THIN_ET_C20_0,2_shared_node_chaining,1
MEASURE_ET_lkg_Cap1,MEASURE_ET_lkg_CapPARCAP,OHMIC_ET_lkg_5,2_shared_node_chaining,1
MEASURE_ET_lkg_Cap1,MEASURE_ET_lkg_Cap_USV,OHMIC_ET_lkg_5,2_shared_node_chaining,1
MEASURE_ET_lkg_Cap1,OHMIC_ET_lkg_5,THIN_ET_C20_0,2_shared_node_chaining,1
MEASURE_ET_lkg_Cap1,OHMIC_ET_lkg_5,THIN_ET_lkg_C200,2_shared_node_chaining,1
MEASURE_ET_lkg_CapFICM1,OHMIC_ET_lkg_5,TOPSIN_ET_lkg_C450pf,2_shared_node_chaining,1
MEASURE_ET_lkg_CapPARCAP,MEASURE_ET_lkg_Cap_USV,OHMIC_ET_lkg_5,2_shared_node_chaining,1
MEASURE_ET_lkg_CapPARCAP,MEASURE_ET_lkg_USV_Cap,OHMIC_ET_lkg_5,2_shared_node_chaining,1
MEASURE_ET_lkg_CapPARCAP,OHMIC_ET_lkg_5,SIN_GATE_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_lkg_CapPARCAP,OHMIC_ET_lkg_5,THIN_ET_C20_0,2_shared_node_chaining,1
MEASURE_ET_lkg_CapPARCAP,OHMIC_ET_lkg_5,THIN_ET_lkg_5,2_shared_node_chaining,1
MEASURE_ET_lkg_Cap_USV,OHMIC_ET_lkg_5,SIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_lkg_Cap_USV,OHMIC_ET_lkg_5,SIN_GATE_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_lkg_Cap_USV,OHMIC_ET_lkg_5,THIN_ET_lkg_C200,2_shared_node_chaining,1
MEASURE_ET_lkg_Cap_USV,OHMIC_ET_lkg_5,TOPSIN_ET_lkg_5,2_shared_node_chaining,1
MEASURE_ET_lkg_Cap_USV,OHMIC_ET_lkg_5,TOPSIN_ET_lkg_C450pf,2_shared_node_chaining,1
MEASURE_ET_lkg_Cap_USV,OHMIC_ET_lkg_5,TOPSIN_ET_lkg_Cap2,2_shared_node_chaining,1
MEASURE_ET_lkg_Cap_USV,OHMIC_ET_lkg_5,TOPSIN_ET_lkg_Cap3,2_shared_node_chaining,1
OHMIC_ET_lkg_5,SIN_ET_DC_RF_Vbin_gd,THIN_ET_C20_0,2_shared_node_chaining,1
OHMIC_ET_lkg_5,SIN_GATE_ET_lkg_5,THIN_ET_C20_0,2_shared_node_chaining,1
OHMIC_ET_lkg_5,SIN_GATE_ET_lkg_5,TOPSIN_ET_lkg_Cap_USV,2_shared_node_chaining,1
OHMIC_ET_lkg_5,SIN_GATE_ET_lkg_SY8_80,THIN_ET_C20_0,2_shared_node_chaining,1
OHMIC_ET_lkg_5,THIN_ET_C20_0,THIN_ET_lkg_5,2_shared_node_chaining,1
OHMIC_ET_lkg_5,THIN_ET_C20_0,THIN_ET_lkg_PAD_10,2_shared_node_chaining,1
OHMIC_ET_lkg_5,THIN_ET_C20_0,TOPSIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
OHMIC_ET_lkg_5,THIN_ET_C20_0,TOPSIN_ET_lkg_Cap2,2_shared_node_chaining,1
OHMIC_ET_lkg_5,THIN_ET_C20_0,TOPSIN_ET_lkg_Cap3,2_shared_node_chaining,1
OHMIC_ET_lkg_5,THIN_ET_lkg_C200,TOPSIN_ET_lkg_C450pf,2_shared_node_chaining,1
OHMIC_ET_lkg_5,TOPSIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_DC_RF_Vg_gm_max,2_shared_node_chaining,1
OHMIC_ET_lkg_5,TOPSIN_ET_lkg_5,TOPSIN_ET_lkg_Cap2,2_shared_node_chaining,1
OHMIC_ET_lkg_5,TOPSIN_ET_lkg_C450pf,TOPSIN_ET_lkg_SY07_10,2_shared_node_chaining,1
FIC_ET_DC_RF_Imax,MEASURE_ET_DC_SEC_X_Vp_1_mA_mm,THIN_ET_Ran_con_2,2_shared_node_chaining,1
FIN_FIN_Alignment_FIN_to_ohmic_alignment,MEASURE_ET_DC_SEC_X_Vp_1_mA_mm,THIN_ET_Ran_con_2,2_shared_node_chaining,1
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm,THIN_ET_Ran_con_2,TOPSIN_ET_DC_RF_Imax,2_shared_node_chaining,1
MEASURE_ET_C100USV_Cappf,MEASURE_ET_C300FM1,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,1
MEASURE_ET_C100USV_Cappf,TOPSIN_ET_C100CapUSV,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,1
MEASURE_ET_C100USV_Cappf,TOPSIN_ET_C300,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,1
MEASURE_ET_C300FM1,MEASURE_ET_C300pf,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,1
MEASURE_ET_C300FM1,TOPSIN_ET_C100CapUSV,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,1
MEASURE_ET_C300FM1,TOPSIN_ET_C300,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,1
MEASURE_ET_C300FM1,TOPSIN_ET_CapFICM1_0,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,1
MEASURE_ET_C300FM1,TOPSIN_ET_DC_RF_Vbgs_0p1,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,1
MEASURE_ET_C300pf,TOPSIN_ET_C300,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,1
TOPSIN_ET_C100CapUSV,TOPSIN_ET_C300,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,1
TOPSIN_ET_C300,TOPSIN_ET_CapFICM1_0,TOPSIN_ET_lkg_CapFICM1,2_shared_node_chaining,1
EBCR2_Ali_Litho_Gate_to_ohmic_alignment,MEASURE_ET_DC_RF2_S22dB_26GHz,THIN_ET_lkg_100_at20V,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,THIN_ET_lkg_100_at20V,TOPSIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_DC_RF2_S22dB_26GHz,MEASURE_ET_lkg_10,THIN_ET_lkg_100_at20V,2_shared_node_chaining,1
MEASURE_ET_DC_RF2_S22dB_26GHz,THIN_ET_DC_RF_Vg_optt3,THIN_ET_lkg_100_at20V,2_shared_node_chaining,1
MEASURE_ET_DC_RF2_S22dB_26GHz,THIN_ET_lkg_100_at20V,TOPSIN_ET_lkg_Cap3,2_shared_node_chaining,1
MEASURE_ET_Rc_OG142_GN,THIN_ET_DC_RF_Vg_optt3,THIN_ET_lkg_100_at20V,2_shared_node_chaining,1
SIN_GATE_ET_Rc_an_ct2,THIN_ET_DC_RF_Vg_optt3,THIN_ET_lkg_100_at20V,2_shared_node_chaining,1
SIN_GATE_ET_Rc_an_ct2,THIN_ET_lkg_100_at20V,TOPSIN_ET_lkg_SY8_80,2_shared_node_chaining,1
THIN_ET_DC_RF_Vg_optt3,THIN_ET_lkg_100_at20V,TOPSIN_ET_lkg_SY8_80,2_shared_node_chaining,1
THIN_ET_lkg_100_at20V,TOPSIN_ET_CapFICM1,TOPSIN_ET_lkg_SY8_80,2_shared_node_chaining,1
ANODE_ET_Ran_con_1,FIC_ET_Gm_max,MEASURE_ET_lkg_50,2_shared_node_chaining,1
ANODE_ET_Ran_con_1,MEASURE_ET_lkg_50,OHMIC_ET_lkg_5,2_shared_node_chaining,1
FIC_ET_Rc_f_hr_23,FIC_ET_Vp_1,MEASURE_ET_RF_Modeling_S22ang_10GHz,2_shared_node_chaining,1
FIC_ET_Rc_f_hr_23,MEASURE_ET_C300,MEASURE_ET_RF_Modeling_S22ang_10GHz,2_shared_node_chaining,1
FIC_ET_Rc_f_hr_23,MEASURE_ET_DC_SMALL_Vg_max_Vd,MEASURE_ET_RF_Modeling_S22ang_10GHz,2_shared_node_chaining,1
FIC_ET_Rc_f_hr_23,MEASURE_ET_RF_Modeling_S22ang_10GHz,OHMIC_ET_R114,2_shared_node_chaining,1
FIC_ET_Rc_f_hr_23,MEASURE_ET_RF_Modeling_S22ang_10GHz,TOPSIN_ET_sh_f_tn_23,2_shared_node_chaining,1
FIC_ET_Vp_1,MEASURE_ET_C300,MEASURE_ET_RF_Modeling_S22ang_10GHz,2_shared_node_chaining,1
FIC_ET_Vp_1,MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_FPSD3p2,MEASURE_ET_RF_Modeling_S22ang_10GHz,2_shared_node_chaining,1
FIC_ET_Vp_1,MEASURE_ET_DC_SMALL_Vg_max_Vd,MEASURE_ET_RF_Modeling_S22ang_10GHz,2_shared_node_chaining,1
FIC_ET_Vp_1,MEASURE_ET_RF_Modeling_S22ang_10GHz,OHMIC_ET_R114,2_shared_node_chaining,1
FIC_ET_Vp_1,MEASURE_ET_RF_Modeling_S22ang_10GHz,TOPSIN_ET_sh_f_tn_23,2_shared_node_chaining,1
MEASURE_ET_C300,MEASURE_ET_DC_SMALL_Vg_max_Vd,MEASURE_ET_RF_Modeling_S22ang_10GHz,2_shared_node_chaining,1
MEASURE_ET_C300,MEASURE_ET_RF_Modeling_S22ang_10GHz,OHMIC_ET_R114,2_shared_node_chaining,1
MEASURE_ET_C300,MEASURE_ET_RF_Modeling_S22ang_10GHz,TOPSIN_ET_sh_f_tn_23,2_shared_node_chaining,1
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_FPSD3p2,MEASURE_ET_DC_SMALL_Vg_max_Vd,MEASURE_ET_RF_Modeling_S22ang_10GHz,2_shared_node_chaining,1
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_FPSD3p2,MEASURE_ET_RF_Modeling_S22ang_10GHz,OHMIC_ET_R114,2_shared_node_chaining,1
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_FPSD3p2,MEASURE_ET_RF_Modeling_S22ang_10GHz,TOPSIN_ET_sh_f_tn_23,2_shared_node_chaining,1
MEASURE_ET_DC_SMALL_Vg_max_Vd,MEASURE_ET_RF_Modeling_S22ang_10GHz,OHMIC_ET_R114,2_shared_node_chaining,1
MEASURE_ET_DC_SMALL_Vg_max_Vd,MEASURE_ET_RF_Modeling_S22ang_10GHz,TOPSIN_ET_sh_f_tn_23,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_S22ang_10GHz,OHMIC_ET_R114,TOPSIN_ET_sh_f_tn_23,2_shared_node_chaining,1
MEASURE_ET_RF_Modeling_S22ang_10GHz,TOPSIN_ET_Load_Pull_Id_ini,TOPSIN_ET_sh_f_tn_23,2_shared_node_chaining,1
FIC_ET_DC_PIV_Drain_Lag_1,MEASURE_ET_LT_SEC_Id_min_mA_mm,MEASURE_ET_Rc_OG144,2_shared_node_chaining,1
FIC_ET_lkg_SY07_10,MEASURE_ET_C385pf,MEASURE_ET_Load_Pull_GL_set,2_shared_node_chaining,1
MEASURE_ET_C385pf,MEASURE_ET_Load_Pull_GL_set,MEASURE_ET_lkg_USV_Cap,2_shared_node_chaining,1
MEASURE_ET_C385pf,MEASURE_ET_Load_Pull_GL_set,TOPSIN_ET_DC_PIV_Drain_Lag_0,2_shared_node_chaining,1
MEASURE_ET_C385pf,MEASURE_ET_lkg_70_at20V,MEASURE_ET_lkg_USV_Cap,2_shared_node_chaining,1
MEASURE_ET_DC_RF_S11ang_10GHz,MEASURE_ET_HIRS,SIN_GATE_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_DC_RF_S11ang_10GHz,OHMIC_ET_lkg_5,SIN_GATE_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_DC_RF_S11ang_10GHz,SIN_GATE_ET_lkg_SY8_80,TOPSIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_HIRS,SIN_GATE_ET_lkg_SY8_80,TOPSIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_C_CAT_2,MEASURE_ET_LT_SEC_Ileak_m5p5V_mA_mm,TOPSIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
ANODE_ET_Ran_con_1,ANODE_ET_Rc_an_ct2,MEASURE_ET_Load_Pull_Gss,2_shared_node_chaining,1
FIC_ET_DC_PIV_Gate_Lag_0,MEASURE_ET_C385pf,SIN_ET_DC_RF_Vbin_gd,2_shared_node_chaining,1
FIC_ET_DC_PIV_Gate_Lag_0,SIN_ET_DC_RF_Vbin_gd,TOPSIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_DC_SEC_Vp_1mA,MEASURE_ET_HIRS,MEASURE_ET_lkg_100_at20V,2_shared_node_chaining,1
MEASURE_ET_C300,MEASURE_ET_DC_SEC_X_Ids_max_norm_FPSD3p2,SIN_ET_DC_RF_Vbgs_0p01,2_shared_node_chaining,1
MEASURE_ET_C300,SIN_ET_DC_RF_Vbgs_0p01,TOPSIN_ET_DC_RF_Vg_max_Vd,2_shared_node_chaining,1
MEASURE_ET_DC_RF2_MAG_26GHz,MEASURE_ET_DC_SEC_X_Ids_max_norm_FPSD3p2,SIN_ET_DC_RF_Vbgs_0p01,2_shared_node_chaining,1
MEASURE_ET_DC_RF2_MAG_26GHz,MEASURE_ET_LT_SEC_Ileak_m16p5V_mA_mm,SIN_ET_DC_RF_Vbgs_0p01,2_shared_node_chaining,1
MEASURE_ET_DC_RF2_MAG_26GHz,MEASURE_ET_lkg_C385pf,SIN_ET_DC_RF_Vbgs_0p01,2_shared_node_chaining,1
MEASURE_ET_DC_RF2_MAG_26GHz,SIN_ET_DC_RF_Vbgs_0p01,TOPSIN_ET_DC_RF_Vg_max_Vd,2_shared_node_chaining,1
MEASURE_ET_DC_SEC_X_Ids_max_norm_FPSD3p2,MEASURE_ET_LT_SEC_Ileak_m16p5V_mA_mm,SIN_ET_DC_RF_Vbgs_0p01,2_shared_node_chaining,1
MEASURE_ET_DC_SEC_X_Ids_max_norm_FPSD3p2,MEASURE_ET_lkg_C385pf,SIN_ET_DC_RF_Vbgs_0p01,2_shared_node_chaining,1
MEASURE_ET_DC_SEC_X_Ids_max_norm_FPSD3p2,SIN_ET_DC_RF_Vbgs_0p01,TOPSIN_ET_DC_RF_Vg_max_Vd,2_shared_node_chaining,1
MEASURE_ET_LT_SEC_Ileak_m16p5V_mA_mm,SIN_ET_DC_RF_Vbgs_0p01,TOPSIN_ET_DC_RF_Vg_max_Vd,2_shared_node_chaining,1
MEASURE_ET_lkg_C385pf,SIN_ET_DC_RF_Vbgs_0p01,TOPSIN_ET_DC_RF_Vg_max_Vd,2_shared_node_chaining,1
FIC_ET_lkg_SY8_80,MEASURE_ET_DC_SMALL_Vbgs_0p01,TOPSIN_ET_R_f_tn_1,2_shared_node_chaining,1
MEASURE_ET_CapPARCAP_0,MEASURE_ET_DC_SEC_X_Id_at_Vboff_mA_mm_SD3p5,MEASURE_ET_DC_SMALL_Vbgs_0p01,2_shared_node_chaining,1
MEASURE_ET_CapPARCAP_0,MEASURE_ET_DC_SMALL_Vbgs_0p01,OHMIC_ET_lkg_5,2_shared_node_chaining,1
MEASURE_ET_CapPARCAP_0,MEASURE_ET_DC_SMALL_Vbgs_0p01,TOPSIN_ET_R_f_tn_1,2_shared_node_chaining,1
MEASURE_ET_DC_SEC_X_Id_at_Vboff_mA_mm_SD3p5,MEASURE_ET_DC_SMALL_Vbgs_0p01,TOPSIN_ET_R_f_tn_1,2_shared_node_chaining,1
MEASURE_ET_DC_SMALL_Vbgs_0p01,MEASURE_ET_Rc_cat_ct2_OW_ST,TOPSIN_ET_R_f_tn_1,2_shared_node_chaining,1
MEASURE_ET_DC_SMALL_Vbgs_0p01,THIN_ET_DC_RF_Vp_1,TOPSIN_ET_R_f_tn_1,2_shared_node_chaining,1
FIC_ET_Gm_max,MEASURE_ET_LT_SEC_Id_min_mA_mm,THIN_ET_lkg_C200,2_shared_node_chaining,1
FIC_ET_Gm_max,THIN_ET_lkg_C200,TOPSIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_DC_SEC_Vp_1mA,THIN_ET_lkg_C200,TOPSIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
MEASURE_ET_LT_SEC_Id_min_mA_mm,THIN_ET_lkg_C200,TOPSIN_ET_DC_RF_Vbgs_0p1,2_shared_node_chaining,1
FIC_ET_DC_PIV_Drain_Lag_1,MEASURE_ET_C300FM1,MEASURE_ET_DC_SMALL_Ids_m0p2,2_shared_node_chaining,1
FIC_ET_DC_PIV_Drain_Lag_1,MEASURE_ET_DC_RD_K,MEASURE_ET_DC_SMALL_Ids_m0p2,2_shared_node_chaining,1
FIC_ET_DC_PIV_Drain_Lag_1,MEASURE_ET_DC_SMALL_Ids_m0p2,MEASURE_ET_LT_SEC_Id_min_mA_mm,2_shared_node_chaining,1
FIC_ET_DC_PIV_Drain_Lag_1,MEASURE_ET_DC_SMALL_Ids_m0p2,THIN_ET_KLV_F_AB_4u,2_shared_node_chaining,1
MEASURE_ET_C300FM1,MEASURE_ET_DC_RD_K,MEASURE_ET_DC_SMALL_Ids_m0p2,2_shared_node_chaining,1
MEASURE_ET_C300FM1,MEASURE_ET_DC_SMALL_Ids_m0p2,MEASURE_ET_LT_SEC_Id_min_mA_mm,2_shared_node_chaining,1
MEASURE_ET_C300FM1,MEASURE_ET_DC_SMALL_Ids_m0p2,THIN_ET_KLV_F_AB_4u,2_shared_node_chaining,1
MEASURE_ET_C300FM1,MEASURE_ET_DC_SMALL_Ids_m0p2,TOPSIN_ET_DC_PIV_Drain_Lag_1,2_shared_node_chaining,1
MEASURE_ET_DC_RD_K,MEASURE_ET_DC_SMALL_Ids_m0p2,MEASURE_ET_LT_SEC_Id_min_mA_mm,2_shared_node_chaining,1
MEASURE_ET_DC_RD_K,MEASURE_ET_DC_SMALL_Ids_m0p2,THIN_ET_KLV_F_AB_4u,2_shared_node_chaining,1
MEASURE_ET_DC_RD_K,MEASURE_ET_DC_SMALL_Ids_m0p2,TOPSIN_ET_DC_PIV_Drain_Lag_1,2_shared_node_chaining,1
MEASURE_ET_DC_SMALL_Ids_m0p2,MEASURE_ET_LT_SEC_Id_min_mA_mm,THIN_ET_KLV_F_AB_4u,2_shared_node_chaining,1
MEASURE_ET_DC_SMALL_Ids_m0p2,MEASURE_ET_LT_SEC_Id_min_mA_mm,TOPSIN_ET_DC_PIV_Drain_Lag_1,2_shared_node_chaining,1
FIN_FIN_Alignment_FIN_to_ohmic_alignment,MaskSetSupplyChipsCount,THIN_ET_DC_RF_n_gd,2_shared_node_chaining,1
MEASURE_ET_DC_Diode_Rs_9p5,MEASURE_ET_DC_RF_K_W,MaskSetSupplyChipsCount,2_shared_node_chaining,1
MEASURE_ET_DC_Diode_Rs_9p5,MEASURE_ET_DC_SMALL_Vbgs_0p01,MaskSetSupplyChipsCount,2_shared_node_chaining,1
MEASURE_ET_DC_Diode_Rs_9p5,MaskSetSupplyChipsCount,THIN_ET_DC_RF_n_gd,2_shared_node_chaining,1
MEASURE_ET_DC_RF_K_W,MEASURE_ET_DC_SMALL_Vbgs_0p01,MaskSetSupplyChipsCount,2_shared_node_chaining,1
MEASURE_ET_DC_RF_K_W,MaskSetSupplyChipsCount,THIN_ET_DC_RF_n_gd,2_shared_node_chaining,1
FIC_ET_Rc_f_hr_23,MEASURE_ET_C300FM1,MEASURE_ET_RF_Modeling_S22ang_10GHz,2_shared_node_chaining,1
FIC_ET_Rc_f_hr_23,MEASURE_ET_C300FM1,THIN_ET_Rc_an_ct2_OW_CR,2_shared_node_chaining,1
FIC_ET_Rc_f_hr_23,MEASURE_ET_RF_Modeling_S22ang_10GHz,THIN_ET_Rc_an_ct2_OW_CR,2_shared_node_chaining,1
BRGM_ET_lkg_SY8_80,FIC_ET_Bad_Gates,MEASURE_ET_HIRS,2_shared_node_chaining,1
BRGM_ET_lkg_SY8_80,FIC_ET_DC_RF_Vdg_max_0p1mA,MEASURE_ET_HIRS,2_shared_node_chaining,1
BRGM_ET_lkg_SY8_80,MEASURE_ET_DC_RF_Idss_W,MEASURE_ET_HIRS,2_shared_node_chaining,1
BRGM_ET_lkg_SY8_80,MEASURE_ET_DC_SEC_Ids_min_ON,MEASURE_ET_HIRS,2_shared_node_chaining,1
BRGM_ET_lkg_SY8_80,MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg3_SD3p5,MEASURE_ET_HIRS,2_shared_node_chaining,1
BRGM_ET_lkg_SY8_80,MEASURE_ET_DC_SEC_X_Bin,MEASURE_ET_HIRS,2_shared_node_chaining,1
BRGM_ET_lkg_SY8_80,MEASURE_ET_HIRS,MEASURE_ET_lkg_5,2_shared_node_chaining,1
BRGM_ET_lkg_SY8_80,MEASURE_ET_HIRS,MEASURE_ET_lkg_CapFICBRGM,2_shared_node_chaining,1
BRGM_ET_lkg_SY8_80,MEASURE_ET_HIRS,OHMIC_ET_lkg_5,2_shared_node_chaining,1
BRGM_ET_lkg_SY8_80,MEASURE_ET_HIRS,THIN_ET_TF_AB_1,2_shared_node_chaining,1
BRGM_ET_lkg_SY8_80,MEASURE_ET_HIRS,THIN_ET_lkg_PAD_10,2_shared_node_chaining,1
BRGM_ET_lkg_SY8_80,MEASURE_ET_HIRS,TOPSIN_ET_DC_RF_Idss,2_shared_node_chaining,1
BRGM_ET_lkg_SY8_80,MEASURE_ET_HIRS,TOPSIN_ET_Gm_m2,2_shared_node_chaining,1
BRGM_ET_lkg_SY8_80,MEASURE_ET_HIRS,TOPSIN_ET_R414,2_shared_node_chaining,1
BRGM_ET_lkg_SY8_80,MEASURE_ET_HIRS,TOPSIN_ET_lkg_Cap3,2_shared_node_chaining,1
BRGM_ET_lkg_SY8_80,MEASURE_ET_HIRS,TOPSIN_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_Bad_Gates,FIC_ET_DC_RF_Vdg_max_0p1mA,MEASURE_ET_HIRS,2_shared_node_chaining,1
FIC_ET_Bad_Gates,FIC_ET_lkg_SY8_80,MEASURE_ET_HIRS,2_shared_node_chaining,1
FIC_ET_Bad_Gates,MEASURE_ET_DC_RF_Idss_W,MEASURE_ET_HIRS,2_shared_node_chaining,1
FIC_ET_Bad_Gates,MEASURE_ET_HIRS,SIN_ET_DC_RF_Gm_0,2_shared_node_chaining,1
FIC_ET_Bad_Gates,MEASURE_ET_HIRS,TOPSIN_ET_R414,2_shared_node_chaining,1
FIC_ET_DC_RF_Vdg_max_0p1mA,MEASURE_ET_DC_RF_Idss_W,MEASURE_ET_HIRS,2_shared_node_chaining,1
FIC_ET_DC_RF_Vdg_max_0p1mA,MEASURE_ET_DC_SEC_Ids_min_ON,MEASURE_ET_HIRS,2_shared_node_chaining,1
FIC_ET_DC_RF_Vdg_max_0p1mA,MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg3_SD3p5,MEASURE_ET_HIRS,2_shared_node_chaining,1
FIC_ET_DC_RF_Vdg_max_0p1mA,MEASURE_ET_DC_SEC_X_Bin,MEASURE_ET_HIRS,2_shared_node_chaining,1
FIC_ET_DC_RF_Vdg_max_0p1mA,MEASURE_ET_HIRS,MEASURE_ET_lkg_CapFICBRGM,2_shared_node_chaining,1
FIC_ET_DC_RF_Vdg_max_0p1mA,MEASURE_ET_HIRS,SIN_ET_DC_RF_Gm_0,2_shared_node_chaining,1
FIC_ET_DC_RF_Vdg_max_0p1mA,MEASURE_ET_HIRS,THIN_ET_TF_AB_1,2_shared_node_chaining,1
FIC_ET_DC_RF_Vdg_max_0p1mA,MEASURE_ET_HIRS,TOPSIN_ET_DC_RF_Idss,2_shared_node_chaining,1
FIC_ET_DC_RF_Vdg_max_0p1mA,MEASURE_ET_HIRS,TOPSIN_ET_Gm_m2,2_shared_node_chaining,1
FIC_ET_DC_RF_Vdg_max_0p1mA,MEASURE_ET_HIRS,TOPSIN_ET_R414,2_shared_node_chaining,1
FIC_ET_DC_RF_Vdg_max_0p1mA,MEASURE_ET_HIRS,TOPSIN_ET_lkg_Cap_USV,2_shared_node_chaining,1
FIC_ET_lkg_SY8_80,MEASURE_ET_DC_SEC_Ids_min_ON,MEASURE_ET_HIRS,2_shared_node_chaining,1
FIC_ET_lkg_SY8_80,MEASURE_ET_HIRS,MEASURE_ET_lkg_100,2_shared_node_chaining,1
FIC_ET_lkg_SY8_80,MEASURE_ET_HIRS,MEASURE_ET_lkg_Cap_USV,2_shared_node_chaining,1
FIC_ET_lkg_SY8_80,MEASURE_ET_HIRS,SIN_GATE_ET_lkg_SY8_80,2_shared_node_chaining,1
FIC_ET_lkg_SY8_80,MEASURE_ET_HIRS,TOPSIN_ET_lkg_Cap_USV,2_shared_node_chaining,1
FIC_ET_lkg_SY8_80,MEASURE_ET_HIRS,TOPSIN_ET_lkg_SY8_80,2_shared_node_chaining,1
MEASURE_ET_DC_RF_Idss_W,MEASURE_ET_DC_SEC_Ids_min_ON,MEASURE_ET_HIRS,2_shared_node_chaining,1
