unit,unit_type,cluster_size,oof_importance,cumulative_fraction
MEASURE_ET_DC_RD_S22ang_18GHz,numeric_cluster,1,0.0018428751529724473,0.8792193246778958
MEASURE_ET_RF_Modeling_Vth,numeric_cluster,1,0.0018068341194026473,0.8796804731190646
MEASURE_ET_DC_SMALL_Vbgd_0p1,numeric_cluster,1,0.0017969826444200914,0.8801391072218763
STAGE_DELTA_Rcat_cn_2_CATHODE_minus_THIN,engineered,1,0.0017908597440178587,0.8805961786101335
MEASURE_ET_DC_RF_CF_S21_Ph_L2180,numeric_cluster,1,0.0017852560886430537,0.8810518198079194
TOPSIN_ET_R514,numeric_cluster,1,0.0017704656184550954,0.8815036861144752
STAGE_STD_Rsh_an_ct2,engineered,1,0.0017567044279081776,0.8819520402272434
MEASURE_ET_DC_RF_CF_S11_Mag_L2180,numeric_cluster,1,0.0017554830389453955,0.8824000826115524
STAGE_STD_TF_AB_1,engineered,1,0.0017523934239417212,0.8828473364502348
STAGE_RANGE_C_AN_2_OW_CR,engineered,1,0.001722191181246522,0.883286881934847
MEASURE_ET_DC_SEC_S_Vg_at_I3_pos_FPSD3p2,numeric_cluster,1,0.00170627724280665,0.88372236579154
MEASURE_ET_DC_SEC_S_Ids_max_norm,numeric_cluster,1,0.0017057802274996494,0.8841577227977205
MEASURE_ET_DC_SEC_S_Ids_max,numeric_cluster,1,0.0016925150783835175,0.8845896942120689
THIN_ET_C20,numeric_cluster,1,0.0016807227424611212,0.8850186559326829
THIN_ET_Vbpin_D60,numeric_cluster,1,0.0016792396573885597,0.8854472391335633
MEASURE_ET_DC_RF_CF_S22_Ph_L1002,numeric_cluster,1,0.0016703260896738538,0.8858735473730553
MEASURE_ET_TF_AB_2,numeric_cluster,1,0.00166869057504214,0.8862994381890469
MEASURE_ET_DC_RF_Min_S21_Ph_L1018,numeric_cluster,1,0.0016635756992112918,0.8867240235631105
MEASURE_ET_DC_RF_S12ang_26GHz,numeric_cluster,1,0.001660231304940547,0.8871477553656217
TOPSIN_ET_DC_RF_Vbgd_0p01,numeric_cluster,1,0.0016386333117095098,0.8875659748298368
TOPSIN_ET_DC_SMALL_Vbgs_0p01,numeric_cluster,1,0.0016324992204110468,0.8879826287233059
MEASURE_ET_RF_Modeling_S21dB_10GHz,numeric_cluster,1,0.0016161334417230597,0.8883951056681278
THIN_Measure1_Glue_thickness,numeric_cluster,1,0.0015950744367835452,0.8888022078377028
MEASURE_ET_DC_SMALL_Vbin_gs,numeric_cluster,1,0.0015806124074405133,0.8892056189422176
TOPSIN_ET_DC_RF_Vbgd1,numeric_cluster,1,0.0015678680220235774,0.8896057773665857
MEASURE_ET_DC_SEC_Vgs_1V,numeric_cluster,1,0.001563823417263226,0.8900049035084878
MEASURE_ET_DC_SEC_S_Ig_mAmm_at_Vg_cond_pos_SD3p5,numeric_cluster,1,0.0015568533520080485,0.8904022507185595
MEASURE_ET_DC_Big_S22ang_10GHz,numeric_cluster,1,0.0015424423343801787,0.8907959198830135
STAGE_RANGE_DC_RF_Vbgd1,engineered,1,0.0015416384972155271,0.8911893838884818
MEASURE_ET_RF_Modeling_Mag_d,numeric_cluster,1,0.0015201988523318864,0.891577375970041
MEASURE_ET_DC_SEC_S_Ig_cut2_mAmm_neg_SD3p5,numeric_cluster,1,0.0015173156885956221,0.8919646321974075
STAGE_RANGE_DC_RF_Vg_optt3,engineered,1,0.0015127234111576664,0.8923507163627904
TOPSIN_ET_Vdg_max,numeric_cluster,1,0.0014962931323772046,0.8927326071175187
MEASURE_ET_G_per_6K,numeric_cluster,1,0.0014923073960965256,0.8931134806144627
MEASURE_ET_LT_SEC_Vd_Id_min,numeric_cluster,1,0.0014913352654907042,0.8934941059998016
MEASURE_ET_DC_SEC_S_Ig_cut3_mAmm_neg,numeric_cluster,1,0.0014892505336941276,0.8938741993103873
STAGE_RANGE_DC_RF_Vdg_max_0p1,engineered,1,0.0014865847864535013,0.8942536122568092
TOPSIN_ET_sh_GA142_GN,numeric_cluster,1,0.0014799600543016042,0.8946313344088898
TOPSIN_ET_DC_SMALL_Vbgs_0p1,numeric_cluster,1,0.0014794229253217073,0.8950089194724633
MEASURE_ET_RF_Modeling_R_Gs,numeric_cluster,1,0.0014681510735283071,0.8953836276826347
TOPSIN_ET_DC_RF_Vt_gd,numeric_cluster,1,0.0014671020034440528,0.8957580681443565
MEASURE_ET_DC_SEC_Vgs_back_0p5V,numeric_cluster,1,0.0014566632768554916,0.8961298443866891
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg3,numeric_cluster,1,0.001456631312056827,0.89650161247082
TOPSIN_ET_Load_Pull_Gss,numeric_cluster,1,0.0014564349501998998,0.8968733304385826
MEASURE_ET_DC_SEC_X_Ig_cut3_mAmm_pos,numeric_cluster,1,0.0014535294140237498,0.8972443068421563
OHMIC_ET_R314,numeric_cluster,1,0.0014511729162415311,0.8976146818096229
MEASURE_ET_DC_RD_Vboff_ON,numeric_cluster,1,0.0014336162257258037,0.8979805758784964
MEASURE_ET_DC_SMALL_Vbgd1,numeric_cluster,1,0.0014322479868299346,0.8983461207392013
MEASURE_ET_DC_SEC_X_Vboff_Id_FPSD3p2,numeric_cluster,1,0.0014318440897868971,0.8987115625154615
MEASURE_ET_DC_RF2_Ft,numeric_cluster,1,0.001426341792132531,0.8990755999702298
THIN_ET_Ran_con_2,numeric_cluster,1,0.0014243448272993138,0.8994391277505294
MEASURE_ET_i5021_1,numeric_cluster,1,0.0014163734271526104,0.8998006210337425
FIC_ET_DC_RF_Vds_max,numeric_cluster,1,0.0014139736287471076,0.9001615018294662
TOPSIN_ET_DC_RF_Vbin_gs,numeric_cluster,1,0.0014088477994225268,0.9005210743876613
STAGE_STD_DC_RF_Vbgd1,engineered,1,0.0014011694253836323,0.9008786872362291
MEASURE_ET_DC_RD_S22dB_18GHz,numeric_cluster,1,0.0013847747200871109,0.9012321157533689
FIC_ET_Gate_res,numeric_cluster,1,0.0013797811244002992,0.9015842697822521
FIC_ET_R114,numeric_cluster,1,0.0013758481542641972,0.9019354200205671
CHRE_Ali_Litho_Channel_to_Ohmic_Alignment,numeric_cluster,1,0.00137584346150746,0.9022865690611754
MEASURE_ET_R_4000_VER,numeric_cluster,1,0.0013746933188193682,0.9026374245571235
SIN_GATE_ET_Probe_Number,numeric_cluster,1,0.0013716842858892864,0.902987512073969
MEASURE_ET_LT_SEC_Vg_Id_min,numeric_cluster,1,0.0013707226204190885,0.9033373541501691
MEASURE_ET_RF_Modeling_S11ang_10GHz,numeric_cluster,1,0.0013692270217615828,0.9036868145128617
STAGE_RANGE_C_CAT_2_OW_ST,engineered,1,0.0013639529102432862,0.9040349287927681
THIN_ET_Rc_f_tn_23,numeric_cluster,1,0.0013631906580378905,0.9043828485271918
MEASURE_ET_DC_Big_S11dB_10GHz,numeric_cluster,1,0.0013631317576879836,0.9047307532287995
MEASURE_ET_RF_Modeling_S11dB_10GHz,numeric_cluster,1,0.0013623970563376823,0.9050784704165793
MEASURE_ET_DC_SEC_X_Ig_cut3_mAmm_neg_FPSD3p2,numeric_cluster,1,0.0013567883736608144,0.9054247561307966
MEASURE_ET_DC_SMALL_Vdg_max_0p1,numeric_cluster,1,0.0013564257645607663,0.9057709492982665
MEASURE_ET_DC_SEC_X_Vg_at_I1_pos_FPSD3p2,numeric_cluster,1,0.0013526787314939222,0.9061161861308745
STAGE_RANGE_Gate_res,engineered,1,0.0013469672004716377,0.9064599652404965
THIN_ET_Rsh_F_AB_2,numeric_cluster,1,0.0013458624499770354,0.9068034623906609
MEASURE_ET_DC_SEC_S_Ron,numeric_cluster,1,0.0013438837205360546,0.9071464545204765
STAGE_DELTA_Rcat_cn_1_CATHODE_minus_THIN,engineered,1,0.0013357149626458025,0.9074873617826625
SIN_GATE_ET_RGAN1,numeric_cluster,1,0.0013349570840156479,0.9078280756156095
SIN_ET_DC_RF_Vg_max_Vd,numeric_cluster,1,0.0013245537295712032,0.9081661342570072
STAGE_RANGE_TANR,engineered,1,0.0013229320187794573,0.9085037789979833
TOPSIN_ET_Vg_Vds_max,numeric_cluster,1,0.001318043239635513,0.9088401760024587
MEASURE_ET_RF_Modeling_S12dB_10GHz,numeric_cluster,1,0.0012915025229861955,0.9091697991642338
MEASURE_ET_DC_RF_MAG_26GHz,numeric_cluster,1,0.0012903045428452275,0.9094991165720558
FIC_ET_Vds_max,numeric_cluster,1,0.0012827442631174301,0.909826504410819
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg2_SD3p5,numeric_cluster,1,0.0012805957904142168,0.9101533439065842
STAGE_RANGE_DC_RF_Vbgd_0p01,engineered,1,0.0012776550268307856,0.910479432847261
SIN_ET_DC_RF_Vdg_max,numeric_cluster,1,0.0012721501622157969,0.9108041168112944
FIC_ET_DC_RF_Vds_max_0p1,numeric_cluster,1,0.0012669729510855839,0.9111274794239007
MEASURE_ET_Load_Pull_Freq,numeric_cluster,1,0.0012593094216157542,0.9114488861155782
TOPSIN_ET_DC_RF_n_gs,numeric_cluster,1,0.0012574068050243137,0.9117698072127753
MEASURE_ET_DC_RF_Freq_cut_L1018,numeric_cluster,1,0.0012533275622037747,0.912089687187023
MEASURE_ET_DC_RF_CF_S11_Mag_L1018,numeric_cluster,1,0.0012408293920745511,0.912406377321312
TOPSIN_ET_R_f_hr_2,numeric_cluster,1,0.0012400806526905116,0.912722876358922
MEASURE_ET_DC_SEC_S_Ig_mAmm_at_Vg_cond_neg_SD3p5,numeric_cluster,1,0.001229919429633581,0.9130367820028592
MEASURE_ET_DC_RF_CF_S11_Mag_L1002,numeric_cluster,1,0.0012295472001047508,0.9133505926446791
SIN_GATE_ET_OHMC_GN,numeric_cluster,1,0.0012215399162191455,0.9136623596310011
TOPSIN_ET_sh_f_tn_23,numeric_cluster,1,0.0012150573885083287,0.9139724721170474
CATHODE_ET_Probe_Number,numeric_cluster,1,0.001195814444639964,0.9142776733312326
MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_neg_FPSD3p2,numeric_cluster,1,0.00119278742171899,0.9145821019748278
MEASURE_ET_DC_SEC_S_Ig_mAmm_at_Vg_cond_neg_FPSD3p2,numeric_cluster,1,0.0011897738409098247,0.9148857614785904
TOPSIN_ET_Load_Pull_GL_meas,numeric_cluster,1,0.0011854364274422595,0.9151883139679137
MEASURE_ET_DC_Stress_Vg_max_Ig_before,numeric_cluster,1,0.0011843981043647264,0.9154906014516877
MEASURE_ET_DC_SMALL_Vbgs_0p1,numeric_cluster,1,0.0011756076115912472,0.9157906453858208
ANODE_ET_Ran_con_1_OW_CR,numeric_cluster,1,0.0011713474518349534,0.9160896020225592
FIC_ET_DC_RF_Vbin_gd,numeric_cluster,1,0.0011705435925734313,0.9163883534946721
OHMIC_ET_OHMIC_conc,numeric_cluster,1,0.001167120543239275,0.9166862313205285
MEASURE_ET_DC_RF_CF_S12_Ph_L1002,numeric_cluster,1,0.0011663241899571735,0.9169839058974697
MEASURE_ET_DC_RF_Freq_cut_L1002,numeric_cluster,1,0.001159549420925277,0.917279851386973
STAGE_DELTA_DC_PIV_Ids1_QP3_FIC_minus_TOPSIN,engineered,1,0.0011582881461887626,0.917575474968188
MEASURE_ET_DC_RF_n_gd,numeric_cluster,1,0.0011566040367465078,0.9178706687233135
MEASURE_ET_DC_RD_S12ang_18GHz,numeric_cluster,1,0.0011554524790351544,0.91816556857263
THIN_ET_DC_RF_Vbgd_0p1,numeric_cluster,1,0.0011523487902578655,0.9184596762843472
MEASURE_ET_DC_SMALL_Vbin_gd,numeric_cluster,1,0.0011427456202346845,0.9187513330312311
STAGE_RANGE_DC_PIV_Gate_Lag_1,engineered,1,0.0011422532970495024,0.9190428641251471
MEASURE_ET_DC_RF_Max_S11_Freq_L1018,numeric_cluster,1,0.0011382904673107612,0.919333383807591
THIN_ET_C_CAT_2_OW_ST,numeric_cluster,1,0.0011316553159401244,0.919622210036453
OHMIC_ET_Ran_con_1,numeric_cluster,1,0.0011302062950972564,0.9199106664396095
STAGE_RANGE_DC_PIV_Ids1_QP3,engineered,1,0.0011298001753081185,0.9201990191910219
FIC_ET_R_f_tn_2,numeric_cluster,1,0.0011291355756909073,0.9204872023202901
TOPSIN_ET_DC_RF_Vbgs1,numeric_cluster,1,0.0011166790056878718,0.9207722062269736
MEASURE_ET_DC_SEC_Vgs_0p5V,numeric_cluster,1,0.001109521298675398,0.9210553833110421
MEASURE_ET_DC_SEC_X_Vboff_Id_plus_Ig,numeric_cluster,1,0.0010975749261436549,0.9213355113874504
STAGE_RANGE_Rsh_cat_c2_OW_ST,engineered,1,0.0010931298601237198,0.9216145049738443
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg1_FPSD3p2,numeric_cluster,1,0.0010817711161112751,0.9218905995298078
MEASURE_ET_DC_SEC_S_Ig_cut2_mAmm_neg_FPSD3p2,numeric_cluster,1,0.0010756989172477493,0.9221651443114947
MEASURE_ET_RF_Modeling_MAG_19G_After,numeric_cluster,1,0.001070499968057461,0.9224383621936676
TOPSIN_ET_C385pf,numeric_cluster,1,0.0010699043662983462,0.9227114280636443
MEASURE_ET_RF_Modeling_Fmax,numeric_cluster,1,0.001065848238589334,0.9229834587102155
ANODE_ET_Rsh_an_ct2,numeric_cluster,1,0.0010579268526899014,0.9232534676245645
MEASURE_ET_DC_RF_Vdg_max_0p1mA,numeric_cluster,1,0.0010423876150033346,0.9235195105438289
SIN_ET_DC_RF_Vbgs_0p1,numeric_cluster,1,0.0010389924018678362,0.9237846869213183
ANODE_ET_Ran_con_3,numeric_cluster,1,0.0010368871654279918,0.924049325990766
THIN_ET_DC_RF_Vbgd1,numeric_cluster,1,0.0010368221825937008,0.9243139484749985
MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_pos,numeric_cluster,1,0.0010366549573304182,0.9245785282792369
SIN_ET_DC_RF_Vds_max_0p1mA,numeric_cluster,1,0.0010355011053896465,0.9248428135921226
FIC_ET_DC_RF_Vg_optt1,numeric_cluster,1,0.0010310185607607493,0.9251059548495327
FIC_ET_G_per_15,numeric_cluster,1,0.0010292998307006292,0.9253686574448212
MEASURE_ET_DC_SEC_S_Vg_at_I2_pos,numeric_cluster,1,0.0010289520061656705,0.9256312712667463
THIN_ET_DC_RD_Vboff,numeric_cluster,1,0.0010267051767081919,0.925893311642614
THIN_ET_DC_RF_Vbgs_0p1,numeric_cluster,1,0.0010264186464626983,0.9261552788889262
MEASURE_ET_Ran_con_1,numeric_cluster,1,0.0010234639916247767,0.9264164920347606
SIN_ET_DC_RF_Vbin_gd,numeric_cluster,1,0.0010208742463040494,0.926677044213988
STAGE_STD_Vds_max,engineered,1,0.0010111054394866313,0.926935103153804
THIN_ET_OHMC,numeric_cluster,1,0.0010006735188709212,0.9271904996112822
MEASURE_ET_DC_RF2_MAG_35GHz,numeric_cluster,1,0.0009815946173392257,0.9274410266645323
GATE2_ET_Ids2_Gate_recess_current,numeric_cluster,1,0.0009771397990372722,0.9276904167387463
MEASURE_ET_RF_Modeling_Ld,numeric_cluster,1,0.0009741635898926212,0.9279390472112939
MEASURE_ET_DC_SEC_Vds_min_ON,numeric_cluster,1,0.0009724885396684884,0.9281872501698871
THIN_ET_C_AN_2_OW_CR,numeric_cluster,1,0.0009648321609449162,0.9284334990325975
MEASURE_ET_DC_SEC_X_Vg_at_I3_neg,numeric_cluster,1,0.0009600375518568278,0.9286785241933182
STAGE_STD_sh_f_tn_23,engineered,1,0.0009597268522320063,0.9289234700558643
MEASURE_ET_DC_RF_S22dB_10GHz,numeric_cluster,1,0.0009538079349839856,0.9291669052653663
FMESA_ET_Probe_Number,numeric_cluster,1,0.0009521698402915506,0.929409922392873
MEASURE_ET_DC_RF_Max_S11_Freq_L1002,numeric_cluster,1,0.0009476160397325108,0.9296517772786407
SIN_ET_DC_RF_Vbgd_0p1,numeric_cluster,1,0.0009456297700266997,0.9298931252195988
MEASURE_ET_DC_SEC_S_Vboff_Id,numeric_cluster,1,0.00093595823590259,0.930132004747526
TOPSIN_ET_Load_Pull_Id_ini,numeric_cluster,1,0.0009351938765527511,0.9303706891921752
MEASURE_ET_DC_SEC_S_Vg_at_I1_neg,numeric_cluster,1,0.000934648658890263,0.930609234483887
MEASURE_ET_DC_SEC_X_Vg_at_I2_neg_SD3p5,numeric_cluster,1,0.0009299780964791985,0.9308465877333675
MEASURE_ET_R_f_hr_2,numeric_cluster,1,0.0009286452643455841,0.9310836008113547
STAGE_RANGE_Rcat_cn_2_OW_ST,engineered,1,0.0009271203526831319,0.9313202246944353
MEASURE_ET_R_660_VER,numeric_cluster,1,0.0009271006517525369,0.9315568435493548
TOPSIN_ET_DC_RF_Vbin_gd,numeric_cluster,1,0.0009247531605810821,0.9317928632668753
MEASURE_ET_DC_RF_MAG_35GHz,numeric_cluster,1,0.0009206557402768925,0.932027837222106
THIN_ET_R_660_HOR,numeric_cluster,1,0.0009190638629410393,0.9322624048911458
MEASURE_ET_DC_Diode_S21_dB_rev_9p5,numeric_cluster,1,0.0009141319320040685,0.9324957138102875
MEASURE_ET_I_5,numeric_cluster,1,0.0009129755836205612,0.9327287276009231
THIN_ET_R_f_tn_1,numeric_cluster,1,0.0009095698460921252,0.9329608721637003
MEASURE_ET_OHMC_GN,numeric_cluster,1,0.000907900484336871,0.9331925906643598
MEASURE_ET_DC_RD_S21ang_18GHz,numeric_cluster,1,0.0009065408724578356,0.9334239621586772
FIC_Height_FIC_metal_thickness,numeric_cluster,1,0.000903561806497793,0.9336545733221989
MEASURE_ET_Er,numeric_cluster,1,0.0009024680463089504,0.9338849053312588
STAGE_RANGE_DC_RF_Vp_01,engineered,1,0.0009001226055045722,0.9341146387262239
MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_pos,numeric_cluster,1,0.0008987026658874365,0.9343440097177267
MEASURE_ET_DC_RD_S21dB_18GHz,numeric_cluster,1,0.0008949090420332827,0.9345724124832544
MEASURE_ET_DC_RF_MAG_35GHz_W,numeric_cluster,1,0.0008938580796352422,0.9348005470173678
TOPSIN_ET_Load_Pull_IG_comp_Last_uA,numeric_cluster,1,0.0008916862150459304,0.9350281272382992
THIN_ET_DC_RF_Vbgs1,numeric_cluster,1,0.000889730509473351,0.9352552083151385
THIN_ET_DC_RF_Vt_gs,numeric_cluster,1,0.0008887855919875985,0.9354820482258294
MEASURE_ET_LT_SEC_Vbgd1,numeric_cluster,1,0.0008873462425216817,0.9357085207791876
MEASURE_ET_DC_Big_MAG_10GHz,numeric_cluster,1,0.0008836195476454988,0.9359340421884899
MEASURE_ET_DC_RD_Vbon_max,numeric_cluster,1,0.0008806683766969036,0.9361588103864885
STAGE_RANGE_DC_RF_Vg_max_Vd,engineered,1,0.0008735149152843197,0.9363817528454533
STAGE_STD_DC_RF_Vbgd_0p01,engineered,1,0.000873277003221443,0.9366046345834168
MEASURE_ET_LT_SEC_Vg_Id_min_Vd8,numeric_cluster,1,0.0008698658067193202,0.9368266457002576
MEASURE_ET_RF_Modeling_L_Gg,numeric_cluster,1,0.0008698569780695758,0.9370486545638103
STAGE_STD_DC_RF_Vbin_gs,engineered,1,0.0008681332175382068,0.9372702234813416
TOPSIN_ET_R_f_hr_1,numeric_cluster,1,0.0008539707089653464,0.9374881777788692
THIN_ET_R_f_tn_3,numeric_cluster,1,0.0008514825341105269,0.9377054970330668
SIN_ET_DC_RF_Vg_optt2,numeric_cluster,1,0.0008489029864552609,0.937922157923352
BFIC_Height_FIC_metal_thickness,numeric_cluster,1,0.0008460594031200501,0.9381380930613347
MEASURE_ET_DC_SEC_X_Ids_max_norm,numeric_cluster,1,0.000843964649145043,0.9383534935666581
TOPSIN_ET_DC_RF_Vbgs_0p1,numeric_cluster,1,0.0008376899011743051,0.9385672926021983
SIN_Thickness1_RefractiveIndex,numeric_cluster,1,0.0008371182067872837,0.9387809457272906
SIN_Thickness2_RefractiveIndex,numeric_cluster,1,0.000835574023673196,0.9389942047389289
FIC_ET_OHMC,numeric_cluster,1,0.0008326503541944639,0.9392067175583141
MEASURE_ET_DC_SEC_X_Ig_cut2_mAmm_pos_SD3p5,numeric_cluster,1,0.0008320855726076312,0.9394190862315678
STAGE_RANGE_DC_PIV_Ids1_QP1,engineered,1,0.0008291197728354692,0.9396306979598827
FIC_ET_DC_RF_Vg_optt,numeric_cluster,1,0.0008239471307737451,0.9398409895029092
MEASURE_ET_Load_Pull_PhL_meas,numeric_cluster,1,0.0008227375512838572,0.9400509723315438
MEASURE_ET_OHMC,numeric_cluster,1,0.0008221251730784606,0.9402607988662209
FIC_ET_DC_RF_n_gs,numeric_cluster,1,0.0008185845275747412,0.9404697217412111
MEASURE_ET_DC_SEC_X_Vboff_Id_plus_Ig_SD3p5,numeric_cluster,1,0.0008171549499202118,0.940678279752875
TOPSIN_ET_C175pf,numeric_cluster,1,0.0008166237909661648,0.9408867021997291
MEASURE_ET_DC_RF_CF_S12_Ph_L2180,numeric_cluster,1,0.0008155717354306838,0.9410948561361733
MEASURE_ET_RF_Modeling_K,numeric_cluster,1,0.0008143246684762003,0.941302691790504
STAGE_RANGE_DC_RF_Vbgs_0p01,engineered,1,0.0008058746287514526,0.9415083707871731
TOPSIN_ET_DC_SMALL_Vds_max_0p1,numeric_cluster,1,0.0008044980713280672,0.941713698452581
STAGE_DELTA_DC_PIV_Drain_Lag_1_FIC_minus_TOPSIN,engineered,1,0.0008042575512671477,0.9419189647313624
TOPSIN_ET_Load_Pull_Gain_comp_Last,numeric_cluster,1,0.000800025058595953,0.9421231507740687
MEASURE_ET_DC_RF_Vbon_max,numeric_cluster,1,0.0007990421365311294,0.9423270859509245
FIN_Etch_Soft_Bias,numeric_cluster,1,0.000798670982724659,0.9425309264002137
STAGE_STD_R_f_hr_3,engineered,1,0.0007978062222934514,0.9427345461414034
MEASURE_ET_DC_SEC_S_Ig_mAmm_at_Vg_cond_pos_FPSD3p2,numeric_cluster,1,0.0007962771230845784,0.9429377756189219
STAGE_RANGE_Rc_cat_ct2,engineered,1,0.0007934817442868207,0.9431402916471198
MEASURE_ET_DC_SEC_X_Vg_at_I2_pos,numeric_cluster,1,0.0007875645977412339,0.9433412974742005
STAGE_STD_DC_RF_Vg_optt2,engineered,1,0.0007851464285031284,0.943541686125104
MEASURE_ET_DC_Big_Vds_max_0p1mA,numeric_cluster,1,0.0007844404232118447,0.9437418945861185
TOPSIN_ET_Load_Pull_PhL_set,numeric_cluster,1,0.0007834000105985262,0.9439418375082826
MEASURE_ET_DC_SEC_X_Ron,numeric_cluster,1,0.0007832964195593272,0.9441417539914694
MEASURE_ET_DC_RF_CF_S21_Ph_L1002,numeric_cluster,1,0.0007768008963577409,0.9443400126576121
STAGE_STD_OHMC,engineered,1,0.0007729697468038208,0.9445372935202998
THIN_ET_Probe_Number,numeric_cluster,1,0.0007716242657475568,0.9447342309831782
MEASURE_ET_DC_PIV_Ids0_QP3,numeric_cluster,1,0.000771398582203173,0.9449311108460737
MEASURE_ET_DC_RF_S21ang_26GHz,numeric_cluster,1,0.0007678125387043564,0.9451270754625989
CATHODE_ET_C_CAT_2,numeric_cluster,1,0.0007659510454897098,0.9453225649803395
GATE2_Ali_Litho_Gate_to_recess_alignment,numeric_cluster,1,0.000765861056981019,0.9455180315308027
THIN_ET_R_f_hr_1,numeric_cluster,1,0.0007647417717941881,0.9457132124121976
MEASURE_ET_DC_SEC_S_Ig_cut3_mAmm_neg_FPSD3p2,numeric_cluster,1,0.000754272757675901,0.9459057213440819
MEASURE_ET_RF_Modeling_ids_m0p2_W,numeric_cluster,1,0.0007471361350702775,0.9460964088346095
STAGE_DELTA_Rsh_cat_c2_OW_ST_CATHODE_minus_THIN,engineered,1,0.0007460949173858529,0.9462868305808129
MEASURE_ET_DC_SEC_X_Ig_cut3_mAmm_neg_SD3p5,numeric_cluster,1,0.0007456033256018951,0.94647712686072
FMESA_ET_Vbkd,numeric_cluster,1,0.0007445081157627671,0.9466671436161791
SIN_ET_DC_RF_n_gs,numeric_cluster,1,0.0007417480248431605,0.9468564559286505
MEASURE_ET_DC_RF_Vbgs1,numeric_cluster,1,0.0007358324094264869,0.9470442584307864
MEASURE_ET_DC_Stress_Id_stress_after,numeric_cluster,1,0.0007327688373831604,0.947231279034099
MEASURE_ET_DC_RF_MSG_18GHz,numeric_cluster,1,0.0007327589713605308,0.9474182971193603
MEASURE_ET_DC_SMALL_Vds_max,numeric_cluster,1,0.0007291740116855767,0.9476044002348698
STAGE_RANGE_Rcat_cn_1,engineered,1,0.0007271743874234857,0.9477899929971589
BRGM_Height3_TOP_metal_thickness,numeric_cluster,1,0.000718972969489035,0.9479734925561732
MEASURE_ET_Load_Pull_Gss,numeric_cluster,1,0.0007161381002506384,0.9481562685869366
STAGE_RANGE_DC_RF_Gm_0,engineered,1,0.0007148890523203174,0.9483387258299929
MEASURE_ET_DC_SEC_X_Ig_cut3_mAmm_neg,numeric_cluster,1,0.0007094728124234142,0.9485198007156105
OHMIC_ET_Probe_Number,numeric_cluster,1,0.0007092817129092236,0.9487008268279388
STAGE_RANGE_HIRS,engineered,1,0.0007086115436932337,0.9488816818966246
SIN_ET_DC_RF_Vbgs1,numeric_cluster,1,0.0007081089781547552,0.9490624086982424
MEASURE_ET_Load_Pull_Id_ini,numeric_cluster,1,0.0006989410900029678,0.9492407956296506
STAGE_STD_Gate_res,engineered,1,0.0006971963142209448,0.9494187372514293
STAGE_RANGE_DC_RF_Vg_optt2,engineered,1,0.0006936889548778866,0.9495957837089668
FIN_CD2_CD_etch_FIN,numeric_cluster,1,0.0006933701484791167,0.9497727487992818
STAGE_STD_Rcat_cn_3,engineered,1,0.0006861743013944094,0.9499478773326984
STAGE_STD_R_f_hr_2,engineered,1,0.0006836938057674328,0.9501223727827127
TOPSIN_ET_OHMC_GN,numeric_cluster,1,0.0006804626066666867,0.9502960435513619
MEASURE_ET_RF_Modeling_Rs,numeric_cluster,1,0.0006784523974195921,0.9504692012652425
MEASURE_ET_DC_SMALL_Vbgd_0p01,numeric_cluster,1,0.0006773493638002213,0.9506420774578541
FIN_Etch_Hard_Bias,numeric_cluster,1,0.000676206994036263,0.9508146620896467
STAGE_RANGE_OHMC,engineered,1,0.0006760464351245712,0.9509872057428619
MEASURE_ET_DC_SEC_X_Ig_cut2_mAmm_neg_SD3p5,numeric_cluster,1,0.0006737420955425088,0.9511591612720236
MEASURE_ET_DC_RF_Vg_optt,numeric_cluster,1,0.0006733604314003609,0.9513310193911229
STAGE_STD_DC_PIV_Ids1_QP3,engineered,1,0.0006717395557537297,0.9515024638229502
SIN_GATE_ET_RGAN3,numeric_cluster,1,0.0006709800889282793,0.951673714420192
THIN_ET_Rsh_TF_AB2,numeric_cluster,1,0.0006683049340712471,0.9518442822522154
STAGE_RANGE_Vbkd,engineered,1,0.0006643378011600555,0.9520138375744913
STAGE_RANGE_Gm_max,engineered,1,0.0006629625560425532,0.9521830419004388
FIC_ET_R214,numeric_cluster,1,0.0006606856783267869,0.9523516651112754
STAGE_RANGE_DC_RF_Vg_optt,engineered,1,0.0006591786606103264,0.9525199036941803
FIC_ET_DC_PIV_Ids0_QP2,numeric_cluster,1,0.0006520558264891192,0.9526863243548882
STAGE_DELTA_Rcat_cn_3_CATHODE_minus_THIN,engineered,1,0.0006500653656928348,0.9528522370011172
MEASURE_ET_DC_Stress_Vd_stress,numeric_cluster,1,0.0006499909999688906,0.9530181306673872
TOPSIN_ET_DC_PIV_Ids0_QP1,numeric_cluster,1,0.0006463337372567943,0.9531830909103945
MEASURE_ET_DC_SEC_X_Vg_at_I3_pos_SD3p5,numeric_cluster,1,0.0006461729266826707,0.9533480101105941
STAGE_STD_DC_PIV_Ids0_QP2,engineered,1,0.0006412306841741937,0.9535116679291294
