unit,unit_type,cluster_size,oof_importance,cumulative_fraction
TOPSIN_ET_G_per_6K,numeric_cluster,1,0.000634058724777368,0.953673495287491
MEASURE_ET_DC_PIV_Gate_Lag_0,numeric_cluster,1,0.0006302665657661379,0.9538343547937417
THIN_ET_DC_RF_Vt_gd,numeric_cluster,1,0.0006256170834899326,0.9539940276379291
MEASURE_ET_DC_SEC_Vg_max_ON,numeric_cluster,1,0.000625269021804825,0.9541536116482264
MEASURE_ET_DC_SEC_S_Vboff_Id_plus_Ig,numeric_cluster,1,0.0006250908283159551,0.9543131501791693
MEASURE_ET_DC_SEC_Vboff_Vds_min_ON,numeric_cluster,1,0.0006249675449992405,0.9544726572451819
THIN_ET_R_400_VER,numeric_cluster,1,0.0006232678368740913,0.9546317305039381
SIN_GATE_ET_Ran_con_1,numeric_cluster,1,0.0006232367291210486,0.9547907958232317
MEASURE_ET_DC_SEC_X_Ron_SD3p5,numeric_cluster,1,0.0006230757284315035,0.9549498200511953
MEASURE_ET_DC_RF_Vbin_gd,numeric_cluster,1,0.0006212924079674275,0.9551083891319802
MEASURE_ET_DC_RF_Min_S21_Ph_L2180,numeric_cluster,1,0.0006212394813911251,0.9552669447046027
MEASURE_ET_R214,numeric_cluster,1,0.0006147190349950931,0.95542383609917
SIN_ET_DC_RF_Vt_gs,numeric_cluster,1,0.0006138406890102701,0.9555805033182707
THIN_ET_DC_RF_Vbin_gd,numeric_cluster,1,0.0006133314663012122,0.9557370405712301
MEASURE_ET_DC_RD_S12dB_18GHz,numeric_cluster,1,0.0006120254942103841,0.9558932445080387
TOPSIN_ET_Load_Pull_Id_SS,numeric_cluster,1,0.00060855101557096,0.956048561672569
MEASURE_ET_RF_Modeling_S21_25G_After,numeric_cluster,1,0.0006074007848004945,0.9562035852699583
TOPSIN_ET_DC_RF_Vbgs_0p01,numeric_cluster,1,0.000605071657106613,0.9563580144167593
MEASURE_ET_R_4000_HOR,numeric_cluster,1,0.0006024753483326619,0.9565117809217984
MEASURE_ET_DC_SEC_S_Vboff_Id_plus_Ig_SD3p5,numeric_cluster,1,0.000601126652860933,0.9566652032066307
MEASURE_ET_DC_SEC_X_Id_at_Vboff_mA_mm,numeric_cluster,1,0.0006005927151386329,0.9568184892174435
SIN_ET_DC_RF_Vbgd1,numeric_cluster,1,0.0006005007163816528,0.956971751747914
THIN_ET_DC_RF_Vdg_max_0p1mA,numeric_cluster,1,0.0005995672901027193,0.9571247760450743
TOPSIN_ET_RGAN2,numeric_cluster,1,0.0005991742406911951,0.9572777000263717
TOPSIN_ET_C450pf,numeric_cluster,1,0.0005977163352103397,0.9574302519143859
MEASURE_ET_RF_Modeling_Rgd,numeric_cluster,1,0.0005924349167583537,0.9575814558547052
CATHODE_ET_Rsh_cat_c2_OW_ST,numeric_cluster,1,0.0005910564576029401,0.9577323079783947
STAGE_STD_DC_RF_Vp_01,engineered,1,0.0005898734212079466,0.957882858162142
MEASURE_ET_DC_RF_S12dB_26GHz,numeric_cluster,1,0.0005898375263851485,0.958033399184649
STAGE_STD_Rc_an_ct2_OW_CR,engineered,1,0.0005897693384409755,0.9581839228039181
MEASURE_ET_DC_RF_K,numeric_cluster,1,0.0005866302276828239,0.9583336452450284
STAGE_RANGE_R_f_tn_2,engineered,1,0.0005821532932388351,0.9584822250625199
MEASURE_ET_Load_Pull_PhL_set,numeric_cluster,1,0.0005809224198578819,0.9586304907308958
MEASURE_ET_DC_SEC_X_Ig_cut2_mAmm_neg_FPSD3p2,numeric_cluster,1,0.0005794522990081795,0.9587783811883261
TOPSIN_ET_DC_SMALL_Vdg_max_0p1,numeric_cluster,1,0.0005779798017428425,0.9589258958282915
TOPSIN_ET_DC_RF_Vg_max_Vd_0p1,numeric_cluster,1,0.0005741027051111259,0.9590724209379791
MEASURE_ET_LT_SEC_Ig_Id_min_mA_mm_Vd7,numeric_cluster,1,0.000572305246642964,0.959218487292122
MEASURE_ET_DC_Stress_Id_max_Ig_before,numeric_cluster,1,0.000569048802647231,0.9593637225217824
MEASURE_ET_DC_SEC_S_Ids_max_norm_FPSD3p2,numeric_cluster,1,0.0005677795404062082,0.9595086338045472
SIN_CAPACITOR_ThicknessGN1_RefractiveIndex,numeric_cluster,1,0.0005626520556622279,0.9596522364272799
MEASURE_ET_DC_RF_Vbgd_0p1,numeric_cluster,1,0.0005535268191434073,0.959793510065547
MEASURE_ET_DC_Diode_S21_dB_forw,numeric_cluster,1,0.0005514799521454453,0.9599342612930873
MEASURE_ET_DC_RF_CF_S21_Mag_L2180,numeric_cluster,1,0.0005512614568007583,0.9600749567552498
FIC_ET_DC_PIV_Ids1_QP2,numeric_cluster,1,0.0005507587284819027,0.9602155239087987
THIN_ET_DC_RF_Vdg_max,numeric_cluster,1,0.0005428457485629847,0.9603540714755381
MEASURE_ET_DC_SMALL_Vboff,numeric_cluster,1,0.0005425200975378703,0.9604925359281382
MEASURE_ET_DC_SEC_S_Id_plus_Ig_at_Vboff_mA_mm_SD3p5,numeric_cluster,1,0.0005410739819682178,0.9606306312965299
TOPSIN_ET_OHMC,numeric_cluster,1,0.0005410116730818038,0.9607687107621636
THIN_ET_C_CAT_2,numeric_cluster,1,0.0005378389921754246,0.9609059804817123
MEASURE_ET_RF_Modeling_Ft_int,numeric_cluster,1,0.0005355013771043006,0.9610426535844856
THIN_ET_TANR,numeric_cluster,1,0.0005324537397713004,0.9611785488553649
MEASURE_ET_DC_RF_Vt_gs,numeric_cluster,1,0.0005322996326132198,0.9613144047943126
MEASURE_ET_DC_SEC_S_Id_at_Vboff_mA_mm,numeric_cluster,1,0.0005321607691707006,0.9614502252918995
STAGE_STD_DC_RF_Vt_gd,engineered,1,0.0005311076895475775,0.9615857770177041
MEASURE_ET_DC_SEC_S_Ron_SD3p5,numeric_cluster,1,0.0005293880534890832,0.9617208898501541
MEASURE_ET_DC_PIV_Ids1_QP3,numeric_cluster,1,0.000527656659512016,0.9618555607883401
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg3_SD3p5,numeric_cluster,1,0.0005262542671006689,0.9619898738015413
STAGE_RANGE_Rc_cat_ct2_OW_ST,engineered,1,0.0005232133872159171,0.9621234107075153
STAGE_RANGE_Rcat_cn_2,engineered,1,0.0005194093564657695,0.9622559767314189
TOPSIN_ET_DC_RF_Vds_max_0p1,numeric_cluster,1,0.000516729632710321,0.9623878588240091
MEASURE_ET_Rc_OG144,numeric_cluster,1,0.0005155654968586156,0.9625194438005401
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg2_SD3p5,numeric_cluster,1,0.0005147562838676285,0.9626508222460421
WIN_WIN_Alignment_WIN_to_FIN_Alignment,numeric_cluster,1,0.0005136333353807727,0.9627819140875121
THIN_ET_Er,numeric_cluster,1,0.0005103376492853398,0.9629121647889519
STAGE_RANGE_lkg_5,engineered,1,0.0005095776158569748,0.9630422215111953
MEASURE_ET_DC_SEC_X_Vg_at_I3_pos_FPSD3p2,numeric_cluster,1,0.0005086709093390814,0.9631720468196676
STAGE_STD_DC_RF_Vg_optt,engineered,1,0.0005066785280344635,0.9633013636235002
MEASURE_ET_DC_SEC_Vboff_1,numeric_cluster,1,0.0005049161406747823,0.9634302306227962
MEASURE_ET_RF_Modeling_Ft_ext,numeric_cluster,1,0.0005045540532936435,0.9635590052085001
MEASURE_ET_DC_RF_Vds_max_0p1mA,numeric_cluster,1,0.000504168705342275,0.9636876814439431
MEASURE_ET_TFR_AB,numeric_cluster,1,0.0005015203582928306,0.9638156817561786
TOPSIN_ET_DC_SMALL_Vt_gd,numeric_cluster,1,0.0005004974106605183,0.9639434209870558
MEASURE_ET_RF_Modeling_Tau_err,numeric_cluster,1,0.0004973170042879671,0.9640703485001193
THIN_ET_R_400_HOR,numeric_cluster,1,0.0004966519563362192,0.9641971062766126
MEASURE_ET_DC_RF_S21dB_26GHz,numeric_cluster,1,0.0004958712570882737,0.9643236647994848
MEASURE_ET_DC_SMALL_Vg_max_Vd,numeric_cluster,1,0.0004911491331341773,0.9644490181203537
MEASURE_ET_LT_SEC_Ig_Id_min_mA_mm_Vd3,numeric_cluster,1,0.0004910373581764456,0.9645743429135082
MEASURE_ET_RF_Modeling_S22dB_10GHz,numeric_cluster,1,0.0004859362383106286,0.964698365775595
TOPSIN_ET_Ids_m2,numeric_cluster,1,0.00048375637681475226,0.964821832283493
THIN_ET_DC_RF_Vg_max_Vd,numeric_cluster,1,0.00048336733475595463,0.9649451994983032
SIN_ThicknessGN2_RefractiveIndex,numeric_cluster,1,0.0004822545312537273,0.9650682826983302
ANODE_ET_Ran_con_3_OW_CR,numeric_cluster,1,0.0004817287078348711,0.9651912316953072
MEASURE_ET_sh_GA144,numeric_cluster,1,0.00048169309882662966,0.9653141716039907
STAGE_RANGE_DC_RF_Gm_m0p2,engineered,1,0.0004802330119833057,0.9654367388626538
FIC_ET_DC_RF_Ids_m0p2,numeric_cluster,1,0.0004800874235769045,0.9655592689635799
FIN_CD1_CD_PL_FIN,numeric_cluster,1,0.00047989676894010815,0.9656817504047605
MEASURE_ET_DC_SEC_S_Vg_at_I3_pos_SD3p5,numeric_cluster,1,0.00047834290428165355,0.9658038352615189
STAGE_DELTA_Rcat_cn_3_OW_ST_CATHODE_minus_THIN,engineered,1,0.0004766988473952459,0.9659255005145838
MEASURE_ET_DC_Big_MAG_18GHz,numeric_cluster,1,0.00047644104536834485,0.96604709997024
STAGE_STD_Rc_an_ct2,engineered,1,0.00047630291767830754,0.9661686641723175
FIC_ET_DC_RF_Vdg_max_0p1mA,numeric_cluster,1,0.000474195087702622,0.966289690404419
STAGE_STD_C_AN_2_OW_CR,engineered,1,0.0004735097869478709,0.9664105417309378
TOPSIN_ET_TR_1F,numeric_cluster,1,0.0004723687107821259,0.9665311018267955
TOPSIN_ET_DC_PIV_Ids0_QP2,numeric_cluster,1,0.0004717949633938648,0.966651515488229
STAGE_STD_Ran_con_3,engineered,1,0.000470412661020611,0.966771576352149
TOPSIN_ET_Load_Pull_ID_comp_Last_mA,numeric_cluster,1,0.00046998239430802674,0.9668915274014372
STAGE_STD_lkg_5,engineered,1,0.0004698251497153694,0.9670114383180436
STAGE_RANGE_DC_RF_Vbgd_0p1,engineered,1,0.0004695421136327391,0.9671312769968906
FIC_ET_DC_RF_n_gd,numeric_cluster,1,0.00046713248949725825,0.9672505006804804
FIC_ET_GT_lin25,numeric_cluster,1,0.00046335856111223635,0.9673687611648627
SIN_ET_DC_RF_Vdg_max_0p1,numeric_cluster,1,0.00046311466191778695,0.9674869594001807
STAGE_STD_DC_RF_Vp_1,engineered,1,0.0004620977686372276,0.9676048980993598
MEASURE_ET_R_660_HOR,numeric_cluster,1,0.0004611517232605664,0.9677225953445249
TOPSIN_ET_DC_SMALL_n_gs,numeric_cluster,1,0.00045679335092938325,0.9678391802260341
STAGE_RANGE_Ran_con_3,engineered,1,0.000455911347308922,0.9679555399985583
BRGM_Cd_Litho_BRGM_litho_CD,numeric_cluster,1,0.00045443115830836104,0.9680715219904977
THIN_ET_R_f_tn_2,numeric_cluster,1,0.00045096352729969807,0.9681866189578424
MEASURE_ET_DC_SEC_X_Vg_at_I3_neg_SD3p5,numeric_cluster,1,0.00044967336822005703,0.9683013866449052
THIN_ET_TF_AB_3,numeric_cluster,1,0.0004495242796970893,0.9684161162809154
FP2_Height2_FP2_Height2,numeric_cluster,1,0.0004492955472689865,0.9685307875387925
FIC_ET_R314,numeric_cluster,1,0.0004485010225312422,0.9686452560144437
GATE2_CD_330nm_Gate_Leg_Length,numeric_cluster,1,0.0004456806380320305,0.9687590046587053
MEASURE_ET_C500pf_0,numeric_cluster,1,0.0004414087351609203,0.9688716630084409
MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_pos_SD3p5,numeric_cluster,1,0.0004409718620876156,0.9689842098574389
MEASURE_ET_Ids_m2,numeric_cluster,1,0.00044050290374591074,0.9690966370167511
OHMIC_ET_Ran_con_2,numeric_cluster,1,0.00044026329059305877,0.9692090030209021
THIN_ET_R114,numeric_cluster,1,0.0004379935468726749,0.9693207897307131
MEASURE_ET_DC_RF_Vg_max_Vd_0p1mA,numeric_cluster,1,0.0004370099226580484,0.9694323253954678
SIN_ET_DC_RF_Vg_optt1,numeric_cluster,1,0.0004359861697943602,0.9695435997733494
STAGE_RANGE_C_CAT_2,engineered,1,0.00043336025993970706,0.9696542039545466
TOPSIN_ET_RGAN1,numeric_cluster,1,0.00043264669598972887,0.9697646260166994
STAGE_STD_R114,engineered,1,0.0004325159626809398,0.9698750147125011
MEASURE_ET_DC_RF_S22ang_10GHz,numeric_cluster,1,0.0004324841551491184,0.9699853952902396
MEASURE_ET_DC_RF_Min_S21_Mag_L2180,numeric_cluster,1,0.0004310048338901569,0.9700953983088623
GATE2_CD_310nm_Gate_Win_Length,numeric_cluster,1,0.0004308773317465392,0.9702053687858065
SIN_ET_DC_RF_Vg_optt,numeric_cluster,1,0.00043075348637395167,0.9703153076543702
MEASURE_ET_DC_RF_S12ang_26GHz_W,numeric_cluster,1,0.00043034465685650705,0.9704251421796006
FIC_ET_R_f_hr_1,numeric_cluster,1,0.0004295194140203785,0.9705347660825921
MEASURE_ET_DC_SEC_S_Id_at_Vboff_mA_mm_SD3p5,numeric_cluster,1,0.0004288594372951982,0.9706442215433151
MEASURE_ET_DC_Big_S11ang_10GHz,numeric_cluster,1,0.0004275261919089739,0.9707533367270724
STAGE_STD_HIRS,engineered,1,0.0004267063474870398,0.9708622426663989
THIN_ET_Rsh_cat_c2,numeric_cluster,1,0.0004250185673551005,0.9709707178427855
STAGE_STD_Ran_con_1,engineered,1,0.00042493225052858544,0.9710791709889982
STAGE_RANGE_DC_RF_Vg_optt1,engineered,1,0.0004229543018018412,0.9711871193141195
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg1_SD3p5,numeric_cluster,1,0.0004210274700764679,0.9712945758644637
MEASURE_ET_DC_RF_ids_m0p2_W,numeric_cluster,1,0.00041855229774910444,0.9714014006900422
MEASURE_ET_DC_PIV_Ids1_QP2,numeric_cluster,1,0.00041736931150083447,0.9715079235884775
STAGE_RANGE_DC_RF_Vt_gd,engineered,1,0.00041419893816239863,0.9716136373297758
FIC_ET_Vdg_max,numeric_cluster,1,0.0004134805049764539,0.9717191677092809
MEASURE_ET_Load_Pull_Vg,numeric_cluster,1,0.0004133403408434908,0.9718246623154572
MEASURE_ET_RF_Modeling_MAG_18,numeric_cluster,1,0.00041117160617462135,0.9719296034072842
THIN_ET_sh_GA142,numeric_cluster,1,0.0004108927985330045,0.9720344733405537
MEASURE_ET_LT_SEC_Vd_Id_min_Vd8,numeric_cluster,1,0.000408899335859583,0.9721388344931918
MEASURE_ET_Ran_con_3,numeric_cluster,1,0.0004081652321384252,0.9722430082845315
ANODE_ET_C_AN_2,numeric_cluster,1,0.0004078110849383686,0.9723470916888082
MEASURE_ET_DC_RF_Vdg_max,numeric_cluster,1,0.00040670881075445444,0.9724508937656424
MEASURE_ET_DC_SEC_X_Ig_cut2_mAmm_pos,numeric_cluster,1,0.00040615428917779774,0.9725545543149519
TOPSIN_ET_DC_PIV_Ids1_QP2,numeric_cluster,1,0.0004061252280176941,0.9726582074471396
TOPSIN_ET_Gate_res,numeric_cluster,1,0.0004047052869764248,0.9727614981755013
MEASURE_ET_DC_SEC_S_Vg_at_I3_neg_SD3p5,numeric_cluster,1,0.00040402194530285527,0.9728646144982859
TOPSIN_ET_TANR,numeric_cluster,1,0.00040077299511078797,0.9729669016091907
GATE2_CD_Gate_Win_Length,numeric_cluster,1,0.00040015546868613674,0.9730690311121862
TOPSIN_ET_G2_per_6K,numeric_cluster,1,0.00040011299431732736,0.9731711497746797
MEASURE_ET_Rsh_an_ct2,numeric_cluster,1,0.00039891544624504424,0.9732729627934945
MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_neg_FPSD3p2,numeric_cluster,1,0.00039788804870209183,0.9733745135952246
MEASURE_ET_RF_Modeling_Gds_err,numeric_cluster,1,0.0003974642189389043,0.9734759562251903
MEASURE_ET_DC_SEC_S_Vboff_Id_SD3p5,numeric_cluster,1,0.00039662994949417644,0.973577185929105
STAGE_STD_R_f_hr_1,engineered,1,0.0003937687200870288,0.9736776853770064
MEASURE_ET_Load_Pull_Pin_Cut,numeric_cluster,1,0.0003934274664672031,0.9737780977286031
MEASURE_ET_Load_Pull_Pout_W_last,numeric_cluster,1,0.0003933710581500613,0.9738784956834119
STAGE_STD_Rc_cat_ct2,engineered,1,0.00039079417858290093,0.9739782359552698
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg2,numeric_cluster,1,0.0003904314095572177,0.974077883639563
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg2_FPSD3p2,numeric_cluster,1,0.0003867422651399333,0.9741765897635997
GATE1_Thickness1_Triple_E-beam_thickness,numeric_cluster,1,0.00038487079697819323,0.9742748182430002
MEASURE_ET_sh_f_tn_23,numeric_cluster,1,0.0003842103437173964,0.9743728781585085
TOPSIN_ET_DC_SMALL_Vbin_gs,numeric_cluster,1,0.0003838880178908959,0.97447085580855
MEASURE_ET_DC_RF_Ids_m0p2,numeric_cluster,1,0.00038234395454520947,0.9745684393757051
TOPSIN_ET_C450pf_0,numeric_cluster,1,0.0003806700165251197,0.9746655957127675
MESA_ET_Probe_Number,numeric_cluster,1,0.00038042982080312273,0.9747626907459825
FIC_ET_DC_RF_Vdg_max_0p1,numeric_cluster,1,0.00037822402181357257,0.9748592228051234
STAGE_STD_C_AN_2,engineered,1,0.0003779336913534648,0.9749556807648007
STAGE_RANGE_Vdg_max,engineered,1,0.0003767839464759657,0.9750518452813486
MEASURE_ET_C_CAT_2_OW_ST,numeric_cluster,1,0.0003757314099254594,0.9751477411647198
MEASURE_ET_DC_SEC_X_Ids_max_SD3p5,numeric_cluster,1,0.00037312837365101293,0.9752429726893059
TOPSIN_ET_ABVIETCH,numeric_cluster,1,0.00037186009026990744,0.9753378805168257
MEASURE_ET_DC_RD_MSG_18GHz,numeric_cluster,1,0.0003704066761099355,0.9754324173973574
SIN_Thickness1_SiN_Thickness_1st,numeric_cluster,1,0.00036934618153431015,0.9755266836136287
ABVIA_CD_AB_VIA_litho,numeric_cluster,1,0.0003666834961970821,0.9756202702472094
STAGE_STD_DC_RF_Vg_gm_max,engineered,1,0.000366534296043517,0.9757138188012467
SIN_Thickness_RefractiveIndex,numeric_cluster,1,0.0003656401997519964,0.9758071391599523
STAGE_RANGE_DC_RF_Vds_max,engineered,1,0.00036519817763689695,0.9759003467037587
FIC_ET_TR_1F,numeric_cluster,1,0.0003642300060923585,0.9759933071464095
FIC_ET_Ig_mAmm_at_Vd_cond,numeric_cluster,1,0.00036271279426096446,0.97608588035934
MEASURE_ET_DC_RF_Vds_max,numeric_cluster,1,0.0003625491686100973,0.9761784118109859
MEASURE_ET_Rsh_cat_c2,numeric_cluster,1,0.00036221717484388223,0.9762708585296691
MEASURE_ET_DC_RF2_S12ang_26GHz,numeric_cluster,1,0.00036218034710652585,0.9763632958490094
TOPSIN_ET_C500pf_0,numeric_cluster,1,0.0003596369101320357,0.9764550840207697
STAGE_STD_DC_RF_Vg_max_Vd_0p1,engineered,1,0.0003590555427269709,0.9765467238132906
STAGE_RANGE_R_f_hr_2,engineered,1,0.00035841708105818304,0.9766382006547135
MEASURE_ET_C175pf,numeric_cluster,1,0.00035806985409875405,0.9767295888752889
MEASURE_ET_LT_SEC_Ig_Id_min_mA_mm_Vd8,numeric_cluster,1,0.0003517843110640808,0.9768193728709157
MEASURE_ET_RF_Modeling_Fmax_int,numeric_cluster,1,0.0003516567543082014,0.9769091243109258
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_SD3p5,numeric_cluster,1,0.0003515271990837049,0.9769988426852608
MEASURE_ET_DC_SEC_S_Ig_cut3_mAmm_pos,numeric_cluster,1,0.00034779554788589033,0.9770876086505649
MEASURE_ET_DC_SMALL_Vdg_max,numeric_cluster,1,0.0003474383821281438,0.9771762834583959
THIN_ET_Ran_con_3_OW_CR,numeric_cluster,1,0.00034730783630836256,0.9772649249477277
MEASURE_ET_DC_RF_Vdg_max_0p1,numeric_cluster,1,0.00034706051224407864,0.9773535033138843
FIC_ET_R_f_tn_1,numeric_cluster,1,0.00034516329532506107,0.9774415974636895
TFRP_M_Gauge_P_E_Resistors,numeric_cluster,1,0.00034199098364718456,0.977528881961646
MEASURE_ET_RF_Modeling_Fmax_ext,numeric_cluster,1,0.0003419319206826801,0.9776161513852833
SIN_GATE_ET_R114,numeric_cluster,1,0.00034144278714812475,0.9777032959700301
STAGE_RANGE_Vg_Vds_max,engineered,1,0.00034031950928530957,0.9777901538666799
MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_pos_FPSD3p2,numeric_cluster,1,0.00033834135067929125,0.9778765068886719
MEASURE_ET_Rsh_F_AB_2,numeric_cluster,1,0.0003371212011065433,0.9779625484985274
STAGE_RANGE_Gm_m2,engineered,1,0.0003370757181581016,0.9780485785000175
STAGE_STD_R214,engineered,1,0.0003363254299166403,0.978134417009522
OHMIC_CD_Ohmic_CD_litho,numeric_cluster,1,0.0003358752752027446,0.9782201406284883
MEASURE_ET_R_f_tn_3,numeric_cluster,1,0.00033572859280281506,0.9783058268105036
MEASURE_ET_DC_SEC_S_Vg_at_I3_pos,numeric_cluster,1,0.0003349947547179528,0.9783913256990175
FIC_ET_DC_PIV_Ids0_QP1,numeric_cluster,1,0.0003330137872854415,0.9784763189959922
MEASURE_ET_DC_RF_Vg_Vbon_max,numeric_cluster,1,0.0003319999255679906,0.9785610535305573
MEASURE_ET_DC_Big_S21dB_10GHz,numeric_cluster,1,0.0003316238096062127,0.978645692071092
SIN_GATE_ET_R414,numeric_cluster,1,0.0003292788975344057,0.9787297321324773
THIN_ET_DC_RF_Vg_optt2,numeric_cluster,1,0.000328920761044385,0.978813680788635
MEASURE_ET_DC_RD_Id_Vbon_max,numeric_cluster,1,0.00032882877141238046,0.9788976059667793
SIN_ET_DC_RF_Ids_m0p2,numeric_cluster,1,0.00032707394776366057,0.9789810832708321
STAGE_RANGE_Rcat_cn_1_OW_ST,engineered,1,0.0003270605548097691,0.979064557156674
MEASURE_ET_RF_Modeling_R_Gd,numeric_cluster,1,0.0003270514941004697,0.9791480287300004
TOPSIN_ET_KLV_F_M1_4u,numeric_cluster,1,0.00032457678418767164,0.9792308686965808
MEASURE_ET_RF_Modeling_Gds,numeric_cluster,1,0.0003243922734508114,0.9793136615714898
STAGE_RANGE_DC_RF_n_gs,engineered,1,0.00032411119943888774,0.9793963827094081
THIN_ET_i5021_3,numeric_cluster,1,0.0003239982706142262,0.9794790750251169
MEASURE_ET_DC_SMALL_Vbgs1,numeric_cluster,1,0.0003233357930056156,0.9795615982602703
STAGE_RANGE_Ran_con_2_OW_CR,engineered,1,0.00032244417960185874,0.9796438939337859
STAGE_DELTA_Rc_cat_ct2_OW_ST_CATHODE_minus_THIN,engineered,1,0.0003218564536355674,0.9797260396052011
MEASURE_ET_DC_Stress_Ig_max_after,numeric_cluster,1,0.00032183055818951436,0.9798081786674625
STAGE_DELTA_TF_AB_1_TFRP_minus_THIN,engineered,1,0.00032056973072786286,0.979889995935591
THIN_ET_Ran_con_1,numeric_cluster,1,0.00032038413654700797,0.9799717658355267
MEASURE_ET_DC_SEC_S_Ig_cut3_mAmm_pos_SD3p5,numeric_cluster,1,0.0003201130083226915,0.9800534665368809
MEASURE_ET_DC_RF_Max_S11_Ph_L1002,numeric_cluster,1,0.00031947920698438965,0.9801350054765681
STAGE_RANGE_G_per_6K,engineered,1,0.0003174395799380483,0.980216023853342
STAGE_STD_DC_RF_Vbgd_0p1,engineered,1,0.0003170063244568583,0.9802969316526767
FIC_ET_Id_mAmm_at_Vd_cond,numeric_cluster,1,0.0003162419873728966,0.9803776443744165
STAGE_DELTA_Gm_max_FIC_minus_TOPSIN,engineered,1,0.00031586259399327246,0.9804582602656482
MEASURE_ET_RF_Modeling_Rgs_err,numeric_cluster,1,0.00031418415286849603,0.9805384477774842
THIN_ET_R314,numeric_cluster,1,0.00031394071817385564,0.9806185731588076
STAGE_RANGE_DC_RF_Vds_max_0p1mA,engineered,1,0.00031393851795138696,0.9806986979785802
MEASURE_ET_DC_SEC_S_Vg_at_I2_neg,numeric_cluster,1,0.0003135761894045291,0.9807787303232093
STAGE_DELTA_DC_PIV_Gate_Lag_1_FIC_minus_TOPSIN,engineered,1,0.0003123826557925045,0.9808584580487486
TOPSIN_ET_R_f_tn_2,numeric_cluster,1,0.0003121898074666622,0.9809381365546591
MEASURE_ET_C20,numeric_cluster,1,0.0003119049587328354,0.9810177423601771
TOPSIN_ET_DC_SMALL_Vg_optt,numeric_cluster,1,0.00031173840566084936,0.9810973056572608
TANR_M_Gauge_P_E_TaN,numeric_cluster,1,0.000311102530794785,0.9811767066634624
MEASURE_ET_DC_Big_Ids_m0p2,numeric_cluster,1,0.00031085694211790136,0.981256044989402
STAGE_STD_Rsh_cat_c2_OW_ST,engineered,1,0.0003093338794013606,0.9813349945923318
STAGE_STD_Ran_con_2,engineered,1,0.00030932002728246803,0.9814139406598605
THIN_ET_Ran_con_2_OW_CR,numeric_cluster,1,0.0003091575168374188,0.9814928452507327
STAGE_RANGE_DC_RF_Vdg_max_0p1mA,engineered,1,0.0003066095775809111,0.9815710995449318
STAGE_RANGE_Rsh_an_ct2,engineered,1,0.0003051374025705577,0.9816489781039134
STAGE_RANGE_C_AN_2,engineered,1,0.00030319790391776524,0.9817263616552068
STAGE_RANGE_Ran_con_3_OW_CR,engineered,1,0.0003031009000748931,0.981803720448737
THIN_ET_TFR_AB,numeric_cluster,1,0.0003014617372202973,0.9818806608876508
STAGE_STD_Ran_con_1_OW_CR,engineered,1,0.00030137360291824367,0.9819575788325262
MEASURE_ET_DC_PIV_Ids0_QP2,numeric_cluster,1,0.00029913409046479966,0.9820339251988235
HIRS_M_Gauge_P_E_MoSi,numeric_cluster,1,0.00029838781971595126,0.982110081098498
MEASURE_ET_LT_SEC_Vg_Id_min_Vd7,numeric_cluster,1,0.0002967363022608253,0.9821858154903585
FIC_ET_DC_PIV_Ids1_QP1,numeric_cluster,1,0.00029552985255470895,0.982261241966625
BRGM_ET_Probe_Number,numeric_cluster,1,0.00029544870210482883,0.9823366477313036
TOPSIN_ET_DC_RF_Vdg_max_0p1,numeric_cluster,1,0.0002945021912933157,0.9824118119231778
MEASURE_ET_RF_Modeling_Cgs_err,numeric_cluster,1,0.0002944429256712132,0.9824869609890098
MEASURE_ET_DC_RD_S11dB_18GHz,numeric_cluster,1,0.00029398915021283363,0.9825619942402005
CHRE_CD_Channel_recess_CD,numeric_cluster,1,0.000293897120167336,0.9826370040030635
SIN_GATE_ET_R314,numeric_cluster,1,0.0002921669309375479,0.9827115721791434
CHRE_CD_2_Channel_recess_CD_Etch,numeric_cluster,1,0.0002895052203664503,0.9827854610213169
STAGE_RANGE_DC_PIV_Ids0_QP1,engineered,1,0.00028916799893522827,0.9828592637962994
MEASURE_ET_Vbpin,numeric_cluster,1,0.00028901669014395404,0.9829330279535623
TOPSIN_ET_DC_RF_Vboff,numeric_cluster,1,0.00028736739684975376,0.9830063711706717
STAGE_STD_Rc_f_tn_23,engineered,1,0.0002868668928847733,0.9830795866468773
STAGE_STD_DC_RF_Vbgs_0p01,engineered,1,0.0002867184719950489,0.9831527642424269
MEASURE_ET_R_f_tn_2,numeric_cluster,1,0.00028504396291822705,0.9832255144621359
GATE2_Thickness4_PMMA_PR_etch_thickness,numeric_cluster,1,0.00028432606936040387,0.9832980814577783
SIN_GATE_ET_I_5,numeric_cluster,1,0.0002827787328803546,0.9833702535351501
