unit,cluster_size,oof_importance,cumulative_fraction
MEASURE_ET_DC_RF_S12dB_26GHz_W,1,0.0014414009802816278,0.9148643595290217
FIC_ET_DC_RF_Vdg_max_0p1mA,1,0.0014377267523227647,0.9152331347443514
MEASURE_ET_LT_SEC_Vbgd1_Vd3,1,0.0014325248723891086,0.9156005756836167
MEASURE_ET_DC_SEC_X_Ig_cut2_mAmm_pos_SD3p5,1,0.001424538568386383,0.9159659681453299
MEASURE_ET_DC_SEC_Ids_max_ON,1,0.0014219382740551633,0.9163306936346157
MEASURE_ET_DC_SEC_S_Id_at_Vboff_mA_mm_SD3p5,1,0.0014070443253600923,0.9166915988436374
MEASURE_ET_DC_RF_Max_S11_Mag_L2180,1,0.0014009619817887686,0.9170509439387107
MEASURE_ET_DC_RF_CF_S12_Ph_L1018,1,0.0013863997575439702,0.9174065538404499
MEASURE_ET_DC_RF_CF_S11_Mag_L2180,1,0.0013838035552111078,0.9177614978193545
SIN_Thickness2_RefractiveIndex,1,0.0013792812899174993,0.9181152818425479
MEASURE_ET_DC_SEC_S_Id_at_Vboff_mA_mm,1,0.0013749744049145402,0.9184679611548205
MEASURE_ET_DC_SEC_S_Ig_cut2_mAmm_neg_FPSD3p2,1,0.0013722277327954128,0.918819935948936
FIC_ET_Ig_mAmm_at_Vd_cond,1,0.0013557536513133155,0.919167685160592
MEASURE_ET_DC_RF_Vbin_gd,1,0.0013511782050495767,0.9195142607756808
MEASURE_ET_LT_SEC_Vd_Id_min,1,0.001341075951763053,0.9198582451747231
MEASURE_ET_DC_RF_S22dB_26GHz,1,0.0013337515301546023,0.9202003508682665
THIN_ET_DC_RF_Vbgd1,1,0.001332281758169632,0.92054207956703
MEASURE_ET_DC_RF_CF_S21_Ph_L1002,1,0.0013317074264764407,0.9208836609503921
MEASURE_ET_DC_SEC_Vds_min_ON,1,0.001314824824348996,0.9212209119662313
GATE2_Ali_Litho_Gate_to_recess_alignment,1,0.001305181614337168,0.9215556895100825
MEASURE_ET_DC_SEC_X_Vg_at_I2_pos,1,0.0012870105454727957,0.9218858061962132
MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_neg_FPSD3p2,1,0.0012840193042494826,0.9222151556325001
FIC_ET_DC_RF_Vt_gd,1,0.0012772629476324713,0.9225427720712878
FIC_ET_DC_PIV_Ids1_QP2,1,0.0012744484609273157,0.922869666597557
MEASURE_ET_DC_Big_S22ang_10GHz,1,0.0012723327700420901,0.9231960184516108
SIN_ET_DC_RF_Vbgs_0p01,1,0.0012692680398673905,0.9235215842059914
TOPSIN_ET_DC_RF_Vdg_max,1,0.0012646597719833826,0.923845967945098
MEASURE_ET_DC_SEC_X_Vboff_Id,1,0.001264143295388097,0.9241702192085672
MEASURE_ET_sh_GA144,1,0.0012597122994999744,0.9244933339268202
TOPSIN_ET_R_f_tn_1,1,0.0012583691545846724,0.9248161041299875
MEASURE_ET_DC_RD_S12dB_18GHz,1,0.0012562139784987824,0.9251383215330319
FIC_ET_DC_RF_Vdg_max,1,0.0012541720437148187,0.925460015182214
MEASURE_ET_RF_Modeling_R_Gg,1,0.0012458408672112473,0.9257795718944545
TOPSIN_ET_Vdg_max,1,0.001241952752135937,0.9260981313097664
MEASURE_ET_DC_RF2_Ft,1,0.001232079347550591,0.9264141582084536
MEASURE_ET_RF_Modeling_ids_m0p2_W,1,0.0012314970472485913,0.9267300357478006
MEASURE_ET_G_per_6K,1,0.0012310200241916662,0.9270457909312964
TOPSIN_ET_R_f_tn_3,1,0.0012304952404821547,0.9273614115083899
THIN_ET_Rc_f_tn_23,1,0.0012220901216899733,0.927674876182432
MEASURE_ET_DC_RF_CF_S12_Mag_L1018,1,0.001221416325389074,0.927988168028518
SIN_ET_DC_RF_Vds_max_0p1mA,1,0.0012192912717521594,0.9283009148008541
MEASURE_ET_DC_RF_MAG_35GHz,1,0.0012130118623123064,0.928612050912079
MEASURE_ET_DC_Diode_Rs,1,0.0012099602655815471,0.9289224042923436
MEASURE_ET_Vbpin_D60,1,0.0012011182712062475,0.9292304897114853
MEASURE_ET_DC_SEC_X_Vboff_Id_plus_Ig_SD3p5,1,0.0011953846214756434,0.9295371044562372
TOPSIN_ET_OHMC,1,0.0011913265354754044,0.929842678306719
MEASURE_ET_RF_Modeling_MAG_19G_After,1,0.0011864857454996288,0.9301470105002845
MEASURE_ET_DC_RF2_MAG_35GHz,1,0.0011809103572030378,0.9304499126133313
MEASURE_ET_DC_Diode_S11_dB_rev_9p5,1,0.0011782122227998269,0.9307521226580878
MEASURE_ET_DC_Big_S11ang_10GHz,1,0.0011732639699474445,0.931053063481827
THIN_ET_C_AN_2_OW_CR,1,0.001170623676954221,0.9313533270735292
THIN_ET_DC_RF_Vbgs1,1,0.001164459342656395,0.9316520095207586
MEASURE_ET_DC_SEC_X_Ig_cut3_mAmm_pos_SD3p5,1,0.001153488137525344,0.9319478778668188
MEASURE_ET_DC_RD_S21ang_18GHz,1,0.0011439217296199248,0.9322412924405403
TOPSIN_ET_DC_RF_Vbgd_0p01,1,0.0011435549800887213,0.93253461294344
TOPSIN_ET_Load_Pull_Freq,1,0.0011404091409786953,0.9328271265423204
SIN_ET_DC_RF_Vt_gs,1,0.0011392491072734913,0.9331193425939242
MEASURE_ET_RF_Modeling_S21_25G_After,1,0.001135954712348038,0.9334107136371173
BRGM_ET_Probe_Number,1,0.0011328713901545163,0.9337012938118063
MEASURE_ET_DC_SEC_S_Ig_mAmm_at_Vg_cond_pos_FPSD3p2,1,0.0011310730863047873,0.9339914127236801
THIN_ET_sh_GA142,1,0.0011299454055971687,0.9342812423867831
MEASURE_ET_DC_PIV_Ids0_QP3,1,0.0011278613028442527,0.9345705374799893
TOPSIN_ET_DC_RF_Vbgd1,1,0.0011145735485202813,0.9348564242798922
MEASURE_ET_DC_SEC_S_Vg_at_I1_neg_SD3p5,1,0.0011143597186430325,0.935142256232684
MEASURE_ET_Rc_OG144,1,0.0011054471574548498,0.9354258021240485
MEASURE_ET_RF_Modeling_S21dB_10GHz,1,0.0011033677061314388,0.9357088146386026
MEASURE_ET_DC_SMALL_Vg_max_Vd,1,0.0010942328331760899,0.9359894840690234
SIN_ET_DC_RF_Vbgd1,1,0.0010926111600450075,0.9362697375421999
MEASURE_ET_DC_SEC_Vgs_back_0p5V,1,0.0010829756967996756,0.9365475195304247
MEASURE_ET_DC_SEC_S_Ig_cut2_mAmm_neg_SD3p5,1,0.001080274197168411,0.936824608587182
THIN_ET_OHMC,1,0.0010795470756380047,0.9371015111381249
MEASURE_ET_DC_RF2_S12ang_26GHz,1,0.001079000114032795,0.9373782733940613
MEASURE_ET_RF_Modeling_Tau_err,1,0.0010757509863319025,0.9376542022525769
MEASURE_ET_DC_SEC_Vboff_1,1,0.0010739451638694408,0.9379296679197618
MEASURE_ET_DC_SEC_Vboff_Vds_min_ON,1,0.0010721671331222773,0.9382046775241584
FIC_ET_GT_lin25,1,0.0010694750913315834,0.9384789966230124
MEASURE_ET_DC_RF_Min_S21_Ph_L2180,1,0.00106548502081942,0.9387522922734887
FIC_ET_DC_RF_n_gd,1,0.0010593459532050743,0.9390240132603664
THIN_ET_Probe_Number,1,0.0010439575557994153,0.9392917871414693
MEASURE_ET_Ran_con_1,1,0.0010374238282331283,0.9395578851291619
MEASURE_ET_DC_RD_S11ang_18GHz,1,0.0010273699356766228,0.9398214043052782
MEASURE_ET_DC_RF_Vbon_max,1,0.0010250938662902918,0.9400843396722827
MEASURE_ET_RF_Modeling_S21ang_10GHz,1,0.0010191864355502667,0.9403457597902738
THIN_ET_DC_RF_Vbin_gs,1,0.0010156602879868293,0.9406062754555761
MEASURE_ET_DC_Diode_Vbpin,1,0.0010043522873287136,0.9408638906320538
MEASURE_ET_R_660_VER,1,0.0010000149853246366,0.941120393295686
FIC_ET_DC_PIV_Ids0_QP2,1,0.000986122889650048,0.9413733326531715
FIC_ET_DC_RF_n_gs,1,0.0009849210853070897,0.9416259637492612
ANODE_ET_C_AN_2,1,0.0009825768008551753,0.9418779935391555
SIN_ET_DC_RF_Vg_max_Vd,1,0.0009786830251902012,0.9421290245801867
FIC_ET_HIRS,1,0.0009781571261383835,0.9423799207287317
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg3_FPSD3p2,1,0.0009771072813842745,0.9426305475933363
MEASURE_ET_I_5,1,0.000976683922414468,0.9428810658668646
MEASURE_ET_DC_RF_Min_S21_Mag_L1018,1,0.0009754877055456173,0.9431312773121777
TOPSIN_ET_DC_SMALL_Vbgd_0p01,1,0.0009740541056031599,0.9433811210407975
MEASURE_ET_DC_Stress_Id_max_Ig_before,1,0.0009730872336482718,0.9436307167679018
MEASURE_ET_DC_RD_S21dB_18GHz,1,0.0009719425064067911,0.9438800188738194
MEASURE_ET_DC_RF2_S22ang_26GHz,1,0.0009673654637367482,0.9441281469736936
MEASURE_ET_DC_Stress_Id_stress_after,1,0.0009655372303384532,0.9443758061338585
MEASURE_ET_Load_Pull_Pin_Last,1,0.0009618574431850535,0.9446225214329611
THIN_ET_DC_RF_Vbgs_0p1,1,0.0009616614629026193,0.9448691864633524
MEASURE_ET_LT_SEC_Vg_Id_min,1,0.0009376892473458576,0.9451097026487427
TOPSIN_ET_sh_GA142_GN,1,0.000935810066661993,0.9453497368265051
OHMIC_ET_Ran_con_1,1,0.000934057584351352,0.9455893214946232
FIC_ET_OHMC,1,0.0009259287587061792,0.9458268211285558
MEASURE_ET_DC_RF_Min_S21_Mag_L1002,1,0.0009241583602821714,0.9460638666573818
SIN_ET_DC_RF_Vds_max_0p1,1,0.0009225401307057851,0.9463004971122312
TOPSIN_ET_RGAN2,1,0.0009212930844425049,0.9465368077011858
MEASURE_ET_DC_SEC_X_Vg_at_I2_neg_SD3p5,1,0.0009209239033659198,0.9467730235956298
FIC_ET_G_per_6K,1,0.0009201272232039322,0.9470090351425523
TOPSIN_ET_DC_RF_Vbin_gs,1,0.0009180908712669194,0.9472445243676062
MEASURE_ET_DC_RF_S12dB_26GHz,1,0.0009153959916348622,0.9474793223592147
MEASURE_ET_DC_SEC_X_Vg_at_I2_neg_FPSD3p2,1,0.0009140186549474776,0.9477137670655882
MEASURE_ET_RF_Modeling_K,1,0.000913852989964096,0.947948169279089
THIN_ET_TF_AB_3,1,0.0009080886579278917,0.9481810929482248
MEASURE_ET_VIA_KLV_2,1,0.000905118507057882,0.9484132547771676
THIN_ET_C_CAT_2,1,0.0009030532130451585,0.9486448868606333
MEASURE_ET_RF_Modeling_L_Gg,1,0.0008974793842694824,0.9488750892635957
VIA_Etch_Via_etch_end_point_time,1,0.0008953746778002652,0.9491047518118323
THIN_ET_DC_RF_Vg_max_Vd,1,0.0008880125272475153,0.9493325259771402
GATE2_ET_Ids2_Gate_recess_current,1,0.0008850367942256828,0.9495595368704396
MEASURE_ET_DC_SMALL_Vbgd_0p01,1,0.000879149905653072,0.9497850377837672
SIN_GATE_ET_R514,1,0.0008789454554911745,0.9500104862558696
MEASURE_ET_R_f_tn_3,1,0.0008779373103377805,0.9502356761399298
MEASURE_ET_DC_SEC_X_Ids_max_SD3p5,1,0.0008757254059728981,0.9504602986731306
TOPSIN_ET_C500pf_0,1,0.0008682572126063074,0.950683005623546
MEASURE_ET_DC_RF_CF_S12_Mag_L2180,1,0.0008638896028938216,0.9509045922872243
TOPSIN_ET_DC_PIV_Ids0_QP2,1,0.0008602767276763741,0.9511252522526729
MEASURE_ET_DC_RF_S22ang_26GHz,1,0.0008587176307438901,0.951345512311598
CATHODE_ET_Probe_Number,1,0.0008565719871634969,0.951565222015477
MEASURE_ET_DC_SEC_X_Ig_cut2_mAmm_pos_FPSD3p2,1,0.0008549962310152364,0.9517845275397634
FIC_ET_DC_RF_Vbin_gd,1,0.0008523003844959198,0.9520031415825989
MEASURE_ET_DC_RF_CF_S12_Ph_L1002,1,0.0008510217500384878,0.9522214276572051
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg2,1,0.0008475496901412357,0.9524388231525448
TOPSIN_ET_R_f_tn_2,1,0.0008459118130280917,0.9526557985343379
THIN_ET_R_400_VER,1,0.00083574650489614,0.9528701665265911
MEASURE_ET_LT_SEC_Vbgd1,1,0.0008202077557015227,0.9530805488480129
TOPSIN_ET_Ids_m2,1,0.0008179440029034557,0.9532903505195134
TOPSIN_ET_R_f_hr_1,1,0.0008135456235241539,0.9534990240118936
MEASURE_ET_RF_Modeling_Gds_err,1,0.000812527743172445,0.9537074364191648
MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_pos_SD3p5,1,0.0008119583176913372,0.9539157027694721
FIC_ET_DC_RF_Vbgd1,1,0.0008100139386147303,0.9541234703888407
MEASURE_ET_RF_Modeling_S11dB_10GHz,1,0.000804105062971523,0.9543297223885799
MEASURE_ET_DC_SEC_X_Vg_at_I1_pos,1,0.0008038342584242615,0.9545359049272722
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg1,1,0.0007959685243585626,0.954740069914459
SIN_GATE_ET_Probe_Number,1,0.0007943140688540134,0.9549438105357613
MEASURE_ET_DC_RF_Vdg_max_0p1,1,0.0007911210753157672,0.955146732157989
MEASURE_ET_DC_RF_Ids_m0p2,1,0.000790690736060644,0.9553495433987055
MEASURE_ET_DC_SMALL_Vbgd1,1,0.0007905215327753212,0.9555523112389791
SIN_ET_DC_RF_Vg_optt2,1,0.0007857457213534938,0.9557538540892588
MEASURE_ET_DC_RF_CF_S22_Ph_L2180,1,0.000785299238797261,0.9559552824172898
MEASURE_ET_C385pf_0,1,0.0007809199873215955,0.9561555874724851
MEASURE_ET_OHMC,1,0.0007784758083172549,0.95635526559865
MEASURE_ET_DC_SEC_S_Ig_cut3_mAmm_pos_SD3p5,1,0.0007779742381280911,0.9565548150726535
MEASURE_ET_DC_PIV_Gate_Lag_0,1,0.0007779351989111331,0.9567543545331438
THIN_ET_Rsh_an_ct2,1,0.000773131386678455,0.9569526618214654
MEASURE_ET_R_4000_HOR,1,0.0007729868842140982,0.9571509320450753
FIC_ET_R214,1,0.0007727159936479781,0.9573491327855748
THIN_ET_DC_RD_Vboff,1,0.0007717888306345094,0.9575470957098553
MEASURE_ET_DC_SEC_X_Ig_cut3_mAmm_neg_SD3p5,1,0.0007626139645483783,0.957742705291812
THIN_ET_Ran_con_2,1,0.0007592964389206848,0.9579374639323601
MEASURE_ET_Probe_Number,1,0.000755442102765569,0.9581312339402329
MEASURE_ET_DC_SMALL_Vbin_gd,1,0.000754321990823086,0.9583247166407143
OHMIC_ET_R314,1,0.0007468666300107763,0.9585162870499453
MEASURE_ET_DC_Big_S22dB_10GHz,1,0.0007414352094595922,0.9587064643062144
SIN_GATE_ET_OHMC_GN,1,0.0007370308728935797,0.9588955118553518
MEASURE_ET_DC_SMALL_Vg_optt,1,0.0007356736207780704,0.9590842112709234
THIN_ET_DC_RF_Vbgd_0p1,1,0.00073558845506418,0.9592728888415898
SIN_ET_DC_RF_Vbgs_0p1,1,0.0007316755746506893,0.9594605627630476
MEASURE_ET_R_660_HOR,1,0.0007274305929791683,0.9596471478517161
MEASURE_ET_DC_SEC_X_Bin_SD3p5,1,0.0007247679997956556,0.9598330499883752
MEASURE_ET_DC_SEC_S_Vg_at_I3_pos_SD3p5,1,0.0007204152994387,0.9600178356625292
MEASURE_ET_Ids_m2,1,0.0007180384890984022,0.9602020116876359
MEASURE_ET_R_f_hr_2,1,0.0007128157655626688,0.9603848480903189
TOPSIN_ET_C385pf,1,0.0007117298161384919,0.9605674059482561
MEASURE_ET_DC_SEC_X_Vboff_Id_FPSD3p2,1,0.0007105443016759985,0.9607496597231326
TOPSIN_ET_DC_RF_Vbin_gd,1,0.0007097035471440906,0.960931697845464
TOPSIN_ET_TR_1F,1,0.0007065307337003934,0.9611129221448911
MEASURE_ET_DC_RD_S12ang_18GHz,1,0.0007062225021549787,0.9612940673832906
TOPSIN_ET_DC_PIV_Ids0_QP1,1,0.0007000232103872114,0.9614736225106674
MEASURE_ET_OHMC_GN,1,0.0006980257551625424,0.9616526652931362
TOPSIN_ET_C450pf_0,1,0.0006961414215148726,0.9618312247462482
MEASURE_ET_DC_PIV_Ids1_QP1,1,0.0006930761804867917,0.9620089979686536
BRGM_Height3_TOP_metal_thickness,1,0.000691797182554233,0.9621864431295987
MEASURE_ET_DC_Stress_Stress_time,1,0.000685810949281041,0.9623623528287734
SIN_GATE_ET_OHMC,1,0.0006818589616013517,0.962537248847772
SIN_Thickness1_RefractiveIndex,1,0.0006813325557054751,0.9627120098442795
THIN_ET_Vbpin_D60,1,0.0006789244837584609,0.9628861531731744
MEASURE_ET_DC_Big_Vds_max_0p1mA,1,0.0006739864732431797,0.9630590299081992
SIN_GATE_ET_RGAN3,1,0.0006731311263036574,0.9632316872477436
SIN_ET_DC_RF_Vdg_max,1,0.0006730886754107055,0.9634043336986838
THIN_ET_Rsh_an_ct2_OW_CR,1,0.0006712059450255023,0.9635764972315022
MEASURE_ET_DC_RF_MAG_35GHz_W,1,0.0006703406745207801,0.9637484388234573
SIN_ET_DC_RF_Vdg_max_0p1mA,1,0.0006695837496432446,0.9639201862650744
FIC_ET_DC_RF_Vg_optt,1,0.0006628948743969328,0.9640902180180843
MEASURE_ET_DC_SEC_S_Vg_at_I3_pos_FPSD3p2,1,0.0006620394737655368,0.9642600303618417
SIN_GATE_ET_RGAN1,1,0.0006577232246448828,0.9644287355927932
MEASURE_ET_RF_Modeling_Ld,1,0.0006569249385663331,0.9645972360643077
FIC_ET_Gate_res,1,0.0006553280738043545,0.964765326941895
MEASURE_ET_RF_Modeling_S21_19G_Before,1,0.0006538345127708821,0.9649330347228398
TOPSIN_ET_Load_Pull_GL_meas,1,0.000647734676276326,0.9650991779029221
MEASURE_ET_Load_Pull_Id_ini,1,0.0006425259420734583,0.9652639850488282
MEASURE_ET_RF_Modeling_S22dB_10GHz,1,0.0006415443648227152,0.9654285404213278
TOPSIN_ET_G_per_6K,1,0.0006414747096684262,0.9655930779273624
ANODE_ET_Rsh_an_ct2_OW_CR,1,0.0006404224052980906,0.9657573455185678
THIN_ET_DC_RF_Vdg_max_0p1mA,1,0.0006397188893133454,0.9659214326587535
THIN_ET_R214,1,0.0006365904653852316,0.9660847173618934
TOPSIN_ET_DC_SMALL_Vbgd1,1,0.0006339123295994261,0.9662473151263646
TOPSIN_ET_DC_PIV_Ids1_QP2,1,0.0006311467927754277,0.9664092035339041
MEASURE_ET_DC_SEC_X_Id_at_Vboff_mA_mm_FPSD3p2,1,0.0006256891537509331,0.9665696920634742
MEASURE_ET_DC_RF_CF_S11_Mag_L1018,1,0.0006179925712068571,0.9667282064287044
TOPSIN_ET_Load_Pull_Pin_Last,1,0.0006150167489821499,0.9668859574990457
MEASURE_ET_Vk,1,0.0006125099155724923,0.9670430655695758
TOPSIN_ET_Vg_Vds_max,1,0.0006102998418275853,0.9671996067587982
TOPSIN_ET_C175pf,1,0.0006102442430604054,0.9673561336870026
THIN_ET_C_CAT_2_OW_ST,1,0.0006098768853315853,0.9675125663883831
MEASURE_ET_Load_Pull_Pin_Cut,1,0.0006038551730530911,0.9676674545276702
MEASURE_ET_DC_SEC_S_Vg_at_I1_neg,1,0.000595078681803938,0.967820091507309
MEASURE_ET_DC_SEC_Vt_gs,1,0.0005926444113068764,0.9679721040994378
MEASURE_ET_DC_SEC_S_Vg_at_I1_pos_FPSD3p2,1,0.0005883040694871451,0.9681230033990118
MEASURE_ET_DC_RF_Vg_max_Vd_0p1mA,1,0.0005866043149406897,0.9682734667135506
MEASURE_ET_DC_RF_Freq_cut_L1002,1,0.000581817616852872,0.9684227022456786
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg2,1,0.0005816351208086159,0.9685718909677866
CHRE_CD_2_Channel_recess_CD_Etch,1,0.0005769117089457552,0.9687198681403258
GATE2_CD_330nm_Gate_Win_Length,1,0.0005756458782543982,0.9688675206287864
HIRS_M_Gauge_P_E_MoSi,1,0.0005708300569922938,0.9690139378647765
MEASURE_ET_C500pf,1,0.0005701208660974717,0.9691601731941388
TANR_M_Gauge_P_E_TaN,1,0.0005679025031443852,0.9693058395160217
TOPSIN_ET_KLV_F_AB_4u_FEMSO,1,0.000567800827857307,0.9694514797583133
MEASURE_ET_Rsh_an_ct2,1,0.0005660265733747445,0.9695966649064238
MEASURE_ET_Load_Pull_Vg,1,0.0005649137108455075,0.969741564606609
MEASURE_ET_DC_SEC_X_Ig_cut2_mAmm_pos,1,0.0005609964523563391,0.9698854595346144
MEASURE_ET_DC_SEC_S_Vg_at_I1_pos_SD3p5,1,0.0005588157107619318,0.9700287951049742
MEASURE_ET_DC_SEC_S_Ig_cut3_mAmm_neg_FPSD3p2,1,0.0005569149802704859,0.9701716431402061
MEASURE_ET_DC_Stress_Ig_max_after,1,0.000550206914696276,0.9703127705645342
MEASURE_ET_DC_RF_CF_S21_Mag_L2180,1,0.0005470815347207081,0.9704530963325869
SIN_ET_DC_RF_Vdg_max_0p1,1,0.0005460444444045123,0.9705931560881973
MEASURE_ET_DC_SEC_S_Ids_max_norm_FPSD3p2,1,0.0005415006902190893,0.9707320503762212
SIN_CAPACITOR_ThicknessGN1_RefractiveIndex,1,0.0005391900241114182,0.9708703519811152
SIN_ET_DC_RF_Vg_max_Vd_0p1mA,1,0.0005388068945505564,0.971008555313729
CATHODE_ET_C_CAT_2_OW_ST,1,0.0005375102078729794,0.9711464260477402
MEASURE_ET_RF_Modeling_Delta_MAG_25G,1,0.0005369784127145057,0.9712841603769208
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_SD3p5,1,0.0005336721319327009,0.9714210466489825
GATE2_CD_310nm_Gate_Win_Length,1,0.0005320509600925277,0.9715575170923804
MEASURE_ET_DC_RF_K,1,0.0005302604311644328,0.9716935282672212
MEASURE_ET_DC_SEC_X_Ig_cut3_mAmm_neg_FPSD3p2,1,0.0005282714529441506,0.9718290292714957
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg2_FPSD3p2,1,0.0005259975960999975,0.971963947034173
MEASURE_ET_DC_Big_MAG_10GHz,1,0.0005235626874471655,0.9720982402456543
TOPSIN_ET_DC_SMALL_Vt_gd,1,0.0005219299273807154,0.9722321146561053
MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_pos,1,0.0005213750541942404,0.9723658467422388
MEASURE_ET_DC_RF_Vg_optt,1,0.0005210142696271666,0.9724994862875566
MEASURE_ET_DC_RF_Max_S11_Freq_L1002,1,0.0005204105210972193,0.9726329709720889
FIC_ET_Vg_Vds_max,1,0.0005202837913078646,0.9727664231505798
THIN_Measure2_Thickness_after_grinding,1,0.0005181595285947726,0.9728993304581917
MEASURE_ET_DC_SEC_X_Vg_at_I3_neg,1,0.0005171673425131715,0.9730319832712444
MEASURE_ET_DC_RF_CF_S12_Ph_L2180,1,0.0005135473803208521,0.9731637075682666
MEASURE_ET_DC_SEC_X_Ids_max,1,0.0005130288984606103,0.9732952988753036
MEASURE_ET_sh_f_tn_23,1,0.0005090374462818286,0.973425866379567
SIN_Thickness1_SiN_Thickness_1st,1,0.0005083003341946551,0.9735562448154499
MEASURE_ET_RF_Modeling_MAG_25G_After,1,0.0005076634038590404,0.9736864598794533
FMESA_ET_Probe_Number,1,0.0005049665622662438,0.9738159832067707
GATE2_CD_330nm_Gate_Leg_Length,1,0.0005025426044999732,0.9739448847917814
MEASURE_ET_Gate_res,1,0.0004996985859849533,0.9740730568893994
MEASURE_ET_DC_SEC_Vg_max_ON,1,0.0004980518190284176,0.9742008065932362
TOPSIN_ET_DC_RF_Vds_max_0p1,1,0.0004955544664793473,0.9743279157290913
MEASURE_ET_R_f_hr_1,1,0.0004920860481713526,0.9744541352197434
MEASURE_ET_RF_Modeling_Ft_ext,1,0.0004885531053462803,0.9745794485147301
THIN_ET_R114,1,0.0004837223992011157,0.9747035227392911
FP2_Height2_FP2_Height2,1,0.0004820629605003141,0.9748271713197837
MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_pos,1,0.0004817855227040932,0.974950748737809
TOPSIN_ET_DC_SMALL_n_gs,1,0.00048159030321506715,0.9750742760822656
MEASURE_ET_C175pf_0,1,0.0004791026874819749,0.9751971653562225
TOPSIN_ET_Load_Pull_Gain_comp_Last,1,0.00047535483865690596,0.9753190933113783
MEASURE_ET_RF_Modeling_Cds_err,1,0.0004750957395924153,0.97544095480793
MEASURE_ET_DC_SEC_S_Ids_max_norm_SD3p5,1,0.000474035388103199,0.9755625443255761
SIN_ET_DC_RF_Ids_m0p2,1,0.000469117669051545,0.9756828724540887
MEASURE_ET_Load_Pull_Pout_W_last,1,0.0004686977532007843,0.975803092874681
SIN_ET_DC_RF_Vbin_gd,1,0.00046471190815622094,0.975922290930723
SIN_ET_DC_RF_Vg_optt3,1,0.0004585903743167028,0.9760399188205592
MEASURE_ET_DC_SEC_Vds_max_ON,1,0.0004557334498078304,0.9761568139126302
FIC_ET_TANR,1,0.00045402338994309703,0.976273270376364
MEASURE_ET_DC_SEC_X_Ig_cut2_mAmm_neg_SD3p5,1,0.0004448920983691875,0.9763873846745849
TOPSIN_ET_Load_Pull_Id_SS,1,0.00044392568576974163,0.9765012510891143
MEASURE_ET_Ran_con_2_OW_CR,1,0.00044305651610844845,0.9766148945626514
THIN_ET_DC_RF_Vbin_gd,1,0.00044222211654608104,0.9767283240136854
MEASURE_ET_DC_SMALL_Vg_max_Vd_0p1,1,0.00044176408461518485,0.9768416359800696
MESA_CD_Mesa_CD_Radius,1,0.00044175985677807634,0.9769549468620184
THIN_ET_TFR_AB,1,0.0004411220820846666,0.9770680941555113
TOPSIN_ET_R114,1,0.00043999720016771836,0.9771809529181198
THIN_ET_DC_RF_Vg_optt2,1,0.00043934215939142655,0.9772936436635423
TOPSIN_ET_DC_SMALL_Vboff,1,0.0004379217921684091,0.9774059700864481
MEASURE_ET_DC_SEC_Vgs_0p5V,1,0.00043616283013653626,0.9775178453376686
FIC_ET_Vd_at_Id_cut_cond,1,0.0004353832326320763,0.9776295206230492
TOPSIN_ET_KLV_F_M1_4u,1,0.0004327800058735763,0.9777405281838382
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg3,1,0.0004313581563545517,0.9778511710419034
CATHODE_ET_Rsh_cat_c2_OW_ST,1,0.00042834638260612633,0.9779610413835563
TOPSIN_ET_GC_Igs,1,0.0004243693167858962,0.9780698916125197
MEASURE_ET_DC_Big_MAG_18GHz,1,0.0004240134045620035,0.9781786505504175
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg1_FPSD3p2,1,0.0004188783114023846,0.9782860923429799
MEASURE_ET_DC_RF_Vbgd_0p1,1,0.00041827527488555536,0.9783933794573872
TOPSIN_ET_DC_RF_Vdg_max_0p1,1,0.0004173396945328007,0.9785004265965381
MEASURE_ET_DC_Stress_Ig_max_before,1,0.0004171140374477098,0.9786074158549131
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg2_SD3p5,1,0.0004112743747573482,0.9787129072466992
MEASURE_ET_DC_RF_Max_S11_Mag_L1002,1,0.0004104326910807447,0.9788181827476156
GATE2_CD_Gate_Win_Length,1,0.0004065080208593821,0.9789224515752517
MEASURE_ET_DC_RD_MSG_18GHz,1,0.000406487390991295,0.979026715111351
SIN_Thickness_SiN_Thickness,1,0.00040564802630088735,0.9791307633513976
FIN_CD1_CD_PL_FIN,1,0.0004053709869149979,0.9792347405311688
ABVIA_CD_AB_VIA_litho,1,0.00040533046658982626,0.9793387073175243
SIN_Thickness_RefractiveIndex,1,0.00040456504868511433,0.9794424777750905
ANODE_ET_Ran_con_3_OW_CR,1,0.00040409542807560826,0.9795461277755246
MEASURE_ET_DC_SEC_S_Vboff_Id_FPSD3p2,1,0.00040320227100991294,0.9796495486822254
