,permutation_rmse_increase
MEASURE_ET_DC_SEC_X_Bin_FPSD3p2,2.5258423089596914e-05
STAGE_STD_Gm_m2,2.4668299814181726e-05
MEASURE_ET_Gate_res,2.4578933797131387e-05
MEASURE_ET_DC_RF_Vds_max_0p1mA,2.445381146843062e-05
FIC_ET_Vds_max,2.437135883198993e-05
MEASURE_ET_DC_Stress_Vd_stress,2.424114775967656e-05
THIN_Measure2_Thickness_after_grinding,2.4146619883916308e-05
MEASURE_ET_DC_SEC_S_Id_plus_Ig_at_Vboff_mA_mm,2.4086681911372752e-05
MEASURE_ET_C175pf_0,2.4012357632308133e-05
STAGE_STD_DC_RF_Vbin_gd,2.3640071850752897e-05
BPLATE_Height_BPLATE_metal_thickness,2.349117876231377e-05
MEASURE_ET_RF_Modeling_Delta_S21_19G,2.3389225121131507e-05
THIN_ET_DC_RF_Vt_gs,2.3365092840202385e-05
MEASURE_ET_DC_RF_Vg_gm_max_W,2.3192467350835465e-05
FIC_ET_DC_RF_Vg_optt2,2.3031758477254362e-05
THIN_ET_DC_RF_n_gs,2.30136946278936e-05
THIN_ET_F_AB,2.2689314692284078e-05
TOPSIN_ET_DC_RF_Vbgs1,2.2542858322940895e-05
STAGE_STD_Rc_cat_ct2,2.246476086508742e-05
THIN_ET_R314,2.229895966704698e-05
STAGE_RANGE_DC_RF_Gm_0,2.2290004524769257e-05
MEASURE_ET_RF_Modeling_Delta_MAG_25G,2.2276744678226267e-05
THIN_ET_Rc_F_AB_2,2.2225504286160767e-05
ANODE_ET_Ran_con_3_OW_CR,2.1926288787765812e-05
MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_second_FPSD3p2,2.1901189702383528e-05
MEASURE_ET_RF_Modeling_L_Gd,2.173908692042481e-05
TOPSIN_ET_KLV_F_M1_4u,2.1599933185434404e-05
STAGE_DELTA_Vdg_max_FIC_minus_TOPSIN,2.1576745496598716e-05
MEASURE_ET_R_400_VER,2.1352401807850364e-05
MEASURE_ET_G2_per_6K,2.1319712687273285e-05
STAGE_RANGE_OHMC,2.1297361908792502e-05
STAGE_STD_Vg_gm_max,2.1179537973309294e-05
MEASURE_ET_DC_SEC_Idss,2.1161024310956124e-05
STAGE_STD_G2_per_6K,2.095204565359665e-05
STAGE_RANGE_Ran_con_2,2.0816612097487864e-05
THIN_ET_i5021_3,2.06993611294809e-05
MEASURE_ET_DC_RF_Id_gm_max_W,2.069521920477213e-05
THIN_ET_R_660_VER,2.0565241204675845e-05
BRGM_ET_C200_0,2.0489012947136344e-05
STAGE_STD_DC_RF_Vt_gs,2.0396874698264122e-05
MEASURE_ET_DC_SMALL_Vds_max_0p1,2.0150974876667614e-05
TOPSIN_ET_DC_SMALL_Vbgd_0p01,2.0060719984402177e-05
STAGE_RANGE_DC_RF_Vg_max_Vd,2.000543034132163e-05
STAGE_DELTA_Rsh_cat_c2_OW_ST_CATHODE_minus_THIN,1.9895705345962524e-05
MEASURE_ET_Load_Pull_Pin_Cut,1.9680449422965207e-05
SIN_GATE_ET_lkg_SY07_10,1.963192308807593e-05
STAGE_STD_R114,1.955171037284209e-05
THIN_ET_Rc_f_tn_23,1.953901732539287e-05
STAGE_DELTA_Rcat_cn_1_CATHODE_minus_THIN,1.9398826103922407e-05
MEASURE_ET_sh_GA142_GN,1.9392902942433344e-05
THIN_ET_DC_RF_Vdg_max,1.933432015322756e-05
MEASURE_ET_RF_Modeling_Ft_int,1.9318041574534207e-05
TOPSIN_ET_DC_RF_n_gd,1.902201593461661e-05
MEASURE_ET_DC_SMALL_Vg_optt,1.8964716089800436e-05
MEASURE_ET_lkg_CapPARCAP,1.8704104331571102e-05
MEASURE_ET_DC_SEC_X_Ig_cut3_mAmm_neg_FPSD3p2,1.8540347682555193e-05
STAGE_RANGE_R_f_tn_3,1.8269892975916746e-05
FIC_ET_R314,1.8197708334052876e-05
MEASURE_ET_DC_RF_S21ang_26GHz_W,1.7801633375516546e-05
STAGE_STD_DC_RF_Vbgd_0p01,1.7800721561264666e-05
MEASURE_ET_RF_Modeling_Cgs_err,1.7750980172259734e-05
THIN_ET_R_f_tn_2,1.750326332511931e-05
BFIC_Height_FIC_metal_thickness,1.7467144954147475e-05
STAGE_STD_DC_RF_Gm_0,1.739105706563271e-05
THIN_ET_TF_AB_3,1.7366607340424388e-05
STAGE_RANGE_sh_f_hr_23,1.720903285125086e-05
MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_pos,1.7184192819488796e-05
MEASURE_ET_DC_RD_Id_Vbon_min,1.6813074945620788e-05
MEASURE_ET_Er,1.6733653836387143e-05
MEASURE_ET_RF_Modeling_ids_m0p2_W,1.6645747734220228e-05
MEASURE_ET_Load_Pull_Pout_Last,1.6635626022348803e-05
SIN_GATE_ET_OHMC_GN,1.659120172031736e-05
THIN_ET_DC_RF_Vg_gm_max,1.6588795385830134e-05
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_SD3p5,1.6584835970515077e-05
TOPSIN_ET_Vg_gm_max,1.63793589120248e-05
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg1,1.6365485530933645e-05
FIC_ET_DC_RF_Vg_gm_max,1.6305690619372593e-05
FIC_ET_G2_per_6K,1.6264962928008718e-05
MEASURE_ET_Vbpin_D60,1.6232820161116156e-05
STAGE_STD_DC_RF_Vds_max_0p1mA,1.6078303416761087e-05
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_neg_SD3p5,1.6075121886605092e-05
THIN_ET_DC_RF_Vt_gd,1.5894440108799035e-05
MEASURE_ET_DC_SEC_X_Vg_at_I2_pos_SD3p5,1.572535694866206e-05
MEASURE_ET_DC_SEC_S_Ig_cut2_mAmm_pos_FPSD3p2,1.5682580008313794e-05
MEASURE_ET_RF_Modeling_Fmax_int,1.5559274653811905e-05
SIN_GATE_ET_OHMC,1.5539768973871214e-05
MEASURE_ET_DC_RF_MAG_35GHz_W,1.551808856877501e-05
TOPSIN_ET_DC_RF_Vbin_gd,1.5480070993531547e-05
FMESA_ET_Vbkd,1.5446991440951073e-05
STAGE_RANGE_R_f_tn_2,1.5399324707646157e-05
FIC_ET_Ig_mAmm_at_Vd_cond,1.5390825016864396e-05
STAGE_STD_R_f_tn_3,1.5375216946075797e-05
STAGE_STD_Gm_max,1.5342684959565588e-05
MEASURE_ET_DC_RF_ids_m0p2_W,1.5337881835075785e-05
MEASURE_ET_DC_Big_Vg_optt3,1.529997030559893e-05
TOPSIN_ET_Load_Pull_Gss,1.5149474292197595e-05
TOPSIN_ET_Cap2pf,1.4942699030576211e-05
MEASURE_ET_RF_Modeling_Vg_gm_max_W,1.4878029792550485e-05
FIC_ET_GT_lin25,1.484849146768108e-05
MEASURE_ET_DC_SEC_X_Vg_at_I3_neg_SD3p5,1.482602684919343e-05
TOPSIN_ET_DC_SMALL_Gm_max,1.4711769439207378e-05
TOPSIN_ET_Load_Pull_Freq,1.467285435083343e-05
FIC_ET_sh_f_hr_23,1.4644326184606871e-05
MEASURE_ET_DC_RF_Vdg_max,1.4456182259811601e-05
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg2_SD3p5,1.44400606143541e-05
MEASURE_ET_G_per_6K,1.4246440623597034e-05
FIC_ET_Vdg_max,1.4221011709911191e-05
MEASURE_ET_DC_Diode_D_leak_65V,1.4156121291519774e-05
STAGE_RANGE_R114,1.3937835474636674e-05
STAGE_RANGE_Gm_m2,1.3781990873770744e-05
THIN_ET_DC_RF_Vdg_max_0p1mA,1.3774837254842964e-05
MEASURE_ET_DC_SMALL_Vds_max,1.3657607730416243e-05
MEASURE_ET_DC_SEC_Gm_0,1.3596675446608807e-05
MEASURE_ET_DC_RF_CF_S12_Mag_L1018,1.341146676391014e-05
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg2_FPSD3p2,1.3253383037428734e-05
TOPSIN_ET_DC_SMALL_Vp_1,1.3252932796664618e-05
MEASURE_ET_DC_RF_S12ang_26GHz_W,1.3184341336644479e-05
TOPSIN_ET_GC_Igs,1.3178687821965852e-05
THIN_ET_DC_RF_Vp_1,1.316830091933896e-05
SIN_GATE_ET_OHMIC_conc,1.3103934450253707e-05
MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_neg,1.3047918516950752e-05
FIC_ET_TANR,1.3041500873359203e-05
MEASURE_ET_Ran_con_3_OW_CR,1.291803707329786e-05
SIN_ET_DC_RF_Vboff,1.2496268807932199e-05
STAGE_RANGE_Rc_an_ct2,1.2494617933953012e-05
STAGE_STD_Ran_con_3_OW_CR,1.2424879637129571e-05
GATE2_CD_Gate_Win_Length,1.2288569994645116e-05
VIA_Etch_Via_etch_end_point_time,1.2242663742309533e-05
MEASURE_ET_DC_SEC_S_Bin,1.20515781479702e-05
SIN_ET_DC_RF_Vbgd1,1.1873414838534102e-05
ANODE_ET_Ran_con_2,1.1862806333509668e-05
STAGE_RANGE_DC_PIV_Ids1_QP1,1.1829123897239002e-05
STAGE_STD_Rc_TF_AB_2,1.153851213079593e-05
MEASURE_ET_RF_Modeling_Fmax_ext,1.1402117409936574e-05
FIC_ET_DC_RF_Imax,1.131921290302429e-05
MEASURE_ET_DC_RF_Gm_m0p2,1.1296291331847064e-05
GATE2_CD_330nm_Gate_Leg_Length,1.120505059096777e-05
SIN_ET_DC_RF_Gm_m0p2,1.1015304703909657e-05
MEASURE_ET_DC_RF2_K,1.0815860346419236e-05
STAGE_RANGE_C200,1.0785582583483499e-05
MEASURE_ET_RF_Modeling_Cds_err,1.0691593174921853e-05
TOPSIN_ET_I_5,1.0674342456490349e-05
MEASURE_ET_DC_SEC_S_Vboff_Id_plus_Ig_SD3p5,1.0472625264912328e-05
MEASURE_ET_DC_SEC_S_Vg_at_I3_pos_SD3p5,1.0446684413517593e-05
MEASURE_ET_RF_Modeling_S12dB_10GHz,1.0414640132735965e-05
MEASURE_ET_DC_SEC_S_Ig_cut2_mAmm_neg,1.0349438900797425e-05
MEASURE_ET_DC_Stress_Idss_after,1.0347160128340583e-05
MEASURE_ET_Rsh_cat_c2_OW_ST,1.033019964745696e-05
TOPSIN_ET_sh_f_hr_23,1.0326832351073567e-05
ANODE_ET_Rc_an_ct2,1.0302273146978181e-05
STAGE_STD_DC_RF_Vg_optt1,1.0244510201060098e-05
STAGE_RANGE_Rc_cat_ct2_OW_ST,1.0168757860590239e-05
MEASURE_ET_DC_SEC_X_Ig_cut2_mAmm_neg_SD3p5,1.002924499358404e-05
BRGM_ET_F_AB,9.886003624995366e-06
MEASURE_ET_DC_RF_MAG_26GHz_W,9.62115178367029e-06
MESA_ET_Vbkd,9.57997978181524e-06
FIC_ET_Vg_Vds_max,9.490181032159595e-06
SIN_ET_DC_RF_Vg_gm_max,9.486281074511105e-06
OHMIC_ET_R314,9.478233186244189e-06
STAGE_STD_DC_RF_Vg_optt2,9.465016126472548e-06
TOPSIN_ET_Load_Pull_Vg,9.460970619393216e-06
MEASURE_ET_Rsh_an_ct2_OW_CR,9.421807333018228e-06
MEASURE_ET_LT_SEC_Ig_Id_min_mA_mm_Vd3,9.348258073824112e-06
FIC_ET_DC_RF_n_gs,9.33859765938072e-06
MEASURE_ET_DC_RF_Gm_m0p2_W,9.300889017957448e-06
STAGE_STD_Rcat_cn_1,9.215482725366542e-06
MEASURE_ET_Rc_an_ct2,9.131306258830519e-06
BRGM_ET_KLV_F_M1_4u,8.936764264422248e-06
MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_pos_SD3p5,8.934587095732472e-06
STAGE_DELTA_C_CAT_2_CATHODE_minus_THIN,8.930283270866535e-06
MEASURE_ET_DC_SMALL_Gm_max,8.924492054124267e-06
STAGE_DELTA_Vp_1_FIC_minus_TOPSIN,8.860731862528337e-06
MEASURE_ET_DC_RF_CF_S22_Mag_L1018,8.72898126537125e-06
BMETAL1_Height_Metal1_metal_thickness,8.718916581704206e-06
MEASURE_ET_DC_PIV_Gate_Lag_1,8.555941947110957e-06
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg2,8.487456587810693e-06
MEASURE_ET_Load_Pull_Vg,8.453400570829218e-06
FP2_Height2_FP2_Height2,8.146869833866588e-06
MEASURE_ET_DC_PIV_Ids1_QP1,8.138632404577906e-06
MEASURE_ET_DC_SEC_S_Ig_cut3_mAmm_pos_SD3p5,8.130102476688883e-06
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg1,7.93141863500435e-06
MEASURE_ET_DC_SEC_X_Vboff_Id_plus_Ig,7.915327825458451e-06
MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_pos_FPSD3p2,7.786482686039653e-06
THIN_ET_Rsh_an_ct2_OW_CR,7.710508390884608e-06
STAGE_DELTA_Rsh_cat_c2_CATHODE_minus_THIN,7.704195304639172e-06
SIN_Thickness2_SiN_Thickness,7.643541922910946e-06
MEASURE_ET_LT_SEC_Id_min_mA_mm_Vd7,7.5905282090060755e-06
MEASURE_ET_DC_SEC_S_Vg_at_I3_neg_FPSD3p2,7.557626884341362e-06
BRGM_ET_Cap_C300,7.5472463236664344e-06
STAGE_RANGE_C_AN_2_OW_CR,7.515943113356461e-06
STAGE_STD_OHMC,7.507433186779155e-06
STAGE_RANGE_DC_RF_Vt_gs,7.478343694836131e-06
MEASURE_ET_Vg_gm_max,7.401199893064536e-06
FIC_ET_DC_PIV_Ids1_QP2,7.37518864847575e-06
GATE2_Ali_Litho_Gate_to_recess_alignment,7.292925102636571e-06
STAGE_RANGE_lkg_C200,7.2826651681845435e-06
STAGE_RANGE_Rc_f_tn_23,7.162463107743267e-06
MEASURE_ET_DC_SMALL_Vg_max_Vd_0p1,7.096174143930711e-06
TOPSIN_ET_Load_Pull_Pin_Cut,7.083024270915228e-06
SIN_Thickness_RefractiveIndex,7.014215752007557e-06
MEASURE_ET_RF_Modeling_MAG_19G_After,7.002874900025047e-06
SIN_GATE_ET_Rsh_an_ct2,6.988179757108637e-06
STAGE_RANGE_Vbkd,6.987023424367966e-06
THIN_ET_R_f_hr_2,6.968441828705818e-06
TOPSIN_ET_lkg_CapM1BRGM,6.9030108453022045e-06
MEASURE_ET_lkg_C300FB,6.811201591483406e-06
BRIDGE_METAL_Height_Final_TOP_metal_thickness,6.805938638995701e-06
TFRP_ET_TFRP,6.772000977639525e-06
MEASURE_ET_LT_SEC_Vbgd1,6.6972460935454945e-06
MEASURE_ET_DC_SEC_X_Id_at_Vboff_mA_mm,6.694774091303701e-06
MEASURE_ET_DC_PIV_Ids0_QP2,6.674154450611591e-06
MEASURE_ET_lkg_C385pf,6.639394249263742e-06
MEASURE_ET_DC_RF_Vp_1,6.6167066910594045e-06
TOPSIN_ET_CapFICBRGM,6.6033714302943245e-06
MEASURE_ET_lkg_50,6.507506977215805e-06
FIC_ET_DC_RF_Vbgs1,6.329380659803041e-06
MEASURE_ET_DC_RF_S21ang_10GHz,6.248810181466724e-06
TOPSIN_ET_R314,6.177224163297912e-06
STAGE_RANGE_DC_RF_Vt_gd,5.915989577817693e-06
MEASURE_ET_LT_SEC_Ig_Id_min_mA_mm,5.897508399349549e-06
SIN_ET_DC_RF_Vt_gs,5.897403010973745e-06
STAGE_RANGE_DC_PIV_Gate_Lag_1,5.878392495353712e-06
STAGE_DELTA_Rc_cat_ct2_CATHODE_minus_THIN,5.735981503623977e-06
STAGE_STD_R_f_hr_3,5.705754705426224e-06
MEASURE_ET_RF_Modeling_R_Gd,5.698750380336848e-06
STAGE_RANGE_DC_RF_Vg_max_Vd_0p1,5.667310996071428e-06
STAGE_RANGE_Vp_1,5.6046947854909716e-06
THIN_ET_R_4000_VER,5.570399128720926e-06
MEASURE_ET_RF_Modeling_Stress_time,5.561232379083791e-06
STAGE_STD_TF_AB_3,5.505243934536552e-06
MEASURE_ET_DC_RF_Idss,5.462160461885967e-06
THIN_ET_C_AN_2_OW_CR,5.4430156058965505e-06
STAGE_RANGE_Ran_con_3_OW_CR,5.422632890947354e-06
MEASURE_ET_DC_Stress_Id_gm_max_before,5.413252759584042e-06
MEASURE_ET_RF_Modeling_Vd_stress,5.226170187355716e-06
MEASURE_ET_DC_Stress_Vg_gm_max_after,4.997991982005901e-06
FIC_ET_DC_RF_Vt_gd,4.965394606587514e-06
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm,4.925391459323358e-06
MEASURE_ET_DC_RD_Id_Vbon_max,4.851739667011135e-06
MEASURE_ET_DC_SEC_S_Ig_cut1_mAmm_neg_SD3p5,4.799602910868228e-06
MEASURE_ET_RF_Modeling_Rgs_err,4.707927382396892e-06
MEASURE_ET_DC_RF_Vbgs_0p1,4.678390770371244e-06
STAGE_RANGE_i5021_3,4.616242166177731e-06
MEASURE_ET_DC_RF_Ft,4.596120009497939e-06
THIN_ET_DC_RF_n_gd,4.578384997150353e-06
STAGE_STD_DC_RF_Vp_1,4.55500632727257e-06
STAGE_STD_DC_RF_Vboff,4.4843239646402685e-06
FIC_ET_R_f_tn_1,4.480222785840926e-06
MEASURE_ET_LT_SEC_Vg_Id_min_Vd7,4.43373486399834e-06
FIN_CD2_CD_etch_FIN,4.380164735062753e-06
STAGE_RANGE_DC_RF_Vbin_gd,4.373512128991175e-06
MEASURE_ET_RF_Modeling_Delta_S21_25G,4.3312079792495736e-06
STAGE_STD_DC_RF_Gm_max,4.323106802223142e-06
MEASURE_ET_RF_Modeling_Vg_Stress,4.315276182539907e-06
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg2,4.2485548190168695e-06
MEASURE_ET_DC_SEC_S_Ig_mAmm_at_Vg_cond_pos,4.2467222593683965e-06
GATE1_Thickness1_Triple_E-beam_thickness,4.153256660086035e-06
MEASURE_ET_DC_SEC_S_Id_plus_Ig_at_Vboff_mA_mm_FPSD3p2,4.1415593782678785e-06
WIN_CD_WIN_CD,4.105535455678488e-06
MEASURE_ET_Vbkdn_CapBig,4.0723409388515595e-06
MEASURE_ET_RF_Modeling_Vp_1_W,3.953423838615189e-06
STAGE_DELTA_C200_BRGM_minus_THIN,3.823779396924798e-06
MEASURE_ET_Load_Pull_Id_ord,3.817573307818289e-06
OHMIC_ET_Rc_OG142,3.8127298517182106e-06
STAGE_STD_Rc_f_tn_23,3.729182857759028e-06
STAGE_STD_DC_RF_Vg_max_Vd_0p1,3.728686196935449e-06
FIC_ET_R_f_hr_3,3.7277263739698974e-06
SIN_ET_DC_RF_Vdg_max_0p1mA,3.7153683299845363e-06
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg1_FPSD3p2,3.7070570938879664e-06
STAGE_RANGE_Ran_con_1_OW_CR,3.700992617303167e-06
TOPSIN_ET_KLV_F_AB_4u_FEMSO,3.6705243774304288e-06
STAGE_STD_Rsh_cat_c2,3.578097893167098e-06
THIN_ET_C300,3.556910511934297e-06
MEASURE_ET_DC_SEC_Vgs_back_0p1V,3.524085853323644e-06
EBCR2_CD_2_EBCR_cd_etch,3.4548275425400065e-06
STAGE_RANGE_Rsh_F_AB_2,3.45190834757092e-06
THIN_ET_DC_RF_Vg_optt2,3.4183928194764235e-06
STAGE_RANGE_KLV_F_M1_4u,3.4064652689569373e-06
MEASURE_ET_DC_SEC_S_Vboff_Id_FPSD3p2,3.401379226875001e-06
MEASURE_ET_F_AB,3.4006297713218283e-06
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_first,3.312199757871115e-06
STAGE_STD_R_f_tn_2,3.215714884183263e-06
THIN_ET_DC_RF_Ids_m0p2,3.2024024158056054e-06
TOPSIN_ET_lkg_C500pf,3.16858874470638e-06
MEASURE_ET_RGAN3,3.131450667392954e-06
STAGE_RANGE_DC_RF_Vbgd_0p1,3.1289153409469472e-06
TOPSIN_ET_DC_RF_Vdg_max,3.115773093545493e-06
FIC_ET_lkg_SY07_10,3.074720074200399e-06
MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_pos_FPSD3p2,2.998348233276826e-06
OHMIC_ET_Ran_con_3,2.9675407459156535e-06
TOPSIN_ET_Gm_max,2.938491207646332e-06
MEASURE_ET_DC_SEC_S_Id_plus_Ig_at_Vboff_mA_mm_SD3p5,2.8107289326756434e-06
MEASURE_ET_sh_GA142,2.7955432682996718e-06
MEASURE_ET_DC_SEC_X_Ig_cut3_mAmm_neg,2.7800382968984348e-06
STAGE_RANGE_Rcat_cn_1,2.7667258043512223e-06
MEASURE_ET_DC_RF_S22ang_10GHz,2.703146331534123e-06
SIN_ET_DC_RF_Vg_optt1,2.6546382802999923e-06
TOPSIN_ET_Load_Pull_Pout_W_last,2.6248679091650516e-06
STAGE_RANGE_Rsh_an_ct2_OW_CR,2.6225512613498037e-06
MEASURE_ET_DC_RF_Gm_0_W,2.6175187966659406e-06
STAGE_DELTA_G2_per_6K_FIC_minus_TOPSIN,2.614926937360984e-06
MEASURE_ET_DC_RF_CF_S21_Mag_L1002,2.4737138501068623e-06
THIN_ET_lkg_PAD_10,2.4602343025120766e-06
MEASURE_ET_DC_RF_Gm_max,2.426461115456746e-06
MEASURE_ET_RF_Modeling_Ld,2.358907157296031e-06
FIC_ET_DC_RF_Vg_optt3,2.3478282463240684e-06
FIC_ET_FC_lin_4,2.299676715455945e-06
THIN_Measure3GN_Thickness_after_etchback,2.225714238240917e-06
STAGE_STD_Cap_C300,2.126688857578829e-06
TOPSIN_ET_DC_RF_Ids_m0p2,2.091107225801747e-06
CATHODE_ET_Rc_cat_ct2_OW_ST,1.989369160096399e-06
MEASURE_ET_DC_SEC_S_Vg_at_I1_pos_SD3p5,1.969422648229191e-06
MEASURE_ET_DC_Big_Ft,1.9372728667754744e-06
FIC_ET_DC_RF_Vg_optt1,1.926660231255095e-06
TFRP_ET_TF_AB_2,1.9156986277718557e-06
TOPSIN_ET_Load_Pull_Pin_Last,1.824545678871803e-06
TOPSIN_ET_C100CapM1BRGM,1.8095332885825766e-06
STAGE_STD_DC_RF_Vbgs_0p01,1.7628823476362188e-06
OHMIC_ET_R214,1.76081133492767e-06
SIN_GATE_ET_lkg_5,1.724230614566502e-06
SIN_GATE_ET_R314,1.676195312794171e-06
CATHODE_ET_Rcat_cn_2_OW_ST,1.6516584272985303e-06
MEASURE_ET_DC_Big_S21ang_10GHz,1.6338268033905257e-06
TOPSIN_ET_lkg_Cap2,1.6104539676237151e-06
MEASURE_ET_DC_Big_S21dB_10GHz,1.5463504520418781e-06
MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_second,1.5449658568839065e-06
MEASURE_ET_DC_RF_Vbgd_0p1,1.539504529693425e-06
MEASURE_ET_i5021_2,1.5011918805124536e-06
MEASURE_ET_sh_f_tn_23,1.4864243367301854e-06
MEASURE_ET_LT_SEC_Vg_Id_min_Vd3,1.4758298646444513e-06
TOPSIN_ET_DC_PIV_Ids0_QP2,1.4273637589601319e-06
MEASURE_ET_DC_SEC_X_Vg_at_I1_pos,1.4214814674951004e-06
MEASURE_ET_Vp_1,1.370837387140722e-06
TOPSIN_ET_Load_Pull_IG_comp_Last_uA,1.3126443276972876e-06
FIC_Height_FIC_metal_thickness,1.302842312850272e-06
MEASURE_ET_DC_RF_MSG_18GHz,1.2756871329927534e-06
MEASURE_ET_USV_Cappf_0,1.2474065095524623e-06
MEASURE_ET_DC_Big_MAG_18GHz,1.2171173382230504e-06
MEASURE_ET_Cap_C300M1B,1.122857754770612e-06
MEASURE_ET_DC_SEC_Id_gm_max,1.122488069829619e-06
STAGE_STD_DC_RF_Vdg_max,1.0798316252197403e-06
MEASURE_ET_DC_SEC_X_Ids_max_SD3p5,1.060751822781758e-06
THIN_ET_Rsh_an_ct2,1.0484927077225592e-06
STAGE_STD_DC_RF_Vdg_max_0p1,1.0421952390954337e-06
BRGM_ET_Rc_F_AB_2,9.498853755840475e-07
MEASURE_ET_Cap20,9.492071816052938e-07
FIC_ET_DC_RF_Gm_0,9.301132549627278e-07
TOPSIN_ET_C300pf,9.016467921646454e-07
STAGE_DELTA_TF_AB_2_TFRP_minus_THIN,8.423898119447327e-07
CATHODE_ET_Rsh_cat_c2,8.041895484894867e-07
TOPSIN_ET_lkg_Cap3,7.918836776893423e-07
MEASURE_ET_DC_Big_Gm_m0p2,7.348375808347018e-07
MEASURE_ET_DC_RF_CF_S11_Mag_L2180,7.254977414078434e-07
MEASURE_ET_Load_Pull_PhL_meas,7.224183224185943e-07
TOPSIN_ET_Rc_OG144,7.215480652189577e-07
TOPSIN_ET_Load_Pull_Pout_W_mm_last,5.55438224503213e-07
BRGM_ET_lkg_SY8_80,5.317592161990792e-07
STAGE_STD_Rc_OG142,4.76470497887127e-07
MEASURE_ET_DC_RF_Vg_max_Vd_0p1mA,4.016457251593275e-07
BRGM_ET_C300,3.6359420624298977e-07
STREETS_Height_Backside_metal_thickness,1.9430151824983977e-07
TOPSIN_ET_DC_RF_Vg_max_Vd_0p1,1.9145591445834943e-07
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_first_FPSD3p2,1.6094432416235983e-07
MEASURE_ET_DC_SEC_X_Vg_at_I3_pos_SD3p5,1.299775751334442e-07
MEASURE_ET_DC_SEC_S_Vg_at_I2_neg,6.026708115058898e-08
OHMIC_ET_Ran_con_2,3.514430115814093e-08
MEASURE_ET_lkg_USV_Cap,0.0
BRGM_ET_C300_0,0.0
BRGM_ET_C200,0.0
TOPSIN_ET_Vp_1,0.0
TOPSIN_ET_DC_RF_Vbgs_0p01,0.0
TOPSIN_ET_DC_RF_Vbgd_0p1,0.0
TOPSIN_ET_DC_RF_Id_gm_max,0.0
Version_V2.0,0.0
Version_V1.1,0.0
VendorName_EPI_B,0.0
STAGE_STD_Vp_1,0.0
MEASURE_ET_DC_RF_CF_S12_Ph_L1002,0.0
FIC_ET_C100S1,0.0
EBCR2_CD_Gate_Leg_Length,0.0
CATHODE_ET_Rcat_cn_1_OW_ST,0.0
TOPSIN_ET_DC_SMALL_Gm_m0p2,0.0
TOPSIN_ET_DC_SMALL_Gm_0,0.0
TOPSIN_ET_DC_RF_Vg_gm_max,0.0
STAGE_RANGE_KLV_F_AB_4u,0.0
MEASURE_ET_Rsh_F_AB_2,0.0
MEASURE_ET_Rcat_cn_2_OW_ST,0.0
MEASURE_ET_lkg_SY8_80,0.0
MEASURE_ET_DC_SMALL_Idss,0.0
MEASURE_ET_DC_SMALL_Id_gm_max,0.0
MEASURE_ET_lkg_C300pf,0.0
MEASURE_ET_lkg_C300FM1,0.0
MEASURE_ET_Cap_C300FM1,0.0
STAGE_RANGE_Rc_F_AB_2,0.0
MEASURE_ET_Rc_OG144,0.0
BRGM_ET_lkg_C300,0.0
BRGM_ET_lkg_C200,0.0
BRGM_ET_i5021_2,0.0
BRGM_ET_i5021_1,0.0
THIN_ET_lkg_70_at20V,0.0
TOPSIN_ET_C300,0.0
FIC_ET_DC_PIV_Drain_Lag_0,0.0
MEASURE_ET_C100Cap1pf,0.0
MEASURE_ET_C100C175pf,0.0
MEASURE_ET_DC_Big_Imax,0.0
MEASURE_ET_DC_Big_Idss,0.0
STAGE_RANGE_F_AB,0.0
MEASURE_ET_DC_RF_Vds_max,0.0
THIN_ET_lkg_C300,0.0
THIN_ET_lkg_C200,0.0
MEASURE_ET_DC_RD_Vboff_ON,0.0
FIC_ET_R_f_hr_1,0.0
MEASURE_ET_DC_RF_Gm_max_W,0.0
THIN_ET_Rcat_cn_2,0.0
THIN_ET_Rc_cat_ct2_OW_ST,0.0
THIN_ET_Rc_cat_ct2,0.0
THIN_ET_Rc_an_ct2,0.0
TOPSIN_ET_DC_SMALL_Imax,0.0
TOPSIN_ET_DC_SMALL_Idss,0.0
MEASURE_ET_DC_Big_Id_gm_max,0.0
MEASURE_ET_DC_Big_Gm_max,0.0
MEASURE_ET_Cap_USV,0.0
BRGM_ET_lkg_SY07_10,0.0
STAGE_DELTA_lkg_C200_BRGM_minus_THIN,0.0
