,permutation_rmse_increase
MEASURE_ET_DC_RF_CF_S21_Ph_L2180,0.0003242634031373981
MEASURE_ET_DC_RF_Min_S21_Freq_L1002,0.000323635304096298
STAGE_DELTA_Ran_con_3_OW_CR_ANODE_minus_THIN,0.0003223128618106613
MEASURE_ET_DC_SEC_X_Vboff_Id_plus_Ig_SD3p5,0.0003177536611554649
BRGM_ET_ABVIETCH,0.00031490008639676047
STAGE_RANGE_Rc_f_hr_23,0.000312939197654688
MEASURE_ET_DC_SEC_Vds_min_ON,0.0003114634566178637
MEASURE_ET_DC_SEC_Vboff_2_1,0.000311051299699136
THIN_ET_R_400_HOR,0.0003103489724559927
MEASURE_ET_DC_RF_Vt_gd,0.0003078240595058623
MEASURE_ET_C100Cap2pf,0.00029862478509030954
STAGE_RANGE_DC_RF_Vg_gm_max,0.00029849501216169805
SIN_GATE_ET_sh_GA142_GN,0.00029795492368828446
HIRS_M_Gauge_P_E_MoSi,0.00029715834976915825
STAGE_RANGE_HIRS,0.0002929143481540081
TOPSIN_ET_DC_RF_Vp_1,0.0002886307462633825
FIC_ET_HIRS,0.00028754321315386524
FIC_ET_Rc_f_tn_23,0.0002863579459386811
STAGE_RANGE_DC_RF_Gm_m0p2,0.0002857932576388972
STAGE_STD_DC_RF_Vbin_gs,0.0002839243516234519
MEASURE_ET_DC_SEC_S_Id_at_Vboff_mA_mm_SD3p5,0.00028121559033736365
MEASURE_ET_DC_RF_Vbin_gd,0.00027737121867786596
FIN_Etch_Soft_Bias,0.0002714228076407088
MEASURE_ET_lkg_Cap_USV,0.0002697229152130165
MEASURE_ET_C500pf_0,0.00026961071630375035
MEASURE_ET_DC_Diode_S11_dB_forw_9p5,0.0002674822623328132
MEASURE_ET_DC_RF_CF_S11_Ph_L1018,0.0002674418963174802
MEASURE_ET_DC_RF_Ids_m0p2,0.0002658965013000336
CATHODE_ET_Probe_Number,0.00026162565057068486
MEASURE_ET_C300FB,0.00026060019348178863
TOPSIN_ET_C385pf,0.000260155051449118
BRGM_Height3_TOP_metal_thickness,0.000259535366122407
TOPSIN_ET_Gate_res,0.00025939926727523157
FIC_ET_R114,0.00025719162663800644
THIN_ET_DC_RF_Vp_01,0.0002564059570119154
MEASURE_ET_DC_SEC_X_Ids_max,0.00025633809514437333
STAGE_STD_DC_RF_Vt_gd,0.00025121292377962013
MEASURE_ET_DC_SEC_S_Vp_1_mA_mm_first_SD3p5,0.00024953189023924625
TOPSIN_ET_C450pf,0.00024857811140771016
TOPSIN_ET_DC_RF_Vbgd_0p01,0.00024825071081100434
MEASURE_ET_DC_SEC_S_ChipStatus,0.00024389362438774763
MEASURE_ET_DC_RF_Freq_cut_L1018,0.00024289804859017606
MEASURE_ET_DC_SEC_Vgs_0p1V,0.00024252601965620013
MEASURE_ET_DC_SMALL_Vbin_gd,0.00023885023554429675
SIN_ET_DC_RF_Vg_optt2,0.00023659887783291923
FIC_ET_OHMC,0.00023162171388745045
OHMIC_ET_lkg_5,0.00023067401416692335
TOPSIN_ET_lkg_Cap_USV,0.00022989424632615106
STAGE_STD_DC_RF_Vds_max_0p1,0.00022879178865892468
GATE2_ET_Ids2_Gate_recess_current,0.00022873647815666864
THIN_ET_Cap20,0.00022755835378624189
STAGE_STD_Rc_f_hr_23,0.00022494161556485813
MEASURE_ET_DC_RF_Imax_W,0.00022327772144203062
MEASURE_ET_DC_RF_S12dB_10GHz,0.00022291206976476352
MEASURE_ET_KLV_F_AB_4u,0.00021929310779225108
MEASURE_ET_C200,0.00021715132534826375
MEASURE_ET_DC_RF_S11ang_26GHz_W,0.00021670652681046455
MEASURE_ET_RF_Modeling_S21_25G_After,0.0002144694659076102
STAGE_STD_R214,0.00021431862689769987
MEASURE_ET_DC_PIV_Ids1_QP2,0.00021417865333615838
MEASURE_ET_LT_SEC_Vd_Id_min_Vd8,0.00021292182932147464
TOPSIN_ET_TR_1F,0.00021205005644516216
MEASURE_ET_lkg_C20,0.00021193605868535527
MEASURE_ET_LT_SEC_Vd_Id_min,0.00021033464992555596
STAGE_RANGE_DC_RF_Ids_m0p2,0.00020926490277473896
MEASURE_ET_DC_SEC_X_Vboff_Id_SD3p5,0.00020845275688621267
STAGE_RANGE_DC_RF_Vg_optt,0.00020765214461689329
TOPSIN_ET_CapPARCAP_0,0.00020634883758159083
TOPSIN_ET_DC_PIV_Ids1_QP2,0.00020277535678429325
MEASURE_ET_DC_SEC_X_Id_plus_Ig_at_Vboff_mA_mm_SD3p5,0.00020271090299412708
TOPSIN_ET_DC_SMALL_Vdg_max_0p1,0.0002014577859990596
THIN_ET_DC_RF_Vg_max_Vd,0.00020100991091218378
MEASURE_ET_DC_PIV_Idss_QP1,0.00019828440449116969
STAGE_RANGE_DC_RF_Vdg_max_0p1,0.0001977048740152365
CATHODE_ET_Rc_cat_ct2,0.00019735161542138168
MEASURE_ET_C100C385pf,0.00019716279747309106
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg3_FPSD3p2,0.0001967504786810126
TOPSIN_ET_lkg_C300,0.0001958784151329107
FIC_ET_DC_RF_n_gd,0.00019575015735924517
MEASURE_ET_DC_SEC_Vboff_1,0.00019467147800375783
MEASURE_ET_DC_SEC_S_Ron,0.00019437735184451855
MEASURE_ET_DC_SEC_S_Ig_mAmm_at_Vg_cond_neg_FPSD3p2,0.00019313800506408907
THIN_ET_sh_f_tn_23,0.00018914003216824736
MEASURE_ET_DC_RF_Vg_Vbon_max,0.00018886881339277574
TOPSIN_ET_DC_SMALL_Vg_optt,0.00018677891952182947
MEASURE_ET_R_f_hr_1,0.00018615434483219284
MEASURE_ET_RF_Modeling_Vth,0.00018569310192539102
MEASURE_ET_Rc_OG142,0.00018529888800349615
FIC_ET_Rc_f_hr_23,0.00018248524522126996
MEASURE_ET_DC_SEC_X_Ig_cut3_mAmm_pos,0.00018124484250513218
MEASURE_ET_R_f_hr_2,0.0001784543418120621
MEASURE_ET_DC_SEC_S_Ig_cut3_mAmm_neg,0.00017678612386452797
MEASURE_ET_DC_RF_S22ang_26GHz_W,0.00017647625612734753
MEASURE_ET_Rc_f_tn_23,0.00017596771394058907
MEASURE_ET_DC_SMALL_Vt_gd,0.00017575392771159158
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_second_SD3p5,0.00017510390437039668
SIN_ET_DC_RF_Vg_max_Vd,0.00017506118908784674
MEASURE_ET_DC_RF2_S12ang_26GHz,0.00017429094910502985
TOPSIN_ET_KLV_F_AB_4u,0.00017385129814298793
SIN_ET_DC_RF_n_gs,0.00017202047722876534
MEASURE_ET_DC_SEC_S_Ig_cut3_mAmm_neg_FPSD3p2,0.00017091505390167682
SIN_ET_TR_1F,0.00016816703302874602
MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,0.00016761642574465995
MEASURE_ET_DC_RF_S22dB_10GHz,0.0001670114069667633
THIN_ET_C200,0.00016643263965690768
TOPSIN_ET_DC_SMALL_Vt_gs,0.00016548621255651764
THIN_ET_Er,0.00016463527535615086
THIN_ET_DC_RF_Vbin_gd,0.00016409288261624855
MEASURE_ET_DC_RD_S12ang_18GHz,0.00016296356895064424
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg3_SD3p5,0.00016066057389578227
MEASURE_ET_DC_SEC_S_Ids_max_norm_FPSD3p2,0.00015885262875693363
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_first_SD3p5,0.00015874575927712632
MEASURE_ET_lkg_CapFICBRGM,0.0001584804363605502
TOPSIN_ET_C100CapPARCAP,0.00015726460099858565
MEASURE_ET_Load_Pull_Pout_W_mm_last,0.00015688289711774384
MEASURE_ET_DC_SMALL_Vbgd_0p01,0.00015596884111136188
MEASURE_ET_DC_SEC_Vgs_0p5V,0.0001548148627166873
TOPSIN_ET_DC_RF_Vds_max_0p1,0.000152104634737521
THIN_ET_DC_RF_Vds_max,0.0001519503438535269
FIC_ET_DC_RF_Vbgd1,0.0001509326516852122
MEASURE_ET_CapFICM1_0,0.00015020036673642212
MEASURE_ET_DC_SEC_S_Ig_mAmm_at_Vg_cond_pos_SD3p5,0.00015018146725836735
MEASURE_ET_DC_SEC_X_Ig_cut2_mAmm_neg_FPSD3p2,0.00014838071223715333
THIN_ET_OHMC,0.00014821860257799025
MEASURE_ET_DC_RF_Freq_cut_L1002,0.00014784986687061964
MEASURE_ET_DC_SEC_X_Vg_at_I2_neg,0.00014473732196188804
MEASURE_ET_DC_SMALL_Vg_max_Vd,0.00014454152809851016
TOPSIN_ET_DC_SMALL_Vt_gd,0.00014386931573759089
TOPSIN_ET_CapFICM1_0,0.00014248499425347782
MEASURE_ET_RF_Modeling_MAG_25G_Before,0.00014216984792434772
THIN_ET_R114,0.00014192063160499424
MEASURE_ET_DC_RF_CF_S11_Mag_L1018,0.00014066893750335207
MEASURE_ET_DC_RF_n_gd,0.0001404956396974799
MEASURE_ET_DC_SEC_S_Ig_cut3_mAmm_pos_FPSD3p2,0.00013962278683568862
MEASURE_ET_DC_SEC_S_Vboff_Id,0.0001369613184503321
MEASURE_ET_DC_SEC_X_Ig_cut3_mAmm_pos_SD3p5,0.0001337192305133239
MEASURE_ET_DC_SEC_X_Ids_max_FPSD3p2,0.00013330434781359536
MEASURE_ET_RF_Modeling_Rgd_err,0.00013319703756817513
FIC_ET_DC_RF_Vds_max,0.00013303178816639338
MEASURE_ET_DC_RF_Vbon_max,0.00013246392535269934
MEASURE_ET_RF_Modeling_Tau_err,0.0001307862982090069
FIC_ET_lkg_5,0.00012885298067009666
SIN_ET_DC_RF_Vds_max,0.00012585513353967072
STAGE_RANGE_R214,0.00012266720563666177
THIN_ET_R_f_hr_3,0.00012195403540003202
THIN_ET_Rcat_cn_1,0.0001218821841851958
MEASURE_ET_C300pf,0.00012182829294606624
MEASURE_ET_DC_SMALL_Vdg_max,0.00012136273199681025
MEASURE_ET_DC_Big_Vds_max,0.00012116074606768334
MEASURE_ET_DC_RF_Vg_optt,0.00012042076642730659
MEASURE_ET_DC_RF_Min_S21_Mag_L1018,0.00011972232049037579
TOPSIN_ET_DC_SMALL_Vg_max_Vd_0p1,0.0001183531116772496
STAGE_RANGE_C200_0,0.00011746773003851741
TOPSIN_ET_R_f_tn_1,0.00011715187135132588
STAGE_STD_DC_PIV_Ids1_QP3,0.00011693709451869038
MEASURE_ET_C20_0,0.00011686691180397557
MEASURE_ET_DC_Big_Gm_0,0.00011648764170935633
MEASURE_ET_DC_Diode_S21_dB_rev_9p5,0.00011569852984640306
THIN_ET_C_CAT_2_OW_ST,0.00011451038426373017
STAGE_STD_DC_PIV_Gate_Lag_1,0.00011336108902426089
MEASURE_ET_RF_Modeling_Rg,0.00011330101388021819
MEASURE_ET_DC_Stress_Gm_max_before,0.0001126180155613693
MEASURE_ET_DC_SEC_X_Vg_at_I1_neg_SD3p5,0.00011225308226275598
THIN_ET_Ran_con_1_OW_CR,0.00011168215979302231
MEASURE_ET_DC_RF_Vboff_ON,0.0001111755098174766
STAGE_RANGE_DC_PIV_Ids0_QP2,0.00011099976655045695
EBCR2_ET_Ids_EBCR_recess_current,0.00010985843712367493
MEASURE_ET_DC_SEC_Vp_1mA,0.00010895207990447298
MEASURE_ET_RF_Modeling_Rgs,0.00010727349142014564
MEASURE_ET_lkg_C300,0.00010655242746054338
STAGE_DELTA_Gm_max_FIC_minus_TOPSIN,0.00010627500525038913
MEASURE_ET_DC_SMALL_n_gd,0.0001062213623121866
MEASURE_ET_DC_PIV_Gate_Lag_Imax,0.00010534571137392479
MEASURE_ET_RF_Modeling_Rd,0.00010476455488303004
MEASURE_ET_DC_SMALL_Vbgs_0p1,0.00010345019082383667
BRIDGE_METAL_CD_BRGM_Final_metal_CD,0.00010337706804159075
STAGE_RANGE_Ran_con_1,0.00010321935305872276
THIN_ET_DC_RF_Vbgd_0p01,0.00010235975627744532
SIN_ET_DC_RF_Vds_max_0p1,0.00010230489490413441
MEASURE_ET_DC_RF_CF_S12_Mag_L2180,9.988135928900854e-05
MEASURE_ET_C20,9.964991930494493e-05
STAGE_STD_Ran_con_1,9.90988924530395e-05
THIN_ET_C100,9.842668247109221e-05
STAGE_STD_DC_RF_n_gs,9.835174754572462e-05
MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg3,9.604343773353952e-05
STAGE_RANGE_DC_RF_Vds_max_0p1,9.565262900462223e-05
STAGE_RANGE_Rc_cat_ct2,9.490968163212987e-05
MEASURE_ET_RF_Modeling_MAG_25G_After,9.135188095022728e-05
MEASURE_ET_DC_SEC_X_Vg_at_I2_pos,9.062630051675236e-05
MEASURE_ET_DC_RF_Max_S11_Freq_L1002,9.021219833652561e-05
MEASURE_ET_DC_RF_Ft_W,8.971784890985656e-05
STAGE_RANGE_DC_PIV_Ids1_QP2,8.969477621496857e-05
MEASURE_ET_Gm_m2,8.935738974069351e-05
STAGE_STD_R_f_hr_2,8.892859554207322e-05
TFRP_M_Gauge_P_E_Resistors,8.84060222969496e-05
TOPSIN_ET_DC_SMALL_Vbin_gs,8.80643683746546e-05
MEASURE_ET_lkg_C300M1B,8.806282328398807e-05
MEASURE_ET_DC_SEC_S_Vg_at_I3_pos,8.715953005947741e-05
STAGE_STD_DC_PIV_Ids1_QP2,8.642114580974525e-05
STAGE_DELTA_Rsh_an_ct2_OW_CR_ANODE_minus_THIN,8.621077823175172e-05
THIN_ET_Ran_con_3,8.612778535302123e-05
MEASURE_ET_DC_SEC_S_Vboff_Id_SD3p5,8.61182302024699e-05
MEASURE_ET_LT_SEC_Vg_Id_min_Vd8,8.609116268001871e-05
MEASURE_ET_Ran_con_1_OW_CR,8.585590692840595e-05
MEASURE_ET_DC_RF_S21dB_26GHz_W,8.547793266756032e-05
STAGE_RANGE_Vg_gm_max,8.504425408490667e-05
MEASURE_ET_DC_RF_S21dB_10GHz,8.357420916181024e-05
STAGE_STD_R_f_hr_1,8.257651591828397e-05
MEASURE_ET_DC_Big_Vg_gm_max,8.213940185448353e-05
MEASURE_ET_DC_SEC_S_Ig_mAmm_at_Vg_cond_neg,8.197423125834158e-05
FIC_ET_R214,8.182783399930115e-05
STAGE_RANGE_DC_RF_Vds_max,8.161292582419266e-05
MEASURE_ET_CapUSV_0,8.066299977016745e-05
MEASURE_ET_lkg_5,8.007330778408151e-05
STAGE_DELTA_Vds_max_FIC_minus_TOPSIN,7.954401696987357e-05
MEASURE_ET_LT_SEC_Id_min_mA_mm_Vd3,7.906574823759172e-05
MEASURE_ET_DC_SMALL_Vboff,7.903594327248465e-05
CHRE_CD_Channel_recess_CD,7.86091017190016e-05
MEASURE_ET_DC_RF_S21dB_26GHz,7.803375807168556e-05
SIN_GATE_ET_TR_1F,7.695189405105274e-05
MEASURE_ET_Rcat_cn_3_OW_ST,7.685328976574646e-05
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_second,7.677791504692166e-05
STAGE_RANGE_Ran_con_3,7.677648177237262e-05
THIN_ET_DC_RF_Vbgs_0p1,7.622663224880477e-05
MEASURE_ET_DC_SEC_X_Bin,7.340896063847136e-05
STAGE_RANGE_Rc_an_ct2_OW_CR,7.329968994344293e-05
MEASURE_ET_OHMC,7.201217379920744e-05
TOPSIN_ET_DC_RF_Vdg_max_0p1,7.123097831857606e-05
STAGE_RANGE_DC_RF_Vbgs1,7.115814235201522e-05
STAGE_STD_Ran_con_2,7.033131479301513e-05
STAGE_RANGE_C_CAT_2,6.968127069372775e-05
MEASURE_ET_DC_SEC_X_Ig_mAmm_at_Vg_cond_pos,6.958823756845755e-05
MEASURE_ET_lkg_Cap3,6.934515011393083e-05
MEASURE_ET_DC_Stress_Stress_time,6.925861483241536e-05
TOPSIN_ET_OHMC_GN,6.92245682761633e-05
FIC_ET_DC_RF_Vg_max_Vd_0p1,6.831121626405535e-05
THIN_ET_DC_RF_Vbgd1,6.784717076767088e-05
MEASURE_ET_DC_SEC_S_Ids_max_norm_SD3p5,6.767589747039838e-05
THIN_ET_TFR_AB,6.754487004752563e-05
FIC_ET_DC_PIV_Ids1_QP1,6.670990624587647e-05
FIC_ET_Rc_OG142,6.652591207018666e-05
MEASURE_ET_DC_SEC_X_Ids_max_norm_SD3p5,6.632402758713074e-05
MEASURE_ET_DC_SEC_S_Ig_cut2_mAmm_neg_FPSD3p2,6.542767710209508e-05
TOPSIN_ET_Load_Pull_Pout_Last,6.530152199296924e-05
MEASURE_ET_Load_Pull_Gain_comp_Last,6.526284492779644e-05
MEASURE_ET_DC_SEC_S_Bin_SD3p5,6.337455662475954e-05
CATHODE_ET_C_CAT_2_OW_ST,6.20243848095281e-05
THIN_ET_TANR,6.196518904026393e-05
MEASURE_ET_DC_RF_Vdg_max_0p1,6.19565551734369e-05
MEASURE_ET_DC_SEC_X_Vg_at_I1_neg_FPSD3p2,6.184812017528407e-05
ANODE_ET_Rsh_an_ct2_OW_CR,6.179030010597664e-05
FIC_ET_Ids_m2,6.167013534923992e-05
MEASURE_ET_DC_SEC_Vbin_gs,6.1002950871377747e-05
THIN_ET_Vk,6.067668155413375e-05
STAGE_STD_DC_RF_Gm_m0p2,6.0369157766984594e-05
TOPSIN_ET_CapFICBRGM_0,6.000088455906938e-05
STAGE_STD_C_CAT_2_OW_ST,5.970446380375583e-05
STAGE_STD_Ran_con_3,5.959540615045056e-05
THIN_ET_Ran_con_1,5.916709139136278e-05
STAGE_STD_TF_AB_2,5.883681744302538e-05
FIC_ET_C200_0S1,5.83901518186214e-05
STAGE_RANGE_DC_RF_Idss,5.768058958542377e-05
MEASURE_ET_C175pf,5.750731277255894e-05
MEASURE_ET_RF_Modeling_Delta_MAG_19G,5.734731982153518e-05
MEASURE_ET_Load_Pull_Id_SS,5.686166074505006e-05
FIC_ET_Vg_gm_max,5.659028583096248e-05
MEASURE_ET_DC_SEC_S_Ig_cut3_mAmm_pos,5.6534400360919165e-05
TOPSIN_ET_Rc_f_hr_23,5.55882944339392e-05
STAGE_RANGE_Rc_OG142,5.556718785040826e-05
STAGE_DELTA_Vg_gm_max_FIC_minus_TOPSIN,5.550662617058444e-05
MEASURE_ET_DC_RF_Vds_max_0p1,5.5054163846759983e-05
BRGM_ET_KLV_F_AB_4u,5.498103219872819e-05
STAGE_DELTA_Rc_TF_AB_2_TFRP_minus_THIN,5.483257360423266e-05
MEASURE_ET_DC_RF2_MAG_35GHz,5.4685533720991165e-05
SIN_GATE_ET_Ran_con_1,5.465163495136649e-05
STAGE_STD_DC_RF_Vg_optt,5.437815731787754e-05
MEASURE_ET_Rcat_cn_3,5.3982293268103886e-05
TOPSIN_ET_Rc_OG142_GN,5.381466645498212e-05
MEASURE_ET_DC_SEC_S_Ids_max_SD3p5,5.3240413436783654e-05
MEASURE_ET_DC_SEC_Vg_min_ON,5.3134238049723505e-05
STAGE_DELTA_Rcat_cn_3_OW_ST_CATHODE_minus_THIN,5.305735735255945e-05
MEASURE_ET_DC_SMALL_Vp_1,5.2984795902907836e-05
MEASURE_ET_DC_RF_CF_S12_Ph_L1018,5.286174555299283e-05
FIC_ET_Vd_at_Id_cut_cond,5.240396469349817e-05
MEASURE_ET_Ran_con_3,5.196475877503326e-05
MEASURE_ET_DC_RF_Min_S21_Mag_L2180,5.155787549085966e-05
STAGE_STD_Ids_m2,5.1535152173795565e-05
STAGE_STD_DC_RF_Vg_optt3,5.1189748124305656e-05
STAGE_STD_DC_RF_n_gd,5.087263727867608e-05
TOPSIN_ET_G2_per_6K,5.069452439678823e-05
STAGE_STD_Vbkd,5.027488215071374e-05
STAGE_STD_DC_RF_Vg_gm_max,5.002013602226629e-05
TOPSIN_ET_RGAN1,4.906273322875798e-05
TOPSIN_ET_G_per_6K,4.879389092605491e-05
BRGM_ET_C100,4.8688553460179974e-05
STAGE_DELTA_DC_PIV_Ids1_QP2_FIC_minus_TOPSIN,4.838691587235322e-05
THIN_ET_HIRS,4.8024760244999576e-05
MEASURE_ET_DC_SEC_X_Id_mA_mm_at_Vg1_SD3p5,4.7500510562092925e-05
MEASURE_ET_DC_SEC_Vds_max_ON,4.740008516917748e-05
TOPSIN_ET_C450pf_0,4.7290041316341844e-05
TOPSIN_ThicknessGN_SiN_Thickness,4.7188586749161156e-05
MEASURE_ET_C300pf_0,4.691223477022721e-05
BRGM_ET_Probe_Number,4.6543066950757714e-05
MEASURE_ET_RF_Modeling_Rs,4.650799823398555e-05
MEASURE_ET_DC_SEC_X_Ron,4.603764979617675e-05
MEASURE_ET_DC_SEC_Vg_max_ON,4.596528630745611e-05
MEASURE_ET_DC_SEC_S_Bin_FPSD3p2,4.5763613526292327e-05
MEASURE_ET_DC_RD_S21dB_18GHz,4.566524284771723e-05
TOPSIN_ET_C175pf,4.547900259755932e-05
MEASURE_ET_TR_1F,4.5221180650534265e-05
STAGE_STD_DC_RF_Vbgs1,4.5056572919141555e-05
MEASURE_ET_R_660_HOR,4.476063283378184e-05
MEASURE_ET_DC_SEC_X_Vg_at_I1_neg,4.461135113472681e-05
SIN_ET_lkg_SY8_80,4.455275314006746e-05
SIN_GATE_ET_R514,4.425638917334995e-05
TOPSIN_ET_lkg_CapPARCAP,4.4038826682274435e-05
MEASURE_ET_RF_Modeling_MAG_18,4.387719853894689e-05
MEASURE_ET_DC_RF_Min_S21_Ph_L1018,4.365362840866305e-05
FIC_ET_DC_RF_Vt_gs,4.335046676835763e-05
TOPSIN_ET_Vg_Vds_max,4.320912821882405e-05
TOPSIN_ET_ABVIETCH,4.292326030495841e-05
CATHODE_ET_Rcat_cn_3_OW_ST,4.2805785768010304e-05
STAGE_RANGE_DC_RF_Vg_optt3,4.2359213015596975e-05
MEASURE_ET_DC_PIV_Gate_Lag_Idss,4.197243498178793e-05
MEASURE_ET_lkg_CapUSV,4.182667903890047e-05
STAGE_RANGE_Vg_Vds_max,4.171112525459819e-05
TOPSIN_ET_lkg_Cap1,4.152173295736139e-05
OHMIC_ET_Probe_Number,4.1456029166220265e-05
MEASURE_ET_LT_SEC_Ileak_m7V_mA_mm,4.1209582525617015e-05
OHMIC_ET_OHMIC_conc,4.119914704632799e-05
STAGE_STD_Rc_an_ct2_OW_CR,4.107083536518119e-05
TOPSIN_ET_DC_RF_Vg_optt,4.100872238449182e-05
STAGE_RANGE_DC_PIV_Drain_Lag_1,4.092127455188055e-05
MEASURE_ET_RF_Modeling_Cgs,4.04596985322303e-05
SIN_ET_DC_RF_Vt_gd,4.02905607655768e-05
SIN_GATE_ET_Ran_con_2,4.001648986742823e-05
STAGE_RANGE_DC_RF_Vp_1,3.997304337950147e-05
TOPSIN_ET_DC_RF_Vp_01,3.994664591549235e-05
STAGE_RANGE_DC_PIV_Ids0_QP3,3.9706437333761337e-05
FIC_ET_R_f_tn_3,3.934726205716832e-05
MEASURE_ET_DC_PIV_Drain_Lag_1,3.928902113273236e-05
FIC_ET_DC_RF_Vbin_gd,3.9229432243556574e-05
MEASURE_ET_DC_SEC_S_Vg_at_I2_pos_FPSD3p2,3.9078781138982e-05
STAGE_STD_DC_RF_Idss,3.897960665660005e-05
MEASURE_ET_DC_RF_MAG_35GHz,3.8744782724187135e-05
BRGM_Height2_BRGM_Height2,3.853213594080529e-05
MEASURE_ET_RF_Modeling_Gds,3.8266842008544136e-05
THIN_Measure1GN_Thickness_after_bonding,3.813328836999585e-05
SIN_ET_DC_RF_Vbgd_0p1,3.806211158736972e-05
MEASURE_ET_DC_Stress_Ig_max_before,3.756379586196123e-05
MEASURE_ET_lkg_100_at20V,3.755698342545188e-05
STAGE_RANGE_C_AN_2,3.709389693754006e-05
STAGE_RANGE_Ids_m2,3.660827324591109e-05
TOPSIN_ET_C100C175pf,3.655010569481865e-05
MEASURE_ET_RF_Modeling_R_Gg,3.6467828829975235e-05
MEASURE_ET_DC_SEC_X_ChipStatus,3.63095171669825e-05
TOPSIN_ET_DC_PIV_Ids0_QP1,3.6122511394248716e-05
MEASURE_ET_DC_RF_CF_S22_Mag_L1002,3.6088272329543035e-05
STAGE_RANGE_C_CAT_2_OW_ST,3.585147830344748e-05
FIC_ET_DC_RF_Vp_1,3.575702593558161e-05
MESA_ET_Probe_Number,3.562480156226455e-05
SIN_ET_DC_RF_Vbin_gd,3.507080245027938e-05
MEASURE_ET_C385pf_0,3.498480021054961e-05
ANODE_ET_Ran_con_1_OW_CR,3.480765804627084e-05
STAGE_DELTA_Ids_m2_FIC_minus_TOPSIN,3.477411367076022e-05
MEASURE_ET_DC_SEC_S_Vg_at_I3_neg,3.4286115369186464e-05
TOPSIN_ET_R214,3.426373487540879e-05
MEASURE_ET_Rsh_cat_c2,3.4118951500136664e-05
ANODE_ET_C_AN_2,3.3944681138148304e-05
THIN_ET_Ran_con_3_OW_CR,3.3833857542289734e-05
STAGE_RANGE_DC_RF_Vbgd1,3.3766667338763766e-05
MEASURE_ET_DC_RF_CF_S22_Ph_L1002,3.375697821717261e-05
MEASURE_ET_DC_RF_S12dB_26GHz,3.364090792635776e-05
GATE2_CD_310nm_Gate_Win_Length,3.2807029971018695e-05
THIN_ET_Cap_C300,3.249738000396518e-05
STAGE_STD_DC_RF_Id_gm_max,3.247057874189163e-05
TOPSIN_ET_DC_RF_Vbgd1,3.2365745219661844e-05
SIN_GATE_ET_I_5,3.2321036404847626e-05
THIN_ET_C200_0,3.222627031748415e-05
MEASURE_ET_DC_RF_Imax,3.202745137609042e-05
SIN_ET_DC_RF_Vg_optt,3.189717679447923e-05
MEASURE_ET_DC_RF_Min_S21_Ph_L2180,3.177367151752375e-05
CATHODE_ET_Rcat_cn_3,3.1767691031797664e-05
MEASURE_ET_DC_SEC_X_Vg_at_I3_neg_FPSD3p2,3.132936565026223e-05
MEASURE_ET_LT_SEC_ChipStatus,3.1096342399764e-05
MEASURE_ET_DC_Stress_Id_gm_max_after,3.0995712189377246e-05
STAGE_RANGE_Rsh_cat_c2,3.090414917212847e-05
MEASURE_ET_DC_SMALL_Vbgs1,3.090236168914739e-05
TOPSIN_ET_Load_Pull_GL_set,3.067797378256687e-05
MEASURE_ET_DC_PIV_Ids1_QP3,3.0474175944764092e-05
MEASURE_ET_Rsh_TF_AB2,3.005088135098477e-05
THIN_ET_DC_RF_Vbgd_0p1,2.992132614570153e-05
MEASURE_ET_CapM1BRGM_0,2.9685859950268067e-05
MEASURE_ET_lkg_C200,2.965735480604248e-05
STAGE_STD_Vg_Vds_max,2.9496985653978958e-05
FIN_CD1_CD_PL_FIN,2.9067951814806813e-05
STAGE_RANGE_DC_RF_Vbgs_0p01,2.8101713614001046e-05
MEASURE_ET_Load_Pull_Pout_W_last,2.792583510403679e-05
TOPSIN_ET_Cap_USV,2.791300582528633e-05
BRIDGE_METAL_Height2_BRGM_Height2,2.785724619787655e-05
STAGE_RANGE_TANR,2.758043538442778e-05
MEASURE_ET_DC_RF_CF_S21_Ph_L1018,2.7553526869811273e-05
MEASURE_ET_DC_RF_S21ang_26GHz,2.75461298164692e-05
TOPSIN_ET_DC_SMALL_Vg_max_Vd,2.7173447476452894e-05
FMESA_Height_Fmesa_Height,2.702743830071408e-05
VIA_GaN_Height_Ni_height,2.679349368324979e-05
MEASURE_ET_Ids_m2,2.662944203460915e-05
MEASURE_ET_DC_SMALL_Vdg_max_0p1,2.6625468120566877e-05
BRGM_Cd_Litho_BRGM_litho_CD,2.662175541153222e-05
STAGE_RANGE_Rsh_cat_c2_OW_ST,2.6476991077778454e-05
MEASURE_ET_DC_RF_Id_Vbon_min,2.6303479569908526e-05
MEASURE_ET_LT_SEC_Ileak_m9p5V_mA_mm,2.6296490993971135e-05
FIC_ET_R_f_hr_2,2.5917812636888637e-05
CHRE_ET_Ids_Channel_recess_current,2.5814686405631336e-05
OHMIC_Thickness_SiN_Thickness,2.549568775984945e-05
MEASURE_ET_DC_SEC_S_Id_at_Vboff_mA_mm,2.539716249712054e-05
